Geneid	Chr	Start	End	Strand	Length	SRR5298122	SRR5298123	SRR5298124	SRR5298125	SRR5298126	SRR5298127	SRR5298128	SRR5298129	SRR5298130	SRR5298131	SRR5298132	SRR5298133	SRR5298134	SRR5298135
gene:PVX_124155	14	2098640	2101209	-	2570	894	1023	2853	3068	704	736	1833	2001	672	750	566	676	294	38
gene:PVX_124160	14	2101317	2102946	-	1630	493	639	1675	1896	414	468	1112	1260	471	569	392	395	17	30
gene:PVX_124165	14	2103275	2105248	-	1974	680	803	1937	2450	573	625	1457	1504	553	628	497	572	19	37
gene:PVX_124170	14	2106073	2107790	+	1718	547	641	1335	1536	408	460	967	1090	457	554	339	386	15	25
gene:PVX_124175	14	2108558	2109602	+	1045	435	441	1315	1354	327	303	912	1003	368	394	268	332	16	19
gene:PVX_124180	14	2112700	2114609	+	1910	734	748	2309	2573	530	560	1594	1794	559	589	431	526	26	41
gene:PVX_124185	14	2115810	2118410	+	2601	1027	1144	2413	2871	704	867	1807	2090	831	891	696	757	23	56
gene:PVX_124190	14	2120901	2123538	+	2638	1018	1214	1920	2250	710	832	1330	1631	833	876	683	693	32	57
gene:PVX_124195	14	2124789	2126631	+	1843	698	915	1663	2088	532	652	1155	1468	601	669	483	549	13	45
gene:PVX_124200	14	2127517	2128887	-	1371	787	837	1966	2095	608	666	1233	1372	598	677	456	545	22	34
gene:PVX_100510	14	2138099	2141081	-	2983	1779	1988	1870	2090	1446	1776	1271	1314	1294	1452	1095	1109	65	127
gene:PVX_100515	14	2142593	2149493	-	6901	2938	3054	5321	5596	2229	2544	3521	3899	2271	2566	2033	2122	77	158
gene:PVX_100520	14	2151755	2152588	+	834	269	342	823	1080	224	305	565	733	232	304	209	247	5	22
gene:PVX_100525	14	2153991	2157442	-	3452	1348	1541	1772	1950	989	1175	1163	1423	1063	1202	864	1107	53	91
gene:PVX_100530	14	2159137	2160327	-	1191	416	496	1320	1463	294	323	893	991	278	369	248	328	4	26
gene:PVX_100535	14	2170759	2177685	+	6927	1960	2380	3095	3768	1505	1857	2242	2660	1638	1904	1418	1614	51	88
gene:PVX_100540	14	2179294	2183036	+	3743	1108	1258	2226	2511	815	917	1626	1772	851	958	742	775	102	65
gene:PVX_100545	14	2183100	2184926	-	1827	649	735	1872	2046	471	574	1238	1372	520	592	459	487	16	33
gene:PVX_100550	14	2185982	2188495	-	2514	959	1105	1327	1490	698	748	908	1017	729	834	670	712	42	58
gene:PVX_100555	14	2190578	2192355	+	1778	636	679	1201	1511	432	498	864	942	513	565	357	435	19	37
gene:PVX_100560	14	2193011	2194546	+	1536	396	586	1319	1641	275	406	959	1194	357	471	302	327	15	25
gene:PVX_100565	14	2194680	2196197	-	1518	552	574	1445	1714	370	464	983	1175	351	494	339	409	11	17
gene:PVX_100570	14	2197647	2200412	-	2766	819	899	1871	2112	648	726	1377	1469	756	810	568	696	102	55
gene:PVX_100575	14	2201265	2202371	+	1107	406	447	1296	1462	297	363	884	1005	317	377	255	342	10	22
gene:PVX_100580	14	2203308	2204314	+	1007	357	432	1131	1333	232	276	744	970	299	361	196	291	12	22
gene:PVX_100585	14	2205203	2208443	+	3241	1151	1252	2164	2366	848	946	1459	1524	910	912	684	791	25	49
gene:PVX_100590	14	2208316	2209322	-	1007	222	308	627	884	149	210	392	623	167	260	135	197	299	11
gene:PVX_100595	14	2209391	2212430	-	3040	916	1024	2588	3068	695	828	1680	1774	778	847	561	618	26	54
gene:PVX_100600	14	2213074	2215401	-	2328	944	1065	2267	2524	761	824	1476	1588	771	816	664	711	14	68
gene:PVX_100610	14	2215894	2217443	+	1550	467	531	1456	1673	324	366	971	1146	365	421	318	367	10	33
gene:PVX_100615	14	2219021	2221898	-	2878	903	954	900	1128	662	787	755	844	727	872	601	734	626	84
gene:PVX_100620	14	2225576	2226467	-	892	302	362	328	381	215	253	249	272	243	278	198	211	10	16
gene:PVX_100625	14	2232485	2236103	+	3619	1360	1551	2349	2582	1083	1101	1663	1823	1092	1247	952	1054	36	67
gene:PVX_100630	14	2236593	2238857	-	2265	754	878	1995	2310	534	631	1395	1586	640	664	508	579	42	57
gene:PVX_100635	14	2242252	2256142	+	13891	5226	5567	5120	5750	3797	4385	3338	3619	4182	4418	3558	3922	178	310
gene:PVX_100640	14	2256552	2258078	+	1527	574	574	1000	1059	432	452	662	708	468	530	393	405	13	26
gene:PVX_100645	14	2258124	2259198	-	1075	291	348	718	826	231	296	527	584	272	298	222	236	8	20
gene:PVX_100650	14	2260793	2264349	+	3557	1164	1229	2310	2540	821	890	1605	1759	901	1002	756	739	24	50
gene:PVX_100655	14	2265142	2266409	-	1268	527	602	1035	1255	401	449	746	852	433	459	407	385	15	20
gene:PVX_100660	14	2278866	2285035	+	6170	1739	1870	3820	4329	1333	1492	2416	2725	1372	1536	1152	1299	54	92
gene:PVX_100665	14	2285229	2287640	-	2412	624	646	1145	1452	450	539	858	974	439	564	393	428	33	38
gene:PVX_100670	14	2288240	2290606	-	2367	853	926	1564	1755	622	653	1079	1234	675	754	507	578	42	35
gene:PVX_100675	14	2291567	2292950	-	1384	561	556	1389	1632	429	456	880	1117	430	500	312	396	15	32
gene:PVX_100680	14	2293226	2296162	-	2937	916	936	1677	2026	690	700	1121	1244	714	828	551	681	18	43
gene:PVX_100685	14	2297067	2300670	-	3604	966	1086	2040	2349	722	768	1491	1699	799	872	673	763	106	67
gene:PVX_100690	14	2302965	2307637	+	4673	1639	1730	2550	2895	1286	1461	1694	1859	1285	1411	1157	1217	44	99
gene:PVX_100695	14	2308710	2310278	+	1569	470	596	1462	1862	380	503	932	1219	433	477	322	401	19	38
gene:PVX_100700	14	2310740	2312401	+	1662	600	711	1744	2094	483	571	1184	1500	502	571	420	473	10	30
gene:PVX_100705	14	2312814	2313770	-	957	369	406	920	1159	256	316	651	681	282	327	242	263	8	28
gene:PVX_100710	14	2315238	2318699	-	3462	1205	1317	2979	3673	891	1030	2254	2455	975	1159	782	915	34	68
gene:PVX_100715	14	2321528	2326536	+	5009	1897	2165	4518	4963	1419	1630	3074	3453	1501	1632	1307	1444	55	117
gene:PVX_100720	14	2326942	2330247	-	3306	1077	1277	2020	2271	876	923	1292	1505	897	1037	740	780	24	50
gene:PVX_100725	14	2332876	2334908	+	2033	657	760	1089	1278	513	568	692	850	519	603	432	484	20	35
gene:PVX_100730	14	2335451	2337653	+	2203	766	883	2165	2455	588	701	1401	1633	704	715	549	663	23	50
gene:PVX_100735	14	2338261	2340444	+	2184	686	821	1763	2171	494	626	1200	1436	545	669	436	527	102	28
gene:PVX_100740	14	2340941	2348462	-	7522	2518	2610	3939	4402	1824	2064	2746	3100	2052	2281	1758	1887	566	112
gene:PVX_100745	14	2349163	2352633	-	3471	1213	1310	2223	2573	970	1079	1645	1843	988	1109	852	883	30	54
gene:PVX_100750	14	2353821	2355017	+	1197	416	502	1346	1485	377	419	871	1007	382	389	342	402	16	25
gene:PVX_100755	14	2357427	2358944	-	1518	577	607	1439	1710	405	423	1087	1212	431	515	368	432	6	35
gene:PVX_100760	14	2360911	2363520	-	2610	1055	1148	2596	3128	744	816	1954	2086	775	856	670	682	12	62
gene:PVX_100765	14	2365204	2366403	+	1200	494	539	1515	1769	315	411	1050	1196	388	366	278	345	21	33
gene:PVX_100770	14	2368184	2370090	+	1907	756	818	829	886	558	623	628	718	589	633	501	541	36	36
gene:PVX_100775	14	2370680	2371531	-	852	298	371	745	921	220	235	582	710	231	331	193	270	7	22
gene:PVX_100780	14	2373658	2374397	-	740	383	365	889	953	255	286	620	604	213	298	204	222	7	9
gene:PVX_100785	14	2375021	2378057	-	3037	1019	1098	2538	3036	718	788	1860	2039	812	904	724	704	21	62
gene:PVX_100790	14	2378262	2380338	+	2077	752	808	1608	1739	521	570	1226	1263	559	648	441	549	31	33
gene:PVX_100795	14	2380759	2382265	-	1507	601	640	1731	1964	426	469	1157	1362	456	452	369	415	34	33
gene:PVX_100800	14	2384135	2386155	+	2021	819	871	2414	2789	579	675	1678	1798	620	736	529	541	27	59
gene:PVX_100805	14	2386578	2392325	-	5748	2268	2480	4821	5416	1707	1872	3285	3642	1893	1950	1549	1704	39	129
gene:PVX_100810	14	2393455	2398521	+	5067	2092	2302	5441	5768	1617	1806	3612	3821	1746	1809	1561	1560	72	98
gene:PVX_100815	14	2399094	2400119	-	1026	425	505	1109	1246	328	342	766	844	335	342	298	315	11	20
gene:PVX_100820	14	2400906	2403373	+	2468	948	1079	2030	2363	707	800	1285	1442	713	769	572	675	26	42
gene:PVX_100825	14	2404307	2409802	-	5496	1941	2162	2827	3164	1486	1572	2024	2248	1608	1765	1385	1497	48	120
gene:PVX_100830	14	2412344	2414836	+	2493	857	989	2527	2830	632	672	1824	1934	724	745	626	707	23	39
gene:PVX_100835	14	2415947	2417825	+	1879	645	708	1855	2191	451	614	1325	1588	530	584	447	492	37	26
gene:PVX_100840	14	2418282	2419487	+	1206	401	490	1334	1493	319	394	904	1028	341	396	307	314	223	19
gene:PVX_100845	14	2420210	2423520	+	3311	1082	1311	2627	3015	836	1016	1766	2045	892	1067	741	799	41	75
gene:PVX_100850	14	2424963	2425517	+	555	226	241	668	696	166	198	421	450	167	172	135	135	10	3
gene:PVX_100855	14	2426243	2427988	-	1746	749	860	2040	2192	578	640	1249	1533	607	650	472	541	17	37
gene:PVX_100860	14	2429292	2431209	-	1918	752	844	1904	2080	546	600	1306	1382	554	668	453	484	30	49
gene:PVX_100865	14	2432144	2436065	+	3922	1421	1723	3264	3546	1172	1331	2244	2465	1249	1351	1024	1125	46	78
gene:PVX_100870	14	2436233	2437815	-	1583	538	612	1110	1252	390	445	803	887	451	490	410	417	35	41
gene:PVX_100875	14	2438462	2443860	+	5399	1953	2187	3934	4556	1512	1707	2675	3239	1539	1762	1293	1488	60	106
gene:PVX_100880	14	2444708	2446969	-	2262	829	1018	2231	2690	631	769	1542	1814	725	748	576	673	13	47
gene:PVX_100885	14	2450225	2453502	+	3278	1364	1426	3763	4215	945	1065	2623	2831	1009	1082	819	907	53	72
gene:PVX_100890	14	2456825	2459465	+	2641	1129	1258	2295	2532	861	977	1604	1762	916	1047	807	843	39	55
gene:PVX_100895	14	2462366	2463892	-	1527	705	834	1589	1870	504	664	1211	1461	487	634	473	564	18	54
gene:PVX_100900	14	2468053	2470443	-	2391	1100	1196	3152	3510	859	924	2051	2362	838	975	689	812	25	72
gene:PVX_100905	14	2472779	2474206	+	1428	513	639	1403	1863	400	488	983	1167	379	550	410	418	16	31
gene:PVX_100910	14	2480729	2488096	+	7368	2836	2995	3353	3840	2164	2480	2250	2559	2299	2399	1829	2094	92	127
gene:PVX_100915	14	2490050	2491181	+	1132	458	539	1392	1641	436	446	935	1053	348	407	315	372	13	26
gene:PVX_100920	14	2491649	2492845	-	1197	424	463	1370	1580	304	390	958	1160	356	453	317	389	13	23
gene:PVX_100925	14	2494030	2496898	+	2869	1068	1192	2034	2333	883	901	1397	1531	922	939	735	774	43	98
gene:PVX_100930	14	2497099	2498697	-	1599	651	710	1255	1372	466	529	922	990	489	524	470	483	5	77
gene:PVX_100935	14	2498963	2502322	+	3360	1284	1535	3131	3393	972	1074	1956	2155	1047	1173	848	1001	68	102
gene:PVX_100940	14	2505123	2521607	+	16485	8126	8539	5518	6162	5917	6881	3592	4051	6113	6589	5411	5832	176	358
gene:PVX_100945	14	2522327	2525293	-	2967	1349	1472	2459	2717	1052	1163	1726	1907	1069	1211	869	945	29	58
gene:PVX_100950	14	2526379	2528215	+	1837	732	819	1633	1823	503	631	1104	1201	606	628	507	565	20	44
gene:PVX_100955	14	2528270	2530388	-	2119	832	891	1527	1591	641	741	868	948	640	770	566	587	21	63
gene:PVX_100960	14	2531444	2538524	-	7081	2832	3073	4219	4705	2096	2469	2895	3141	2214	2464	1875	2017	64	155
gene:PVX_100965	14	2539799	2541664	-	1866	768	822	1505	1702	565	620	999	1210	613	659	467	514	12	42
gene:PVX_100970	14	2543616	2550163	-	6548	2008	2238	2662	3105	1498	1741	2038	2298	1801	1885	1416	1638	37	113
gene:PVX_100975	14	2558636	2560575	-	1940	744	896	2280	2769	621	736	1473	1811	637	664	489	684	14	40
gene:PVX_100980	14	2560653	2563294	+	2642	967	1092	2719	3161	681	837	1848	2094	802	936	642	732	43	52
gene:PVX_100985	14	2565090	2566781	+	1692	705	722	2041	2362	530	605	1305	1520	542	594	413	465	39	52
gene:PVX_100990	14	2567525	2570113	-	2589	956	1001	1785	2011	646	719	1142	1280	735	839	596	659	12	39
gene:PVX_100995	14	2571947	2573662	+	1716	666	799	2038	2382	478	636	1405	1679	553	619	460	500	15	31
gene:PVX_101000	14	2574751	2576424	-	1674	627	809	1989	2226	470	567	1434	1473	532	623	401	429	63	43
gene:PVX_101005	14	2578141	2578508	+	368	62	147	207	391	48	93	157	316	67	105	72	88	80	8
gene:PVX_101010	14	2578840	2580688	+	1849	491	581	1241	1327	360	414	792	1038	408	461	390	415	68	33
gene:PVX_101015	14	2581019	2583104	-	2086	783	853	2429	2812	577	672	1692	1879	604	689	503	541	27	37
gene:PVX_101020	14	2583462	2586020	+	2559	1013	1197	3093	3602	783	967	1974	2248	797	880	644	747	84	62
gene:PVX_101025	14	2586691	2588034	+	1344	522	602	1631	1891	451	547	1115	1270	436	469	370	429	12	17
gene:PVX_101030	14	2588542	2590304	+	1763	781	854	2331	2551	614	650	1554	1686	560	659	510	563	31	156
gene:PVX_101035	14	2590959	2592550	+	1592	579	676	1878	2122	474	557	1284	1438	485	564	394	449	22	33
gene:PVX_101040	14	2593098	2595386	-	2289	889	982	2449	2750	626	776	1612	1826	695	800	588	666	34	50
gene:PVX_101045	14	2596777	2597758	-	982	330	385	1012	1170	250	307	678	789	283	308	205	235	9	11
gene:PVX_101050	14	2599747	2600739	+	993	377	457	1025	1047	297	360	679	754	291	319	276	312	26	29
gene:PVX_101055	14	2600936	2602043	-	1108	428	502	1290	1392	349	372	850	884	346	408	286	360	19	30
gene:PVX_101060	14	2602251	2603302	+	1052	353	394	1030	1204	260	288	721	808	272	348	260	275	16	23
gene:PVX_101065	14	2603921	2605103	-	1183	490	513	1444	1546	341	394	893	1066	387	470	314	354	12	22
gene:PVX_101070	14	2607288	2608604	+	1317	498	598	1473	1863	382	436	1015	1284	401	525	355	454	16	41
gene:PVX_101075	14	2609699	2610950	-	1252	514	500	1423	1519	364	388	981	1087	417	400	267	315	18	33
gene:PVX_101080	14	2613995	2616009	+	2015	903	1083	2088	2316	786	776	1389	1492	720	695	631	666	60	49
gene:PVX_101085	14	2618378	2620252	+	1875	705	846	2244	2582	534	589	1570	1751	552	604	460	472	20	47
gene:PVX_101090	14	2620895	2622451	-	1557	722	734	1797	1891	529	591	1228	1174	550	589	441	519	32	38
gene:PVX_101095	14	2624336	2630593	-	6258	2379	2689	3387	4018	1758	1991	2379	2783	1874	2256	1539	1788	78	144
gene:PVX_101100	14	2632616	2635361	-	2746	962	989	1394	1613	640	747	1046	1131	735	805	567	660	62	36
gene:PVX_101105	14	2636184	2641740	+	5557	2236	2484	5574	6535	1638	1973	3772	4110	1709	1922	1527	1704	152	118
gene:PVX_101110	14	2641925	2646098	-	4174	1627	1743	3376	3788	1244	1455	2487	2779	1283	1446	1031	1174	45	81
gene:PVX_101115	14	2649977	2653959	+	3983	1693	1867	3344	3852	1349	1512	2324	2434	1461	1500	1200	1217	81	85
gene:PVX_101120	14	2654187	2656640	-	2454	923	1106	1555	1783	649	754	1142	1197	746	898	652	686	14	36
gene:PVX_101125	14	2659097	2660327	-	1231	548	605	1610	1837	480	470	976	1166	435	415	370	442	19	19
gene:PVX_101130	14	2662834	2664127	+	1294	589	632	1602	1831	437	513	1077	1273	404	509	374	455	137	42
gene:PVX_101135	14	2664166	2667325	-	3160	1082	1241	3243	3555	719	930	2232	2453	854	949	714	757	40	37
gene:PVX_101140	14	2667877	2670782	+	2906	1205	1236	2368	2631	889	899	1573	1772	940	988	831	877	167	68
gene:PVX_101145	14	2671412	2673081	-	1670	687	684	1678	2001	478	599	1057	1237	511	565	422	468	15	39
gene:PVX_101150	14	2675032	2678492	+	3461	1441	1559	2844	3131	1060	1234	1699	2054	1083	1206	842	991	30	64
gene:PVX_101155	14	2678895	2682392	-	3498	1405	1487	2501	2762	1077	1138	1608	1738	1105	1220	928	959	44	71
gene:PVX_101160	14	2682940	2683929	+	990	339	420	1045	1165	255	333	678	739	332	329	246	280	12	17
gene:PVX_101165	14	2684630	2686075	+	1446	566	706	1584	1929	453	489	1000	1166	453	553	412	516	12	25
gene:PVX_101170	14	2686990	2689711	+	2722	734	823	1940	2224	527	555	1426	1489	597	694	487	565	18	38
gene:PVX_101175	14	2690871	2695340	-	4470	1792	1805	2655	3030	1216	1445	1935	2167	1470	1538	1111	1240	86	67
gene:PVX_101180	14	2699354	2700933	+	1580	675	789	2056	2327	583	564	1338	1593	504	559	453	552	15	32
gene:PVX_101185	14	2702793	2703722	+	930	446	477	1043	1254	381	382	669	780	349	369	279	323	13	21
gene:PVX_101190	14	2704188	2705865	+	1678	684	763	1914	2020	516	515	1277	1381	543	593	460	501	21	39
gene:PVX_101195	14	2707495	2709605	+	2111	862	978	1762	1938	671	743	1012	1254	756	837	565	607	28	58
gene:PVX_101200	14	2713005	2714519	+	1515	635	649	1830	1980	501	495	1160	1414	502	517	407	410	17	42
gene:PVX_101205	14	2715541	2720731	-	5191	1931	2183	4391	4946	1414	1647	2985	3300	1586	1746	1296	1480	222	97
gene:PVX_101210	14	2722359	2726639	+	4281	1493	1617	4372	4838	1117	1231	2971	3312	1303	1361	1040	1192	115	81
gene:PVX_101215	14	2729125	2730308	+	1184	463	539	1205	1406	357	358	840	912	333	444	332	359	15	36
gene:PVX_101220	14	2730756	2732785	-	2030	742	824	1801	1973	571	669	1253	1399	652	645	509	481	15	35
gene:PVX_101225	14	2733581	2735107	+	1527	552	664	1567	1783	463	460	1038	1219	434	497	400	415	12	19
gene:PVX_101230	14	2736198	2737271	+	1074	473	509	1158	1311	315	329	781	934	335	390	258	323	10	17
gene:PVX_101235	14	2738342	2740107	+	1766	639	730	1628	1861	486	543	1178	1326	528	551	481	500	72	55
gene:PVX_101240	14	2741352	2743752	-	2401	1007	1153	3017	3522	681	850	2160	2478	792	929	672	779	29	68
gene:PVX_101245	14	2745935	2748157	+	2223	852	885	2069	2321	654	685	1249	1278	682	687	568	564	21	32
gene:PVX_101250	14	2748162	2749962	+	1801	589	662	1893	2186	462	489	1279	1434	463	514	374	408	23	32
gene:PVX_101255	14	2750179	2750750	-	572	44	46	131	187	41	44	77	134	35	45	25	52	0	3
gene:PVX_101257	14	2751431	2752933	+	1503	561	667	1941	2038	431	523	1287	1450	500	545	420	510	19	24
gene:PVX_101260	14	2753964	2755469	-	1506	597	688	1592	1857	430	480	1061	1305	459	496	400	452	16	29
gene:PVX_101265	14	2759960	2762337	+	2378	838	963	2835	3036	707	720	1927	2088	689	750	623	639	40	69
gene:PVX_101270	14	2762314	2765023	-	2710	1052	1186	3177	3499	866	897	2172	2331	877	885	697	682	49	49
gene:PVX_101275	14	2766761	2767105	-	345	85	130	260	316	62	84	184	236	64	79	44	81	6	5
gene:PVX_101280	14	2768887	2770587	+	1701	559	615	1212	1373	397	419	867	879	433	495	371	395	21	31
gene:PVX_101285	14	2771198	2772525	+	1328	536	590	1540	1931	385	467	1002	1210	390	482	334	404	13	21
gene:PVX_101290	14	2773201	2774172	+	972	417	449	1207	1466	306	356	814	912	304	380	266	286	27	13
gene:PVX_101295	14	2774478	2776226	+	1749	582	671	1571	1931	405	509	1023	1319	447	538	367	398	20	27
gene:PVX_101300	14	2777209	2778381	+	1173	557	670	1598	1879	413	470	1208	1337	429	502	400	446	29	50
gene:PVX_101305	14	2779272	2780408	-	1137	487	595	1444	1656	400	420	952	1131	399	469	298	375	13	36
gene:PVX_101310	14	2781602	2782489	+	888	403	413	1037	1197	294	327	687	838	314	348	258	291	8	23
gene:PVX_101315	14	2783702	2785236	-	1535	567	723	1516	1763	431	475	1029	1245	424	479	376	459	5	33
gene:PVX_101320	14	2788662	2791113	+	2452	666	873	1950	2185	557	633	1293	1515	611	735	478	527	25	30
gene:PVX_101325	14	2796768	2803739	+	6972	2038	2322	3293	3629	1593	1761	2138	2371	1737	1861	1409	1600	74	105
gene:PVX_101330	14	2806122	2806412	+	291	104	136	404	516	80	118	270	346	102	119	63	88	0	7
gene:PVX_101335	14	2806816	2808090	-	1275	553	655	1651	1939	455	506	1096	1278	519	575	439	501	169	36
gene:PVX_101340	14	2809872	2811755	-	1884	747	837	2326	2592	573	673	1632	1748	573	693	508	588	23	43
gene:PVX_101345	14	2813255	2814966	+	1712	517	564	1359	1585	343	423	909	1019	418	483	316	343	16	20
gene:PVX_101350	14	2815250	2816178	+	929	444	479	1242	1487	298	351	748	895	331	338	286	279	7	23
gene:PVX_101355	14	2819236	2822789	+	3554	1236	1388	2635	3058	845	1009	1735	2012	1021	1087	828	910	13	68
gene:PVX_101360	14	2823314	2823754	-	441	186	190	502	621	114	125	380	395	164	160	105	141	2	7
gene:PVX_101365	14	2826335	2828873	-	2539	1031	1066	2709	2871	752	800	1749	1828	723	798	651	647	38	52
gene:PVX_101370	14	2831191	2833641	-	2451	875	920	1540	1716	644	765	1147	1155	724	726	564	670	105	41
gene:PVX_101375	14	2835429	2835762	+	334	102	124	248	374	62	96	212	294	113	119	89	81	8	14
gene:PVX_101380	14	2838676	2839008	-	333	97	133	311	406	64	88	226	293	91	99	37	86	0	7
gene:PVX_101385	14	2839835	2847692	-	7858	2886	3006	4445	4878	2195	2459	3061	3277	2468	2525	2014	2172	157	142
gene:PVX_101390	14	2849285	2850853	-	1569	550	589	1110	1186	407	455	834	840	450	475	374	423	15	23
gene:PVX_101395	14	2851625	2852449	+	825	382	415	996	1225	240	305	687	833	297	303	234	282	6	13
gene:PVX_101400	14	2852730	2860718	-	7989	3544	3745	4661	5024	2500	2762	2989	3203	2758	2877	2337	2396	106	160
gene:PVX_101405	14	2864793	2868776	+	3984	1558	1629	2270	2645	1044	1304	1550	1745	1198	1348	995	1089	33	85
gene:PVX_101410	14	2870758	2871871	+	1114	416	489	985	1154	256	339	734	832	330	389	249	309	17	19
gene:PVX_101415	14	2872600	2875379	+	2780	1196	1292	3087	3343	900	1019	2134	2415	1003	1121	796	898	42	60
gene:PVX_101420	14	2875644	2877411	+	1768	672	766	2033	2498	504	629	1387	1737	557	569	469	536	11	40
gene:PVX_101425	14	2878216	2879646	-	1431	732	845	2001	2262	553	627	1254	1438	540	575	464	536	17	33
gene:PVX_101430	14	2882128	2883165	+	1038	479	510	1160	1342	322	421	762	855	340	386	290	322	32	26
gene:PVX_101435	14	2884488	2889448	+	4961	2045	2271	3332	3934	1565	1781	2331	2673	1660	1975	1336	1585	49	116
gene:PVX_101440	14	2889845	2892680	-	2836	718	838	1710	2186	584	652	1219	1382	615	700	503	606	42	28
gene:PVX_101445	14	2896884	2899188	+	2305	1026	1121	2888	3376	766	910	1822	2062	786	907	690	728	20	52
gene:PVX_101450	14	2900350	2902407	+	2058	844	963	1666	1852	656	766	1140	1320	689	744	593	669	36	33
gene:PVX_101455	14	2903447	2905368	-	1922	665	740	1604	1654	442	508	1092	1157	508	568	461	451	35	34
gene:PVX_101460	14	2906068	2907444	-	1377	588	633	1620	1663	404	487	1101	1176	478	526	363	401	15	31
gene:PVX_101465	14	2908927	2911140	+	2214	1050	1162	2015	2349	729	900	1389	1619	833	900	670	782	24	49
gene:PVX_101470	14	2912894	2915516	+	2623	1139	1366	2944	3338	811	1028	1937	2276	936	1008	743	873	30	58
gene:PVX_101475	14	2916190	2918566	-	2377	1042	1152	2434	2617	785	939	1812	1926	851	929	704	783	27	62
gene:PVX_101480	14	2919423	2921630	-	2208	924	1001	2394	2541	644	754	1538	1757	665	735	577	623	19	43
gene:PVX_101485	14	2925978	2935274	-	9297	4499	4779	5533	6032	3291	3595	3966	4475	3369	3641	2811	3034	179	198
gene:PVX_101490	14	2938784	2941111	-	2328	1525	1581	1647	1831	1129	1234	1567	1700	1002	1087	592	605	55	147
gene:PVX_101500	14	2957235	2967034	-	9800	5785	6383	2409	2586	4633	4996	1592	1720	4499	4619	3798	4009	230	653
gene:PVX_101505	14	2973650	2974909	-	1260	857	918	311	358	599	703	209	186	616	641	579	510	36	113
gene:PVX_101510	14	2978093	2980030	-	1938	1014	1172	458	554	802	973	276	311	865	933	700	766	34	143
gene:PVX_101515	14	2983295	2984636	-	1342	775	906	310	342	618	684	185	190	575	618	543	526	31	129
gene:PVX_101520	14	2986968	2989326	-	2359	1338	1592	566	619	1131	1165	315	417	1055	1167	622	619	75	258
gene:PVX_101525	14	2992657	2993679	-	1023	690	684	296	319	557	568	140	166	541	611	363	423	32	129
gene:PVX_101530	14	2996746	2998451	-	1706	881	1021	350	366	784	841	209	211	665	816	400	424	49	164
gene:PVX_101535	14	2999635	3001065	+	1431	855	1028	338	407	718	799	199	210	679	739	470	546	63	127
gene:PVX_101540	14	3002365	3003903	-	1539	1289	1609	502	614	1080	1191	227	243	689	782	524	554	149	190
gene:PVX_101545	14	3007532	3008640	+	1109	692	805	277	352	609	676	173	212	479	568	360	341	81	149
gene:PVX_101550	14	3011849	3012559	+	711	500	574	188	210	377	421	95	110	336	405	306	309	36	74
gene:PVX_101555	14	3017292	3020478	+	3187	1798	1872	605	718	1422	1541	434	482	1483	1595	938	1088	165	247
gene:PVX_101560	14	3025022	3026105	-	1084	409	466	118	174	314	376	105	159	463	517	333	357	44	65
gene:PVX_101565	14	3035578	3037199	+	1622	1076	1203	361	386	895	940	188	213	745	846	507	544	85	157
gene:PVX_101570	14	3039087	3040563	-	1477	1014	1109	368	408	792	879	255	207	762	848	556	588	89	171
gene:PVX_101575	14	3045944	3046339	+	396	207	229	95	69	135	146	44	42	117	134	93	89	12	18
gene:PVX_101580	14	3049888	3051064	-	1177	864	915	281	312	729	771	144	164	608	687	357	344	59	155
gene:PVX_101590	14	3066193	3068118	-	1926	12	7	6	1	10	7	5	0	11	8	6	5	4	6
gene:PVX_101595	14	3076531	3077076	-	546	368	489	191	201	362	356	104	84	336	359	250	313	13	317
gene:PVX_101600	14	3083104	3084455	+	1352	427	534	151	200	394	464	88	114	299	396	212	260	48	63
gene:PVX_101605	14	3088962	3090201	+	1240	860	1013	261	287	730	764	146	162	663	715	196	197	90	158
gene:PVX_101610	14	3092454	3094484	-	2031	1206	1277	446	510	901	1081	277	317	842	1058	761	805	78	158
gene:PVX_101615	14	3100099	3101184	-	1086	863	991	326	354	657	873	168	203	589	681	435	453	73	145
gene:PVX_101620	14	3107652	3109593	+	1942	568	777	203	311	444	610	110	146	412	595	299	405	84	114
gene:PVX_101625	14	3115151	3116826	-	1676	183	291	58	95	166	254	870	1002	3108	3481	2275	2471	69	208
gene:PVX_096910	2	1653	3454	-	1802	2042	2225	743	872	1596	1692	621	744	2352	2597	1676	1922	114	174
gene:PVX_096915	2	3723	5208	-	1486	1839	1938	669	597	1433	1586	508	563	1866	2133	1256	1408	96	156
gene:PVX_096920	2	7137	8776	-	1640	1118	1239	405	478	861	910	375	392	1370	1492	1166	1239	63	121
gene:PVX_096930	2	20227	21089	+	863	878	708	325	274	702	552	289	291	1139	928	643	602	79	230
gene:PVX_096935	2	24610	25697	+	1088	1307	1478	557	583	1089	1238	384	448	1463	1528	846	899	77	194
gene:PVX_096940	2	37794	38816	+	1023	709	760	251	307	562	617	143	165	544	557	355	351	54	85
gene:PVX_096945	2	42103	43150	+	1048	290	201	133	92	253	172	84	71	254	190	199	171	32	28
gene:PVX_096950	2	50597	53129	+	2533	1281	1353	863	1001	962	1086	902	979	964	1162	774	907	84	140
gene:PVX_096955	2	56163	58335	+	2173	1278	1359	1533	1592	956	1057	1640	1825	841	906	756	745	73	130
