Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
gene:PF3D7_1422700	14	913819	917391	+	3573	177	1993	39	378	155	826	155	253	208	477	38	158	52	50	1809	649	400	1177	439	837	248	469	625	1510	459	814	629	2822	441	355	241	149	378	633	53	771	108	1042	92
gene:PF3D7_1422800	14	918429	919997	-	1569	72	992	14	246	69	408	69	124	69	114	36	60	39	26	936	295	173	541	185	311	128	284	298	614	208	308	268	1437	31	106	51	25	131	378	12	203	45	277	249
gene:PF3D7_1422900	14	922931	924208	+	1278	65	757	8	146	60	262	60	157	87	182	28	66	27	17	761	316	220	452	152	327	74	146	244	616	234	316	256	1060	776	4911	778	705	5	5	2	53	12	74	8
gene:PF3D7_1423000	14	924964	926427	-	1464	79	883	14	123	82	369	82	117	88	142	45	57	34	37	822	253	175	553	154	340	127	272	299	625	214	290	269	1110	18	24	25	16	1309	2995	46	500	91	860	580
gene:PF3D7_1423100	14	929503	931281	+	1779	76	1032	13	163	90	444	90	126	118	178	27	90	29	38	939	355	279	598	222	396	125	315	335	698	372	427	337	1485	24	125	57	57	14	24	12	103	24	482	188
gene:PF3D7_1423200	14	933059	935357	+	2299	60	940	16	134	62	381	62	166	138	218	21	86	26	14	867	288	151	474	161	308	107	190	263	630	139	411	232	1230	136	589	191	152	654	1153	31	388	55	669	209
gene:PF3D7_1423300	14	936168	941638	+	5471	154	1871	16	249	157	704	157	314	335	475	44	164	70	56	1647	590	536	884	338	657	232	428	479	1197	283	969	389	2325	896	4885	1159	1024	64	93	15	310	37	1330	683
gene:PF3D7_1423400	14	942192	946990	+	4799	161	1741	25	336	119	682	119	204	197	341	55	120	69	15	1744	890	578	1081	668	920	146	257	395	1488	339	723	479	2335	8	7	28	9	0	4	9	61	8	352	23
gene:PF3D7_1423500	14	947387	952348	-	4962	210	2210	36	406	155	863	155	185	219	352	55	166	62	56	2153	873	611	1394	507	1084	200	346	546	1757	537	900	620	2909	26	13	22	12	83	89	25	576	54	148	25
gene:PF3D7_1423600	14	955865	958066	+	2202	56	578	6	119	35	253	35	148	126	187	20	43	17	16	594	230	201	310	107	250	56	124	162	477	159	329	124	745	550	1269	590	231	157	420	30	537	84	6372	10551
gene:PF3D7_1423700	14	959074	963750	-	4677	203	2591	29	458	193	1026	193	416	294	494	49	228	90	52	2490	890	491	1466	567	1055	295	541	742	1858	553	1135	861	3788	1472	1856	1193	690	2435	4547	241	3242	575	3136	292
gene:PF3D7_1423800	14	967563	972311	+	4749	188	1776	35	272	122	774	122	243	226	403	50	157	71	25	2025	778	564	1291	453	905	223	331	505	1657	344	841	438	2535	100	61	84	37	704	1294	49	537	64	341	46
gene:PF3D7_1424100	14	973853	975543	-	1691	43	781	11	125	61	321	61	84	75	135	13	42	24	18	680	220	204	399	149	240	86	210	193	430	197	267	239	934	122	88	61	42	14894	36724	243	3424	512	3882	3756
gene:PF3D7_1424400	14	977908	979166	+	1259	32	522	7	77	69	182	69	101	73	93	22	32	14	19	495	156	141	284	106	163	85	169	181	268	138	249	187	662	1035	1080	622	320	11060	27298	279	4113	626	2126	1188
gene:PF3D7_1425200	14	983341	984561	-	1221	52	704	17	97	44	296	44	138	105	144	21	61	24	12	658	200	139	394	135	258	75	132	222	552	182	360	192	846	5	2	9	4	6	1	6	66	18	79	49
gene:PF3D7_1425300	14	985365	987755	-	2391	57	573	22	127	67	246	67	137	123	126	32	69	36	32	565	237	170	307	94	215	67	144	169	410	121	317	114	775	515	1440	653	327	52	29	31	643	123	1435	1006
gene:PF3D7_1425400	14	989220	992930	+	3711	163	1918	33	373	196	765	196	215	191	381	62	166	61	36	1709	741	467	1101	393	821	187	421	525	1435	406	754	573	2883	249	376	210	61	24	22	12	122	27	2029	578
gene:PF3D7_1425500	14	993652	994300	+	649	24	254	4	40	16	82	16	36	81	150	7	15	10	9	278	79	66	179	56	125	23	35	70	189	38	197	64	279	38	47	37	10	0	2	3	20	7	442	650
gene:PF3D7_1425600	14	995161	1000506	-	5346	226	2654	32	493	167	1013	167	274	145	308	66	193	109	62	2440	2076	783	1419	2025	1398	256	448	707	1914	482	691	747	3765	11	31	8	10	19	15	48	466	126	2278	331
gene:PF3D7_1425700	14	1006643	1008069	+	1427	34	573	9	112	44	205	44	79	68	89	18	66	10	10	510	157	127	289	112	197	53	103	141	358	81	251	151	669	5	14	49	6	145	395	32	497	127	378	190
gene:PF3D7_1425800	14	1009010	1011910	+	2901	124	1640	27	265	122	752	122	278	350	498	38	113	64	39	1477	597	437	1005	348	742	146	291	475	1280	288	1140	511	2073	524	1349	466	407	22	15	41	656	106	986	194
gene:PF3D7_1425900	14	1012696	1014265	-	1570	49	604	8	105	36	203	36	143	117	213	20	59	18	14	601	192	81	319	96	181	72	91	153	435	178	355	164	697	208	368	145	124	819	2578	9	79	24	265	163
gene:PF3D7_1426000	14	1016133	1016618	-	486	24	285	6	27	30	119	30	35	40	50	2	21	10	6	282	139	44	161	60	89	36	86	103	182	19	110	73	328	73	31	31	11	4905	15966	137	1795	297	1537	1428
gene:PF3D7_1426100	14	1018745	1019260	-	516	21	259	3	68	25	112	25	21	26	31	9	22	7	4	238	96	40	157	48	88	51	68	91	194	58	95	72	315	4	2	0	4	2426	5467	69	772	166	731	770
gene:PF3D7_1426200	14	1021652	1022857	-	1206	62	814	10	119	60	315	60	98	59	93	22	45	32	24	747	249	203	419	191	267	118	257	268	575	150	323	228	1073	62	16	26	6	891	2695	190	1857	387	357	62
gene:PF3D7_1426300	14	1023948	1025765	-	1818	81	1016	13	141	84	391	84	84	54	123	40	73	34	19	960	299	220	611	209	372	115	259	273	767	182	309	297	1307	6	2	1	8	11	10	11	157	22	4158	1476
gene:PF3D7_1426400	14	1026262	1027144	-	883	31	334	3	53	22	110	22	34	61	109	4	14	13	6	289	127	71	117	49	94	42	55	86	241	32	193	32	452	2	1	20	0	1	0	1	10	4	125	86
gene:PF3D7_1426500	14	1027966	1029948	-	1983	86	1466	23	227	132	669	132	133	84	143	37	110	52	23	1124	406	349	722	232	450	256	448	429	870	272	437	448	1880	23	40	16	9	6	7	4	32	6	2309	1000
gene:PF3D7_1426600	14	1031065	1035360	-	4296	187	1767	29	335	116	665	116	241	258	417	35	140	62	31	2017	861	566	1249	526	1125	143	238	432	1727	378	755	513	2691	43	57	60	11	5	4	17	145	35	85	22
gene:PF3D7_1426700	14	1036137	1039583	-	3447	167	2045	36	353	176	917	176	273	121	276	63	174	91	36	1919	744	504	1171	438	783	291	587	649	1468	510	626	689	2941	103	218	50	76	1187	2545	39	447	87	4290	1056
gene:PF3D7_1426800	14	1043057	1049590	+	6534	235	2869	52	531	218	1156	218	308	300	512	85	232	120	69	2718	965	782	1707	625	1216	272	515	822	2266	569	1213	900	4016	158	41	42	36	607	1203	24	375	59	904	115
gene:PF3D7_1426900	14	1050050	1050316	-	267	14	235	3	20	17	75	17	57	45	78	8	6	1	7	192	95	105	146	49	100	38	80	72	138	48	129	93	269	148	513	172	180	23	19	34	404	60	1046	2704
gene:PF3D7_1427000	14	1051085	1054594	+	3510	166	1980	24	272	134	765	134	295	217	439	76	159	63	42	1929	727	438	1250	480	792	171	402	612	1492	456	697	580	2686	558	1041	619	164	15	15	21	282	59	360	39
gene:PF3D7_1427100	14	1056162	1060124	+	3963	153	2210	36	400	218	1033	218	355	189	299	59	217	69	49	1872	783	502	1187	417	776	294	652	694	1428	424	788	614	2997	3797	15471	4628	3588	2461	4010	18	210	37	3505	364
gene:PF3D7_1427200	14	1061805	1062392	+	588	23	199	3	41	15	55	15	40	30	84	6	10	6	6	286	85	50	202	79	162	18	39	59	208	44	103	64	327	54	85	43	55	12	78	3	68	9	106	51
gene:PF3D7_1427300	14	1064142	1069386	+	5245	221	2488	43	399	171	979	171	315	201	417	81	187	109	53	2421	967	563	1370	540	987	208	419	740	1722	515	879	808	3004	250	370	135	109	8	12	38	351	75	957	90
gene:PF3D7_1427400.2	14	1077357	1079721	-	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1427400.1	14	1077357	1079721	-	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1427500	14	1081773	1084208	+	2436	114	1609	22	308	131	724	131	179	98	164	40	138	63	47	1405	489	360	849	334	535	182	441	510	1064	419	546	496	2012	9	4	16	4	26	31	20	107	22	145	20
gene:PF3D7_1427600	14	1085603	1087039	+	1437	50	926	15	164	75	325	75	110	70	98	18	69	35	25	811	245	236	455	146	332	115	246	272	610	189	331	329	1270	119	124	31	68	5	9	27	263	81	60	14
gene:PF3D7_1427700	14	1087436	1087627	-	192	12	107	2	5	10	50	10	31	13	3	2	3	4	4	161	51	57	80	45	72	19	38	28	59	32	33	25	152	0	0	5	0	2	2	1	18	1	8	7
gene:PF3D7_1427800	14	1088362	1089102	-	741	29	328	8	43	25	187	25	32	28	58	11	32	18	5	395	144	80	247	74	157	62	105	112	232	51	150	97	505	0	0	6	1	137	591	9	105	23	294	429
gene:PF3D7_1427900	14	1092936	1093781	+	846	29	483	5	77	40	256	40	100	48	71	7	47	12	15	446	194	108	243	77	170	77	173	158	316	139	199	132	654	87	79	68	32	611	818	66	760	130	5720	2068
gene:PF3D7_1428000	14	1095686	1097731	+	2046	55	652	8	107	52	249	52	91	45	146	21	54	21	16	647	246	156	319	132	259	46	92	131	502	86	248	101	849	2	2	14	1	1	1	0	6	0	52	96
gene:PF3D7_1428100	14	1098038	1099951	-	1914	89	877	16	188	59	356	59	117	102	182	26	63	35	27	890	272	205	575	219	434	87	156	237	779	209	319	235	1331	160	344	169	130	43	106	4	117	18	115	30
gene:PF3D7_1428200	14	1101958	1104387	+	2430	117	1291	17	308	98	468	98	154	139	270	22	103	56	21	1388	398	304	775	303	573	170	312	413	1014	248	613	379	1826	177	335	169	70	305	857	11	121	18	439	108
gene:PF3D7_1428300	14	1105200	1106514	-	1315	53	690	6	129	62	354	62	159	71	91	35	71	22	25	541	206	113	358	110	205	99	229	214	434	169	284	191	930	60	151	80	52	3192	8363	145	1346	279	775	207
gene:PF3D7_1428400	14	1108090	1115470	-	7381	275	3379	44	663	294	1483	294	358	254	479	93	242	110	86	3242	1230	995	1925	755	1412	388	682	950	2549	830	1148	1002	4961	28	187	111	54	20	21	8	193	36	976	206
gene:PF3D7_1428500	14	1118591	1126292	+	7702	293	3674	43	644	279	1333	279	590	460	838	82	345	120	80	3667	1423	1006	2124	849	1750	322	674	991	3165	679	1695	1091	5002	564	1704	836	741	138	299	13	208	29	584	60
gene:PF3D7_1428600	14	1127042	1129031	+	1990	38	656	9	110	32	221	32	120	105	176	23	69	17	13	615	253	172	346	162	300	64	113	164	452	67	281	145	818	12	15	18	4	26	21	5	90	14	1105	1106
gene:PF3D7_1428700	14	1129470	1130771	-	1302	53	552	12	128	47	208	47	91	40	106	9	38	12	15	607	224	134	347	104	267	59	95	133	479	58	233	195	850	75	41	31	33	32	79	8	57	9	224	27
gene:PF3D7_1428800.2	14	1133067	1134400	+	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1428800.1	14	1133067	1134400	+	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1428900	14	1134854	1139191	-	4338	176	2488	28	453	174	1031	174	260	199	312	78	161	78	49	2173	889	683	1351	498	1005	245	555	722	1747	526	770	845	3387	17	20	32	7	45	29	70	753	119	680	72
gene:PF3D7_1429000	14	1140579	1141292	-	714	24	518	2	43	47	198	47	103	114	126	10	42	13	7	414	94	67	229	83	168	44	119	144	293	50	341	99	544	32	14	6	7	43	135	9	49	13	332	358
gene:PF3D7_1429100	14	1142154	1143791	+	1638	74	969	11	180	85	417	85	211	139	190	37	91	35	21	888	294	267	578	198	401	151	272	306	682	262	581	302	1243	223	77	89	42	67	65	93	623	89	656	110
gene:PF3D7_1429200	14	1144518	1148078	-	3561	190	2352	27	529	190	918	190	284	261	380	58	188	70	59	1951	678	469	1180	412	759	311	660	655	1547	417	1045	683	2918	618	3104	864	867	20	13	36	499	71	1606	352
gene:PF3D7_1429300	14	1150475	1153387	-	2913	58	856	14	121	64	306	64	127	120	177	30	74	23	23	861	364	233	446	184	331	98	166	229	591	135	429	189	1007	28	23	26	9	131	186	10	192	19	11470	21145
gene:PF3D7_1429400	14	1155355	1163694	+	8340	331	3880	64	703	242	1487	242	429	299	630	94	289	131	86	3846	1523	984	2490	951	1956	318	631	951	3435	856	1298	1148	6085	244	209	221	73	539	749	52	427	81	413	75
gene:PF3D7_1429500	14	1164332	1166566	+	2235	97	1143	8	166	79	516	79	215	169	313	29	84	49	21	1102	410	255	680	245	410	128	265	329	866	245	570	357	1530	8	11	9	4	195	420	5	24	6	76	35
gene:PF3D7_1429600	14	1167144	1167803	+	660	22	426	3	36	36	184	36	102	61	89	7	41	13	8	342	145	69	173	50	122	57	119	116	257	81	201	119	497	46	143	30	31	22	28	15	218	44	1500	1587
gene:PF3D7_1429700	14	1168236	1169336	-	1101	36	680	14	124	59	337	59	84	52	90	16	54	23	16	568	208	162	334	134	229	124	215	196	424	106	215	244	903	999	5262	1063	1145	425	1009	50	452	79	5091	7939
gene:PF3D7_1429800	14	1170829	1175293	+	4465	169	2506	35	463	177	1090	177	370	275	453	52	205	79	81	2169	780	499	1255	494	810	320	611	696	1748	395	1113	729	3302	1385	6937	936	2185	1482	2916	79	729	162	1245	164
gene:PF3D7_1429900	14	1176770	1181092	+	4323	191	2647	45	456	203	1121	203	254	181	290	74	204	84	60	2160	870	489	1278	527	970	316	631	687	1772	500	869	791	3339	1451	3086	1009	861	66	140	25	429	67	1564	265
gene:PF3D7_1430000	14	1181664	1182982	-	1319	34	343	5	52	28	102	28	71	86	152	9	25	15	8	514	190	86	251	113	229	29	65	88	315	74	252	90	541	59	74	67	30	27	47	7	91	21	191	116
gene:PF3D7_1430100	14	1184910	1187042	+	2133	72	899	8	140	76	424	76	186	167	278	25	82	28	8	819	361	222	461	212	326	109	181	230	564	131	526	283	1010	62	1037	60	192	15	17	21	131	32	1779	3224
gene:PF3D7_1430200	14	1188349	1191466	+	3118	74	1141	21	179	90	393	90	125	198	272	35	103	46	32	941	298	337	535	203	350	143	239	246	831	183	665	235	1256	175	298	130	141	63	55	11	168	34	1311	1142
gene:PF3D7_1430300	14	1191946	1199919	-	7974	330	4926	82	885	473	2007	473	451	323	532	138	432	153	148	3712	1533	1147	2380	918	1765	727	1486	1437	3072	963	1359	1390	6380	54	69	71	19	1326	2165	242	4292	518	1908	263
gene:PF3D7_1430400	14	1201748	1204339	+	2592	110	1343	22	267	106	455	106	183	130	223	51	110	37	26	1234	494	275	761	305	496	156	312	368	1012	113	532	437	1863	23	16	51	13	289	525	10	75	13	1951	813
gene:PF3D7_1430500	14	1205088	1206416	+	1329	56	883	9	145	73	376	73	103	90	157	30	76	27	6	698	299	194	364	156	276	128	226	271	528	156	377	200	1015	3	2	4	2	1	18	0	6	5	214	88
gene:PF3D7_1430600	14	1207398	1210028	+	2631	105	1220	21	219	99	588	99	101	152	238	37	130	45	44	1244	508	321	766	249	527	117	217	335	1029	243	542	397	1665	20	32	36	6	4	12	14	142	40	257	27
gene:PF3D7_1430700	14	1211012	1212776	+	1765	58	990	17	177	89	466	89	131	78	102	31	72	22	34	788	353	158	463	181	361	194	335	320	572	285	343	268	1326	5	3	7	3	18	13	192	3572	355	375	102
gene:PF3D7_1430800	14	1214935	1215732	+	798	23	483	5	119	37	210	37	86	37	48	11	47	18	11	425	160	86	235	82	131	132	205	152	291	54	160	138	670	11	18	6	11	14	14	4	24	1	3384	3209
gene:PF3D7_1430900	14	1216653	1217171	-	519	29	352	7	87	29	177	29	54	60	79	9	23	15	5	301	126	96	159	68	84	51	145	89	212	108	170	75	450	49	202	28	63	30	19	26	385	99	1305	2115
gene:PF3D7_1431000	14	1218105	1218999	-	895	37	435	7	93	43	230	43	114	45	90	12	34	10	17	407	153	137	208	77	116	76	172	140	293	48	210	118	555	60	61	33	34	25	16	34	326	60	536	613
gene:PF3D7_1431100	14	1221775	1222818	+	1044	52	691	12	87	65	277	65	80	65	77	24	44	10	27	554	217	128	320	109	202	151	297	206	390	148	231	164	935	36	79	17	31	35	13	32	352	56	6863	2532
gene:PF3D7_1431200	14	1224340	1228017	-	3678	133	1684	18	299	138	698	138	268	200	348	35	133	62	37	1632	558	324	1067	355	735	154	331	479	1438	250	775	474	2396	1258	2329	1254	530	711	1074	30	359	57	521	49
gene:PF3D7_1431300	14	1231036	1233841	+	2806	131	1670	23	274	115	718	115	222	147	281	53	99	47	31	1558	613	471	889	350	627	259	389	489	1207	354	642	395	2250	535	718	330	161	828	1545	141	2502	393	604	91
gene:PF3D7_1431400	14	1233977	1237125	-	3149	112	1574	13	344	132	669	132	170	155	297	47	130	56	37	1376	535	497	836	354	615	199	370	460	1144	324	637	477	2120	35	48	56	21	39	20	12	259	24	115	28
gene:PF3D7_1431500	14	1238851	1241595	-	2745	125	1765	30	292	138	737	138	240	134	330	61	145	73	29	1366	557	429	920	351	589	273	507	567	1105	374	572	512	2393	2516	9623	3331	1924	421	1101	57	1004	94	3722	626
gene:PF3D7_1431600	14	1244018	1245406	+	1389	51	825	14	160	89	342	89	185	87	141	17	94	40	38	695	283	194	420	153	232	136	246	276	492	200	358	299	1077	146	356	81	81	34	52	109	992	209	616	231
gene:PF3D7_1431700	14	1247030	1247950	+	921	30	260	4	47	23	102	23	62	63	96	9	27	10	4	225	76	55	123	42	63	38	69	59	178	37	174	78	289	294	468	257	176	5171	13980	119	1883	269	2179	2788
gene:PF3D7_1431800	14	1249328	1252167	+	2840	131	1480	26	284	115	577	115	221	118	248	40	147	57	23	1433	600	415	963	337	749	136	243	370	1230	211	493	396	2146	13	2	20	0	14	39	8	54	5	52	11
gene:PF3D7_1431900	14	1253540	1256878	+	3339	124	1288	21	273	73	488	73	185	142	278	54	89	34	20	1371	540	390	804	274	610	120	215	309	1030	211	546	399	1949	40	46	95	18	11	2	11	159	28	178	132
gene:PF3D7_1432000	14	1257643	1258971	-	1329	68	501	9	116	20	187	20	96	88	97	19	35	15	13	568	257	134	348	134	291	29	67	127	507	130	298	165	763	38	12	20	23	26	55	15	138	33	204	151
gene:PF3D7_1432100	14	1260908	1262826	+	1919	59	561	11	120	22	242	22	70	60	148	18	48	22	12	666	228	191	379	124	256	76	121	141	476	164	233	160	894	28	40	37	20	97	458	11	132	19	156	127
gene:PF3D7_1432200	14	1263826	1269011	+	5186	223	2419	30	434	180	989	180	299	318	601	78	217	77	57	2461	1141	664	1530	614	1219	294	552	633	2018	457	1203	732	3353	24	47	42	14	18	14	21	494	55	185	18
gene:PF3D7_1432300	14	1269368	1274667	-	5300	218	2521	34	450	194	1115	194	212	245	496	66	236	80	62	2359	967	639	1415	607	1109	218	340	712	1955	480	928	668	3310	31	34	58	3	17	42	12	54	15	417	63
gene:PF3D7_1432400	14	1275899	1282645	-	6747	215	2206	17	346	142	842	142	357	391	638	41	186	77	49	2265	935	614	1314	582	1123	166	309	530	1874	406	1156	528	2870	96	53	55	22	12	14	6	115	21	786	346
gene:PF3D7_1432500	14	1283570	1285063	+	1494	64	774	13	153	56	275	56	147	118	185	16	45	28	18	812	280	169	441	144	289	91	192	215	572	82	336	186	989	1	1	8	1	363	1004	16	159	28	1334	970
gene:PF3D7_1432600	14	1285667	1289254	-	3588	137	1825	23	312	114	763	114	247	174	341	46	122	77	40	1772	549	516	1118	423	846	127	274	498	1444	331	664	555	2660	36	10	30	5	38	110	29	136	38	337	65
gene:PF3D7_1432700	14	1290468	1291459	-	992	33	470	7	76	42	170	42	69	61	141	13	22	15	6	440	173	169	277	116	195	55	127	139	352	116	234	129	629	45	21	33	13	28	29	12	167	19	2893	9023
gene:PF3D7_1432800	14	1292885	1295086	-	2202	110	1204	26	256	112	605	112	152	128	222	41	120	44	14	1131	425	238	669	253	437	134	300	381	945	279	470	405	1755	92	63	31	48	50	91	29	338	61	292	27
gene:PF3D7_1432900	14	1296173	1297211	-	1039	40	505	3	113	28	203	28	101	85	134	17	49	12	8	465	168	97	293	77	187	66	126	170	345	93	285	127	601	1	2	13	0	63	152	1	40	13	114	87
gene:PF3D7_1433000	14	1298639	1298977	-	339	6	65	0	13	5	16	5	9	13	15	2	3	3	1	129	44	25	54	30	46	5	4	12	54	9	44	8	98	10	4	4	10	332	918	2	79	19	136	178
gene:PF3D7_1433100	14	1299894	1303726	+	3833	150	1589	23	367	102	612	102	167	220	440	24	129	64	40	1569	604	434	923	332	770	119	268	439	1356	293	725	486	2150	108	95	69	51	90	238	12	239	25	323	92
gene:PF3D7_1433200	14	1304028	1307831	-	3804	158	1822	19	378	143	699	143	229	213	306	65	180	73	31	1675	695	325	1076	401	852	128	238	490	1445	270	751	412	2245	18	14	23	6	4	8	4	28	5	337	94
gene:PF3D7_1433300	14	1310041	1311834	+	1794	56	687	6	113	54	240	54	86	94	161	24	83	27	20	651	194	154	415	119	257	98	161	195	498	219	340	192	932	293	1029	139	240	73	223	4	96	13	340	193
gene:PF3D7_1433400	14	1312304	1329577	-	17274	678	8482	132	1590	714	3465	714	906	669	1312	275	702	316	172	7795	3282	2092	4788	1884	3665	929	1836	2415	6474	1814	2659	2477	11769	4072	8307	6085	2276	684	1487	198	3800	469	2679	417
gene:PF3D7_1433500	14	1332363	1337301	-	4939	204	2758	48	640	222	1182	222	275	148	306	83	255	78	72	2382	808	641	1511	541	921	417	832	862	1818	565	765	805	3861	94	102	92	51	3416	5900	49	523	80	5569	1564
gene:PF3D7_1433600	14	1341689	1342289	+	601	31	279	3	38	24	110	24	73	50	99	8	27	5	4	249	84	78	149	63	90	23	29	83	217	24	161	100	325	0	2	16	0	12	9	3	78	10	85	85
gene:PF3D7_1433700	14	1342484	1348994	-	6511	272	2742	47	492	153	1099	153	386	348	723	74	209	85	67	2999	1161	790	1809	696	1418	208	316	657	2501	359	1190	631	4035	655	2767	592	351	3	7	9	109	21	85	10
gene:PF3D7_1433800	14	1350313	1358379	-	8067	394	4411	62	874	312	1884	312	587	680	1119	113	344	158	99	4009	1610	1241	2389	916	1856	412	880	1310	3410	781	2297	1131	5782	329	341	254	109	16	21	32	603	88	899	113
gene:PF3D7_1433900	14	1360002	1364558	+	4557	193	1703	20	331	97	570	97	211	215	389	53	120	59	27	1911	757	551	1163	491	1090	80	218	406	1569	446	810	450	2497	22	6	15	11	3	7	5	67	19	177	26
gene:PF3D7_1434000	14	1364749	1366113	-	1365	42	486	3	83	51	203	51	86	28	39	19	38	9	13	443	144	137	201	95	167	47	98	105	329	86	161	82	564	1	2	3	1	360	848	15	209	43	73	59
gene:PF3D7_1434100	14	1366979	1368202	+	1224	54	732	9	170	62	301	62	113	56	92	11	65	21	19	672	246	132	380	126	220	86	144	240	496	83	275	225	961	5	1	0	0	39	163	1	19	1	25	5
gene:PF3D7_1434200	14	1368815	1369796	-	982	19	269	1	51	29	165	29	67	56	72	6	14	12	6	301	133	55	153	59	84	69	118	73	170	70	137	51	456	449	711	247	218	1308	2516	111	1661	220	1819	3449
gene:PF3D7_1434300	14	1372903	1374597	+	1695	78	1116	20	172	99	488	99	189	56	192	35	77	48	35	958	312	270	601	185	303	172	404	334	684	179	308	313	1521	24	26	17	10	2220	3994	107	1408	235	806	107
gene:PF3D7_1434400	14	1375624	1376830	-	1207	34	368	4	71	31	126	31	59	51	72	11	27	17	13	464	181	137	250	113	207	48	103	88	292	51	168	107	527	650	5433	953	936	10	20	5	29	5	353	246
gene:PF3D7_1434500	14	1378348	1402665	-	24318	1054	11424	192	2199	860	4749	860	1053	1305	2318	349	907	410	257	10964	4453	2984	6844	2719	5291	1227	2381	3257	9175	2113	4741	3294	15412	365	106	233	63	1825	3869	78	1877	155	1172	199
gene:PF3D7_1434600	14	1404312	1406198	+	1887	62	1116	7	259	112	544	112	191	118	168	43	87	48	49	949	347	259	602	209	366	208	330	350	695	272	445	378	1432	134	44	47	16	2064	3948	69	607	97	1613	199
gene:PF3D7_1434700	14	1407258	1407746	-	489	27	314	4	49	32	114	32	43	54	87	13	21	17	6	232	87	70	163	58	55	88	134	96	173	39	190	69	408	48	115	42	62	36	92	5	103	14	350	734
gene:PF3D7_1434800	14	1410139	1410897	+	759	27	436	11	72	45	219	45	110	64	84	13	42	10	7	459	142	119	293	97	154	94	177	166	264	92	237	150	606	40	58	9	19	74	60	83	783	172	774	652
gene:PF3D7_1434900	14	1411737	1413096	+	1360	62	751	13	182	58	332	58	92	107	183	48	65	27	10	735	230	158	434	156	317	93	166	231	515	87	347	229	1021	135	462	85	138	1	9	7	65	15	329	274
gene:PF3D7_1435000	14	1414023	1415315	+	1293	51	869	15	202	83	373	83	104	75	118	35	74	22	23	683	300	212	437	151	245	139	274	260	481	145	313	253	1051	3	1	47	2	18	10	13	116	25	223	147
gene:PF3D7_1435100	14	1415941	1417020	-	1080	46	429	9	73	20	201	20	55	42	90	8	34	20	10	501	233	145	272	125	190	40	61	109	390	82	180	150	753	1	9	2	12	1	4	1	79	9	307	278
gene:PF3D7_1435200	14	1419383	1420934	+	1552	48	601	4	67	41	264	41	132	88	206	7	53	20	11	522	237	120	342	138	204	52	129	166	416	75	293	163	869	495	2143	623	601	21	12	13	145	24	4079	1394
gene:PF3D7_1435300	14	1421901	1431221	-	9321	406	6150	90	1218	493	2791	493	558	314	537	205	533	225	173	4521	1713	1300	2915	1009	1792	956	1851	1885	3700	1268	1685	1955	7959	3612	18897	4328	4578	165	104	228	3438	535	5264	529
gene:PF3D7_1435400	14	1433738	1434310	-	573	32	289	4	65	17	91	17	48	28	67	11	26	9	10	283	105	69	185	56	87	35	56	74	192	72	119	74	357	27	5	5	3	54	289	12	82	52	105	102
gene:PF3D7_1435500	14	1436280	1437044	+	765	37	366	5	52	29	139	29	45	32	85	7	27	7	10	380	142	111	220	91	143	31	73	102	287	80	119	117	476	65	97	109	35	174	523	11	188	43	354	283
gene:PF3D7_1435600	14	1437511	1442877	-	5367	220	2765	25	487	243	1095	243	287	171	326	67	227	95	67	2736	1002	701	1710	670	1329	298	519	698	2145	409	807	730	3916	652	1285	806	396	29	43	91	1322	190	5682	616
gene:PF3D7_1435700.2	14	1445085	1449491	-	4407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1435700.1	14	1445085	1449491	-	4407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1435800	14	1452604	1454118	+	1515	59	938	12	223	64	392	64	153	96	113	22	54	42	23	782	223	128	468	186	302	158	260	276	587	188	407	281	1078	0	1	2	0	9	8	9	55	19	148	99
