Geneid	Chr	Start	End	Strand	Length	ERR435801	ERR435802	ERR435803	ERR435804	ERR435805	ERR435806	ERR435807	ERR435808
gene:PBANKA_141740	14	640229	642166	+	1938	2410	20084	1219	1363	1654	2094	5826	3841
gene:PBANKA_141750	14	643851	645800	+	1950	32	374	25	23	11	13	30	26
gene:PBANKA_141760	14	648336	650546	+	2211	132	833	142	93	45	69	111	98
gene:PBANKA_141770	14	651177	653387	-	2211	6	41	6	6	4	1	10	5
gene:PBANKA_141780	14	654458	656893	-	2436	264	1936	193	143	29	48	95	67
gene:PBANKA_141790	14	659922	664718	+	4797	105	920	47	67	101	113	138	85
gene:PBANKA_141800	14	665697	665921	+	225	32	231	14	33	11	15	27	17
gene:PBANKA_141810	14	668247	673520	+	5274	163	1311	63	13	12	9	28	22
gene:PBANKA_141820	14	673853	676327	-	2475	76	443	46	37	19	31	49	35
gene:PBANKA_141830	14	679008	682826	+	3819	352	2896	334	167	85	100	269	189
gene:PBANKA_141840	14	683579	684693	-	1115	43	402	20	75	319	241	259	211
gene:PBANKA_141850	14	685873	687450	+	1578	27	268	6	18	11	21	23	12
gene:PBANKA_141860	14	688092	690335	-	2244	3	29	1	1	0	8	7	5
gene:PBANKA_141870	14	691189	692154	-	966	4	21	2	4	1	1	5	3
gene:PBANKA_141880	14	693080	694617	+	1538	65	597	51	97	242	218	278	207
gene:PBANKA_141890	14	695848	697406	+	1559	110	1033	53	132	278	289	385	306
gene:PBANKA_141900	14	698825	702847	+	4023	122	952	57	37	23	30	35	24
gene:PBANKA_141910	14	703855	705441	+	1587	109	1112	48	128	65	75	114	82
gene:PBANKA_141920	14	706227	707090	-	864	103	1054	76	200	506	372	598	480
gene:PBANKA_141930	14	708800	710791	+	1992	1853	12297	997	799	769	922	2017	1280
gene:PBANKA_141940	14	710906	717866	-	6961	12	46	3	3	25	27	42	26
gene:PBANKA_141950	14	719599	720102	+	504	0	12	3	3	23	25	18	4
gene:PBANKA_141960	14	720347	729466	-	9120	21	109	17	16	12	12	32	22
gene:PBANKA_141970	14	730047	732282	+	2236	32	269	36	72	105	103	142	107
gene:PBANKA_141980	14	733010	737919	-	4910	32	157	7	5	9	7	18	7
gene:PBANKA_141990	14	740860	744369	+	3510	54	501	24	60	53	53	64	44
gene:PBANKA_142000	14	745574	746952	+	1379	52	311	59	80	100	76	86	52
gene:PBANKA_142010	14	747684	750665	+	2982	13	101	9	3	7	7	15	13
gene:PBANKA_142020	14	751370	754216	+	2847	12	95	10	7	5	6	17	8
gene:PBANKA_142030	14	754862	756476	-	1615	180	1420	237	473	330	270	333	256
gene:PBANKA_142040	14	757265	758320	-	1056	15	95	5	9	7	11	8	8
gene:PBANKA_142050	14	759843	768854	-	9012	575	4800	358	32	8	8	38	20
gene:PBANKA_142060	14	773045	773416	-	372	889	6815	983	2059	2673	2219	2510	1884
gene:PBANKA_142070	14	775796	777652	-	1857	40	368	27	21	12	13	31	20
gene:PBANKA_142080	14	779628	783221	+	3594	350	2788	508	175	14	32	71	42
gene:PBANKA_142090	14	784704	788297	+	3594	164	1211	81	75	46	71	111	79
gene:PBANKA_142100	14	788912	790003	-	1092	13	81	14	2	6	17	21	13
gene:PBANKA_142110	14	791633	792733	+	1101	12	135	14	17	16	26	36	25
gene:PBANKA_142120	14	793766	795079	+	1314	202	1364	207	238	139	157	181	127
gene:PBANKA_142130	14	798027	798995	+	969	49	361	36	83	39	41	74	43
gene:PBANKA_142140	14	799246	799795	-	550	11	97	9	5	5	6	10	11
gene:PBANKA_142150	14	800588	804496	-	3909	213	1203	142	44	22	26	44	35
gene:PBANKA_142160	14	805388	807366	-	1979	95	938	47	78	66	68	121	68
gene:PBANKA_142170	14	808329	809417	-	1089	49	307	24	51	45	41	53	51
gene:PBANKA_142180	14	810105	810685	-	581	97	981	62	179	208	174	188	128
gene:PBANKA_142190	14	811636	813906	+	2271	26	175	4	11	12	11	25	16
gene:PBANKA_142200	14	814934	815296	+	363	23	139	7	24	23	17	19	12
gene:PBANKA_142210	14	816126	817343	-	1218	28	292	11	27	14	10	6	10
gene:PBANKA_142220	14	818832	820406	+	1575	102	804	79	120	152	121	152	115
gene:PBANKA_142230	14	821149	823971	-	2823	301	1768	193	165	56	95	240	146
gene:PBANKA_142240	14	826116	828749	-	2634	191	1647	130	99	20	41	64	43
gene:PBANKA_142250	14	831622	834138	-	2517	17	103	12	6	9	5	15	8
gene:PBANKA_142260	14	835103	836122	+	1020	11	68	4	5	10	19	21	21
gene:PBANKA_142270	14	836751	837347	-	597	264	1683	143	384	630	509	692	522
gene:PBANKA_142280	14	838584	839453	-	870	3181	18994	4398	5056	4918	5662	8119	6315
gene:PBANKA_142290	14	840736	841917	+	1182	11057	94717	8979	16205	33460	29917	61435	44379
gene:PBANKA_142300	14	842838	843803	-	966	2106	13335	2593	2364	2943	3658	6559	4624
gene:PBANKA_142310	14	846195	848339	+	2145	1312	7578	787	609	585	811	1741	1382
gene:PBANKA_142320	14	849528	852548	+	3021	190	1428	244	218	62	63	102	61
gene:PBANKA_142330	14	854273	855001	-	729	962	10321	1078	733	676	898	1441	815
gene:PBANKA_142340	14	857715	858754	+	1040	31	185	11	28	45	35	15	16
gene:PBANKA_142350	14	859336	860083	-	748	396	3103	531	1548	891	770	608	482
gene:PBANKA_142360	14	861715	862554	+	840	262	1710	386	980	912	737	455	345
gene:PBANKA_142370	14	863083	864168	-	1086	1226	8502	695	1293	1435	1322	1985	1449
gene:PBANKA_142380	14	865269	869033	+	3765	134	802	99	69	47	58	163	82
gene:PBANKA_142390	14	869388	870663	-	1276	57	341	30	52	99	94	78	60
gene:PBANKA_142400	14	872351	873895	+	1545	39	291	19	35	41	49	47	39
gene:PBANKA_142410	14	874907	875716	+	810	1	15	1	0	7	5	1	3
gene:PBANKA_142420	14	878042	881279	+	3238	230	1445	156	93	73	88	142	96
gene:PBANKA_142430	14	882563	883854	-	1292	6695	46861	9434	12171	19824	20524	29729	22781
gene:PBANKA_142440	14	886726	887994	+	1269	130	934	47	81	54	45	70	57
gene:PBANKA_142450	14	889601	891406	+	1806	712	6167	324	408	364	461	1125	764
gene:PBANKA_142460	14	893912	895477	+	1566	281	2164	163	186	80	90	108	77
gene:PBANKA_142470	14	897400	897615	+	216	15	120	24	48	82	61	58	50
gene:PBANKA_142480	14	898931	899524	-	594	23	164	14	24	28	14	15	11
gene:PBANKA_142490	14	901222	901844	+	623	30	221	13	29	19	16	16	14
gene:PBANKA_142500	14	903878	906409	+	2532	44	274	36	7	4	5	10	7
gene:PBANKA_142510	14	908813	910450	+	1638	542	5677	432	638	237	307	560	396
gene:PBANKA_142520	14	912168	913481	+	1314	180	1622	152	170	100	105	163	122
gene:PBANKA_142530	14	914037	917180	+	3144	7	48	5	10	18	16	14	13
gene:PBANKA_142535	14	917236	918815	+	1580	52	425	22	52	50	54	62	49
gene:PBANKA_142540	14	919028	926332	-	7305	33	229	12	4	6	12	19	17
gene:PBANKA_142550	14	928566	930541	+	1976	37	284	15	24	23	34	57	28
gene:PBANKA_142560	14	930582	934988	-	4407	16	85	8	2	8	10	12	7
gene:PBANKA_142570	14	935633	937177	+	1545	4	18	5	2	3	2	10	4
gene:PBANKA_142580	14	937688	941083	-	3396	14	59	13	5	1	3	6	9
gene:PBANKA_142590	14	942970	946969	+	4000	16	214	9	12	6	5	14	11
gene:PBANKA_142600	14	947044	949617	-	2574	3	62	1	2	12	11	9	10
gene:PBANKA_142610	14	950504	952863	-	2360	8	63	3	8	21	23	24	25
gene:PBANKA_142620	14	955724	961129	-	5406	937	6729	900	68	9	8	40	36
gene:PBANKA_142630	14	964549	968132	-	3584	440	3539	286	173	80	103	247	144
gene:PBANKA_142640	14	969535	971193	+	1659	211	1716	169	165	134	130	241	151
gene:PBANKA_142650	14	971940	974782	-	2843	320	2724	203	232	66	90	222	114
gene:PBANKA_142660	14	977085	978254	+	1170	35	274	50	48	23	36	34	26
gene:PBANKA_142670	14	978675	981131	-	2457	31	248	9	19	19	15	18	27
gene:PBANKA_142680	14	981814	982946	+	1133	15	103	3	19	50	33	18	8
gene:PBANKA_142690	14	984023	986752	-	2730	856	6985	715	329	57	76	234	139
gene:PBANKA_142700	14	990581	992861	+	2281	98	775	78	171	198	142	158	116
gene:PBANKA_142710	14	993202	994989	-	1788	310	2033	136	197	199	231	438	263
gene:PBANKA_142720	14	998416	1001038	+	2623	147	1246	88	122	143	121	185	151
gene:PBANKA_142730	14	1002009	1004792	-	2784	60	473	18	27	14	13	23	9
gene:PBANKA_142740	14	1005894	1006487	+	594	45	283	23	52	339	210	190	151
gene:PBANKA_142750	14	1007623	1007889	+	267	107	861	37	162	98	74	61	56
gene:PBANKA_142760	14	1008823	1012699	+	3877	42	300	27	37	31	24	41	39
gene:PBANKA_142770	14	1013489	1015609	+	2121	14	59	8	8	21	14	20	14
gene:PBANKA_142780	14	1017598	1034166	+	16569	47	296	30	17	9	20	33	16
gene:PBANKA_142790	14	1034948	1035262	+	315	118	883	195	284	146	153	127	107
gene:PBANKA_142800	14	1036109	1038751	-	2643	281	2259	155	161	62	86	163	106
gene:PBANKA_142810	14	1042200	1045181	+	2982	133	1054	226	192	41	68	65	54
gene:PBANKA_142820	14	1045754	1048075	-	2322	60	412	50	93	120	144	186	132
gene:PBANKA_142830	14	1048675	1053659	+	4985	13	136	6	4	6	9	11	7
gene:PBANKA_142840	14	1054920	1055795	+	876	39	240	13	27	45	41	25	22
gene:PBANKA_142850	14	1056790	1058541	-	1752	38	326	18	33	19	17	18	12
gene:PBANKA_142860	14	1060892	1061906	-	1015	22	164	9	27	45	35	49	38
gene:PBANKA_142870	14	1063093	1066884	-	3792	465	3772	385	17	17	28	31	16
gene:PBANKA_142880	14	1070356	1071321	+	966	121	934	52	74	43	50	70	49
gene:PBANKA_142890	14	1072969	1075941	-	2973	323	2276	472	109	18	11	25	18
gene:PBANKA_142900	14	1080714	1081571	+	858	11	64	6	5	3	8	6	12
gene:PBANKA_142910	14	1081807	1082315	-	509	78	737	68	170	600	439	590	449
gene:PBANKA_142920	14	1082899	1084650	-	1752	2054	15478	1393	1503	1304	1442	3105	2180
gene:PBANKA_142930	14	1086954	1089033	+	2080	308	1992	114	138	75	94	174	141
gene:PBANKA_142940	14	1090574	1090855	+	282	75	720	28	76	67	76	77	65
gene:PBANKA_142950	14	1091751	1092551	-	801	170	1133	156	431	490	412	536	381
gene:PBANKA_142960	14	1093232	1095499	-	2268	4	54	4	4	3	2	7	3
gene:PBANKA_142970	14	1097356	1100041	-	2686	117	1044	58	53	39	48	81	58
gene:PBANKA_142980	14	1101582	1102184	-	603	40	303	21	48	48	31	55	41
gene:PBANKA_142990	14	1103093	1107371	+	4279	137	948	45	97	118	77	83	61
gene:PBANKA_143000	14	1107923	1108603	-	681	12	129	8	9	5	11	8	6
gene:PBANKA_143010	14	1109361	1111129	-	1769	185	1320	151	138	119	118	188	108
gene:PBANKA_143020	14	1111259	1111779	-	521	75	587	50	80	51	58	59	58
gene:PBANKA_143030	14	1113215	1114456	+	1242	219	2042	118	251	319	256	400	322
gene:PBANKA_143040	14	1114756	1115696	-	941	35	317	43	91	58	64	59	34
gene:PBANKA_143050	14	1116784	1117248	+	465	36	242	29	45	23	27	17	6
gene:PBANKA_143060	14	1118409	1119252	+	844	641	5621	300	907	1094	924	1191	967
gene:PBANKA_143070	14	1120985	1122230	+	1246	64	647	26	98	93	70	73	54
gene:PBANKA_143080	14	1123486	1124133	+	648	41	461	18	61	55	42	35	17
gene:PBANKA_143090	14	1125594	1128416	+	2823	231	1889	97	73	26	54	98	65
gene:PBANKA_143100	14	1129487	1130344	+	858	9	52	2	7	6	2	2	7
gene:PBANKA_143105	14	1130904	1131576	-	673	118	1018	94	258	467	343	286	227
gene:PBANKA_143110	14	1132848	1134500	-	1653	476	3556	400	394	171	228	452	337
gene:PBANKA_143120	14	1135499	1136366	-	868	39	249	34	33	5	5	17	6
gene:PBANKA_143130	14	1136854	1137264	+	411	30	169	25	37	23	17	32	21
gene:PBANKA_143140	14	1137451	1140819	-	3369	27	223	24	7	2	5	9	8
gene:PBANKA_143150	14	1141798	1142877	+	1080	16	105	8	9	18	25	39	37
gene:PBANKA_143160	14	1144346	1146124	+	1779	56	486	29	54	22	13	30	24
gene:PBANKA_143170	14	1147732	1149438	+	1707	15	100	11	20	12	13	16	6
gene:PBANKA_143180	14	1150287	1151150	+	864	28	157	13	24	28	23	28	18
gene:PBANKA_143190	14	1151713	1153610	+	1898	18	152	13	23	31	23	25	10
gene:PBANKA_143200	14	1154326	1154748	-	423	16	236	35	56	59	41	68	29
gene:PBANKA_143210	14	1156447	1158645	+	2199	28	167	13	17	15	15	40	18
gene:PBANKA_143220	14	1159857	1160501	-	645	2666	22710	1534	3078	3909	3059	5221	4171
gene:PBANKA_143230	14	1161823	1162380	-	558	10773	98154	6068	22150	163346	119227	214482	194459
gene:PBANKA_143240	14	1164534	1167533	+	3000	234	1828	98	60	28	20	89	47
gene:PBANKA_143250	14	1170654	1173242	+	2589	155	1127	214	68	16	16	36	22
gene:PBANKA_143260	14	1174220	1174642	-	423	47	345	26	85	118	95	80	52
gene:PBANKA_143270	14	1175359	1177293	-	1935	217	1486	130	287	192	178	209	128
gene:PBANKA_143280	14	1178458	1181451	+	2994	724	4681	974	424	105	150	249	195
gene:PBANKA_143290	14	1182672	1185239	+	2568	289	2223	206	133	42	66	95	56
gene:PBANKA_143300	14	1185629	1188088	-	2460	1099	7645	882	600	605	757	1934	1174
gene:PBANKA_143310	14	1191638	1192273	+	636	248	2022	330	369	244	228	263	230
gene:PBANKA_143320	14	1193758	1194444	+	687	40	338	29	57	56	44	55	38
gene:PBANKA_143330	14	1194711	1196057	-	1347	320	2031	273	284	75	81	129	97
gene:PBANKA_143340	14	1196226	1196468	-	243	42	253	28	34	14	8	19	18
gene:PBANKA_143350	14	1197755	1199326	+	1572	166	1107	101	164	75	76	86	49
gene:PBANKA_143360	14	1200694	1201740	+	1047	470	2622	257	366	542	585	833	672
gene:PBANKA_143370	14	1203212	1204938	+	1727	1084	6812	745	1053	1131	1156	1622	1267
gene:PBANKA_143380	14	1205491	1211913	-	6423	68	479	53	44	34	23	57	36
gene:PBANKA_143390	14	1213318	1215120	+	1803	85	594	75	83	33	41	71	58
gene:PBANKA_143400	14	1216248	1218900	-	2653	67	546	39	67	129	127	217	174
gene:PBANKA_143410	14	1220701	1224669	-	3969	60	610	41	29	7	10	20	7
gene:PBANKA_143420	14	1226187	1229019	-	2833	61	538	58	81	43	33	54	35
gene:PBANKA_143430	14	1229992	1231566	-	1575	75	701	37	63	54	63	81	47
gene:PBANKA_143440	14	1232289	1234220	-	1932	180	1266	88	194	348	262	439	379
gene:PBANKA_143450	14	1235251	1237509	-	2259	26	200	12	8	7	9	5	8
gene:PBANKA_143460	14	1240839	1248875	+	8037	76	464	28	5	9	5	11	8
gene:PBANKA_143470	14	1251831	1257791	+	5961	138	1432	74	21	13	13	56	29
gene:PBANKA_143480	14	1258697	1263544	-	4848	71	544	28	6	7	5	14	18
gene:PBANKA_143490	14	1265321	1265893	-	573	114	829	40	88	151	152	180	108
gene:PBANKA_143500	14	1267554	1267715	+	162	8	53	7	6	10	6	6	6
gene:PBANKA_143510	14	1268820	1269503	+	684	49	355	24	53	28	18	30	33
gene:PBANKA_143520	14	1270588	1272030	-	1443	2707	20516	3015	2194	1569	1955	5013	3520
gene:PBANKA_143530	14	1274390	1276270	+	1881	1277	9459	995	713	256	384	922	536
gene:PBANKA_143540	14	1276862	1283555	-	6694	66	343	18	16	85	59	112	63
gene:PBANKA_143550	14	1284428	1292586	+	8159	54	274	16	25	15	13	16	12
gene:PBANKA_143560	14	1293127	1294539	+	1413	121	743	139	198	163	169	162	150
gene:PBANKA_143570	14	1294893	1295909	-	1017	146	1038	84	152	136	161	133	88
gene:PBANKA_143580	14	1296676	1298177	+	1502	3	74	4	5	11	6	10	6
gene:PBANKA_143590	14	1298862	1302223	-	3362	85	585	54	49	62	62	53	59
gene:PBANKA_143610	14	1304722	1305567	-	846	124	852	71	89	71	68	97	65
gene:PBANKA_143620	14	1309915	1316005	-	6091	139	1250	106	31	33	22	29	28
gene:PBANKA_143630	14	1319048	1321311	+	2264	40	307	37	33	83	69	159	93
gene:PBANKA_143640	14	1322194	1323086	+	893	98	671	85	259	275	210	148	122
gene:PBANKA_143650	14	1323382	1326704	-	3323	209	1736	99	123	55	92	119	69
gene:PBANKA_143660	14	1329345	1330883	+	1539	170	2082	105	104	79	103	213	118
gene:PBANKA_143670	14	1331870	1334329	+	2460	20	112	6	14	30	19	27	12
gene:PBANKA_143680	14	1335227	1336564	+	1338	15	150	8	7	6	7	16	13
gene:PBANKA_143690	14	1337490	1339983	+	2494	4	54	3	4	4	11	7	7
gene:PBANKA_143700	14	1340529	1342721	+	2193	27	277	22	10	10	16	26	18
gene:PBANKA_143710	14	1343438	1345534	-	2097	22	213	10	15	13	15	22	15
gene:PBANKA_143720	14	1347681	1349207	-	1527	37	309	16	20	25	20	35	24
gene:PBANKA_143730	14	1351801	1354227	-	2427	632	6517	305	324	97	129	211	172
gene:PBANKA_143740	14	1356653	1358752	-	2100	41	402	32	67	107	96	85	70
gene:PBANKA_143750	14	1365549	1372568	+	7020	29	291	22	8	3	7	22	4
gene:PBANKA_143760	14	1374739	1375293	+	555	3918	39730	2040	4584	4063	3481	4684	3707
gene:PBANKA_143770	14	1376185	1377845	-	1661	685	5934	407	686	759	819	967	772
gene:PBANKA_143780	14	1378994	1380824	+	1831	1036	6362	1370	1323	1716	1833	3974	3006
gene:PBANKA_143790	14	1380978	1381967	-	990	610	4356	570	942	1049	1215	2430	1869
gene:PBANKA_143800	14	1383518	1385449	-	1932	383	3314	153	205	112	139	192	144
gene:PBANKA_143810	14	1387915	1389282	+	1368	240	1873	181	196	156	146	191	163
gene:PBANKA_143820	14	1390348	1393856	-	3509	144	809	132	64	41	48	69	43
gene:PBANKA_143830	14	1395625	1401072	+	5448	335	2599	217	114	104	88	157	123
gene:PBANKA_143840	14	1401186	1414099	-	12914	448	3008	380	119	45	56	109	68
gene:PBANKA_143850	14	1415371	1420286	-	4916	541	3095	387	380	625	641	968	692
gene:PBANKA_143860	14	1421375	1422305	+	931	39	414	23	37	75	58	65	75
gene:PBANKA_143870	14	1423393	1424325	+	933	36	304	19	25	14	20	15	13
gene:PBANKA_143880	14	1424780	1425478	-	699	13	123	13	30	28	16	23	19
gene:PBANKA_143890	14	1426356	1427237	+	882	60	362	35	56	60	58	68	37
gene:PBANKA_143900	14	1428108	1429059	-	952	380	3037	294	499	748	776	1178	831
gene:PBANKA_143910	14	1432076	1435106	+	3031	664	4855	456	485	296	395	760	502
gene:PBANKA_143920	14	1437456	1439960	+	2505	2581	22167	2798	1075	361	507	844	594
gene:PBANKA_143930	14	1441904	1443716	+	1813	329	2212	468	514	255	248	292	202
gene:PBANKA_143940	14	1445298	1446360	+	1063	280	1959	155	268	292	257	269	226
gene:PBANKA_143950	14	1447265	1448384	-	1120	25	181	17	22	48	37	46	29
gene:PBANKA_143960	14	1449810	1453364	-	3555	225	1693	143	44	9	35	71	25
gene:PBANKA_143970	14	1454506	1455459	+	954	331	1973	174	306	295	273	405	314
gene:PBANKA_143980	14	1456019	1456529	-	511	39	235	25	61	54	57	36	41
gene:PBANKA_143990	14	1457160	1462086	-	4927	196	905	364	520	474	396	341	274
gene:PBANKA_144000	14	1462752	1467943	+	5192	71	525	85	69	33	40	43	29
gene:PBANKA_144010	14	1468222	1470934	-	2713	53	481	69	57	14	21	32	16
gene:PBANKA_144020	14	1472408	1473446	+	1039	28	193	48	76	20	19	29	15
gene:PBANKA_144030	14	1474025	1474600	-	576	81	524	118	146	69	75	56	50
gene:PBANKA_144040	14	1475269	1476772	+	1504	225	1555	184	271	768	702	1037	870
gene:PBANKA_144050	14	1477137	1480070	-	2934	412	2465	403	610	1047	901	963	810
gene:PBANKA_144060	14	1481114	1485250	-	4137	609	4416	530	241	105	141	419	240
gene:PBANKA_144070	14	1487363	1491016	+	3654	251	1947	216	146	48	32	91	72
gene:PBANKA_144080	14	1491624	1493693	-	2070	767	4853	474	347	117	163	585	389
gene:PBANKA_144090	14	1495855	1498423	-	2569	17	96	7	8	26	24	20	17
gene:PBANKA_144100	14	1500473	1501228	+	756	1	11	1	1	2	0	4	1
gene:PBANKA_144110	14	1503349	1504215	+	867	84	596	25	87	89	75	84	63
gene:PBANKA_144120	14	1504490	1507529	-	3040	134	1045	57	82	54	49	61	52
gene:PBANKA_144130	14	1508708	1512595	+	3888	157	1220	58	56	37	46	34	30
gene:PBANKA_144140	14	1513352	1514253	-	902	78	681	27	71	73	75	78	67
gene:PBANKA_144150	14	1516754	1518598	+	1845	447	2582	607	553	186	210	350	215
gene:PBANKA_144160	14	1520242	1522143	+	1902	247	1995	89	201	155	139	107	91
gene:PBANKA_144170	14	1523270	1524646	-	1377	7	68	2	6	8	14	17	12
gene:PBANKA_144180	14	1526358	1526834	-	477	56	423	42	79	70	49	84	57
gene:PBANKA_144190	14	1527695	1529842	-	2148	474	3429	211	227	81	119	189	144
gene:PBANKA_144200	14	1531942	1537884	+	5943	39	234	14	4	4	4	15	8
gene:PBANKA_144210	14	1538820	1542311	+	3492	35	336	25	39	22	34	35	22
gene:PBANKA_144220	14	1546167	1562213	-	16047	4365	43162	2149	209	84	114	232	119
gene:PBANKA_144230	14	1565697	1568156	+	2460	1281	9719	579	428	423	587	1867	1181
gene:PBANKA_144240	14	1569140	1571910	-	2771	12	86	8	6	3	4	9	2
gene:PBANKA_144250	14	1574011	1577220	-	3210	175	1407	268	145	28	45	76	56
gene:PBANKA_144260	14	1578140	1579672	+	1533	539	3709	348	501	490	668	1066	761
gene:PBANKA_144270	14	1580103	1580546	+	444	6	15	0	2	1	0	0	5
gene:PBANKA_144280	14	1580693	1582302	-	1610	3	38	7	4	4	1	6	3
gene:PBANKA_144290	14	1583273	1585588	+	2316	16	84	10	12	12	11	31	11
gene:PBANKA_144300	14	1587353	1590223	+	2871	4903	34877	3158	622	1172	1924	7266	4588
gene:PBANKA_144310	14	1591749	1595176	+	3428	17	95	10	6	5	4	7	4
gene:PBANKA_144320	14	1596476	1598021	+	1546	25	128	18	14	22	32	23	11
gene:PBANKA_144330	14	1598402	1600258	-	1857	72	754	19	33	33	35	30	24
gene:PBANKA_144340	14	1603277	1606485	+	3209	1555	10298	2063	1705	378	509	1018	779
gene:PBANKA_144350	14	1606625	1614037	-	7413	207	1340	134	43	89	89	142	94
gene:PBANKA_144360	14	1615645	1620159	-	4515	92	485	76	72	56	69	73	64
gene:PBANKA_144370	14	1621457	1626173	+	4717	1615	10197	967	812	859	972	2286	1460
gene:PBANKA_144380	14	1626618	1632425	-	5808	867	5598	839	403	86	137	357	266
gene:PBANKA_144390	14	1637006	1639195	+	2190	315	2070	213	126	76	131	305	237
gene:PBANKA_144400	14	1640284	1640782	+	499	29	196	20	46	84	52	51	53
gene:PBANKA_144410	14	1642507	1644220	+	1714	171	1568	86	105	67	87	211	141
gene:PBANKA_144420	14	1644625	1647192	-	2568	736	3824	405	323	102	177	301	214
gene:PBANKA_144430	14	1647631	1648116	+	486	28	222	19	60	89	59	56	54
gene:PBANKA_144440	14	1648272	1650167	+	1896	50	378	39	28	79	62	108	65
gene:PBANKA_144450	14	1650244	1656159	-	5916	1003	7107	585	139	90	183	843	454
gene:PBANKA_144460	14	1657236	1662187	-	4952	427	2838	263	358	292	317	525	390
gene:PBANKA_144470	14	1662795	1669221	+	6427	1351	9166	1032	400	251	335	832	519
gene:PBANKA_144480	14	1669708	1671045	-	1338	331	3210	195	215	168	194	229	137
gene:PBANKA_144490	14	1673572	1676654	+	3083	80	656	42	28	15	13	22	14
gene:PBANKA_144500	14	1677144	1678075	-	932	1795	14986	1035	2055	3507	3045	6128	4235
gene:PBANKA_144510	14	1679290	1680444	-	1155	249	1441	49	188	294	232	251	177
gene:PBANKA_144520	14	1681501	1682805	-	1305	159	1316	154	279	103	122	125	85
gene:PBANKA_144530	14	1683932	1685161	+	1230	141	1208	105	183	111	111	143	109
gene:PBANKA_144540	14	1686981	1689130	+	2150	129	1305	104	43	15	19	31	21
gene:PBANKA_144550	14	1690564	1692394	+	1831	52	343	53	42	20	20	40	22
gene:PBANKA_144560	14	1693862	1696252	+	2391	51	288	33	47	35	29	37	39
gene:PBANKA_144570	14	1696762	1700370	+	3609	344	2493	384	226	112	117	164	143
gene:PBANKA_144580	14	1701535	1702837	+	1303	69	481	45	99	234	202	252	184
gene:PBANKA_144590	14	1703510	1704610	-	1101	2239	14817	2650	3674	5570	6007	10316	7988
gene:PBANKA_144600	14	1710993	1713743	-	2751	10	62	6	9	5	6	7	4
gene:PBANKA_144610	14	1714968	1720507	-	5540	175	1363	82	36	7	11	33	20
gene:PBANKA_144620	14	1722286	1722714	+	429	16	93	10	13	26	17	21	12
gene:PBANKA_144630	14	1724127	1727300	-	3174	128	878	82	41	22	14	32	15
gene:PBANKA_144640	14	1728989	1729365	-	377	38	237	20	65	46	41	40	29
gene:PBANKA_144650	14	1737851	1743124	+	5274	144	1204	62	12	7	2	14	14
gene:PBANKA_144660	14	1744930	1748022	+	3093	85	635	106	107	206	188	297	211
gene:PBANKA_144670	14	1748092	1749994	-	1903	917	5968	567	646	1206	1360	2955	1866
gene:PBANKA_144680	14	1750962	1753597	-	2636	29	392	30	21	13	23	44	27
gene:PBANKA_144690	14	1755093	1756825	+	1733	55	501	28	47	137	127	84	74
gene:PBANKA_144700	14	1758007	1758956	+	950	119	635	100	188	130	104	160	148
gene:PBANKA_144710	14	1759329	1760222	-	894	244	1459	453	497	425	419	550	500
gene:PBANKA_144720	14	1761433	1764101	-	2669	296	2217	266	280	242	264	494	371
gene:PBANKA_144730	14	1766178	1767143	+	966	132	926	102	111	40	54	92	58
gene:PBANKA_144740	14	1767823	1772179	+	4357	11	91	12	11	27	31	42	52
gene:PBANKA_144750	14	1772288	1773142	-	855	12	50	6	7	26	12	45	22
gene:PBANKA_144760	14	1773427	1776307	-	2881	220	1610	144	294	480	434	685	585
gene:PBANKA_144770	14	1777565	1779898	-	2334	623	4110	367	199	64	77	190	136
gene:PBANKA_144780	14	1781422	1781898	+	477	418	1764	480	833	1314	1118	1158	1022
gene:PBANKA_144790	14	1783223	1788474	-	5252	194	1319	120	16	17	11	41	35
gene:PBANKA_144800	14	1794138	1797746	+	3609	2893	18447	2744	1000	265	658	1871	1212
gene:PBANKA_144810	14	1798137	1800182	-	2046	189	969	130	135	283	213	297	255
gene:PBANKA_144820	14	1802549	1817156	+	14608	1319	8072	736	168	128	187	505	375
gene:PBANKA_144830	14	1817738	1819315	+	1578	36	256	36	56	93	92	149	130
gene:PBANKA_144840	14	1819626	1820474	-	849	81	624	42	87	52	53	54	39
gene:PBANKA_144850	14	1822600	1825610	+	3011	404	2754	239	206	161	170	262	210
gene:PBANKA_144860	14	1826296	1827756	-	1461	191	1288	187	273	166	191	320	217
gene:PBANKA_144870	14	1828901	1838344	+	9444	1180	6914	1357	144	28	39	108	61
gene:PBANKA_144880	14	1839326	1844509	+	5184	1269	8600	1104	282	140	222	893	568
gene:PBANKA_144890	14	1844610	1846643	-	2034	255	2194	134	62	30	48	181	108
gene:PBANKA_144900	14	1847885	1850196	-	2312	119	1422	66	75	34	42	89	59
gene:PBANKA_144910	14	1851154	1852212	-	1059	105	575	69	80	59	61	58	36
gene:PBANKA_144920	14	1853298	1856219	-	2922	498	2855	498	533	367	431	946	725
gene:PBANKA_144930	14	1857872	1859657	-	1786	205	1634	85	127	58	66	150	104
gene:PBANKA_144940	14	1862249	1866581	+	4333	316	2728	195	109	63	56	132	72
