Geneid	Chr	Start	End	Strand	Length	SRR5260544	SRR5260545	SRR5260546	SRR5260547	SRR5260548	SRR5260549	SRR5260550	SRR5260551	SRR5260552
gene:PBANKA_141640	14	603863	606598	-	2736	1756	1257	947	605	581	332	902	799	896
gene:PBANKA_141650	14	607747	608319	-	573	42	60	15	156	142	86	194	166	186
gene:PBANKA_141660	14	610404	610979	-	576	1181	1107	1053	328	360	134	260	224	201
gene:PBANKA_141670	14	612406	613623	+	1218	286	166	225	47	53	26	38	31	43
gene:PBANKA_141680	14	615495	620027	+	4533	131	236	48	157	143	120	228	199	158
gene:PBANKA_141690	14	620901	624719	-	3819	709	2898	392	14147	13146	20758	2121	2072	2265
gene:PBANKA_141700	14	626633	628446	+	1814	85	171	73	2234	1999	2771	120	108	125
gene:PBANKA_141710	14	628733	630457	+	1725	1228	1199	1144	2990	3332	4061	224	200	171
gene:PBANKA_141720	14	630961	633381	-	2421	24	139	14	614	851	404	19951	20502	21827
gene:PBANKA_141730	14	635950	637959	-	2010	6808	5614	5190	2107	2377	1467	2605	2465	2555
gene:PBANKA_141740	14	640229	642166	+	1938	42	57	105	162	182	86	8825	8838	9693
gene:PBANKA_141750	14	643851	645800	+	1950	3261	3360	4112	1834	1419	1529	327	302	201
gene:PBANKA_141760	14	648336	650546	+	2211	1661	1878	1619	1220	1075	1333	317	293	274
gene:PBANKA_141770	14	651177	653387	-	2211	185	508	206	821	546	736	18	20	17
gene:PBANKA_141780	14	654458	656893	-	2436	3082	2580	2903	1570	1497	1489	620	580	593
gene:PBANKA_141790	14	659922	664718	+	4797	4579	7766	3715	31072	31558	37496	1688	1745	1632
gene:PBANKA_141800	14	665697	665921	+	225	156	165	147	548	334	584	32	30	37
gene:PBANKA_141810	14	668247	673520	+	5274	275	750	334	3248	2823	4031	1894	1696	2046
gene:PBANKA_141820	14	673853	676327	-	2475	1115	1458	858	1270	1069	1361	511	493	503
gene:PBANKA_141830	14	679008	682826	+	3819	8488	8164	8980	2709	2149	2051	889	784	669
gene:PBANKA_141840	14	683579	684693	-	1115	1098	1478	1185	1822	1692	1838	823	752	687
gene:PBANKA_141850	14	685873	687450	+	1578	551	615	539	734	505	706	470	392	519
gene:PBANKA_141860	14	688092	690335	-	2244	270	325	254	847	633	877	54	71	85
gene:PBANKA_141870	14	691189	692154	-	966	1010	749	832	467	320	266	110	119	90
gene:PBANKA_141880	14	693080	694617	+	1538	1896	2271	1842	1107	1112	900	1699	1680	1545
gene:PBANKA_141890	14	695848	697406	+	1559	2807	3640	2969	1509	1826	1411	9822	9953	9037
gene:PBANKA_141900	14	698825	702847	+	4023	461	716	295	1159	923	1423	855	686	812
gene:PBANKA_141910	14	703855	705441	+	1587	4824	5126	5216	1444	1644	718	4788	4261	4533
gene:PBANKA_141920	14	706227	707090	-	864	1476	1537	1235	435	539	207	1247	1361	1329
gene:PBANKA_141930	14	708800	710791	+	1992	49	315	48	552	1032	260	36496	37961	39817
gene:PBANKA_141940	14	710906	717866	-	6961	39	37	35	47	39	24	611	637	426
gene:PBANKA_141950	14	719599	720102	+	504	353	341	206	154	154	86	93	71	66
gene:PBANKA_141960	14	720347	729466	-	9120	804	620	569	488	351	380	138	143	120
gene:PBANKA_141970	14	730047	732282	+	2236	1212	1423	940	486	529	269	399	355	330
gene:PBANKA_141980	14	733010	737919	-	4910	788	1230	369	652	552	341	302	318	298
gene:PBANKA_141990	14	740860	744369	+	3510	101	175	64	84	118	47	192	154	262
gene:PBANKA_142000	14	745574	746952	+	1379	917	837	753	504	436	331	171	166	153
gene:PBANKA_142010	14	747684	750665	+	2982	97	356	133	5323	3704	6094	57	55	71
gene:PBANKA_142020	14	751370	754216	+	2847	1298	1309	1136	439	391	235	336	315	287
gene:PBANKA_142030	14	754862	756476	-	1615	1507	1970	1344	1895	2104	2047	791	819	735
gene:PBANKA_142040	14	757265	758320	-	1056	697	716	577	677	739	559	265	232	211
gene:PBANKA_142050	14	759843	768854	-	9012	6753	5642	5798	4766	4885	4842	1410	1599	1389
gene:PBANKA_142060	14	773045	773416	-	372	4548	5710	3777	2275	2937	1266	1747	1688	1419
gene:PBANKA_142070	14	775796	777652	-	1857	144	730	118	11050	10568	13041	400	448	491
gene:PBANKA_142080	14	779628	783221	+	3594	2592	2599	2324	2696	2283	2323	13065	12060	13394
gene:PBANKA_142090	14	784704	788297	+	3594	1184	1271	1273	495	405	309	602	568	662
gene:PBANKA_142100	14	788912	790003	-	1092	259	1248	292	6877	8077	9882	87	76	94
gene:PBANKA_142110	14	791633	792733	+	1101	2389	2781	2327	3804	3543	5208	414	347	217
gene:PBANKA_142120	14	793766	795079	+	1314	1019	1326	959	971	1058	880	524	445	482
gene:PBANKA_142130	14	798027	798995	+	969	1568	1933	1984	1953	1670	1990	257	216	158
gene:PBANKA_142140	14	799246	799795	-	550	69	529	57	3794	4254	5794	680	729	607
gene:PBANKA_142150	14	800588	804496	-	3909	82	438	97	2300	2548	2257	32406	35050	36293
gene:PBANKA_142160	14	805388	807366	-	1979	49	216	33	815	724	784	837	801	911
gene:PBANKA_142170	14	808329	809417	-	1089	15	76	11	420	541	295	20220	22251	22005
gene:PBANKA_142180	14	810105	810685	-	581	947	1262	795	942	875	718	910	1005	917
gene:PBANKA_142190	14	811636	813906	+	2271	1765	1622	1335	1813	1137	1322	677	541	625
gene:PBANKA_142200	14	814934	815296	+	363	127	117	183	41	29	19	206	223	177
gene:PBANKA_142210	14	816126	817343	-	1218	1163	1317	1288	360	292	243	340	270	294
gene:PBANKA_142220	14	818832	820406	+	1575	1571	1613	2245	881	846	763	519	475	364
gene:PBANKA_142230	14	821149	823971	-	2823	559	537	434	367	234	289	310	253	344
gene:PBANKA_142240	14	826116	828749	-	2634	5851	6018	6057	4736	3850	5055	1038	897	978
gene:PBANKA_142250	14	831622	834138	-	2517	753	845	792	1428	1235	1156	399	362	426
gene:PBANKA_142260	14	835103	836122	+	1020	967	732	1132	251	214	121	86	56	30
gene:PBANKA_142270	14	836751	837347	-	597	3229	3229	3581	2387	2381	2209	1742	1563	1449
gene:PBANKA_142280	14	838584	839453	-	870	1	19	4	202	165	212	429	509	540
gene:PBANKA_142290	14	840736	841917	+	1182	44	193	52	2197	2281	2282	33334	30979	31845
gene:PBANKA_142300	14	842838	843803	-	966	90	138	105	328	399	206	157	153	122
gene:PBANKA_142310	14	846195	848339	+	2145	361	618	243	1194	875	1167	829	755	850
gene:PBANKA_142320	14	849528	852548	+	3021	907	659	346	660	607	629	200	208	167
gene:PBANKA_142330	14	854273	855001	-	729	70721	59324	78734	24606	23293	13242	13478	12339	10993
gene:PBANKA_142340	14	857715	858754	+	1040	736	919	875	376	453	280	194	198	170
gene:PBANKA_142350	14	859336	860083	-	748	19935	15933	19372	6087	7854	3160	3149	3034	2029
gene:PBANKA_142360	14	861715	862554	+	840	15249	12400	14165	5004	5735	2633	2855	2474	1798
gene:PBANKA_142370	14	863083	864168	-	1086	116	192	82	200	298	79	15219	14950	14697
gene:PBANKA_142380	14	865269	869033	+	3765	941	883	538	350	283	140	193	166	157
gene:PBANKA_142390	14	869388	870663	-	1276	1678	1713	1944	1224	1211	858	783	839	688
gene:PBANKA_142400	14	872351	873895	+	1545	1182	1232	1257	850	652	584	262	200	201
gene:PBANKA_142410	14	874907	875716	+	810	1078	1276	1046	297	275	150	88	57	35
gene:PBANKA_142420	14	878042	881279	+	3238	7037	5132	5363	3318	3236	2118	1782	1614	1295
gene:PBANKA_142430	14	882563	883854	-	1292	12324	8928	9946	3312	3465	1790	3201	3606	2473
gene:PBANKA_142440	14	886726	887994	+	1269	1323	1291	1148	439	456	193	813	642	670
gene:PBANKA_142450	14	889601	891406	+	1806	54	157	28	1408	1079	1244	4469	4632	4884
gene:PBANKA_142460	14	893912	895477	+	1566	2163	1912	1705	1328	1382	1375	409	449	381
gene:PBANKA_142470	14	897400	897615	+	216	656	624	448	429	406	489	96	87	57
gene:PBANKA_142480	14	898931	899524	-	594	1135	1213	1018	771	720	796	298	308	250
gene:PBANKA_142490	14	901222	901844	+	623	1429	1801	1434	1725	1581	1770	561	438	523
gene:PBANKA_142500	14	903878	906409	+	2532	4273	4254	4423	1849	1760	1238	643	548	371
gene:PBANKA_142510	14	908813	910450	+	1638	8732	8489	8129	5832	5521	6585	1751	1482	1419
gene:PBANKA_142520	14	912168	913481	+	1314	21	31	19	94	97	59	264	260	282
gene:PBANKA_142530	14	914037	917180	+	3144	731	742	1040	180	164	89	173	128	99
gene:PBANKA_142535	14	917236	918815	+	1580	944	1061	957	322	332	160	406	400	332
gene:PBANKA_142540	14	919028	926332	-	7305	3275	2750	2515	1180	984	728	624	610	542
gene:PBANKA_142550	14	928566	930541	+	1976	2284	2249	2512	792	667	400	745	588	546
gene:PBANKA_142560	14	930582	934988	-	4407	1241	1440	908	615	617	409	389	359	305
gene:PBANKA_142570	14	935633	937177	+	1545	243	246	233	192	148	109	99	109	100
gene:PBANKA_142580	14	937688	941083	-	3396	87	214	59	3700	2145	3808	70	64	93
gene:PBANKA_142590	14	942970	946969	+	4000	593	1131	349	3965	3220	4348	297	279	241
gene:PBANKA_142600	14	947044	949617	-	2574	1372	956	1229	337	302	132	138	108	98
gene:PBANKA_142610	14	950504	952863	-	2360	3492	3461	2890	2193	1810	1797	661	642	501
gene:PBANKA_142620	14	955724	961129	-	5406	7450	6973	6336	5435	3041	5319	1698	1480	1756
gene:PBANKA_142630	14	964549	968132	-	3584	4533	4175	4690	1692	1413	1020	948	767	857
gene:PBANKA_142640	14	969535	971193	+	1659	2647	2840	3123	1091	923	766	639	538	562
gene:PBANKA_142650	14	971940	974782	-	2843	590	1022	231	4942	4124	5973	1337	1170	1459
gene:PBANKA_142660	14	977085	978254	+	1170	283	368	264	520	425	412	266	230	257
gene:PBANKA_142670	14	978675	981131	-	2457	2670	2457	3113	1253	1040	740	594	523	493
gene:PBANKA_142680	14	981814	982946	+	1133	371	414	410	197	176	89	224	220	174
gene:PBANKA_142690	14	984023	986752	-	2730	9390	8724	9819	7355	6294	6788	5448	4876	5845
gene:PBANKA_142700	14	990581	992861	+	2281	2023	1959	2440	774	657	399	1024	959	947
gene:PBANKA_142710	14	993202	994989	-	1788	1679	1935	1616	1531	1612	1716	12527	11740	13037
gene:PBANKA_142720	14	998416	1001038	+	2623	2400	4235	2216	17848	17704	23845	1899	1553	1744
gene:PBANKA_142730	14	1002009	1004792	-	2784	1891	1739	1707	518	571	249	1094	937	1014
gene:PBANKA_142740	14	1005894	1006487	+	594	699	828	783	174	221	106	292	278	226
gene:PBANKA_142750	14	1007623	1007889	+	267	2387	2374	2515	2583	2051	2750	918	875	882
gene:PBANKA_142760	14	1008823	1012699	+	3877	114	436	97	3136	2358	3849	321	272	344
gene:PBANKA_142770	14	1013489	1015609	+	2121	634	3179	698	4485	3977	6657	183	147	223
gene:PBANKA_142780	14	1017598	1034166	+	16569	2010	2231	1315	2850	3048	3632	635	702	630
gene:PBANKA_142790	14	1034948	1035262	+	315	520	513	461	174	154	116	79	79	85
gene:PBANKA_142800	14	1036109	1038751	-	2643	1525	1656	1716	2619	1811	2587	872	688	892
gene:PBANKA_142810	14	1042200	1045181	+	2982	917	967	657	2078	2090	2575	813	768	831
gene:PBANKA_142820	14	1045754	1048075	-	2322	475	526	347	1052	924	1156	146	187	165
gene:PBANKA_142830	14	1048675	1053659	+	4985	615	1446	708	6060	4758	8760	151	111	189
gene:PBANKA_142840	14	1054920	1055795	+	876	789	777	549	257	276	146	383	351	390
gene:PBANKA_142850	14	1056790	1058541	-	1752	1393	1209	971	873	648	497	418	353	336
gene:PBANKA_142860	14	1060892	1061906	-	1015	890	877	833	637	638	648	469	422	399
gene:PBANKA_142870	14	1063093	1066884	-	3792	20130	18946	23236	11425	13966	11287	5958	6722	5202
gene:PBANKA_142880	14	1070356	1071321	+	966	1292	1720	1337	1117	1092	1185	1344	1247	1312
gene:PBANKA_142890	14	1072969	1075941	-	2973	5974	5403	4102	5433	4253	4933	1039	867	847
gene:PBANKA_142900	14	1080714	1081571	+	858	632	779	846	621	649	592	142	124	131
gene:PBANKA_142910	14	1081807	1082315	-	509	78	469	51	5984	6228	7061	593	670	562
gene:PBANKA_142920	14	1082899	1084650	-	1752	40	155	19	2142	1924	1974	13708	12407	13327
gene:PBANKA_142930	14	1086954	1089033	+	2080	95	371	91	1337	787	1098	870	685	1003
gene:PBANKA_142940	14	1090574	1090855	+	282	604	1788	371	6182	5877	9066	526	438	504
gene:PBANKA_142950	14	1091751	1092551	-	801	1471	1459	1323	480	562	270	985	979	822
gene:PBANKA_142960	14	1093232	1095499	-	2268	6256	4556	5610	1458	1657	686	463	499	164
gene:PBANKA_142970	14	1097356	1100041	-	2686	5663	6198	7124	4876	3194	3550	1624	1478	1650
gene:PBANKA_142980	14	1101582	1102184	-	603	750	822	877	190	164	94	339	311	315
gene:PBANKA_142990	14	1103093	1107371	+	4279	1141	1171	1202	379	249	148	491	407	593
gene:PBANKA_143000	14	1107923	1108603	-	681	293	296	350	101	83	48	127	107	122
gene:PBANKA_143010	14	1109361	1111129	-	1769	1684	1924	1718	1016	899	882	760	673	642
gene:PBANKA_143020	14	1111259	1111779	-	521	517	456	527	269	186	269	226	155	205
gene:PBANKA_143030	14	1113215	1114456	+	1242	72	236	66	249	555	131	23403	25247	24114
gene:PBANKA_143040	14	1114756	1115696	-	941	2309	2343	2260	659	641	308	637	603	465
gene:PBANKA_143050	14	1116784	1117248	+	465	857	675	843	235	223	99	137	105	101
gene:PBANKA_143060	14	1118409	1119252	+	844	202	898	189	926	1331	939	4983	5123	5141
gene:PBANKA_143070	14	1120985	1122230	+	1246	2531	3450	2479	1966	2298	2066	2524	2268	2230
gene:PBANKA_143080	14	1123486	1124133	+	648	1628	1563	1388	340	395	137	946	939	995
gene:PBANKA_143090	14	1125594	1128416	+	2823	1262	2190	1443	8280	5210	11023	969	766	1098
gene:PBANKA_143100	14	1129487	1130344	+	858	1065	1007	1102	356	379	190	164	130	96
gene:PBANKA_143105	14	1130904	1131576	-	673	3266	3262	4254	1409	1592	893	1567	1504	1126
gene:PBANKA_143110	14	1132848	1134500	-	1653	1528	2212	1252	3485	3516	3636	1632	1551	1642
gene:PBANKA_143120	14	1135499	1136366	-	868	36	86	27	900	730	1043	12	12	26
gene:PBANKA_143130	14	1136854	1137264	+	411	113	329	114	2548	2895	3290	416	446	396
gene:PBANKA_143140	14	1137451	1140819	-	3369	184	951	168	10318	9233	13112	14	10	13
gene:PBANKA_143150	14	1141798	1142877	+	1080	307	2107	260	18563	16816	22916	21	9	18
gene:PBANKA_143160	14	1144346	1146124	+	1779	1487	1612	1313	1561	995	831	548	447	498
gene:PBANKA_143170	14	1147732	1149438	+	1707	1797	1458	1311	449	407	216	274	214	188
gene:PBANKA_143180	14	1150287	1151150	+	864	982	926	1019	407	313	231	159	185	192
gene:PBANKA_143190	14	1151713	1153610	+	1898	3369	3446	3022	1823	1980	1797	360	345	256
gene:PBANKA_143200	14	1154326	1154748	-	423	936	986	770	706	823	604	345	391	298
gene:PBANKA_143210	14	1156447	1158645	+	2199	1215	1259	1163	1060	662	873	179	185	181
gene:PBANKA_143220	14	1159857	1160501	-	645	1220	11084	914	19760	22852	32885	12983	11796	13707
gene:PBANKA_143230	14	1161823	1162380	-	558	13	94	14	1347	851	1074	1576	1224	1318
gene:PBANKA_143240	14	1164534	1167533	+	3000	533	2748	360	15807	14387	23053	1917	1739	2102
gene:PBANKA_143250	14	1170654	1173242	+	2589	3245	2752	2863	2046	1983	1618	457	480	363
gene:PBANKA_143260	14	1174220	1174642	-	423	236	255	239	81	95	49	293	267	279
gene:PBANKA_143270	14	1175359	1177293	-	1935	169	209	109	143	148	83	624	577	729
gene:PBANKA_143280	14	1178458	1181451	+	2994	1921	1422	1259	856	942	570	468	504	416
gene:PBANKA_143290	14	1182672	1185239	+	2568	1345	1459	1517	644	663	592	1360	1375	1479
gene:PBANKA_143300	14	1185629	1188088	-	2460	1532	1778	1451	5236	4118	5426	1646	1351	1611
gene:PBANKA_143310	14	1191638	1192273	+	636	4372	4217	4121	1960	2010	1554	637	623	480
gene:PBANKA_143320	14	1193758	1194444	+	687	209	279	148	1033	967	1260	155	146	117
gene:PBANKA_143330	14	1194711	1196057	-	1347	1553	1214	1151	401	439	267	534	531	552
gene:PBANKA_143340	14	1196226	1196468	-	243	377	308	302	94	104	61	115	119	133
gene:PBANKA_143350	14	1197755	1199326	+	1572	1212	1221	937	385	368	234	594	523	642
gene:PBANKA_143360	14	1200694	1201740	+	1047	65	31	31	67	73	27	157	147	154
gene:PBANKA_143370	14	1203212	1204938	+	1727	144	285	63	148	166	100	1422	1342	1376
gene:PBANKA_143380	14	1205491	1211913	-	6423	3414	3429	3056	1972	1777	1570	710	712	573
gene:PBANKA_143390	14	1213318	1215120	+	1803	666	656	417	476	370	433	261	291	330
gene:PBANKA_143400	14	1216248	1218900	-	2653	1018	1252	938	1004	919	1020	482	403	417
gene:PBANKA_143410	14	1220701	1224669	-	3969	4099	4085	3605	3200	3026	3260	1058	1007	964
gene:PBANKA_143420	14	1226187	1229019	-	2833	4828	4597	4899	3469	3776	3930	585	651	421
gene:PBANKA_143430	14	1229992	1231566	-	1575	159	443	266	2094	1766	3215	203	182	270
gene:PBANKA_143440	14	1232289	1234220	-	1932	183	768	192	1044	870	983	4132	3465	3968
gene:PBANKA_143450	14	1235251	1237509	-	2259	913	670	557	317	262	185	333	305	320
gene:PBANKA_143460	14	1240839	1248875	+	8037	397	458	169	398	552	257	10086	12171	12159
gene:PBANKA_143470	14	1251831	1257791	+	5961	7044	7194	6874	3203	3235	2755	1845	1744	1828
gene:PBANKA_143480	14	1258697	1263544	-	4848	5375	5376	4868	3936	2253	3518	4847	4177	4972
gene:PBANKA_143490	14	1265321	1265893	-	573	44	212	36	560	540	526	1034	883	1063
gene:PBANKA_143500	14	1267554	1267715	+	162	2	23	3	107	52	99	57	58	74
gene:PBANKA_143510	14	1268820	1269503	+	684	912	1211	1036	1837	1843	1899	347	343	297
gene:PBANKA_143520	14	1270588	1272030	-	1443	606	1283	978	221	344	184	2834	2267	2818
gene:PBANKA_143530	14	1274390	1276270	+	1881	1493	1552	1195	592	563	380	561	467	435
gene:PBANKA_143540	14	1276862	1283555	-	6694	796	871	754	557	401	465	385	378	383
gene:PBANKA_143550	14	1284428	1292586	+	8159	1191	1441	759	2198	1540	1978	517	497	527
gene:PBANKA_143560	14	1293127	1294539	+	1413	465	424	379	181	213	88	122	125	120
gene:PBANKA_143570	14	1294893	1295909	-	1017	1587	1312	1490	422	441	178	441	422	376
gene:PBANKA_143580	14	1296676	1298177	+	1502	1397	1583	1250	388	355	197	591	568	520
gene:PBANKA_143590	14	1298862	1302223	-	3362	3	2	3	30	29	35	72	66	104
gene:PBANKA_143610	14	1304722	1305567	-	846	807	907	656	635	664	666	298	282	247
gene:PBANKA_143620	14	1309915	1316005	-	6091	2003	2468	1129	4162	3222	4774	1422	1418	1503
gene:PBANKA_143630	14	1319048	1321311	+	2264	78	186	56	500	580	392	7989	7652	7880
gene:PBANKA_143640	14	1322194	1323086	+	893	660	651	515	219	289	134	1690	1780	1649
gene:PBANKA_143650	14	1323382	1326704	-	3323	121	368	104	622	799	628	7373	7550	8035
gene:PBANKA_143660	14	1329345	1330883	+	1539	181	767	113	2070	3016	1985	96640	94141	99379
gene:PBANKA_143670	14	1331870	1334329	+	2460	926	861	627	376	408	237	210	266	232
gene:PBANKA_143680	14	1335227	1336564	+	1338	1114	1194	955	346	325	187	246	276	281
gene:PBANKA_143690	14	1337490	1339983	+	2494	1039	1118	1005	521	412	376	329	314	279
gene:PBANKA_143700	14	1340529	1342721	+	2193	2300	2613	2231	722	671	350	775	714	685
gene:PBANKA_143710	14	1343438	1345534	-	2097	2793	2084	1714	1749	1545	1367	504	490	450
gene:PBANKA_143720	14	1347681	1349207	-	1527	3376	3013	3722	784	701	362	1521	1435	1512
gene:PBANKA_143730	14	1351801	1354227	-	2427	31032	30395	30576	10145	7930	7306	5972	5075	5321
gene:PBANKA_143740	14	1356653	1358752	-	2100	2011	1817	1917	1435	1450	1110	802	801	646
gene:PBANKA_143750	14	1365549	1372568	+	7020	1866	1627	1607	4534	4008	5434	360	340	352
gene:PBANKA_143760	14	1374739	1375293	+	555	165	567	79	2670	3384	2925	56293	56434	50655
gene:PBANKA_143770	14	1376185	1377845	-	1661	179	439	115	637	1145	405	37976	38240	37206
gene:PBANKA_143780	14	1378994	1380824	+	1831	1270	1229	1106	989	1014	868	737	724	673
gene:PBANKA_143790	14	1380978	1381967	-	990	1201	1347	904	955	1118	718	617	677	659
gene:PBANKA_143800	14	1383518	1385449	-	1932	2319	4147	1113	7220	6206	9227	1930	1673	1810
gene:PBANKA_143810	14	1387915	1389282	+	1368	2648	2927	3067	1965	1452	1899	1437	1291	1338
gene:PBANKA_143820	14	1390348	1393856	-	3509	1162	1344	1133	696	591	448	681	687	688
gene:PBANKA_143830	14	1395625	1401072	+	5448	8373	8905	8496	4594	4451	3443	2054	2167	1868
gene:PBANKA_143840	14	1401186	1414099	-	12914	3399	3454	2542	4024	4515	3992	1748	2288	1661
gene:PBANKA_143850	14	1415371	1420286	-	4916	1194	1247	1428	567	357	393	201	177	179
gene:PBANKA_143860	14	1421375	1422305	+	931	2665	2770	2699	1025	937	706	480	354	335
gene:PBANKA_143870	14	1423393	1424325	+	933	512	337	327	188	211	78	95	78	76
gene:PBANKA_143880	14	1424780	1425478	-	699	898	813	664	368	430	199	448	497	355
gene:PBANKA_143890	14	1426356	1427237	+	882	710	679	665	234	273	142	354	347	319
gene:PBANKA_143900	14	1428108	1429059	-	952	98	289	64	632	585	611	450	419	374
gene:PBANKA_143910	14	1432076	1435106	+	3031	415	741	386	753	1078	337	36910	39935	41657
gene:PBANKA_143920	14	1437456	1439960	+	2505	74564	72915	71909	41693	39289	28260	26265	26826	20294
gene:PBANKA_143930	14	1441904	1443716	+	1813	1099	994	859	1075	1144	1183	2627	2462	2550
gene:PBANKA_143940	14	1445298	1446360	+	1063	1426	2331	1062	7005	7162	8317	1406	1471	1274
gene:PBANKA_143950	14	1447265	1448384	-	1120	457	512	392	121	174	77	294	274	265
gene:PBANKA_143960	14	1449810	1453364	-	3555	729	846	293	1714	1400	2084	323	321	420
gene:PBANKA_143970	14	1454506	1455459	+	954	532	755	391	955	814	1137	403	375	384
gene:PBANKA_143980	14	1456019	1456529	-	511	566	722	536	699	639	675	272	243	240
gene:PBANKA_143990	14	1457160	1462086	-	4927	539	402	507	443	296	405	153	147	151
gene:PBANKA_144000	14	1462752	1467943	+	5192	1072	1119	868	839	598	747	216	241	216
gene:PBANKA_144010	14	1468222	1470934	-	2713	2441	2504	2277	2096	1911	1680	359	412	336
gene:PBANKA_144020	14	1472408	1473446	+	1039	502	459	381	384	428	342	164	194	165
gene:PBANKA_144030	14	1474025	1474600	-	576	668	469	610	201	260	110	111	94	100
gene:PBANKA_144040	14	1475269	1476772	+	1504	423	295	242	168	124	94	76	64	68
gene:PBANKA_144050	14	1477137	1480070	-	2934	2528	2631	2747	1081	1085	700	257	255	120
gene:PBANKA_144060	14	1481114	1485250	-	4137	1565	1311	1461	754	675	527	457	455	522
gene:PBANKA_144070	14	1487363	1491016	+	3654	5855	5716	5277	3748	3434	3752	1187	1250	1245
gene:PBANKA_144080	14	1491624	1493693	-	2070	1084	910	1128	617	458	432	183	194	165
gene:PBANKA_144090	14	1495855	1498423	-	2569	639	462	395	726	582	685	173	151	162
gene:PBANKA_144100	14	1500473	1501228	+	756	23	23	28	40	43	26	538	490	613
gene:PBANKA_144110	14	1503349	1504215	+	867	8034	9990	7731	6938	7436	8991	1830	1761	1431
gene:PBANKA_144120	14	1504490	1507529	-	3040	783	1013	842	1322	1173	1386	315	328	287
gene:PBANKA_144130	14	1508708	1512595	+	3888	519	640	495	984	729	813	325	341	348
gene:PBANKA_144140	14	1513352	1514253	-	902	2031	3039	1208	4360	3947	5582	813	648	743
gene:PBANKA_144150	14	1516754	1518598	+	1845	1409	955	851	564	515	332	293	269	258
gene:PBANKA_144160	14	1520242	1522143	+	1902	1081	1423	715	2012	2127	2794	604	530	559
gene:PBANKA_144170	14	1523270	1524646	-	1377	4579	3498	3829	1628	1673	1525	428	389	206
gene:PBANKA_144180	14	1526358	1526834	-	477	190	488	74	1303	1304	1500	260	312	302
gene:PBANKA_144190	14	1527695	1529842	-	2148	2978	2521	3556	1539	1418	952	2422	2138	2347
gene:PBANKA_144200	14	1531942	1537884	+	5943	519	526	305	305	241	214	166	144	166
gene:PBANKA_144210	14	1538820	1542311	+	3492	416	703	308	640	505	606	314	278	265
gene:PBANKA_144220	14	1546167	1562213	-	16047	12649	19801	7093	56653	57355	79420	5640	7074	5912
gene:PBANKA_144230	14	1565697	1568156	+	2460	840	1863	466	8900	7974	12483	336	282	276
gene:PBANKA_144240	14	1569140	1571910	-	2771	725	638	319	795	732	807	120	92	95
gene:PBANKA_144250	14	1574011	1577220	-	3210	2294	1946	2581	547	525	304	366	347	341
gene:PBANKA_144260	14	1578140	1579672	+	1533	1120	1209	1281	350	341	163	2514	2505	2729
gene:PBANKA_144270	14	1580103	1580546	+	444	375	425	449	163	106	132	87	92	90
gene:PBANKA_144280	14	1580693	1582302	-	1610	401	832	467	831	824	1211	83	79	76
gene:PBANKA_144290	14	1583273	1585588	+	2316	675	757	639	498	406	437	78	79	73
gene:PBANKA_144300	14	1587353	1590223	+	2871	1471	3224	982	15023	12299	19966	652	559	608
gene:PBANKA_144310	14	1591749	1595176	+	3428	2584	2458	2814	642	557	285	273	211	209
gene:PBANKA_144320	14	1596476	1598021	+	1546	2236	2021	2651	677	655	278	621	568	577
gene:PBANKA_144330	14	1598402	1600258	-	1857	7097	13925	2068	3251	4711	1534	805	856	295
gene:PBANKA_144340	14	1603277	1606485	+	3209	1938	1781	1522	496	493	221	188	158	118
gene:PBANKA_144350	14	1606625	1614037	-	7413	4544	5615	3870	2021	2358	1527	1003	1209	914
gene:PBANKA_144360	14	1615645	1620159	-	4515	786	546	745	394	270	298	125	139	164
gene:PBANKA_144370	14	1621457	1626173	+	4717	2644	3225	2927	3251	3119	3109	4350	4356	4488
gene:PBANKA_144380	14	1626618	1632425	-	5808	3488	2343	1942	2090	1851	2055	468	506	443
gene:PBANKA_144390	14	1637006	1639195	+	2190	372	850	201	2818	2424	3291	796	835	923
gene:PBANKA_144400	14	1640284	1640782	+	499	8643	8793	10285	2519	2504	1344	1098	1002	584
gene:PBANKA_144410	14	1642507	1644220	+	1714	11678	12907	14588	3771	3400	2423	1238	1122	714
gene:PBANKA_144420	14	1644625	1647192	-	2568	1238	1273	1060	435	493	249	2200	2261	2233
gene:PBANKA_144430	14	1647631	1648116	+	486	278	350	274	117	128	54	480	430	471
gene:PBANKA_144440	14	1648272	1650167	+	1896	134	202	187	87	83	49	342	315	376
gene:PBANKA_144450	14	1650244	1656159	-	5916	320	456	341	332	243	161	971	985	1120
gene:PBANKA_144460	14	1657236	1662187	-	4952	1370	2246	1678	7809	8188	10705	553	548	614
gene:PBANKA_144470	14	1662795	1669221	+	6427	2168	2404	1988	2401	1894	2621	422	380	391
gene:PBANKA_144480	14	1669708	1671045	-	1338	39	135	30	622	1053	353	47624	49693	47769
gene:PBANKA_144490	14	1673572	1676654	+	3083	1788	1675	1721	930	744	548	556	472	480
gene:PBANKA_144500	14	1677144	1678075	-	932	16	25	10	106	162	47	11918	10351	11268
gene:PBANKA_144510	14	1679290	1680444	-	1155	2212	2502	2396	927	858	707	729	571	571
gene:PBANKA_144520	14	1681501	1682805	-	1305	959	821	773	275	228	132	160	146	138
gene:PBANKA_144530	14	1683932	1685161	+	1230	1427	1484	1182	514	534	261	802	862	850
