Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
gene:PF3D7_1367900	13	2706499	2708442	+	1944	2685	1188	1036	1117	1184	1072
gene:PF3D7_1368000	13	2708813	2709566	-	754	3788	1466	1280	1443	1401	1400
gene:PF3D7_1368100	13	2710406	2711718	-	1313	4138	1463	1570	1486	1873	1197
gene:PF3D7_1368200	13	2713463	2715436	-	1974	6470	2299	2275	2332	2733	2034
gene:PF3D7_1368300	13	2717853	2719377	+	1525	3055	965	1132	1042	1362	1044
gene:PF3D7_1368400	13	2719490	2721420	-	1931	15127	5414	5054	5016	4960	5025
gene:PF3D7_1368500	13	2722690	2725182	+	2493	3373	1536	1398	1094	1562	1097
gene:PF3D7_1368600	13	2725669	2725947	-	279	3750	1431	1472	1433	1769	1587
gene:PF3D7_1368700	13	2727425	2729155	-	1731	6828	2479	2648	2157	2973	2355
gene:PF3D7_1368800	13	2731041	2736143	-	5103	5149	2412	2063	2065	2419	2111
gene:PF3D7_1368900	13	2739350	2740998	+	1649	67536	22208	23641	23225	26224	24223
gene:PF3D7_1369000	13	2742585	2745862	+	3278	1800	851	690	735	839	771
gene:PF3D7_1369100	13	2746659	2748224	-	1566	8025	2525	3105	2329	3210	2461
gene:PF3D7_1369200	13	2749595	2756107	+	6513	10880	3789	4110	3326	4953	3263
gene:PF3D7_1369300	13	2756529	2757997	-	1469	14902	5303	5942	4482	6411	4931
gene:PF3D7_1369400	13	2759756	2768478	+	8723	3018	1236	1394	898	1569	937
gene:PF3D7_1369500	13	2769916	2773480	+	3565	2663	1208	1058	910	1156	972
gene:PF3D7_1369600	13	2774191	2776884	-	2694	4498	2096	1914	1765	2067	1847
gene:PF3D7_1369700	13	2778005	2779071	-	1067	2022	710	722	595	692	510
gene:PF3D7_1370300	13	2787972	2788913	+	942	3028	1322	1149	1393	1313	1175
gene:PF3D7_1371500	13	2808563	2809222	-	660	4	7	5	2	1	3
gene:PF3D7_1371700	13	2821078	2823292	+	2215	1270	442	394	401	398	381
gene:PF3D7_1371800	13	2824302	2825852	-	1551	1677	696	689	601	746	576
gene:PF3D7_1371900	13	2829856	2830669	+	814	200	82	71	55	67	51
gene:PF3D7_1372000	13	2832952	2834322	+	1371	847	344	309	384	391	383
gene:PF3D7_1372100	13	2837053	2839058	+	2006	33981	8554	12763	8767	13802	10031
gene:PF3D7_1372200	13	2840727	2841703	-	977	30177	8386	10051	10350	11333	9993
gene:PF3D7_1372300	13	2845767	2846538	+	772	2592	765	838	726	945	722
gene:PF3D7_1372400	13	2850891	2853482	+	2592	1891	623	589	634	591	584
gene:PF3D7_1372600	13	2856586	2858026	+	1441	83	19	19	33	22	27
gene:PF3D7_1372700	13	2860163	2861441	+	1279	56	20	7	6	12	6
gene:PF3D7_1372800	13	2863866	2864869	+	1004	9	4	10	6	4	6
gene:PF3D7_1373000	13	2868923	2870165	+	1243	15	2	6	4	7	7
gene:PF3D7_1373100	13	2871860	2873088	-	1229	12	1	2	1	6	2
gene:PF3D7_1373200	13	2875991	2876203	+	213	0	0	0	0	0	0
gene:PF3D7_1373300	13	2877908	2879141	+	1234	0	2	1	0	1	1
gene:PF3D7_1373400	13	2881591	2882956	+	1366	38	17	18	17	4	14
gene:PF3D7_1373500	13	2884786	2892340	-	7555	127	443	53	474	37	410
gene:PF3D7_1400200	14	7208	8538	-	1331	48	13	25	16	19	16
gene:PF3D7_1400300	14	10974	12117	-	1144	6	0	1	1	2	2
gene:PF3D7_1400400	14	14126	15363	-	1238	8	3	1	1	1	2
gene:PF3D7_1400500	14	17469	18808	-	1340	4	2	0	2	0	3
gene:PF3D7_1400600	14	20897	22232	-	1336	5	2	6	1	11	4
gene:PF3D7_1400700	14	24337	25320	-	984	17	2	4	1	1	3
gene:PF3D7_1400800	14	27321	28428	-	1108	6	4	0	0	0	0
gene:PF3D7_1401000	14	34693	35773	-	1081	539	418	114	347	98	203
gene:PF3D7_1401100	14	41289	43093	-	1805	2842	2160	986	1920	1102	1797
gene:PF3D7_1401200	14	46833	47744	+	912	861	668	287	610	274	498
gene:PF3D7_1401300	14	48912	50415	-	1504	1816	701	626	697	674	624
gene:PF3D7_1401400	14	53411	53734	-	324	380	239	154	213	224	207
gene:PF3D7_1401500	14	57172	58293	-	1122	5017	2329	2065	2082	2350	2151
gene:PF3D7_1401600	14	61364	62988	-	1625	15169	4634	5388	4824	5889	4964
gene:PF3D7_1401700	14	66269	67081	-	813	620	268	290	212	288	220
gene:PF3D7_1401800	14	71368	72690	+	1323	4591	1449	1452	1517	1517	1402
gene:PF3D7_1401900	14	74188	76793	-	2606	18008	6497	6012	6776	6381	6998
gene:PF3D7_1402000	14	77258	80423	-	3166	1224	535	466	438	523	512
gene:PF3D7_1402100	14	81121	83760	+	2640	1658	705	636	625	609	716
gene:PF3D7_1402200	14	84735	85301	+	567	50582	16211	18618	18596	20864	19805
gene:PF3D7_1402300	14	85883	87883	-	2001	8012	3072	3379	2692	3894	2798
gene:PF3D7_1402400	14	89565	91037	-	1473	1930	689	731	708	827	714
gene:PF3D7_1402500	14	92264	93537	-	1274	7243	2248	2541	2207	2781	2330
gene:PF3D7_1402700	14	94980	98404	-	3425	15868	7078	6678	7208	8276	6870
gene:PF3D7_1402800	14	100847	105624	+	4778	8218	3329	3163	2788	3545	2662
gene:PF3D7_1402900	14	106370	109234	+	2865	1336	605	611	497	680	493
gene:PF3D7_1403000	14	110114	112645	+	2532	11015	3697	4273	3604	4714	3746
gene:PF3D7_1403100	14	113144	119011	-	5868	35446	12550	12096	11718	13658	10568
gene:PF3D7_1403200	14	120069	121134	-	1066	16090	4841	5557	5146	6177	5185
gene:PF3D7_1403300	14	121855	125340	-	3486	799	405	294	336	337	321
gene:PF3D7_1403400	14	125986	129877	+	3892	5245	1863	2135	1947	2423	2450
gene:PF3D7_1403500	14	130022	132100	-	2079	4981	1885	1765	1880	2039	1690
gene:PF3D7_1403600	14	132554	133245	+	692	2948	1035	1017	1160	1234	1153
gene:PF3D7_1403700	14	133737	135073	-	1337	11575	3763	3953	4068	4470	4343
gene:PF3D7_1403800	14	136530	141420	-	4891	13625	4803	4907	3929	5699	3898
gene:PF3D7_1403900	14	142242	143138	-	897	2639	987	966	982	1106	908
gene:PF3D7_1404000	14	143984	144661	+	678	4423	1684	1710	1680	1979	1600
gene:PF3D7_1404100	14	145134	145649	-	516	5732	2182	2084	2703	2529	2643
gene:PF3D7_1404200	14	147961	148415	+	455	17271	7535	5830	7263	6409	6709
gene:PF3D7_1404300	14	150000	150608	+	609	3900	1498	1160	1705	1157	1471
gene:PF3D7_1404400	14	151765	152310	+	546	913	374	348	466	366	484
gene:PF3D7_1404500	14	153139	154545	+	1407	2313	1071	752	984	870	942
gene:PF3D7_1404600.2	14	154855	158855	-	4001	0	0	0	0	0	0
gene:PF3D7_1404600.3	14	154855	159595	-	4741	0	0	0	0	0	0
gene:PF3D7_1404600.1	14	154855	160191	-	5337	211	124	113	90	157	107
gene:PF3D7_1404700	14	161227	162099	-	873	185	76	86	65	93	69
gene:PF3D7_1404800	14	163990	166854	-	2865	5535	2441	2120	2231	2440	2399
gene:PF3D7_1404900	14	170000	170893	+	894	13004	5123	5191	4669	5804	4668
gene:PF3D7_1405000	14	172237	174911	+	2675	5128	2002	1843	1774	2063	1728
gene:PF3D7_1405100	14	175503	179705	-	4203	3441	1773	1562	1493	1743	1379
gene:PF3D7_1405200	14	180897	181649	+	753	231	93	75	66	108	74
gene:PF3D7_1405300	14	181955	185032	+	3078	1144	495	435	377	493	499
gene:PF3D7_1405400	14	185437	190368	-	4932	2245	1103	910	960	1007	921
gene:PF3D7_1405500	14	190997	192724	+	1728	1614	690	669	630	836	670
gene:PF3D7_1405600	14	193216	194265	-	1050	8115	2539	2931	2608	3150	2466
gene:PF3D7_1405700	14	196327	198486	-	2160	2089	926	984	778	1147	759
gene:PF3D7_1405800	14	200493	204143	-	3651	24124	9011	8758	8442	9963	8233
gene:PF3D7_1405900	14	205559	209003	+	3445	10235	3927	3824	3458	4317	3435
gene:PF3D7_1406000	14	210300	210960	+	661	3649	1384	1355	1761	1465	1561
gene:PF3D7_1406100	14	211566	215651	-	4086	4637	1992	2025	1316	2191	1514
gene:PF3D7_1406200	14	217845	226307	+	8463	32618	12000	12221	10512	13441	10621
gene:PF3D7_1406300	14	228410	229837	+	1428	227	122	80	132	100	102
gene:PF3D7_1406400	14	230864	232690	+	1827	2490	1117	941	1036	1029	984
gene:PF3D7_1406500	14	233001	237744	-	4744	1276	636	465	587	542	568
gene:PF3D7_1406600	14	239747	243772	+	4026	3113	1689	1133	1298	1372	1301
gene:PF3D7_1406700	14	244908	245492	+	585	5729	2032	2070	2311	2461	2220
gene:PF3D7_1406800	14	246380	247721	-	1342	41941	13007	13808	15300	15907	15556
gene:PF3D7_1406900	14	251059	252826	+	1768	3566	1360	1441	1375	1653	1356
gene:PF3D7_1407000	14	253542	257360	+	3819	50193	14594	15891	15097	16858	14926
gene:PF3D7_1407100	14	258746	259988	+	1243	9614	3496	3531	3792	3975	3849
gene:PF3D7_1407200	14	261061	262099	-	1039	4050	1623	1503	1619	1703	1517
gene:PF3D7_1407300	14	264403	267074	+	2672	14091	5102	4960	5251	5731	4936
gene:PF3D7_1407400	14	268108	268692	-	585	6714	2445	2715	2283	3068	2411
gene:PF3D7_1407500	14	269881	270927	+	1047	3190	1070	1057	1118	1179	1015
gene:PF3D7_1407600	14	271014	277115	-	6102	1959	1238	710	928	785	1017
gene:PF3D7_1407700	14	279176	280673	+	1498	2102	843	636	888	646	841
gene:PF3D7_1407800	14	283086	284435	+	1350	1286	742	519	784	581	642
gene:PF3D7_1407900	14	288297	289655	+	1359	1756	1031	691	1079	792	932
gene:PF3D7_1408000	14	293471	294832	+	1362	2041	873	706	783	742	681
gene:PF3D7_1408100	14	297468	298823	+	1356	9368	4091	3569	4174	4158	3621
gene:PF3D7_1408200	14	300725	305833	-	5109	4063	1625	1451	1427	1604	1425
gene:PF3D7_1408300	14	312569	313296	+	728	29	21	27	10	22	16
gene:PF3D7_1408400	14	313975	317457	-	3483	6179	2637	2489	2216	2783	2109
gene:PF3D7_1408500	14	320274	320861	+	588	1177	510	543	377	552	372
gene:PF3D7_1408600	14	323317	324172	+	856	9628	3408	3242	3598	3663	3502
gene:PF3D7_1408700	14	324754	346468	-	21715	27395	7710	9465	6749	10702	7227
gene:PF3D7_1408800	14	349359	350415	+	1057	3878	1647	1987	1065	2213	1317
gene:PF3D7_1408900	14	351025	352047	-	1023	1712	826	657	757	732	726
gene:PF3D7_1409000	14	353263	355141	-	1879	2431	1039	986	756	1014	808
gene:PF3D7_1409100	14	356550	360188	+	3639	39350	13582	13081	13476	14117	12858
gene:PF3D7_1409200.2	14	360656	361539	-	884	0	0	0	0	0	0
gene:PF3D7_1409200.1	14	360656	361539	-	884	0	0	0	0	0	0
gene:PF3D7_1409300	14	363092	364240	+	1149	5035	1970	1953	1444	2032	1579
gene:PF3D7_1409400	14	365509	367027	-	1519	28750	11115	10485	12168	12481	12567
gene:PF3D7_1409500	14	370146	373006	+	2861	3862	2028	1647	1726	1724	1642
gene:PF3D7_1409600	14	374800	377106	+	2307	1024	500	481	421	477	384
gene:PF3D7_1409700	14	377285	380182	-	2898	4168	1636	1511	1504	1710	1553
gene:PF3D7_1409800	14	383188	384732	+	1545	7063	2586	2471	2565	2744	2230
gene:PF3D7_1409900	14	389592	391595	+	2004	5931	2181	2284	2116	2752	2069
gene:PF3D7_1410000	14	392972	393850	-	879	9566	2966	3705	2428	4233	2703
gene:PF3D7_1410100	14	396010	397967	+	1958	7293	2733	2662	2668	2957	2776
gene:PF3D7_1410200	14	400418	402994	+	2577	3378	1985	1277	1879	1637	1726
gene:PF3D7_1410300	14	403652	417062	-	13411	4213	2244	1997	1710	2567	1913
gene:PF3D7_1410400	14	420442	422790	+	2349	1668	1229	794	1095	981	1049
gene:PF3D7_1410500	14	423751	424250	-	500	1240	397	384	467	420	374
gene:PF3D7_1410600	14	427191	428588	+	1398	17556	6631	6068	7001	7150	6507
gene:PF3D7_1410700	14	429690	430861	-	1172	3909	1363	1350	1323	1482	1262
gene:PF3D7_1410800	14	433951	435318	+	1368	9659	2532	3025	2581	3021	2411
gene:PF3D7_1410900	14	437224	439466	+	2243	11382	4487	4731	4111	5376	4270
gene:PF3D7_1411000.2	14	440541	447773	+	7233	0	0	0	0	0	0
gene:PF3D7_1411000.1	14	440541	447773	+	7233	0	0	0	0	0	0
gene:PF3D7_1411100.1	14	447923	449968	-	2046	3	2	3	2	2	2
gene:PF3D7_1411100.2	14	447990	449968	-	1979	0	0	0	0	0	0
gene:PF3D7_1411200	14	452175	454879	-	2705	5126	2126	2014	1778	2366	1765
gene:PF3D7_1411300	14	458796	460962	+	2167	2836	1246	1209	1090	1361	1086
gene:PF3D7_1411400	14	461401	467451	-	6051	2713	1676	1002	1266	1208	1176
gene:PF3D7_1411500	14	468976	472016	+	3041	2267	940	847	938	945	931
gene:PF3D7_1411600	14	472850	474826	+	1977	223	133	76	144	86	109
gene:PF3D7_1411700	14	475249	477297	+	2049	1622	770	550	662	618	665
gene:PF3D7_1411800	14	477469	478887	-	1419	2337	1097	920	939	1110	1020
gene:PF3D7_1411900	14	480431	481414	+	984	3475	1386	1389	1467	1629	1529
gene:PF3D7_1412000	14	482437	483399	+	963	51	9	11	13	13	18
gene:PF3D7_1412100	14	484438	487308	+	2871	2302	1121	915	920	979	863
gene:PF3D7_1412200	14	487776	490380	-	2605	5098	2235	2221	1981	2439	1981
gene:PF3D7_1412300	14	491494	492221	-	728	7866	2366	2944	2669	3394	2825
gene:PF3D7_1412400	14	493971	504345	-	10375	7892	2927	3087	2974	3692	3190
gene:PF3D7_1412500	14	507360	508868	+	1509	66245	22756	22369	27141	25721	26244
gene:PF3D7_1412600	14	509686	511176	-	1491	617	368	244	306	303	260
gene:PF3D7_1412700	14	512363	516022	+	3660	2058	1123	829	984	915	910
gene:PF3D7_1412800	14	516574	518193	-	1620	9401	3276	3252	3356	3481	3369
gene:PF3D7_1412900.2	14	521209	522242	+	1034	0	0	0	0	0	0
gene:PF3D7_1412900.1	14	521209	522898	+	1690	11729	3672	4009	3864	4461	3519
gene:PF3D7_1413000	14	523890	525305	-	1416	461	284	188	230	209	242
gene:PF3D7_1413100	14	527132	529234	+	2103	275	189	133	161	151	150
gene:PF3D7_1413200	14	530135	531739	-	1605	30886	8692	11223	10278	12172	11043
gene:PF3D7_1413300	14	532818	533289	-	472	418	265	123	205	147	307
gene:PF3D7_1413400	14	534057	535988	-	1932	13331	5069	4434	4382	4687	4189
gene:PF3D7_1413500	14	536796	537839	-	1044	1094	656	397	609	472	615
gene:PF3D7_1413600	14	538869	540572	+	1704	93	107	83	52	65	64
gene:PF3D7_1413700	14	540677	546046	-	5370	3631	1671	1217	1457	1249	1549
gene:PF3D7_1413800	14	547954	549417	+	1464	961	466	323	411	381	330
gene:PF3D7_1413900	14	551862	553235	+	1374	7213	2365	2565	2520	3086	2553
gene:PF3D7_1414000	14	553639	555772	-	2134	18208	5987	7017	7050	7961	7351
gene:PF3D7_1414100	14	560093	562324	+	2232	2891	1134	967	1172	904	1147
gene:PF3D7_1414200	14	564024	565247	-	1224	6969	2574	3027	1998	3488	1995
gene:PF3D7_1414300	14	570802	571461	+	660	12531	4258	4242	5111	4716	4969
gene:PF3D7_1414400	14	575496	577055	+	1560	11527	3463	3855	3652	4828	3188
gene:PF3D7_1414500	14	578369	587529	-	9161	56141	20572	21339	20853	24891	20817
gene:PF3D7_1414600	14	590626	592188	+	1563	6963	2158	2559	2316	2712	2378
gene:PF3D7_1414700	14	592992	597146	-	4155	3180	1334	1486	1062	1741	1398
gene:PF3D7_1414800	14	599763	600680	-	918	2842	883	1073	1094	1222	918
gene:PF3D7_1414900	14	601981	605559	-	3579	1848	819	670	681	686	689
gene:PF3D7_1415000	14	606380	607348	-	969	2756	1094	1092	1196	1282	1068
gene:PF3D7_1415100	14	609205	611287	+	2083	4603	1769	1884	1524	2165	1543
gene:PF3D7_1415200	14	611865	612736	+	872	1253	535	457	563	515	537
gene:PF3D7_1415300	14	615167	616180	+	1014	13211	4377	4550	4632	5075	4344
gene:PF3D7_1415400	14	618897	623321	+	4425	5107	2061	1927	1770	2266	1815
gene:PF3D7_1415500	14	624486	628250	-	3765	1449	597	539	500	653	530
gene:PF3D7_1415600	14	629419	632895	-	3477	5644	2639	2412	2155	2838	2102
gene:PF3D7_1415700	14	634815	636533	-	1719	12583	3966	3900	4202	4193	4092
gene:PF3D7_1415800	14	640374	641519	+	1146	4033	1776	1427	1659	1790	1606
gene:PF3D7_1415900	14	642071	642735	-	665	4494	1654	1574	1627	1825	1622
gene:PF3D7_1416000	14	643914	644989	+	1076	848	339	295	337	328	330
gene:PF3D7_1416100	14	645641	648454	-	2814	3384	1707	1410	1309	1597	1443
gene:PF3D7_1416200	14	650503	657345	-	6843	5545	2553	1965	2374	2556	2192
gene:PF3D7_1416300	14	659539	660903	+	1365	1100	636	528	468	645	458
gene:PF3D7_1416400	14	661098	665098	-	4001	27828	8976	10697	10032	11855	11686
gene:PF3D7_1416500	14	667412	668824	+	1413	698	262	222	219	244	217
gene:PF3D7_1416600	14	669692	678772	-	9081	4385	2362	1893	1817	2262	1679
gene:PF3D7_1416700	14	681055	682023	-	969	145898	51188	50573	57081	56782	58090
gene:PF3D7_1416800	14	682778	684802	+	2025	27544	9069	9702	8596	10185	8196
gene:PF3D7_1416900	14	685437	686368	-	932	2347	951	858	1125	1032	1027
gene:PF3D7_1417000	14	688592	689740	+	1149	6802	2625	2600	2924	3086	2986
gene:PF3D7_1417100	14	690451	691272	+	822	1482	610	562	591	617	593
gene:PF3D7_1417200	14	694585	708177	+	13593	22238	6766	8176	6052	9466	5994
gene:PF3D7_1417300	14	709670	713309	+	3640	4627	2182	1860	1954	2100	1957
gene:PF3D7_1417500	14	726979	728379	-	1401	5792	2342	2080	2449	2466	2347
gene:PF3D7_1417600	14	730694	744682	-	13989	14867	5431	5443	4686	6588	4441
gene:PF3D7_1417700	14	750330	751684	+	1355	3131	1284	1060	1291	1175	1081
gene:PF3D7_1417800	14	753389	756440	+	3052	24382	9828	9001	9841	10842	9091
gene:PF3D7_1417900	14	757195	758555	-	1361	7982	3056	2946	3413	3175	3252
gene:PF3D7_1418000	14	759360	761422	-	2063	11621	4335	4091	4900	4555	4684
gene:PF3D7_1418100	14	762614	773407	-	10794	508	341	196	267	203	247
gene:PF3D7_1418200	14	775460	776311	+	852	778	357	303	250	332	295
gene:PF3D7_1418300	14	776672	777082	+	411	1952	893	681	829	772	773
gene:PF3D7_1418900	14	783078	785819	-	2742	6448	2354	2403	2223	2473	2148
gene:PF3D7_1419000	14	786958	790458	-	3501	14136	5931	5511	4994	6261	4995
gene:PF3D7_1419100	14	793752	796877	+	3126	5360	2866	2132	2380	2403	2502
gene:PF3D7_1419200	14	797709	800135	-	2427	1508	715	668	639	695	610
gene:PF3D7_1419300	14	802717	803481	+	765	2210	854	788	787	803	822
gene:PF3D7_1419400	14	804425	811369	-	6945	5789	2282	2217	1982	2716	1941
gene:PF3D7_1419500	14	813778	814413	-	636	446	204	159	225	208	200
gene:PF3D7_1419600	14	815324	818245	-	2922	5386	1940	1983	2017	2349	1759
gene:PF3D7_1419700	14	820068	821597	+	1530	6742	2509	2445	2166	2596	2155
gene:PF3D7_1419800.1	14	822423	824202	-	1780	0	0	0	0	0	0
gene:PF3D7_1419800.2	14	822423	824340	-	1918	42	33	14	25	29	15
gene:PF3D7_1419900	14	825612	827330	-	1719	2024	1081	962	969	1101	844
gene:PF3D7_1420000	14	828904	830773	-	1870	11430	4246	3695	4189	4477	3956
gene:PF3D7_1420100	14	832335	836684	-	4350	14056	4565	4523	4427	4945	4444
gene:PF3D7_1420200	14	838927	842664	-	3738	4120	1760	1649	1415	1688	1239
gene:PF3D7_1420300	14	843711	844619	+	909	1406	689	606	573	646	470
gene:PF3D7_1420400	14	846508	849177	+	2670	16760	6248	6017	6773	6829	7018
gene:PF3D7_1420500	14	849819	853349	-	3531	1998	909	858	774	966	792
gene:PF3D7_1420600	14	854094	855963	-	1870	994	575	430	521	503	468
gene:PF3D7_1420700	14	860011	863080	+	3070	6945	2828	2551	2777	2956	2534
gene:PF3D7_1420800	14	863623	864820	-	1198	346	61	82	46	68	71
gene:PF3D7_1420900	14	865346	866805	-	1460	11646	3248	3960	3319	4115	3020
gene:PF3D7_1421000	14	867802	868920	-	1119	15370	5082	5530	5621	6117	5213
gene:PF3D7_1421100	14	871000	874761	+	3762	1805	777	639	615	687	601
gene:PF3D7_1421200	14	875687	876385	-	699	13664	4428	4928	5151	5494	4940
gene:PF3D7_1421300	14	877441	881450	-	4010	7522	3043	3016	2707	3190	2935
gene:PF3D7_1421400	14	881957	883672	-	1716	2059	988	690	885	786	793
gene:PF3D7_1421500	14	884398	885074	+	677	184	95	55	69	81	77
gene:PF3D7_1421600	14	885211	887870	+	2660	2234	1047	870	926	1000	893
gene:PF3D7_1421800	14	888838	889953	-	1116	97118	43193	37707	44774	43212	45118
gene:PF3D7_1421900	14	891140	891622	-	483	3103	1071	990	955	1015	1056
gene:PF3D7_1422000	14	891991	893049	-	1059	4890	1489	1617	1560	1743	1595
gene:PF3D7_1422100	14	893720	894862	-	1143	5327	2165	1990	2060	2209	1947
gene:PF3D7_1422200	14	896004	896939	-	936	21186	9436	8988	8314	10037	8994
gene:PF3D7_1422300	14	897980	899044	-	1065	3573	1266	1421	1203	1532	1350
gene:PF3D7_1422400	14	900386	905278	+	4893	9184	3768	3685	3332	4151	3198
gene:PF3D7_1422500	14	906620	908892	+	2273	9899	3131	3288	3190	3673	3063
gene:PF3D7_1422600	14	910227	912152	+	1926	1655	756	607	671	723	621
gene:PF3D7_1422700	14	913819	917391	+	3573	4300	1532	1598	1367	1755	1314
gene:PF3D7_1422800	14	918429	919997	-	1569	1434	871	645	689	748	664
gene:PF3D7_1422900	14	922931	924208	+	1278	2726	1000	1096	848	1177	978
gene:PF3D7_1423000	14	924964	926427	-	1464	4439	2398	1941	2369	2209	2151
gene:PF3D7_1423100	14	929503	931281	+	1779	14238	5762	4982	6344	5761	6433
gene:PF3D7_1423200	14	933059	935357	+	2299	3954	1918	1558	2065	1784	1757
gene:PF3D7_1423300	14	936168	941638	+	5471	15424	6020	5329	5879	6151	5315
gene:PF3D7_1423400	14	942192	946990	+	4799	5116	1464	1780	1208	1912	1319
gene:PF3D7_1423500	14	947387	952348	-	4962	4126	2030	1607	1818	1754	1739
gene:PF3D7_1423600	14	955865	958066	+	2202	110792	39462	36135	45721	39846	46116
gene:PF3D7_1423700	14	959074	963750	-	4677	25831	9378	10314	8522	11801	8085
gene:PF3D7_1423800	14	967563	972311	+	4749	8411	3628	3211	3445	4175	3152
gene:PF3D7_1424100	14	973853	975543	-	1691	19836	6331	7358	6885	8458	6502
gene:PF3D7_1424400	14	977908	979166	+	1259	18989	5848	6578	6276	7219	5827
gene:PF3D7_1425200	14	983341	984561	-	1221	388	221	171	172	208	171
gene:PF3D7_1425300	14	985365	987755	-	2391	18351	6753	6226	7309	6897	7333
gene:PF3D7_1425400	14	989220	992930	+	3711	21206	6537	7506	6994	8279	7642
gene:PF3D7_1425500	14	993652	994300	+	649	2275	961	958	888	1059	1110
gene:PF3D7_1425600	14	995161	1000506	-	5346	4142	2257	1710	1990	2093	1868
gene:PF3D7_1425700	14	1006643	1008069	+	1427	7331	2416	2559	2290	2568	2281
gene:PF3D7_1425800	14	1009010	1011910	+	2901	7280	2653	2753	2312	3088	2318
gene:PF3D7_1425900	14	1012696	1014265	-	1570	1685	760	740	663	705	612
gene:PF3D7_1426000	14	1016133	1016618	-	486	5468	2019	2134	1996	2341	1965
gene:PF3D7_1426100	14	1018745	1019260	-	516	8469	2370	2695	2290	2760	2386
gene:PF3D7_1426200	14	1021652	1022857	-	1206	3098	1372	1184	1354	1332	1252
gene:PF3D7_1426300	14	1023948	1025765	-	1818	8139	2732	2704	2730	3063	2709
gene:PF3D7_1426400	14	1026262	1027144	-	883	677	238	207	246	228	266
gene:PF3D7_1426500	14	1027966	1029948	-	1983	33482	10790	10605	9756	10442	10422
gene:PF3D7_1426600	14	1031065	1035360	-	4296	1349	575	540	476	620	524
gene:PF3D7_1426700	14	1036137	1039583	-	3447	34699	11397	12037	10939	13893	10818
gene:PF3D7_1426800	14	1043057	1049590	+	6534	4004	1848	1781	1636	2066	1466
gene:PF3D7_1426900	14	1050050	1050316	-	267	10051	3591	3367	3804	3694	3529
gene:PF3D7_1427000	14	1051085	1054594	+	3510	9485	3713	3687	3269	3949	3179
gene:PF3D7_1427100	14	1056162	1060124	+	3963	110371	38395	41320	40586	47068	44877
gene:PF3D7_1427200	14	1061805	1062392	+	588	1107	347	415	375	452	431
gene:PF3D7_1427300	14	1064142	1069386	+	5245	19024	7088	8137	6303	9185	7483
gene:PF3D7_1427400.2	14	1077357	1079721	-	2365	0	0	0	0	0	0
gene:PF3D7_1427400.1	14	1077357	1079721	-	2365	0	0	0	0	0	0
gene:PF3D7_1427500	14	1081773	1084208	+	2436	3307	1767	1334	1505	1498	1356
gene:PF3D7_1427600	14	1085603	1087039	+	1437	1179	632	421	619	527	648
gene:PF3D7_1427700	14	1087436	1087627	-	192	94	38	35	37	35	33
gene:PF3D7_1427800	14	1088362	1089102	-	741	2762	967	941	1053	1019	1169
gene:PF3D7_1427900	14	1092936	1093781	+	846	2931	1035	1107	948	1322	973
gene:PF3D7_1428000	14	1095686	1097731	+	2046	1447	715	556	629	645	646
gene:PF3D7_1428100	14	1098038	1099951	-	1914	2274	1020	1024	791	1152	857
gene:PF3D7_1428200	14	1101958	1104387	+	2430	7376	2662	2535	2201	2865	2347
gene:PF3D7_1428300	14	1105200	1106514	-	1315	4860	2018	1732	2155	2037	2062
gene:PF3D7_1428400	14	1108090	1115470	-	7381	9272	3933	3189	3782	3421	3772
gene:PF3D7_1428500	14	1118591	1126292	+	7702	2845	1114	913	882	1051	952
gene:PF3D7_1428600	14	1127042	1129031	+	1990	26038	8684	9347	10537	10872	11124
gene:PF3D7_1428700	14	1129470	1130771	-	1302	7865	2694	2669	2834	3135	2869
gene:PF3D7_1428800.2	14	1133067	1134400	+	1334	0	0	0	0	0	0
gene:PF3D7_1428800.1	14	1133067	1134400	+	1334	0	0	0	0	0	0
gene:PF3D7_1428900	14	1134854	1139191	-	4338	5684	2918	2560	2566	2894	2696
gene:PF3D7_1429000	14	1140579	1141292	-	714	5977	1985	2136	1995	2306	2045
gene:PF3D7_1429100	14	1142154	1143791	+	1638	9483	3636	3534	3506	3965	3476
gene:PF3D7_1429200	14	1144518	1148078	-	3561	4201	1905	1461	1738	1566	1635
gene:PF3D7_1429300	14	1150475	1153387	-	2913	331464	111235	121520	130322	140989	130146
gene:PF3D7_1429400	14	1155355	1163694	+	8340	10564	3163	4037	2959	4695	3009
gene:PF3D7_1429500	14	1164332	1166566	+	2235	1284	567	514	454	594	500
gene:PF3D7_1429600	14	1167144	1167803	+	660	10370	3967	3690	4311	4181	4312
gene:PF3D7_1429700	14	1168236	1169336	-	1101	112210	41303	41236	44955	47239	46925
gene:PF3D7_1429800	14	1170829	1175293	+	4465	17915	6889	7139	5974	8380	5542
gene:PF3D7_1429900	14	1176770	1181092	+	4323	10029	3707	3526	3456	3992	3139
gene:PF3D7_1430000	14	1181664	1182982	-	1319	4192	1505	1689	1431	1945	1495
gene:PF3D7_1430100	14	1184910	1187042	+	2133	55421	17096	18618	19494	20784	19461
gene:PF3D7_1430200	14	1188349	1191466	+	3118	35311	11363	11628	13540	12865	14596
