Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_1415100	14	609205	611287	+	2083	15	32	12	18	59	58	3	5	14	14	43	37	10	12	15	13	70	48
PF3D7_1415200	14	611865	612736	+	872	31	53	17	18	21	13	105	82	20	14	6	14	135	112	44	44	18	11
PF3D7_1415300	14	615167	616180	+	1014	31	62	199	260	204	182	35	20	163	153	255	231	74	60	310	381	270	276
PF3D7_1415400	14	618897	623321	+	4425	9	15	70	52	43	47	2	2	85	83	42	49	8	18	96	127	64	26
PF3D7_1415500	14	624486	628250	-	3765	2	7	30	42	10	17	0	0	24	26	21	7	2	0	8	15	21	18
PF3D7_1415600	14	629419	632895	-	3477	4	14	25	19	31	25	3	2	23	17	16	14	3	5	36	60	38	12
PF3D7_1415700	14	634815	636533	-	1719	26	33	44	171	67	86	14	18	37	34	77	60	35	30	74	71	80	77
PF3D7_1415800	14	640374	641519	+	1146	81	174	120	103	41	51	145	119	84	93	32	23	161	174	154	171	25	18
PF3D7_1415900	14	642071	642735	-	665	22	37	54	73	30	37	66	46	38	43	16	31	93	98	51	67	23	24
PF3D7_1416000	14	643914	644989	+	1076	5	5	1	6	5	7	4	6	0	0	2	0	3	6	1	1	5	1
PF3D7_1416100	14	645641	648454	-	2814	73	222	112	75	139	129	39	40	102	72	112	97	45	59	82	112	145	100
PF3D7_1416200	14	650503	657345	-	6843	17	60	87	63	189	149	16	8	80	92	79	69	13	21	70	103	138	55
PF3D7_1416300	14	659539	660903	+	1365	24	35	149	135	72	90	20	13	78	84	97	73	10	17	115	111	105	85
PF3D7_1416400	14	661098	665098	-	4001	6	10	2	7	10	7	9	5	1	3	13	8	9	5	3	11	16	8
PF3D7_1416500	14	667412	668824	+	1413	103	327	14	35	107	93	120	107	32	21	113	121	163	200	29	31	143	174
PF3D7_1416600	14	669692	678772	-	9081	0	7	3	1	34	27	1	1	2	1	7	8	0	1	13	16	4	0
PF3D7_1416700	14	681055	682023	-	969	3	1	15	13	5	8	0	0	9	3	2	2	0	0	24	17	5	3
PF3D7_1416800	14	682778	684802	+	2025	8	11	67	83	49	42	2	2	61	75	17	17	2	3	93	107	27	12
PF3D7_1416900	14	685437	686368	-	932	15	25	217	243	37	55	36	32	194	192	46	40	29	35	202	238	35	49
PF3D7_1417000	14	688592	689740	+	1149	3	7	2	1	4	1	0	4	0	3	3	2	0	3	1	0	2	1
PF3D7_1417100	14	690451	691272	+	822	3	17	51	66	16	27	4	0	38	37	21	12	1	5	32	32	20	17
PF3D7_1417200	14	694585	708177	+	13593	186	486	168	119	437	289	97	95	201	162	150	295	143	159	288	378	209	240
PF3D7_1417300	14	709670	713309	+	3640	36	83	30	22	185	141	12	7	23	11	87	99	15	15	18	27	118	124
PF3D7_1417500	14	726979	728379	-	1401	114	236	158	150	45	45	236	192	123	125	55	64	270	245	184	227	33	45
PF3D7_1417600	14	730694	744682	-	13989	116	300	122	88	370	266	88	75	137	141	116	200	114	144	244	293	211	158
PF3D7_1417700	14	750330	751684	+	1355	69	80	261	308	81	119	109	76	237	205	157	148	110	102	329	355	156	199
PF3D7_1417800	14	753389	756440	+	3052	38	109	495	332	396	346	12	10	557	573	322	243	12	15	447	490	475	293
PF3D7_1417900	14	757195	758555	-	1361	7	7	93	117	30	32	2	1	73	66	42	35	4	6	122	145	31	34
PF3D7_1418000	14	759360	761422	-	2063	54	113	212	329	175	214	84	62	154	152	183	217	183	147	294	343	237	273
PF3D7_1418100	14	762614	773407	-	10794	1	4	4	4	5	4	2	0	2	2	3	1	3	0	2	4	2	0
PF3D7_1418200	14	775460	776311	+	852	4	6	38	58	18	25	8	7	25	26	21	19	9	12	43	80	29	22
PF3D7_1418300	14	776672	777082	+	411	7	20	58	88	31	55	9	21	36	43	36	29	13	13	67	91	22	31
PF3D7_1418900	14	783078	785819	-	2742	93	269	55	51	38	29	69	92	59	78	10	15	93	92	34	52	15	13
PF3D7_1419000	14	786958	790458	-	3501	27	58	162	188	191	167	8	2	158	159	138	86	11	4	137	168	160	106
PF3D7_1419100	14	793752	796877	+	3126	50	86	44	43	45	46	34	35	59	59	25	17	39	42	76	85	32	17
PF3D7_1419200	14	797709	800135	-	2427	12	16	179	137	32	34	3	1	95	108	45	30	2	3	72	106	36	36
PF3D7_1419300	14	802717	803481	+	765	117	127	165	137	41	29	202	141	122	118	37	32	122	140	109	162	29	35
PF3D7_1419400	14	804425	811369	-	6945	57	137	61	51	53	40	43	51	73	51	21	37	36	52	41	53	35	25
PF3D7_1419500	14	813778	814413	-	636	2	4	19	28	12	27	3	1	13	13	18	13	3	1	12	12	15	14
PF3D7_1419600	14	815324	818245	-	2922	22	30	18	21	30	29	35	36	21	17	46	45	49	64	57	63	59	79
PF3D7_1419700	14	820068	821597	+	1530	447	582	357	441	181	179	402	383	352	340	128	188	362	408	374	403	142	130
PF3D7_1419800.1	14	822423	824202	-	1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1419800.2	14	822423	824340	-	1918	0	0	5	1	1	1	0	0	3	2	0	0	0	0	3	6	1	0
PF3D7_1419900	14	825612	827330	-	1719	30	42	31	16	22	19	25	13	11	12	22	29	15	27	27	50	18	25
PF3D7_1420000	14	828904	830773	-	1870	249	334	493	509	155	232	539	423	286	208	261	303	780	700	570	723	220	239
PF3D7_1420100	14	832335	836684	-	4350	1	5	6	5	43	29	0	0	5	13	13	11	2	3	4	7	27	11
PF3D7_1420200	14	838927	842664	-	3738	38	104	44	43	231	160	11	7	40	38	88	84	14	11	35	57	108	78
PF3D7_1420300	14	843711	844619	+	909	29	69	30	22	37	41	27	30	16	7	23	30	34	26	27	24	20	37
PF3D7_1420400	14	846508	849177	+	2670	229	383	393	360	138	113	283	232	362	384	90	63	206	240	329	367	118	71
PF3D7_1420500	14	849819	853349	-	3531	0	3	1	3	4	2	0	1	0	0	1	0	0	0	1	3	1	0
PF3D7_1420600	14	854094	855963	-	1870	38	38	270	396	97	73	27	26	178	159	124	77	46	36	283	270	101	83
PF3D7_1420700	14	860011	863080	+	3070	1276	2346	687	623	477	424	743	675	795	808	257	375	792	866	738	1066	442	319
PF3D7_1420800	14	863623	864820	-	1198	0	1	0	2	3	4	0	1	0	0	1	0	1	2	2	3	0	1
PF3D7_1420900	14	865346	866805	-	1460	17	36	54	110	83	97	18	15	67	51	85	121	28	23	195	230	82	108
PF3D7_1421000	14	867802	868920	-	1119	8	11	37	50	18	21	23	17	33	17	30	20	20	43	37	40	19	39
PF3D7_1421100	14	871000	874761	+	3762	25	186	30	22	87	60	15	26	43	26	40	35	31	26	31	36	51	23
PF3D7_1421200	14	875687	876385	-	699	824	1019	1005	1301	177	233	1890	1319	782	758	200	220	1131	1084	457	507	221	359
PF3D7_1421300	14	877441	881450	-	4010	9	11	11	8	39	40	0	1	4	4	14	5	5	0	4	3	11	7
PF3D7_1421400	14	881957	883672	-	1716	69	88	95	70	11	13	93	62	38	42	8	8	70	77	63	104	6	7
PF3D7_1421500	14	884398	885074	+	677	2	9	11	9	3	5	7	6	10	7	1	0	1	5	13	14	0	1
PF3D7_1421600	14	885211	887870	+	2660	85	68	112	104	23	24	50	37	72	88	15	17	29	35	68	121	13	14
PF3D7_1421800	14	888838	889953	-	1116	14	17	10	15	9	18	11	7	4	2	12	7	3	3	11	19	11	6
PF3D7_1421900	14	891140	891622	-	483	109	163	390	571	415	505	54	46	259	244	477	523	66	71	373	415	540	796
PF3D7_1422000	14	891991	893049	-	1059	6	2	48	33	19	18	4	2	25	22	18	30	2	6	36	39	30	35
PF3D7_1422100	14	893720	894862	-	1143	41	39	151	234	164	179	17	25	126	124	150	137	30	32	168	199	148	142
PF3D7_1422200	14	896004	896939	-	936	8	25	16	8	40	32	3	3	0	2	26	27	6	6	11	14	41	44
PF3D7_1422300	14	897980	899044	-	1065	7	14	18	8	11	8	1	5	9	11	7	9	12	6	15	19	5	4
PF3D7_1422400	14	900386	905278	+	4893	43	132	56	48	63	49	32	32	43	48	27	30	43	39	44	58	35	30
PF3D7_1422500	14	906620	908892	+	2273	9	25	74	89	54	52	3	1	43	32	66	49	12	13	59	58	61	102
PF3D7_1422600	14	910227	912152	+	1926	31	51	87	125	99	112	23	15	87	74	47	49	17	19	76	97	114	75
PF3D7_1422700	14	913819	917391	+	3573	49	86	84	112	52	49	28	34	93	94	25	46	29	30	119	131	52	36
PF3D7_1422800	14	918429	919997	-	1569	18	54	88	75	27	16	41	34	64	66	33	40	62	49	163	189	15	26
PF3D7_1422900	14	922931	924208	+	1278	0	2	4	1	8	3	0	1	3	7	2	4	0	1	7	5	1	1
PF3D7_1423000	14	924964	926427	-	1464	107	206	130	132	118	91	145	116	101	117	93	86	188	168	251	277	98	68
PF3D7_1423100	14	929503	931281	+	1779	46	53	30	40	291	216	29	34	14	11	237	154	21	48	31	43	279	188
PF3D7_1423200	14	933059	935357	+	2299	50	72	126	142	45	47	50	35	111	125	19	18	36	36	137	177	21	17
PF3D7_1423300	14	936168	941638	+	5471	160	582	54	68	1287	965	73	52	28	16	531	433	92	94	39	48	777	629
PF3D7_1423400	14	942192	946990	+	4799	6	10	0	4	21	18	1	2	1	2	3	8	3	3	1	3	19	8
PF3D7_1423500	14	947387	952348	-	4962	28	77	20	9	114	68	9	12	17	13	55	54	11	13	19	20	47	36
PF3D7_1423600	14	955865	958066	+	2202	17	18	97	150	70	76	15	10	59	62	91	105	49	41	246	346	58	85
PF3D7_1423700	14	959074	963750	-	4677	390	484	500	403	266	243	191	182	432	482	144	169	169	215	354	510	168	114
PF3D7_1423800	14	967563	972311	+	4749	104	129	86	75	70	68	49	58	75	79	56	56	45	59	98	155	57	38
PF3D7_1424100	14	973853	975543	-	1691	1778	1711	2066	2379	387	529	3200	2294	1459	1452	420	359	2401	2378	944	1099	465	550
PF3D7_1424400	14	977908	979166	+	1259	2184	2243	2677	2876	432	631	4060	2971	1758	1617	434	354	2538	2614	1084	1110	585	582
PF3D7_1425200	14	983341	984561	-	1221	8	10	56	63	16	13	6	7	32	31	18	6	10	4	37	31	11	9
PF3D7_1425300	14	985365	987755	-	2391	53	96	120	158	275	203	17	24	119	113	236	184	39	26	139	205	279	261
PF3D7_1425400	14	989220	992930	+	3711	40	116	40	47	228	215	16	7	21	38	192	103	7	19	78	93	218	105
PF3D7_1425500	14	993652	994300	+	649	9	12	0	5	18	17	0	0	1	0	12	8	1	0	3	3	18	7
PF3D7_1425600	14	995161	1000506	-	5346	3	0	3	1	9	7	0	0	1	10	4	3	0	1	41	79	3	3
PF3D7_1425700	14	1006643	1008069	+	1427	25	57	90	74	74	71	13	12	67	72	80	90	23	31	148	199	79	71
PF3D7_1425800	14	1009010	1011910	+	2901	20	44	73	99	146	126	6	4	88	75	79	71	10	8	169	181	122	87
PF3D7_1425900	14	1012696	1014265	-	1570	82	75	53	48	10	13	111	86	33	22	10	17	137	145	48	65	9	10
PF3D7_1426000	14	1016133	1016618	-	486	1100	1223	1351	1602	211	242	2329	1592	821	940	185	173	1663	1594	562	631	267	388
PF3D7_1426100	14	1018745	1019260	-	516	518	571	648	607	76	72	820	633	333	374	45	30	567	552	222	311	51	72
PF3D7_1426200	14	1021652	1022857	-	1206	403	355	484	374	102	123	407	286	320	407	68	91	204	235	203	303	96	101
PF3D7_1426300	14	1023948	1025765	-	1818	14	22	25	29	60	66	7	4	32	27	55	51	5	6	31	38	61	55
PF3D7_1426400	14	1026262	1027144	-	883	0	1	3	0	4	3	0	0	0	1	0	2	0	0	2	0	1	2
PF3D7_1426500	14	1027966	1029948	-	1983	10	21	16	85	38	52	3	3	14	15	46	18	2	5	11	20	47	23
PF3D7_1426600	14	1031065	1035360	-	4296	6	24	55	45	39	55	3	1	31	45	40	40	2	2	17	27	39	50
PF3D7_1426700	14	1036137	1039583	-	3447	136	240	209	220	514	473	77	109	129	134	417	281	78	83	231	209	466	332
PF3D7_1426800	14	1043057	1049590	+	6534	48	150	52	45	51	29	37	40	62	42	17	27	24	39	43	81	26	19
PF3D7_1426900	14	1050050	1050316	-	267	38	84	175	283	152	156	37	29	165	138	162	142	48	48	121	110	192	267
PF3D7_1427000	14	1051085	1054594	+	3510	14	28	37	40	83	58	0	3	27	35	14	14	2	2	32	32	26	14
PF3D7_1427100	14	1056162	1060124	+	3963	167	522	46	32	66	53	149	132	41	33	20	31	118	181	115	151	27	31
PF3D7_1427200	14	1061805	1062392	+	588	17	26	23	22	42	33	11	13	15	12	27	22	15	9	9	9	37	37
PF3D7_1427300	14	1064142	1069386	+	5245	14	29	139	146	112	125	2	2	110	120	64	69	6	3	77	87	75	100
PF3D7_1427400.2	14	1077357	1079721	-	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1427400.1	14	1077357	1079721	-	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1427500	14	1081773	1084208	+	2436	18	25	222	143	95	82	5	7	179	194	63	45	3	6	66	106	76	99
PF3D7_1427600	14	1085603	1087039	+	1437	8	9	132	92	41	54	5	3	95	93	31	25	8	13	64	102	40	31
PF3D7_1427700	14	1087436	1087627	-	192	2	7	27	27	15	15	1	2	12	24	22	19	3	3	13	9	18	18
PF3D7_1427800	14	1088362	1089102	-	741	35	53	70	90	15	27	72	59	59	50	7	11	89	93	61	83	16	20
PF3D7_1427900	14	1092936	1093781	+	846	197	231	1383	831	420	431	89	93	929	1045	387	401	49	63	479	728	502	560
PF3D7_1428000	14	1095686	1097731	+	2046	7	14	11	20	26	19	1	2	0	5	6	5	3	3	4	5	9	14
PF3D7_1428100	14	1098038	1099951	-	1914	32	69	41	30	90	66	10	14	22	15	39	37	18	30	34	36	46	26
PF3D7_1428200	14	1101958	1104387	+	2430	105	269	89	111	240	198	79	91	44	39	137	127	96	114	77	93	241	170
PF3D7_1428300	14	1105200	1106514	-	1315	335	418	347	419	155	200	495	410	308	272	160	118	439	433	285	372	169	181
PF3D7_1428400	14	1108090	1115470	-	7381	13	16	5	18	19	20	33	26	13	13	13	12	21	22	50	74	14	15
PF3D7_1428500	14	1118591	1126292	+	7702	4	28	9	18	11	17	12	11	9	14	11	33	14	21	20	24	15	21
PF3D7_1428600	14	1127042	1129031	+	1990	8	23	128	115	43	53	7	3	70	80	41	60	9	6	72	73	61	57
PF3D7_1428700	14	1129470	1130771	-	1302	20	14	102	96	32	51	5	2	74	71	42	48	17	14	88	96	62	62
PF3D7_1428800.2	14	1133067	1134400	+	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1428800.1	14	1133067	1134400	+	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1428900	14	1134854	1139191	-	4338	14	32	137	111	106	124	5	4	137	154	66	61	1	2	83	109	98	50
PF3D7_1429000	14	1140579	1141292	-	714	17	33	59	56	17	18	20	28	39	44	21	28	31	10	38	59	27	25
PF3D7_1429100	14	1142154	1143791	+	1638	54	57	277	387	191	224	32	18	342	313	234	225	30	40	456	507	216	172
PF3D7_1429200	14	1144518	1148078	-	3561	1	0	2	4	6	5	1	0	7	7	3	5	0	0	69	107	4	0
PF3D7_1429300	14	1150475	1153387	-	2913	37	24	36	52	36	40	50	34	47	41	64	34	23	37	75	74	77	40
PF3D7_1429400	14	1155355	1163694	+	8340	27	41	45	40	22	21	36	26	46	62	11	11	27	34	46	61	14	7
PF3D7_1429500	14	1164332	1166566	+	2235	19	36	17	10	7	3	13	16	5	6	1	1	15	16	6	12	2	1
PF3D7_1429600	14	1167144	1167803	+	660	8	16	34	49	22	27	5	6	35	26	20	37	12	6	24	32	31	61
PF3D7_1429700	14	1168236	1169336	-	1101	124	212	334	553	150	174	325	227	253	255	223	185	235	206	331	375	198	224
PF3D7_1429800	14	1170829	1175293	+	4465	209	486	383	302	508	441	109	111	318	318	310	210	118	150	244	312	403	253
PF3D7_1429900	14	1176770	1181092	+	4323	15	47	65	49	88	62	5	7	47	47	41	28	6	5	49	79	78	45
PF3D7_1430000	14	1181664	1182982	-	1319	42	38	53	52	89	97	26	29	33	44	68	52	19	10	41	51	46	68
PF3D7_1430100	14	1184910	1187042	+	2133	43	52	118	193	160	144	26	25	102	103	131	70	27	36	100	106	163	104
PF3D7_1430200	14	1188349	1191466	+	3118	166	271	108	141	903	779	110	105	61	66	901	768	144	143	160	148	1036	920
PF3D7_1430300	14	1191946	1199919	-	7974	18	50	90	46	36	39	13	9	97	107	21	21	6	8	56	51	26	15
PF3D7_1430400	14	1201748	1204339	+	2592	2	7	15	15	7	9	2	3	14	13	13	3	5	4	26	20	7	12
PF3D7_1430500	14	1205088	1206416	+	1329	3	7	0	3	5	6	0	0	1	2	3	3	1	0	1	4	4	3
PF3D7_1430600	14	1207398	1210028	+	2631	7	21	93	95	41	42	1	3	62	63	47	24	1	6	57	79	48	23
PF3D7_1430700	14	1211012	1212776	+	1765	5	23	130	165	54	72	1	5	123	139	35	50	4	4	193	239	53	50
PF3D7_1430800	14	1214935	1215732	+	798	1	6	1	7	10	14	3	0	3	4	4	6	1	0	5	8	10	9
PF3D7_1430900	14	1216653	1217171	-	519	12	50	128	158	118	138	19	13	132	99	110	103	26	34	110	138	124	141
PF3D7_1431000	14	1218105	1218999	-	895	11	19	133	152	56	58	11	5	96	100	52	36	17	12	126	137	68	61
PF3D7_1431100	14	1221775	1222818	+	1044	11	7	7	7	8	22	3	4	1	0	3	5	4	3	27	40	12	9
PF3D7_1431200	14	1224340	1228017	-	3678	192	346	59	52	105	67	89	98	38	49	45	75	117	114	117	148	70	66
PF3D7_1431300	14	1231036	1233841	+	2806	153	266	104	140	351	313	57	71	95	59	202	182	59	109	115	126	247	202
PF3D7_1431400	14	1233977	1237125	-	3149	117	255	96	133	646	551	46	41	45	50	441	313	51	54	76	90	674	428
PF3D7_1431500	14	1238851	1241595	-	2745	36	36	183	198	170	193	14	8	221	180	190	158	10	10	278	343	201	98
PF3D7_1431600	14	1244018	1245406	+	1389	14	40	169	228	103	108	3	3	160	138	101	101	15	7	195	207	117	103
PF3D7_1431700	14	1247030	1247950	+	921	970	1039	1080	1499	191	282	1841	1288	701	735	206	200	1510	1407	382	519	229	388
PF3D7_1431800	14	1249328	1252167	+	2840	3	4	69	56	10	14	2	0	29	28	5	8	4	2	50	55	6	3
PF3D7_1431900	14	1253540	1256878	+	3339	23	53	31	62	143	132	14	12	19	10	80	39	21	18	11	10	121	110
PF3D7_1432000	14	1257643	1258971	-	1329	9	14	68	58	28	46	1	4	51	45	39	31	7	5	38	60	42	39
PF3D7_1432100	14	1260908	1262826	+	1919	38	71	128	183	108	118	75	55	101	75	59	87	111	93	131	118	76	104
PF3D7_1432200	14	1263826	1269011	+	5186	12	51	29	40	144	114	2	2	14	25	54	68	5	5	21	17	93	89
PF3D7_1432300	14	1269368	1274667	-	5300	10	22	12	10	30	32	2	0	9	8	16	22	1	0	4	13	28	17
PF3D7_1432400	14	1275899	1282645	-	6747	8	8	21	18	20	33	2	4	10	11	14	25	2	4	35	37	20	7
PF3D7_1432500	14	1283570	1285063	+	1494	129	144	72	55	52	40	151	134	35	48	32	20	133	162	105	157	29	28
PF3D7_1432600	14	1285667	1289254	-	3588	4	19	50	56	15	20	1	5	22	22	8	4	10	5	36	30	19	12
PF3D7_1432700	14	1290468	1291459	-	992	9	21	161	163	52	57	6	6	158	161	84	99	16	14	150	170	81	115
PF3D7_1432800	14	1292885	1295086	-	2202	7	20	63	41	48	51	1	2	61	51	30	20	4	4	46	50	38	20
PF3D7_1432900	14	1296173	1297211	-	1039	23	49	25	51	44	36	29	18	26	18	49	74	20	16	33	32	69	70
PF3D7_1433000	14	1298639	1298977	-	339	30	64	35	63	21	18	104	94	20	32	17	15	92	75	22	32	27	29
PF3D7_1433100	14	1299894	1303726	+	3833	2	4	12	16	12	12	2	1	8	7	8	15	1	8	12	11	9	12
PF3D7_1433200	14	1304028	1307831	-	3804	4	3	1	2	6	9	0	1	1	1	3	3	1	1	3	2	7	3
PF3D7_1433300	14	1310041	1311834	+	1794	35	46	61	83	104	139	28	17	63	39	138	183	66	62	197	201	145	168
PF3D7_1433400	14	1312304	1329577	-	17274	110	278	613	447	995	671	31	27	525	479	358	511	33	54	321	403	468	417
PF3D7_1433500	14	1332363	1337301	-	4939	443	1197	259	251	535	431	273	266	303	324	412	250	239	294	353	429	575	283
PF3D7_1433600	14	1341689	1342289	+	601	17	24	141	203	61	75	18	12	122	122	100	114	14	16	112	136	81	119
PF3D7_1433700	14	1342484	1348994	-	6511	3	11	45	42	47	32	2	1	37	26	22	35	2	0	48	48	35	19
PF3D7_1433800	14	1350313	1358379	-	8067	8	39	74	51	129	126	3	2	73	64	55	86	4	4	74	66	93	85
PF3D7_1433900	14	1360002	1364558	+	4557	2	5	28	31	31	20	0	0	9	12	17	11	1	0	15	19	18	14
PF3D7_1434000	14	1364749	1366113	-	1365	67	78	154	182	49	45	134	117	108	114	32	50	119	117	130	123	41	35
PF3D7_1434100	14	1366979	1368202	+	1224	14	39	29	23	24	12	11	14	15	17	12	14	13	13	16	23	8	14
PF3D7_1434200	14	1368815	1369796	-	982	374	547	1056	1167	703	809	588	410	881	823	841	807	426	398	770	872	1038	1552
PF3D7_1434300	14	1372903	1374597	+	1695	529	535	621	499	200	240	317	318	671	727	137	155	259	301	734	1077	172	154
PF3D7_1434400	14	1375624	1376830	-	1207	43	144	21	28	283	208	32	19	10	14	201	182	44	36	14	10	238	235
PF3D7_1434500	14	1378348	1402665	-	24318	63	147	78	52	72	50	30	35	58	64	19	25	42	47	52	98	25	31
PF3D7_1434600	14	1404312	1406198	+	1887	82	245	133	113	66	46	122	91	102	120	43	36	84	107	81	108	44	21
PF3D7_1434700	14	1407258	1407746	-	489	27	24	62	74	18	27	27	13	50	45	23	22	30	45	97	110	13	18
PF3D7_1434800	14	1410139	1410897	+	759	94	38	599	594	104	92	48	32	435	472	66	55	42	51	276	335	77	108
PF3D7_1434900	14	1411737	1413096	+	1360	5	9	4	14	9	11	10	3	4	3	5	3	4	2	5	1	9	9
PF3D7_1435000	14	1414023	1415315	+	1293	22	61	191	275	117	131	8	11	133	115	117	105	12	14	176	172	112	97
PF3D7_1435100	14	1415941	1417020	-	1080	6	4	38	43	17	23	1	0	24	31	25	10	2	5	20	25	21	13
PF3D7_1435200	14	1419383	1420934	+	1552	58	85	41	43	173	153	22	21	13	15	153	94	23	21	24	36	175	136
PF3D7_1435300	14	1421901	1431221	-	9321	51	189	161	98	512	370	23	22	175	208	385	242	17	23	213	308	486	226
PF3D7_1435400	14	1433738	1434310	-	573	49	126	130	177	48	41	114	81	75	96	51	49	105	78	80	86	39	50
PF3D7_1435500	14	1436280	1437044	+	765	47	60	82	101	49	54	43	67	71	46	48	56	71	72	89	77	66	88
PF3D7_1435600	14	1437511	1442877	-	5367	77	187	18	21	766	483	32	17	11	12	141	194	32	42	20	28	287	216
PF3D7_1435700.2	14	1445085	1449491	-	4407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1435700.1	14	1445085	1449491	-	4407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1435800	14	1452604	1454118	+	1515	2	1	26	32	4	21	1	4	14	27	16	7	4	3	172	190	17	9
PF3D7_1435900	14	1454555	1455496	-	942	7	4	31	33	9	12	6	4	15	13	11	16	9	5	7	12	13	14
PF3D7_1436000	14	1458131	1459870	+	1740	248	129	391	276	97	95	158	124	296	289	55	53	174	163	205	271	89	80
PF3D7_1436100	14	1461388	1467590	+	6203	30	24	44	41	63	59	8	6	38	37	27	57	14	24	71	87	38	25
PF3D7_1436200	14	1467629	1474438	-	6810	25	123	29	24	550	328	3	4	14	11	94	102	11	10	11	15	182	60
PF3D7_1436300	14	1479777	1482758	+	2982	935	1795	96	69	440	300	627	664	100	85	267	323	732	869	547	696	380	354
PF3D7_1436400	14	1484166	1488129	+	3964	1	5	9	6	4	4	0	0	5	5	0	0	0	0	0	4	1	2
PF3D7_1436500	14	1488706	1490001	+	1296	7	12	51	45	35	22	2	2	28	48	21	24	1	2	23	33	28	31
PF3D7_1436600	14	1490654	1494214	-	3561	33	177	63	78	356	293	23	22	60	36	303	280	34	39	245	239	412	331
PF3D7_1436700	14	1495799	1498533	-	2735	3	3	23	21	14	12	0	0	14	17	9	10	0	2	11	15	5	4
PF3D7_1436800	14	1498758	1499492	-	735	0	1	9	8	1	6	1	0	6	5	8	3	0	0	5	5	8	2
PF3D7_1436900	14	1500128	1500965	-	838	47	37	25	39	15	20	70	43	16	24	17	9	48	28	9	10	16	10
PF3D7_1437000	14	1502648	1504861	+	2214	171	158	202	220	151	147	147	137	141	141	149	138	145	127	196	243	167	151
PF3D7_1437100	14	1505906	1506619	+	714	5	11	32	41	19	24	1	3	32	29	33	43	5	4	51	43	26	37
PF3D7_1437200	14	1507359	1510089	-	2731	220	335	1167	1257	920	996	133	127	988	906	889	992	133	145	1184	1419	1442	1374
PF3D7_1437300	14	1513938	1514961	-	1024	52	88	69	76	305	240	26	26	29	45	218	182	30	18	43	48	195	259
PF3D7_1437400	14	1517070	1519370	+	2301	25	34	128	82	74	66	18	12	101	123	50	37	14	16	75	125	54	43
PF3D7_1437500	14	1521105	1521920	+	816	13	26	55	56	41	34	28	16	25	33	47	53	31	23	36	51	41	71
PF3D7_1437600	14	1523286	1525046	+	1761	1	1	6	5	3	1	0	0	2	6	0	0	0	0	4	6	0	0
PF3D7_1437700	14	1525564	1528485	-	2922	5	18	124	72	54	50	4	2	61	64	81	37	5	4	82	107	82	53
PF3D7_1437800	14	1530276	1530830	-	555	48	47	56	72	27	34	119	71	42	38	32	29	72	74	42	50	34	33
PF3D7_1437900	14	1533329	1534947	+	1619	553	819	1314	966	290	341	615	492	1004	1101	280	283	587	556	1207	1474	341	379
PF3D7_1438000	14	1536484	1538469	-	1986	340	505	383	351	210	200	333	281	319	289	139	118	307	310	292	382	178	133
PF3D7_1438100	14	1541359	1542872	-	1514	107	224	426	505	396	391	202	163	344	324	423	354	304	252	422	541	484	570
PF3D7_1438400	14	1548918	1556721	+	7804	47	86	53	22	558	374	6	9	43	34	137	120	24	18	51	78	221	167
PF3D7_1438500	14	1557527	1560157	-	2631	37	91	60	88	28	24	46	29	50	40	32	22	46	42	87	121	30	23
PF3D7_1438600	14	1562232	1563065	+	834	16	67	64	65	18	21	40	30	33	35	24	22	70	55	58	49	21	22
PF3D7_1438700	14	1564575	1567839	+	3265	34	39	386	455	195	219	19	18	232	257	254	201	19	20	279	330	200	197
PF3D7_1438800	14	1571039	1574161	+	3123	15	23	1	8	60	54	15	12	4	4	35	20	12	21	5	6	38	38
PF3D7_1438900	14	1575984	1576571	+	588	469	698	821	667	320	370	964	690	712	737	211	170	482	478	326	418	333	403
PF3D7_1439000	14	1578193	1579175	+	983	54	139	305	424	221	247	83	67	175	162	314	295	52	54	209	240	320	437
PF3D7_1439100	14	1580750	1588857	+	8108	6	25	18	9	21	16	5	8	25	24	6	6	13	3	8	9	4	11
PF3D7_1439200	14	1588952	1593131	+	4180	22	27	24	16	13	14	3	13	24	22	3	10	4	10	12	18	6	8
PF3D7_1439300	14	1594505	1600061	+	5557	38	124	65	54	154	101	14	18	48	56	71	74	17	18	45	66	110	90
PF3D7_1439400	14	1600933	1602000	-	1068	70	201	384	524	457	468	59	58	390	344	584	461	101	109	551	579	638	661
PF3D7_1439500	14	1608519	1611743	+	3225	64	98	41	40	550	300	14	18	36	34	193	180	26	14	37	42	236	172
