Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_146460	14	2381442	2383166	+	1725	1210	1238	1326	1409	2612	2512	2369	2504	1493	1460	1462	1545
PBANKA_146470	14	2384467	2386450	-	1984	521	499	489	531	148	173	248	213	319	347	500	506
PBANKA_146480	14	2387469	2389109	-	1641	1618	1586	713	734	1301	1433	1751	1839	1155	1217	794	793
PBANKA_146490	14	2393079	2400993	-	7915	2842	2897	2011	2090	2840	2799	3007	3123	5403	5520	330	367
PBANKA_146500	14	2406203	2408933	+	2731	356	361	656	725	2240	2339	2161	2200	1321	1354	426	471
PBANKA_146510	14	2415320	2416290	-	971	35	35	240	267	474	504	25	23	570	552	169	183
PBANKA_146520	14	2420029	2421121	+	1093	3	5	22	23	15	19	4	4	30	30	23	22
PBANKA_146540	14	2426715	2427631	+	917	3	2	4	2	7	9	14	11	18	17	7	6
PBANKA_146550	14	2430659	2431814	+	1156	3	2	12	15	7	2	26	25	6	6	13	14
PBANKA_146560	14	2434548	2436622	+	2075	8	6	21	22	10	13	4	11	23	20	4	12
PBANKA_146570	14	2437597	2438848	-	1252	18	18	1	3	2	1	0	1	2	4	0	0
PBANKA_146580	14	2442458	2443584	+	1127	0	1	0	0	1	0	0	0	0	1	1	1
PBANKA_146590	14	2446336	2449149	+	2814	35	38	6	8	6	1	6	7	6	5	8	10
PBANKA_146600	14	2453083	2454219	+	1137	2	1	38	33	5	3	13	13	11	12	26	23
PBANKA_146610	14	2456643	2457747	+	1105	0	0	21	16	2	0	6	6	1	3	12	16
PBANKA_020010	2	2323	3536	-	1214	8	4	14	11	1	0	0	0	0	1	3	1
PBANKA_020020	2	6962	8584	+	1623	66	87	146	125	256	218	447	474	304	350	107	107
PBANKA_020030	2	9297	11856	-	2560	22	23	11	10	19	16	18	16	9	18	13	15
PBANKA_020040	2	17824	19039	+	1216	198	222	1051	1092	2016	2154	2350	2463	2775	2847	774	723
PBANKA_020060	2	24811	26305	+	1495	151	160	771	779	1123	1125	1880	1873	1188	1230	483	507
PBANKA_020065	2	27764	29333	+	1570	1	1	7	14	23	36	15	17	66	96	20	21
PBANKA_020070	2	34024	34942	-	919	30	39	4	2	2	0	3	0	2	0	328	255
PBANKA_020080	2	36988	37937	-	950	941	929	341	292	934	928	928	897	731	779	247	271
PBANKA_020090	2	44788	50271	+	5484	623	613	270	242	477	532	171	180	777	852	378	393
PBANKA_020100	2	55159	56113	-	955	110	129	159	165	46	39	31	30	51	49	231	219
PBANKA_020130	2	73678	75048	+	1371	556	578	1047	1012	2414	2411	2282	2345	2700	2748	851	841
PBANKA_020134	2	76533	76992	-	460	368	403	533	548	203	217	209	230	296	297	557	587
PBANKA_020150	2	88782	89651	-	870	239	234	966	935	1382	1404	1803	1827	1271	1398	849	836
PBANKA_020160	2	92895	93428	-	534	3270	3335	14310	14739	17145	17648	15794	16141	17956	18233	10387	10619
PBANKA_020170	2	100586	100843	-	258	8	8	28	26	23	16	6	7	56	60	43	29
PBANKA_020180	2	102186	104092	+	1907	122	137	277	274	43	35	47	34	49	70	408	420
PBANKA_020190	2	104236	104712	+	477	110	94	195	207	68	71	77	72	114	106	238	224
PBANKA_020200	2	105741	108198	-	2458	2381	2424	1807	1739	473	481	449	502	845	903	2212	2322
PBANKA_020210	2	109354	109704	+	351	23	22	64	49	5	7	13	4	25	22	48	61
PBANKA_020220	2	109977	110780	+	804	89	100	218	235	43	55	43	52	99	101	240	268
PBANKA_020230	2	111412	112992	+	1581	202	209	294	326	91	96	116	113	149	166	340	325
PBANKA_020240	2	113995	115617	-	1623	1010	1063	505	537	292	315	310	293	350	365	422	433
PBANKA_020250	2	117770	120901	+	3132	3262	3329	2715	2816	976	993	1773	1672	1372	1328	2348	2407
PBANKA_020260	2	121536	122219	+	684	25	11	56	50	10	5	11	13	35	24	35	38
PBANKA_020270	2	123355	128173	+	4819	3254	3387	883	940	301	387	638	724	592	615	976	1033
PBANKA_020280	2	128749	129354	+	606	109	132	350	345	268	274	252	250	310	338	343	345
PBANKA_020290	2	129676	130976	-	1301	309	305	492	467	580	545	512	493	730	729	461	495
PBANKA_020300	2	134161	135501	+	1341	480	472	2082	2186	470	473	1162	1177	1196	1309	1391	1457
PBANKA_020310	2	136764	141095	-	4332	3433	3467	5232	5362	4645	4816	4147	4245	5330	5589	5066	5254
PBANKA_020320	2	142680	146136	-	3457	5200	5133	4283	4499	6823	7112	3134	3253	4275	4519	5848	6025
PBANKA_020330	2	147380	148265	+	886	114	149	274	273	169	211	161	170	268	297	257	249
PBANKA_020340	2	148666	149085	-	420	196	225	238	251	75	85	103	94	154	159	212	244
PBANKA_020350	2	150018	152117	+	2100	1363	1398	1000	1042	358	439	501	569	906	951	994	1034
PBANKA_020360	2	152290	152979	-	690	260	255	402	418	74	83	297	305	224	217	441	439
PBANKA_020370	2	153539	158043	-	4505	367	363	1063	1086	431	404	332	421	940	964	1024	1029
PBANKA_020380	2	158739	160406	-	1668	2393	2394	2061	2241	1969	2054	2242	2323	1972	2051	2505	2627
PBANKA_020390	2	161447	162289	+	843	244	262	775	764	1426	1437	1009	1090	1149	1177	813	792
PBANKA_020400	2	163011	163646	+	636	80	80	117	109	29	34	23	16	50	79	108	102
PBANKA_020410	2	164228	164878	+	651	67	59	174	191	127	131	77	80	244	237	195	189
PBANKA_020420	2	165927	166586	+	660	147	145	232	244	67	69	130	124	150	162	192	236
PBANKA_020440	2	169092	169817	+	726	228	220	309	315	109	106	225	217	191	254	259	267
PBANKA_020450	2	169994	173221	-	3228	3279	3388	634	617	273	272	1177	1234	853	893	553	529
PBANKA_020460	2	174635	175303	-	669	662	629	2499	2642	6492	6599	3421	3625	8895	9287	1718	1804
PBANKA_020470	2	177211	179654	-	2444	284	240	315	340	162	173	205	173	313	310	266	344
PBANKA_020480	2	180932	184142	+	3211	2421	2382	2588	2546	2173	2270	2233	2255	2249	2385	3244	3356
PBANKA_020490	2	184652	186425	+	1774	589	685	1212	1266	1960	1988	2027	2117	1366	1416	873	855
PBANKA_020500	2	187009	187527	-	519	2935	3068	2710	2873	7903	8143	6813	6959	3670	3766	1626	1550
PBANKA_020510	2	188819	190960	+	2142	116	125	325	382	215	211	180	200	343	305	297	329
PBANKA_020520	2	191674	197328	-	5655	3965	3980	4869	4952	3426	3401	3550	3694	3021	3216	5034	5181
PBANKA_020530	2	200117	202105	-	1989	154	169	402	398	74	79	122	106	194	213	454	430
PBANKA_020540	2	203186	204233	+	1048	131	168	744	764	137	167	246	241	325	372	634	749
PBANKA_020550	2	204973	205752	+	780	45	38	242	204	339	310	427	423	571	545	158	160
PBANKA_020560	2	205762	208914	-	3153	314	336	478	504	342	369	511	477	611	624	501	577
PBANKA_020570	2	209618	210880	-	1263	21	29	62	73	10	12	18	8	14	17	49	69
PBANKA_020580	2	211684	219858	-	8175	16179	16894	7739	7885	6548	6568	6644	6710	5279	5474	11185	11503
PBANKA_020590	2	225206	229614	+	4409	1643	1697	3084	3119	4601	4999	5451	5616	7088	7179	2574	2749
PBANKA_020600	2	230414	230923	-	510	192	212	321	442	182	194	229	244	251	246	306	347
PBANKA_020610	2	232142	234136	-	1995	348	337	391	382	836	895	180	192	784	756	517	497
PBANKA_020620	2	234585	236018	+	1434	588	593	775	816	628	627	298	293	759	755	843	858
PBANKA_020630	2	236268	237716	-	1449	958	963	1052	1013	742	728	445	480	798	874	1041	1031
PBANKA_020640	2	238719	240647	-	1929	574	641	612	667	288	318	380	374	512	519	490	532
PBANKA_020650	2	241878	243785	-	1908	85	83	248	233	185	229	218	217	480	521	171	170
PBANKA_020660	2	245186	248743	-	3558	3562	3665	3429	3424	9264	9406	6632	6747	4790	4841	5061	5017
PBANKA_020670	2	249780	250598	-	819	17	18	69	72	71	52	51	63	77	63	72	73
PBANKA_020680	2	251293	255231	-	3939	3114	3138	2236	2384	1069	1073	1394	1562	1126	1149	2580	2665
PBANKA_020690	2	256491	257429	-	939	65	47	58	60	75	70	47	62	106	108	43	42
PBANKA_020700	2	260115	263673	+	3559	1357	1484	1463	1508	516	544	857	908	835	834	1178	1268
PBANKA_020710	2	264434	265261	+	828	327	317	122	157	105	113	181	184	153	164	116	126
PBANKA_020720	2	266408	267559	+	1152	350	408	656	679	96	91	226	210	188	175	575	576
PBANKA_020730	2	268979	271072	+	2094	735	722	572	651	397	420	425	439	585	554	532	636
PBANKA_020740	2	271526	273061	-	1536	609	610	492	464	200	180	270	267	347	342	356	343
PBANKA_020750	2	275190	277746	+	2557	2861	3097	2044	2239	1284	1313	1716	1784	2145	2214	1140	1180
PBANKA_020760	2	278985	285542	-	6558	4690	4882	2322	2387	625	663	1119	1188	1515	1602	2293	2384
PBANKA_020770	2	289386	293390	+	4005	601	635	611	590	121	112	195	180	211	221	771	775
PBANKA_020780	2	294399	295388	+	990	93	80	192	236	91	82	66	67	139	166	225	228
PBANKA_020790	2	296109	296689	+	581	87	101	92	89	110	140	154	148	182	215	22	30
PBANKA_020800	2	297447	298197	+	751	323	310	496	522	239	229	333	344	323	328	284	257
PBANKA_020810	2	299262	300932	+	1671	444	453	702	768	199	186	332	333	334	345	798	853
PBANKA_020820	2	301489	301917	-	429	51	63	239	235	95	124	116	101	141	181	196	201
PBANKA_020830	2	304566	306086	-	1521	45	21	419	448	129	162	275	283	540	524	176	170
PBANKA_020840	2	307371	309245	-	1875	164	160	159	170	54	63	111	122	180	173	144	150
PBANKA_020850	2	310016	313813	-	3798	107	143	351	356	69	61	68	65	150	124	420	476
PBANKA_020860	2	314358	315179	+	822	108	98	200	243	37	69	64	53	79	93	243	217
PBANKA_020870	2	315520	316998	-	1479	216	235	791	850	202	194	299	278	322	369	763	761
PBANKA_020880	2	318179	327224	-	9046	10523	10833	18585	19109	38415	39091	29713	29744	20727	21681	25767	26875
PBANKA_020890	2	330724	332049	+	1326	4438	4379	5199	5353	13900	14321	13102	13939	11538	12173	4932	4888
PBANKA_020900	2	333045	335586	-	2542	55	60	280	234	343	305	398	435	604	599	42	70
PBANKA_020910	2	337590	338398	-	809	290	305	182	199	333	373	181	174	673	691	164	173
PBANKA_020920	2	339405	340922	-	1518	54	57	328	362	70	83	166	157	247	212	255	278
PBANKA_020930	2	343197	345414	+	2218	334	359	241	271	299	310	375	416	782	728	198	215
PBANKA_020940	2	345917	348077	-	2161	344	365	1168	1190	667	651	920	959	1031	1101	1198	1292
PBANKA_020950	2	348364	351747	-	3384	674	698	2060	2136	3146	3183	1932	1913	2610	2788	2895	2971
PBANKA_020960	2	352021	357427	-	5407	621	687	634	617	311	285	397	413	467	472	536	581
PBANKA_020970	2	359286	363899	+	4614	888	873	548	566	244	255	277	335	406	421	554	583
PBANKA_020980	2	364824	367052	+	2229	903	982	532	493	229	221	238	247	325	314	534	560
PBANKA_020990	2	368769	370240	+	1472	94	101	352	385	74	70	57	80	214	208	275	337
PBANKA_021000	2	371339	375226	+	3888	2465	2525	2981	3097	1216	1197	1613	1674	1511	1492	3206	3282
PBANKA_021010	2	375887	377625	+	1739	410	409	167	203	206	241	214	257	376	351	141	148
PBANKA_021020	2	378689	380749	+	2061	727	765	1524	1615	1657	1746	1530	1565	1742	1842	1780	1849
PBANKA_021030	2	381727	383211	+	1485	247	286	251	306	164	153	180	173	300	336	133	152
PBANKA_021040	2	384409	387729	+	3321	2617	2809	3182	3086	2378	2366	2185	2247	2420	2478	3587	3598
PBANKA_021050	2	387904	400929	-	13026	7453	7630	4067	4174	1767	1591	2030	2183	2863	2899	2778	2910
PBANKA_021060	2	402297	411058	-	8762	1691	1711	9643	9845	2379	2524	2557	2696	4051	4142	12304	12797
PBANKA_021070	2	414110	416318	+	2209	564	617	1259	1295	520	500	507	504	428	433	1885	1961
PBANKA_021080	2	416762	417274	-	513	227	222	439	428	138	136	159	147	256	234	433	412
PBANKA_021090	2	417482	418091	-	610	101	128	247	253	47	43	55	70	103	92	206	237
PBANKA_021100	2	419259	420575	+	1317	635	641	489	540	204	210	169	166	276	262	585	591
PBANKA_021110	2	421006	423825	-	2820	790	793	586	581	383	377	352	371	491	526	582	612
PBANKA_021120	2	424656	427307	-	2652	1398	1529	802	831	728	735	859	889	923	959	1058	1074
PBANKA_021130	2	428549	430174	-	1626	267	248	281	311	136	124	126	148	268	290	267	251
PBANKA_021140	2	431122	433443	-	2322	701	709	1155	1213	172	197	283	264	346	374	1085	1128
PBANKA_021150	2	434470	435590	+	1121	317	310	734	711	104	90	226	248	241	247	725	675
PBANKA_021160	2	436166	438328	-	2163	953	984	844	881	327	304	355	337	564	591	1003	1047
PBANKA_021170	2	439344	442673	+	3330	542	564	365	413	67	65	120	141	144	160	438	445
PBANKA_021180	2	443244	445709	-	2466	937	969	955	995	241	264	309	306	437	466	926	944
PBANKA_021190	2	447566	452518	+	4953	3280	3255	2279	2331	706	733	968	993	1253	1322	1601	1609
PBANKA_021200	2	454625	460033	+	5409	7598	7776	4001	4148	8613	8969	9416	9687	5770	5893	2848	2854
PBANKA_021210	2	461287	462567	-	1281	160	139	1482	1625	575	529	580	554	937	984	1560	1575
PBANKA_021220	2	463879	479337	-	15459	9227	9563	9369	9733	3448	3560	3427	3578	5181	5236	8099	8098
PBANKA_021230	2	480819	482614	+	1796	598	583	427	460	146	188	165	138	297	319	590	599
PBANKA_021240	2	483202	483912	-	711	175	180	357	353	99	112	97	129	190	194	457	452
PBANKA_021250	2	484741	485247	+	507	57	35	85	80	12	13	34	29	36	26	75	66
PBANKA_021260	2	485482	486487	-	1006	54	72	66	62	19	18	46	39	56	54	72	71
PBANKA_021270	2	488250	494141	+	5892	937	998	2564	2639	929	946	1032	1127	1176	1197	4572	4653
PBANKA_021280	2	494884	497385	-	2502	2560	2678	1083	1162	1679	1736	1708	1799	1581	1490	530	592
PBANKA_021290	2	498958	500558	+	1601	1180	1156	1274	1336	441	499	593	601	829	813	1044	1038
PBANKA_021300	2	500638	503224	-	2587	223	218	1046	1035	471	522	429	453	730	806	1086	992
PBANKA_021310	2	503821	505075	+	1255	71	66	101	87	48	45	35	44	80	92	85	81
PBANKA_021320	2	506400	513443	+	7044	11318	11745	5829	6079	5049	5172	3616	3650	3681	3642	7722	7936
PBANKA_021330	2	514669	515571	+	903	31	34	77	79	30	50	39	44	79	75	62	84
PBANKA_021340	2	516195	518666	-	2472	3168	3345	1638	1599	2542	2758	2888	2841	1986	2097	1428	1504
PBANKA_021350	2	519920	520969	+	1050	3312	3456	1146	1172	3053	2973	2736	2743	1723	1764	947	973
PBANKA_021360	2	522055	524490	+	2436	1924	1952	804	838	1856	1919	1212	1287	1535	1621	1140	1271
PBANKA_021370	2	525769	526914	+	1146	247	267	177	181	128	134	84	84	257	284	236	226
PBANKA_021380	2	527130	529628	-	2499	262	276	303	258	193	212	335	357	375	396	248	247
PBANKA_021390	2	531242	531535	+	294	21	35	36	34	26	29	53	52	61	55	25	30
PBANKA_021400	2	533162	548458	+	15297	5372	5688	665	682	557	535	811	824	1040	1054	818	832
PBANKA_021410	2	548817	549303	-	487	12	9	35	33	12	15	8	10	36	30	29	30
PBANKA_021420	2	549927	552401	+	2475	289	318	400	376	116	140	79	96	240	255	593	607
PBANKA_021430	2	552985	556231	-	3247	104	117	503	515	245	269	332	332	590	622	487	475
PBANKA_021440	2	561656	565474	+	3819	2817	2898	3944	4345	7809	7800	4943	5178	6377	6585	4765	4921
PBANKA_021450	2	567455	568241	+	787	189	174	362	365	264	259	281	290	249	249	336	348
PBANKA_021460	2	573958	577125	+	3168	1151	1187	1916	1852	4254	4357	2781	2933	3864	4021	1787	1878
PBANKA_021470	2	580121	581676	+	1556	7161	7359	5097	5189	5387	5474	5349	5213	3526	3532	4958	5108
PBANKA_021480	2	583193	584943	-	1751	428	398	877	881	1119	1192	1622	1687	1306	1289	441	467
PBANKA_021490	2	586196	587689	-	1494	113	128	290	344	593	624	429	448	1219	1285	289	278
PBANKA_021520	2	595024	601230	-	6207	1	4	1	1	3	2	1	1	0	0	3	3
PBANKA_021530	2	602233	604307	-	2075	1	3	4	11	4	6	2	0	4	3	5	5
PBANKA_021540	2	608617	609371	+	755	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_021550	2	611811	613098	+	1288	0	0	0	0	0	0	0	0	0	0	2	1
PBANKA_021560	2	618370	619321	+	952	513	540	209	230	499	503	441	457	506	518	7	1
PBANKA_021570	2	622282	623399	+	1118	9	6	5	4	7	4	5	12	21	19	26	27
PBANKA_021580	2	625275	626191	+	917	170	163	13	11	51	59	61	70	113	123	291	280
PBANKA_021600	2	632080	634001	+	1922	1259	1265	3	3	4	4	334	329	15	21	3	3
PBANKA_021610	2	638583	639719	+	1137	1	3	5	3	0	1	0	2	3	1	5	3
PBANKA_021620	2	642009	643295	+	1287	1	0	0	0	0	0	0	1	0	0	0	0
PBANKA_030010	3	1	2685	-	2685	1	1	0	0	0	0	1	1	0	0	0	0
PBANKA_030020	3	5630	6810	-	1181	0	2	5	6	8	4	14	10	10	12	4	5
PBANKA_030030	3	9494	10639	-	1146	11	12	68	68	9	10	53	58	28	23	50	56
PBANKA_030060	3	20982	23256	-	2275	9583	10038	9412	9836	22354	23226	26481	27451	12877	13276	6501	6599
PBANKA_030070	3	25107	28734	-	3628	2144	2210	1726	1667	1569	1588	1621	1727	1079	1233	1691	1715
PBANKA_030080	3	29609	31234	+	1626	54	63	212	219	80	83	93	97	126	151	213	221
PBANKA_030090	3	31732	32469	-	738	185	185	183	196	50	55	54	60	83	73	196	198
PBANKA_030100	3	33282	38153	-	4872	1936	2068	3871	3924	12015	12331	6079	6197	3692	3825	10066	10421
PBANKA_030110	3	40547	41752	-	1206	354	392	1070	1049	844	873	776	834	680	714	1579	1675
PBANKA_030120	3	42497	43144	+	648	56	60	184	187	85	76	118	108	106	120	153	154
PBANKA_030130	3	43549	44451	-	903	2840	2930	1321	1351	241	254	981	1007	480	457	1185	1230
PBANKA_030140	3	47282	48760	+	1479	295	300	328	388	39	31	124	111	55	55	447	516
PBANKA_030150	3	49539	50714	-	1176	1217	1195	965	911	3997	4223	1704	1672	1071	1095	1410	1459
PBANKA_030160	3	52095	54969	-	2875	1612	1692	1005	962	208	211	1804	1891	729	661	1506	1513
PBANKA_030170	3	56269	57630	+	1362	284	243	388	445	83	90	265	249	244	269	344	336
PBANKA_030180	3	58313	60764	+	2452	882	939	397	445	156	176	383	370	195	233	436	494
PBANKA_030190	3	61235	66625	-	5391	8164	8479	5175	5387	3614	3633	3537	3634	3304	3458	3760	3865
PBANKA_030200	3	69350	70790	+	1441	756	775	2756	2841	4239	4383	5353	5370	5118	5206	2508	2607
PBANKA_030210	3	71433	73400	-	1968	1427	1438	1425	1504	1069	1072	795	799	1176	1255	1979	2017
PBANKA_030220	3	73798	74594	-	797	132	150	234	228	163	168	123	131	271	271	198	200
PBANKA_030230	3	75369	76601	-	1233	297	286	286	280	326	343	407	423	468	477	276	270
PBANKA_030240	3	77948	80899	-	2952	610	637	656	694	238	268	313	370	309	300	710	743
PBANKA_030250	3	82117	83634	-	1518	209	192	1248	1263	427	464	773	773	1173	1241	741	758
PBANKA_030260	3	85334	86485	-	1152	134	136	193	208	36	36	165	168	56	66	198	218
PBANKA_030270	3	87147	88476	+	1330	70	72	211	234	28	37	59	46	51	48	288	284
PBANKA_030280	3	89079	91015	-	1937	791	821	463	455	349	340	375	341	265	287	732	772
PBANKA_030290	3	91319	92374	-	1056	203	214	86	75	6	10	75	102	10	14	88	87
PBANKA_030300	3	93301	95677	+	2377	606	660	166	198	79	99	183	191	99	92	209	211
PBANKA_030310	3	96959	98314	+	1356	159	146	567	575	151	153	159	145	329	353	607	630
PBANKA_030320	3	98801	99355	-	555	117	138	279	258	93	106	70	81	154	190	230	260
PBANKA_030330	3	102359	104218	+	1860	2006	2141	1968	2098	541	633	1107	1083	791	835	1555	1601
PBANKA_030340	3	105572	106736	+	1165	646	639	623	640	246	222	288	273	332	305	493	503
PBANKA_030350	3	106990	107577	-	588	84	98	178	196	110	100	173	189	235	266	102	126
PBANKA_030360	3	109151	112587	+	3437	1052	1119	2318	2351	728	708	912	944	1474	1483	1845	2033
PBANKA_030370	3	112851	116714	-	3864	1985	2099	3579	3573	1911	2089	1675	1596	1772	1789	4771	4976
PBANKA_030380	3	117632	118777	+	1146	162	156	268	262	291	297	230	204	363	355	228	217
PBANKA_030390	3	120957	122582	+	1626	173	188	588	563	1209	1319	1288	1256	1097	1136	395	419
PBANKA_030400	3	123800	130737	+	6938	798	903	1493	1557	396	404	788	767	706	667	1395	1422
PBANKA_030410	3	131112	134204	-	3093	469	472	463	468	452	436	356	380	700	706	407	461
PBANKA_030420	3	136492	136964	-	473	60	45	100	86	45	44	44	54	70	69	90	92
PBANKA_030430	3	137990	139363	+	1374	56	48	141	128	242	247	198	219	252	237	127	163
PBANKA_030440	3	139625	140328	-	704	205	203	506	521	563	571	471	532	575	591	254	252
PBANKA_030450	3	143471	148694	+	5224	8897	9213	8355	8604	18344	18785	15324	16139	12098	12226	9095	9030
PBANKA_030460	3	149424	149978	-	555	40	39	77	68	13	16	21	25	37	44	89	88
PBANKA_030470	3	151260	154313	-	3054	4	13	36	35	33	31	1	7	101	85	34	24
PBANKA_030480	3	155776	158983	-	3208	1400	1459	1827	1764	1575	1641	1500	1490	1698	1756	1123	1195
PBANKA_030490	3	160083	163798	-	3716	892	968	5827	5979	9918	10262	10821	11076	11197	11430	3724	3786
PBANKA_030500	3	165144	168975	-	3832	2712	2852	9550	9894	10315	10781	14562	14788	14155	14757	1789	1848
PBANKA_030510	3	170517	175182	-	4666	8356	8703	12663	13231	13651	14005	16303	16563	15234	15478	4220	4255
PBANKA_030520	3	176956	183514	+	6559	284	292	1743	1904	897	899	687	720	1236	1319	1895	1935
PBANKA_030530	3	183900	184796	-	897	1551	1687	579	641	1158	1168	1098	1124	817	908	557	599
PBANKA_030540	3	185729	190231	+	4503	2139	2245	2101	2134	1265	1233	1556	1590	1682	1688	1821	1876
PBANKA_030550	3	190349	193765	-	3417	1665	1676	1599	1685	453	496	609	567	793	788	1560	1649
PBANKA_030560	3	196173	196767	+	595	93	97	212	220	60	62	58	66	122	148	131	141
PBANKA_030570	3	197771	198976	+	1206	221	239	1082	1202	604	565	470	457	646	658	1231	1195
PBANKA_030580	3	199345	200796	-	1452	133	118	433	409	129	140	121	142	271	253	335	356
PBANKA_030590	3	201655	202311	+	657	96	68	204	228	56	50	71	96	126	122	166	196
PBANKA_030600	3	203469	210332	+	6864	140	155	186	192	51	29	106	103	57	52	154	169
PBANKA_030610	3	211767	220037	+	8271	1779	1871	567	687	164	184	423	494	213	196	599	611
PBANKA_030620	3	221100	223515	-	2416	648	670	692	709	432	435	348	362	668	709	799	771
PBANKA_030630	3	224960	226884	-	1925	29	26	220	239	57	69	53	48	130	159	220	200
PBANKA_030640	3	227626	228459	+	834	57	72	165	179	36	39	52	49	115	83	168	167
PBANKA_030650	3	228571	230993	-	2423	103	97	303	355	80	112	107	119	171	208	297	301
PBANKA_030660	3	231687	233138	-	1452	401	421	187	213	272	306	349	347	485	528	270	292
PBANKA_030670	3	234725	238440	-	3716	2162	2271	1009	1001	1157	1229	1115	1166	1986	2092	425	401
PBANKA_030680	3	241443	242934	-	1492	609	598	1484	1517	436	487	688	690	927	918	1375	1356
PBANKA_030690	3	245731	245982	+	252	193	202	503	462	198	193	382	405	355	357	399	421
PBANKA_030700	3	247680	248524	+	845	1289	1356	1264	1332	1031	1066	1042	1040	1003	979	1043	1085
PBANKA_030710	3	248856	255412	-	6557	4780	4891	5891	6132	2200	2219	2718	2869	2720	2733	5869	6095
PBANKA_030720	3	257686	259157	-	1472	100	94	283	340	91	119	207	189	226	236	268	287
PBANKA_030730	3	260101	260915	+	815	143	137	168	168	35	25	61	58	54	77	171	170
PBANKA_030740	3	261446	265423	+	3978	4658	4716	2406	2507	2574	2641	3077	3300	2858	3031	3222	3264
PBANKA_030750	3	265514	267461	-	1948	614	610	812	899	1308	1321	1900	1928	1312	1309	484	453
PBANKA_030760	3	269195	270139	+	945	145	138	290	329	310	363	733	790	490	539	314	290
PBANKA_030770	3	270701	271888	-	1188	68	79	148	170	92	110	102	124	152	163	162	153
PBANKA_030780	3	274695	275543	-	849	2083	2186	1282	1385	1448	1438	1848	1799	1352	1373	1358	1477
PBANKA_030790	3	283048	286365	+	3318	84	81	243	274	85	99	77	74	182	203	339	370
PBANKA_030800	3	286761	287441	-	681	47	59	186	205	68	73	110	88	124	146	167	158
PBANKA_030810	3	288218	289726	-	1509	45	64	194	185	39	51	58	56	121	101	167	198
PBANKA_030820	3	290322	292363	-	2042	52	44	44	30	32	35	22	26	87	98	27	33
PBANKA_030830	3	293922	297449	+	3528	4130	4206	4452	4701	3679	3681	3923	4125	3336	3473	4504	4534
PBANKA_030840	3	299063	299677	+	615	22	26	84	70	14	9	19	29	25	44	81	80
PBANKA_030850	3	300619	302829	+	2211	1666	1676	1266	1364	944	929	1304	1259	1056	1023	1399	1436
PBANKA_030860	3	304042	305769	+	1728	2548	2595	2487	2551	2208	2344	2497	2600	3109	3168	2535	2609
PBANKA_030870	3	306039	307497	-	1459	252	248	197	173	107	122	124	130	171	187	220	229
PBANKA_030880	3	308398	309692	+	1295	201	195	336	345	157	135	147	146	279	281	271	282
PBANKA_030890	3	311421	314316	+	2896	667	718	733	690	460	418	364	358	379	354	878	880
PBANKA_030900	3	315456	316327	-	872	159	168	206	236	55	47	75	82	104	89	211	191
PBANKA_030910	3	317711	319195	+	1485	202	242	704	748	349	326	429	425	513	489	656	657
PBANKA_030920	3	319616	324627	-	5012	6252	6490	4979	5184	2358	2426	2729	2826	3706	3841	3306	3360
PBANKA_030930	3	325727	330469	-	4743	2267	2259	1513	1525	465	475	699	751	879	977	1141	1204
PBANKA_030940	3	332007	342977	+	10971	15665	16131	12826	13382	5851	5922	5848	6103	7663	7733	11433	11789
PBANKA_030950	3	343951	345033	+	1083	985	1035	936	911	2291	2534	2354	2482	3345	3396	638	679
PBANKA_030960	3	345392	346423	-	1032	125	126	267	279	62	53	70	60	102	111	323	298
PBANKA_030970	3	347147	349183	+	2037	313	276	430	445	108	117	127	126	221	226	372	372
PBANKA_030980	3	349870	350913	+	1044	180	168	248	219	76	79	100	96	141	141	234	240
PBANKA_030990	3	351709	352209	+	501	31	27	72	99	25	16	28	33	50	62	83	89
PBANKA_031000	3	353756	355312	+	1557	493	502	868	842	155	187	267	275	377	346	663	705
PBANKA_031010	3	356246	356733	-	488	30	34	117	125	34	31	41	28	93	91	167	131
PBANKA_031020	3	356835	357593	-	759	37	35	76	98	16	22	34	21	53	52	77	83
PBANKA_031030	3	357744	359412	+	1669	122	144	289	285	88	79	152	176	236	221	276	302
PBANKA_031040	3	359397	361347	-	1951	502	516	499	515	178	199	196	231	288	285	546	540
PBANKA_031050	3	361766	369429	-	7664	1883	1864	2520	2579	884	932	1534	1582	909	933	2413	2542
PBANKA_031060	3	371207	371753	+	547	113	116	221	180	123	123	65	82	306	310	223	216
PBANKA_031070	3	372864	374864	+	2001	1327	1386	341	321	74	96	480	497	182	177	570	585
PBANKA_031080	3	375193	377679	-	2487	2393	2344	1709	1751	667	655	749	827	908	903	1965	2040
PBANKA_031090	3	379327	381079	+	1753	332	301	852	885	330	354	528	547	585	600	931	998
PBANKA_031100	3	381422	385971	-	4550	1895	1965	2052	2115	1297	1367	1217	1258	1941	1915	1834	1973
PBANKA_031110	3	387841	388643	-	803	103	103	346	318	98	99	93	108	208	203	290	311
PBANKA_031120	3	389536	391442	-	1907	2752	2670	1675	1857	4303	4409	3295	3365	2140	2375	1639	1726
