Geneid	Chr	Start	End	Strand	Length	ERR2216044	ERR2216045	ERR2216046	ERR2216047	ERR2216048	ERR2216049	ERR2216050	ERR2216051	ERR2216052	ERR2216053	ERR2216054	ERR2216055	ERR2216056	ERR2216057
PBANKA_143460	14	1240839	1248875	+	8037	71	116	3	0	91	39	217	131	332	209	508	346	87	38
PBANKA_143470	14	1251831	1257791	+	5961	19	25	5	4	207	66	532	437	912	546	540	363	70	49
PBANKA_143480	14	1258697	1263544	-	4848	4	0	5	3	47	24	217	222	418	247	490	397	61	65
PBANKA_143490	14	1265321	1265893	-	573	47	58	0	0	0	1	8	7	10	9	4	6	0	0
PBANKA_143500	14	1267554	1267715	+	162	26	32	0	0	0	0	1	4	5	1	0	2	0	0
PBANKA_143510	14	1268820	1269503	+	684	69	85	0	0	23	5	50	55	92	65	48	48	6	2
PBANKA_143520	14	1270588	1272030	-	1443	7	4	2	0	2	1	49	25	76	49	29	30	8	2
PBANKA_143530	14	1274390	1276270	+	1881	187	306	5	5	62	24	265	213	353	244	190	151	109	105
PBANKA_143540	14	1276862	1283555	-	6694	6	7	2	0	2	0	74	64	159	77	89	47	9	10
PBANKA_143550	14	1284428	1292586	+	8159	55	95	0	0	14	3	259	169	489	347	265	181	37	26
PBANKA_143560	14	1293127	1294539	+	1413	23	28	5	4	20	4	60	38	80	48	57	54	20	9
PBANKA_143570	14	1294893	1295909	-	1017	5	3	8	5	60	14	134	102	126	97	55	45	81	117
PBANKA_143580	14	1296676	1298177	+	1502	7	6	1	2	13	5	123	127	215	186	86	82	23	20
PBANKA_143590	14	1298862	1302223	-	3362	712	1061	0	4	3	1	213	129	193	120	57	37	24	7
PBANKA_143610	14	1304722	1305567	-	846	3	6	0	2	23	4	53	51	253	231	388	292	31	30
PBANKA_143620	14	1309915	1316005	-	6091	4	7	7	2	121	50	450	304	964	687	738	564	86	81
PBANKA_143630	14	1319048	1321311	+	2264	0	1	0	0	3	0	10	9	11	5	10	3	0	0
PBANKA_143640	14	1322194	1323086	+	893	134	172	2	4	53	28	78	91	125	117	40	41	56	86
PBANKA_143650	14	1323382	1326704	-	3323	11	12	0	2	8	7	39	42	133	93	591	504	100	113
PBANKA_143660	14	1329345	1330883	+	1539	1	0	5	2	0	0	2	4	6	14	10	9	12	0
PBANKA_143670	14	1331870	1334329	+	2460	0	1	1	3	51	15	91	74	88	52	27	15	5	7
PBANKA_143680	14	1335227	1336564	+	1338	9	16	0	1	28	6	163	130	253	162	80	72	15	7
PBANKA_143690	14	1337490	1339983	+	2494	1	2	2	2	26	5	125	83	107	68	40	23	2	5
PBANKA_143700	14	1340529	1342721	+	2193	4	9	7	6	100	32	353	313	663	447	297	231	41	44
PBANKA_143710	14	1343438	1345534	-	2097	1	1	4	3	14	8	70	66	134	96	399	487	1153	1413
PBANKA_143720	14	1347681	1349207	-	1527	0	0	1	4	10	4	85	72	109	117	54	59	11	11
PBANKA_143730	14	1351801	1354227	-	2427	165	255	7	19	1181	477	1858	1554	2618	1844	1119	1009	195	128
PBANKA_143740	14	1356653	1358752	-	2100	49	77	3	4	92	49	238	215	632	428	446	357	65	60
PBANKA_143750	14	1365549	1372568	+	7020	1	2	1	0	1	0	78	77	167	95	77	80	33	16
PBANKA_143760	14	1374739	1375293	+	555	130	189	0	0	0	3	11	16	103	87	1003	1279	263	200
PBANKA_143770	14	1376185	1377845	-	1661	2	3	1	2	3	4	21	15	35	11	80	113	31	21
PBANKA_143780	14	1378994	1380824	+	1831	177	301	1	6	54	12	276	117	427	161	577	322	235	100
PBANKA_143790	14	1380978	1381967	-	990	106	128	3	3	37	6	130	101	210	132	303	273	116	60
PBANKA_143800	14	1383518	1385449	-	1932	13	20	2	6	85	40	487	454	1312	1101	644	702	62	57
PBANKA_143810	14	1387915	1389282	+	1368	3	1	1	1	26	11	85	58	106	98	66	48	46	22
PBANKA_143820	14	1390348	1393856	-	3509	178	317	1	1	49	11	217	126	417	271	270	142	61	37
PBANKA_143830	14	1395625	1401072	+	5448	242	293	12	14	173	89	589	340	920	532	584	379	122	55
PBANKA_143840	14	1401186	1414099	-	12914	79	100	13	4	233	78	600	320	900	517	647	353	487	260
PBANKA_143850	14	1415371	1420286	-	4916	195	243	0	4	42	26	149	107	211	150	89	74	18	3
PBANKA_143860	14	1421375	1422305	+	931	1	1	2	5	43	17	178	197	194	175	63	39	12	15
PBANKA_143870	14	1423393	1424325	+	933	0	0	2	0	22	10	41	40	43	16	11	9	1	4
PBANKA_143880	14	1424780	1425478	-	699	0	0	0	1	25	1	40	40	27	38	36	23	28	18
PBANKA_143890	14	1426356	1427237	+	882	1	2	1	1	21	5	51	40	41	28	18	8	4	10
PBANKA_143900	14	1428108	1429059	-	952	54	56	1	0	5	1	33	38	89	64	125	112	10	12
PBANKA_143910	14	1432076	1435106	+	3031	459	762	0	3	56	11	92	76	222	118	153	116	42	21
PBANKA_143920	14	1437456	1439960	+	2505	711	1078	62	58	1260	572	1920	1872	2160	1395	2075	1826	30356	27558
PBANKA_143930	14	1441904	1443716	+	1813	92	116	7	3	77	26	212	100	210	129	132	75	303	237
PBANKA_143940	14	1445298	1446360	+	1063	136	259	1	5	146	50	686	573	1070	786	460	420	40	41
PBANKA_143950	14	1447265	1448384	-	1120	4	5	1	3	19	4	66	35	53	41	19	15	3	4
PBANKA_143960	14	1449810	1453364	-	3555	0	5	1	3	25	4	179	143	341	223	182	160	42	19
PBANKA_143970	14	1454506	1455459	+	954	1	2	0	0	48	8	89	60	106	74	47	29	10	5
PBANKA_143980	14	1456019	1456529	-	511	4	4	3	3	29	9	59	68	88	109	44	48	180	193
PBANKA_143990	14	1457160	1462086	-	4927	124	130	3	1	48	12	145	61	126	48	101	36	50	13
PBANKA_144000	14	1462752	1467943	+	5192	76	111	2	1	42	16	177	90	188	124	137	89	58	30
PBANKA_144010	14	1468222	1470934	-	2713	22	54	4	4	61	25	174	158	294	166	132	115	872	1123
PBANKA_144020	14	1472408	1473446	+	1039	24	48	2	1	40	14	88	66	84	49	50	50	446	514
PBANKA_144030	14	1474025	1474600	-	576	30	29	1	2	106	34	61	54	38	36	40	26	299	287
PBANKA_144040	14	1475269	1476772	+	1504	25	46	0	0	45	22	57	23	61	46	34	32	128	134
PBANKA_144050	14	1477137	1480070	-	2934	26	31	6	0	80	31	267	166	262	177	101	89	52	48
PBANKA_144060	14	1481114	1485250	-	4137	16	40	2	5	69	16	216	137	234	110	119	55	71	53
PBANKA_144070	14	1487363	1491016	+	3654	9	33	1	0	124	64	418	430	581	334	191	97	95	31
PBANKA_144080	14	1491624	1493693	-	2070	6	4	3	3	106	23	275	135	222	118	62	31	13	10
PBANKA_144090	14	1495855	1498423	-	2569	0	1	4	0	46	8	61	51	82	33	27	16	2	3
PBANKA_144100	14	1500473	1501228	+	756	5	10	0	1	7	5	58	45	45	23	38	19	10	6
PBANKA_144110	14	1503349	1504215	+	867	2	1	4	3	287	80	539	460	939	732	333	336	44	34
PBANKA_144120	14	1504490	1507529	-	3040	2	0	2	2	20	7	95	58	171	121	174	125	21	26
PBANKA_144130	14	1508708	1512595	+	3888	2	0	3	2	56	14	69	60	116	61	139	138	25	14
PBANKA_144140	14	1513352	1514253	-	902	42	103	3	0	101	44	241	241	357	238	106	120	15	8
PBANKA_144150	14	1516754	1518598	+	1845	90	98	9	3	127	51	154	104	171	79	103	76	763	812
PBANKA_144160	14	1520242	1522143	+	1902	0	0	1	1	41	18	146	136	359	223	173	164	22	15
PBANKA_144170	14	1523270	1524646	-	1377	1	0	2	5	93	42	245	229	228	169	75	72	954	1152
PBANKA_144180	14	1526358	1526834	-	477	0	0	0	0	0	2	12	7	82	81	93	57	13	3
PBANKA_144190	14	1527695	1529842	-	2148	3	5	2	9	160	80	105	97	67	46	33	17	49	66
PBANKA_144200	14	1531942	1537884	+	5943	81	121	0	5	44	27	218	150	212	81	175	128	46	31
PBANKA_144210	14	1538820	1542311	+	3492	30	47	0	0	27	11	121	64	179	167	93	56	22	12
PBANKA_144220	14	1546167	1562213	-	16047	904	1198	25	29	699	312	2487	1845	3492	2350	1506	1185	271	168
PBANKA_144230	14	1565697	1568156	+	2460	94	130	3	5	74	23	236	119	298	234	218	176	37	24
PBANKA_144240	14	1569140	1571910	-	2771	2	0	1	0	50	11	72	48	83	40	167	147	628	719
PBANKA_144250	14	1574011	1577220	-	3210	53	93	9	6	117	44	189	116	184	102	122	78	686	553
PBANKA_144260	14	1578140	1579672	+	1533	15	17	3	0	58	28	102	103	101	58	36	37	57	51
PBANKA_144270	14	1580103	1580546	+	444	2	2	0	0	13	7	33	21	22	16	7	5	1	1
PBANKA_144280	14	1580693	1582302	-	1610	2	3	0	0	25	18	80	42	45	41	14	13	2	1
PBANKA_144290	14	1583273	1585588	+	2316	6	3	0	2	16	11	72	46	58	47	28	10	12	6
PBANKA_144300	14	1587353	1590223	+	2871	319	494	5	2	59	26	332	308	617	460	279	285	69	24
PBANKA_144310	14	1591749	1595176	+	3428	3	13	4	9	103	37	145	118	196	111	60	60	100	105
PBANKA_144320	14	1596476	1598021	+	1546	0	3	2	0	111	56	205	179	209	125	46	44	5	10
PBANKA_144330	14	1598402	1600258	-	1857	2	5	1	4	15	5	29	30	110	96	150	138	20	15
PBANKA_144340	14	1603277	1606485	+	3209	13	19	7	3	131	62	465	347	485	315	181	135	39	23
PBANKA_144350	14	1606625	1614037	-	7413	104	177	7	11	161	65	756	514	1128	709	530	423	129	71
PBANKA_144360	14	1615645	1620159	-	4515	53	47	1	0	44	11	82	65	53	46	27	18	3	6
PBANKA_144370	14	1621457	1626173	+	4717	378	496	11	5	150	55	378	304	365	264	163	91	74	19
PBANKA_144380	14	1626618	1632425	-	5808	299	521	14	27	624	199	659	391	518	263	402	247	1120	821
PBANKA_144390	14	1637006	1639195	+	2190	150	142	2	7	28	15	107	70	410	291	492	372	176	128
PBANKA_144400	14	1640284	1640782	+	499	5	5	4	3	264	123	597	568	619	514	129	120	14	15
PBANKA_144410	14	1642507	1644220	+	1714	39	67	12	8	371	210	566	582	577	360	160	117	13	21
PBANKA_144420	14	1644625	1647192	-	2568	2	6	9	0	157	60	257	145	277	173	99	69	21	5
PBANKA_144430	14	1647631	1648116	+	486	0	2	0	1	26	8	56	69	97	58	44	25	6	5
PBANKA_144440	14	1648272	1650167	+	1896	5	17	1	1	28	3	66	37	100	41	50	40	13	3
PBANKA_144450	14	1650244	1656159	-	5916	11	10	5	2	9	6	48	49	152	114	272	246	71	32
PBANKA_144460	14	1657236	1662187	-	4952	95	138	1	3	66	9	156	145	170	110	76	55	7	3
PBANKA_144470	14	1662795	1669221	+	6427	10	12	1	0	14	3	179	97	282	145	117	101	19	16
PBANKA_144480	14	1669708	1671045	-	1338	1	1	0	0	0	1	2	5	1	3	11	8	14	22
PBANKA_144490	14	1673572	1676654	+	3083	2	3	2	3	85	49	217	149	177	97	71	65	15	9
PBANKA_144500	14	1677144	1678075	-	932	81	112	0	0	1	0	19	11	6	5	25	35	5	4
PBANKA_144510	14	1679290	1680444	-	1155	14	13	4	5	212	165	477	515	342	278	99	108	26	34
PBANKA_144520	14	1681501	1682805	-	1305	26	40	2	3	33	9	69	58	74	37	49	25	228	323
PBANKA_144530	14	1683932	1685161	+	1230	68	102	0	3	40	9	129	103	156	82	42	33	33	52
PBANKA_144540	14	1686981	1689130	+	2150	55	69	0	9	227	134	703	644	1451	966	577	644	1529	1775
PBANKA_144550	14	1690564	1692394	+	1831	4	5	7	5	95	33	209	165	194	141	101	68	503	494
PBANKA_144560	14	1693862	1696252	+	2391	14	6	2	1	91	36	124	106	91	50	84	58	195	246
PBANKA_144570	14	1696762	1700370	+	3609	122	218	5	4	53	16	88	75	62	42	52	34	14	3
PBANKA_144580	14	1701535	1702837	+	1303	4	1	2	2	62	34	142	127	178	86	313	442	62	79
PBANKA_144590	14	1703510	1704610	-	1101	52	81	2	2	42	21	99	66	85	62	255	295	93	58
PBANKA_144600	14	1710993	1713743	-	2751	24	15	8	1	1	0	3	6	8	4	7	5	2	3
PBANKA_144610	14	1714968	1720507	-	5540	6	11	5	5	48	22	184	149	273	129	296	273	114	99
PBANKA_144620	14	1722286	1722714	+	429	0	0	0	0	14	4	38	31	26	14	8	11	47	73
PBANKA_144630	14	1724127	1727300	-	3174	68	120	1	1	32	9	83	66	146	88	58	50	30	13
PBANKA_144640	14	1728989	1729365	-	377	5	5	1	0	21	12	47	41	63	40	19	27	8	1
PBANKA_144650	14	1737851	1743124	+	5274	81	91	15	7	179	84	1280	836	1540	910	828	512	118	90
PBANKA_144660	14	1744930	1748022	+	3093	88	78	4	0	38	7	69	37	75	43	118	64	38	16
PBANKA_144670	14	1748092	1749994	-	1903	7	4	3	1	32	15	82	48	110	72	39	26	3	3
PBANKA_144680	14	1750962	1753597	-	2636	2	8	11	1	382	213	635	548	480	303	138	105	26	13
PBANKA_144690	14	1755093	1756825	+	1733	24	21	1	3	135	46	555	424	525	335	198	109	26	32
PBANKA_144700	14	1758007	1758956	+	950	40	68	2	1	67	36	213	202	247	161	79	70	15	18
PBANKA_144710	14	1759329	1760222	-	894	244	288	7	2	105	36	157	128	185	140	134	105	154	166
PBANKA_144720	14	1761433	1764101	-	2669	26	44	0	3	5	2	51	44	226	144	193	128	41	16
PBANKA_144730	14	1766178	1767143	+	966	35	53	2	0	6	0	29	28	34	29	24	16	2	4
PBANKA_144740	14	1767823	1772179	+	4357	0	2	0	1	28	7	71	62	176	96	71	75	9	3
PBANKA_144750	14	1772288	1773142	-	855	1	1	1	0	17	10	26	19	55	29	35	24	5	2
PBANKA_144760	14	1773427	1776307	-	2881	8	8	4	0	45	15	73	46	97	62	37	29	16	12
PBANKA_144770	14	1777565	1779898	-	2334	8	23	0	3	107	51	259	261	252	183	99	74	18	20
PBANKA_144780	14	1781422	1781898	+	477	24	44	6	1	37	8	80	52	86	48	40	29	42	52
PBANKA_144790	14	1783223	1788474	-	5252	3	1	0	0	4	1	42	27	64	32	86	69	34	25
PBANKA_144800	14	1794138	1797746	+	3609	2	0	18	9	253	116	317	238	295	171	97	70	28	15
PBANKA_144810	14	1798137	1800182	-	2046	0	0	1	1	8	1	51	50	62	37	25	37	43	29
PBANKA_144820	14	1802549	1817156	+	14608	306	506	18	13	479	184	1258	784	1258	722	561	366	137	81
PBANKA_144830	14	1817738	1819315	+	1578	4	0	2	0	20	13	46	34	73	45	37	15	16	2
PBANKA_144840	14	1819626	1820474	-	849	4	3	0	3	84	42	165	150	187	143	107	93	79	53
PBANKA_144850	14	1822600	1825610	+	3011	17	33	0	0	61	24	119	74	218	132	269	174	203	123
PBANKA_144860	14	1826296	1827756	-	1461	8	15	0	1	32	10	60	38	64	67	34	24	16	13
PBANKA_144870	14	1828901	1838344	+	9444	235	381	14	6	206	54	812	435	1077	573	629	365	682	555
PBANKA_144880	14	1839326	1844509	+	5184	3	2	1	0	86	42	337	193	395	254	158	124	31	16
PBANKA_144890	14	1844610	1846643	-	2034	1	1	0	1	40	8	200	134	205	143	83	87	14	11
PBANKA_144900	14	1847885	1850196	-	2312	9	13	1	1	0	3	22	15	29	24	21	7	12	4
PBANKA_144910	14	1851154	1852212	-	1059	7	24	0	0	9	7	47	35	46	20	19	11	4	3
PBANKA_144920	14	1853298	1856219	-	2922	138	190	1	0	69	34	163	124	222	117	102	52	7	5
PBANKA_144930	14	1857872	1859657	-	1786	122	144	0	0	5	9	142	96	131	82	52	39	4	6
PBANKA_144940	14	1862249	1866581	+	4333	41	35	2	11	85	41	376	304	363	246	159	138	658	689
PBANKA_144950	14	1867813	1868559	+	747	1975	2332	37	19	913	597	1388	1634	2369	2396	1598	1985	210	169
PBANKA_144960	14	1869389	1870930	+	1542	48	64	0	0	1	0	11	16	20	10	10	4	0	0
PBANKA_144970	14	1871364	1871682	-	319	669	921	2	0	18	8	260	310	659	601	675	740	99	83
PBANKA_144980	14	1873476	1876571	-	3096	43	29	1	1	11	5	170	116	493	349	531	334	51	36
PBANKA_144990	14	1879475	1883650	+	4176	174	251	9	18	179	66	378	206	654	365	406	302	280	254
PBANKA_145000	14	1884331	1887297	-	2967	1	2	0	0	21	7	91	55	90	64	72	37	27	28
PBANKA_145010	14	1888566	1890548	+	1983	0	2	5	2	40	17	150	126	164	90	75	42	218	252
PBANKA_145020	14	1891811	1893448	+	1638	1	1	0	1	38	22	345	377	1273	1001	770	822	70	54
PBANKA_145030	14	1895053	1896654	+	1602	0	5	3	8	433	209	854	990	1339	843	385	376	39	32
PBANKA_145040	14	1897256	1904911	-	7656	10	30	3	0	6	0	30	26	84	46	77	45	9	6
PBANKA_145050	14	1905887	1909188	-	3302	12	12	1	5	67	26	139	134	245	162	112	95	19	19
PBANKA_145060	14	1910476	1911351	+	876	15	33	0	2	24	4	43	33	83	50	31	36	4	0
PBANKA_145070	14	1913197	1914390	-	1194	24	68	6	2	169	82	382	299	405	289	160	95	32	56
PBANKA_145080	14	1916774	1919359	-	2586	174	230	2	0	17	9	54	49	53	44	38	32	4	5
PBANKA_145090	14	1920907	1922169	+	1263	87	119	1	1	32	17	148	110	176	102	68	36	5	5
PBANKA_145100	14	1922760	1924796	+	2037	21	39	1	0	15	7	96	58	165	162	75	60	16	11
PBANKA_145110	14	1926423	1927226	-	804	4	5	2	0	0	0	9	1	4	15	13	9	1	1
PBANKA_145120	14	1928651	1929350	-	700	34	50	0	1	8	4	22	30	22	23	11	17	9	23
PBANKA_145130	14	1930986	1932434	-	1449	7	13	8	4	91	40	150	93	85	63	19	14	4	14
PBANKA_145140	14	1933152	1934964	+	1813	2	2	2	0	6	1	73	34	75	63	69	40	6	2
PBANKA_145150	14	1935331	1936662	-	1332	0	0	1	3	1	0	93	87	293	244	264	218	26	14
PBANKA_145160	14	1938554	1940569	+	2016	1	1	1	7	57	27	257	122	342	226	159	126	34	23
PBANKA_145170	14	1940903	1946575	-	5673	104	83	5	1	88	15	163	81	141	57	118	87	42	47
PBANKA_145180	14	1947930	1952600	+	4671	320	480	4	6	136	49	279	143	289	152	122	87	508	365
PBANKA_145190	14	1952797	1953995	-	1199	141	111	3	1	10	9	87	78	119	81	39	38	26	11
PBANKA_145200	14	1955004	1956521	+	1518	903	1119	13	14	87	23	183	138	220	140	85	78	25	9
PBANKA_145210	14	1957756	1962315	-	4560	118	153	0	5	71	27	323	235	457	252	260	166	210	268
PBANKA_145220	14	1965017	1966923	+	1907	25	15	4	1	43	16	96	58	96	62	56	35	114	85
PBANKA_145230	14	1968425	1969377	+	953	104	99	4	3	198	80	317	282	370	281	173	193	1048	1377
PBANKA_145240	14	1970444	1970906	+	463	12	7	0	2	39	21	58	70	38	61	20	28	25	27
PBANKA_145250	14	1972812	1974980	+	2169	205	247	20	11	194	86	440	310	421	318	293	203	632	734
PBANKA_145260	14	1975548	1976228	-	681	90	158	8	4	272	83	287	194	215	150	63	79	27	28
PBANKA_145270	14	1977458	1978756	-	1299	13	17	0	0	26	6	82	59	75	49	104	140	38	30
PBANKA_145280	14	1979911	1982616	+	2706	376	565	14	9	139	36	264	172	306	163	182	133	339	315
PBANKA_145290	14	1982962	1984212	-	1251	93	150	0	0	8	1	19	16	44	32	39	22	1	0
PBANKA_145300	14	1985369	1989013	+	3645	167	211	0	4	35	16	144	75	318	206	303	232	50	35
PBANKA_145310	14	1989476	1990996	-	1521	3	9	6	3	38	6	77	43	114	36	449	375	101	98
PBANKA_145320.2	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_145320.1	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_145330	14	1997540	1999804	+	2265	27	19	4	7	159	63	390	354	558	433	362	294	47	47
PBANKA_145340	14	2001292	2002803	-	1512	234	411	0	2	17	3	60	62	63	29	342	446	117	95
PBANKA_145350	14	2006013	2008358	-	2346	79	142	3	8	59	18	170	111	174	89	180	182	29	40
PBANKA_145360	14	2010303	2011278	+	976	22	18	0	2	65	27	128	157	128	86	46	37	17	4
PBANKA_145370	14	2016322	2020779	+	4458	7	1	1	8	52	21	762	512	1349	847	559	384	73	48
PBANKA_145380	14	2022614	2023243	+	630	0	0	0	0	8	1	28	17	23	17	8	9	10	11
PBANKA_145390	14	2024141	2024698	-	558	1	0	0	0	0	0	5	7	13	13	10	3	1	0
PBANKA_145400	14	2025808	2028573	+	2766	0	6	9	10	40	27	245	197	421	305	150	131	11	15
PBANKA_145410	14	2031216	2033804	+	2589	168	239	5	25	213	123	855	833	1422	965	621	500	502	485
PBANKA_145420	14	2036253	2053448	+	17196	3	20	6	16	520	195	1232	710	2224	1395	1460	993	215	127
PBANKA_145430	14	2054517	2057414	-	2898	21	64	6	4	13	4	178	116	165	106	58	33	6	5
PBANKA_145440	14	2058680	2060221	+	1542	2	6	1	0	8	3	66	28	58	23	23	18	5	2
PBANKA_145450	14	2060549	2062168	-	1620	12	1	1	0	22	17	118	118	180	107	79	53	45	49
PBANKA_145460	14	2063324	2070467	-	7144	20	37	2	3	115	55	382	253	553	273	311	235	47	36
PBANKA_145470	14	2071816	2073477	-	1662	1	1	0	0	49	19	71	79	63	35	28	20	10	6
PBANKA_145480	14	2075162	2080726	-	5565	8	3	3	5	73	27	153	96	132	78	84	58	21	3
PBANKA_145490	14	2085535	2086935	-	1401	1149	1888	4	5	57	20	288	210	444	273	181	112	37	36
PBANKA_145500	14	2087935	2089422	+	1488	596	661	6	11	111	72	387	336	394	231	124	87	24	20
PBANKA_145510	14	2091359	2092601	+	1243	2	3	5	6	221	103	594	599	675	525	197	178	18	12
PBANKA_145520	14	2093177	2095756	-	2580	112	170	6	9	193	69	277	301	281	150	213	221	1592	1336
PBANKA_145530	14	2097415	2098641	+	1227	63	55	4	9	120	49	281	262	336	281	128	173	476	515
PBANKA_145540	14	2099364	2100914	-	1551	843	1385	1	4	50	15	106	79	116	68	134	117	28	24
PBANKA_145550	14	2102454	2102678	+	225	226	282	0	6	42	18	80	84	122	94	87	67	11	11
PBANKA_145560	14	2102924	2104882	+	1959	664	975	13	12	152	60	321	287	451	338	269	231	46	39
PBANKA_145570	14	2105291	2106602	-	1312	58	48	2	0	11	3	3	1	6	8	2	1	0	1
PBANKA_145580	14	2107482	2109239	+	1758	1	1	0	0	5	3	3	9	13	3	6	2	3	0
PBANKA_145590	14	2110075	2111229	+	1155	0	1	1	0	22	4	98	85	96	76	53	52	6	1
PBANKA_145600	14	2111761	2113524	+	1764	84	82	1	2	49	17	84	79	97	77	30	26	11	3
PBANKA_145610	14	2114620	2115405	+	786	79	99	57	64	1877	856	1312	1160	1387	1006	373	403	1763	2312
PBANKA_145620	14	2116418	2118403	-	1986	4	8	0	2	106	40	166	161	248	185	81	97	19	10
PBANKA_145630	14	2119757	2120466	-	710	15	6	5	1	108	35	138	92	115	118	29	26	11	9
PBANKA_145640	14	2122130	2123107	+	978	0	3	1	1	31	10	90	55	180	99	44	36	14	5
PBANKA_145650	14	2123869	2124636	-	768	8	4	1	3	22	5	89	67	85	57	60	93	43	37
PBANKA_145660	14	2125555	2125806	+	252	2	0	1	0	12	2	42	28	36	27	19	11	9	4
PBANKA_145670	14	2126557	2126969	-	413	349	366	3	0	3	2	55	44	74	47	35	31	2	2
PBANKA_145680	14	2128742	2130483	-	1742	556	759	0	1	70	20	256	195	460	421	226	222	28	18
PBANKA_145690	14	2133409	2134373	+	965	2941	3971	34	41	799	416	975	972	1491	1230	1240	1538	1841	2201
PBANKA_145700	14	2135696	2136934	+	1239	5	7	1	0	0	1	33	38	95	57	185	203	54	43
PBANKA_145710	14	2137580	2139108	-	1529	8	9	3	1	69	24	162	166	150	133	116	125	19	5
PBANKA_145720	14	2140304	2146323	-	6020	21	37	1	0	1	2	107	70	521	352	396	327	50	43
PBANKA_145730	14	2147815	2150993	-	3179	187	275	3	4	111	56	274	267	241	117	86	43	44	35
PBANKA_145740	14	2152222	2156386	+	4165	57	76	9	3	174	71	254	205	187	104	70	43	193	215
PBANKA_145750	14	2156854	2159643	-	2790	250	380	3	9	45	20	398	292	439	250	154	103	76	57
PBANKA_145760	14	2163180	2166822	+	3643	12	6	6	11	118	47	270	185	296	162	121	93	174	111
PBANKA_145770	14	2167182	2169506	-	2325	10	5	0	0	1	0	3	3	15	4	9	14	35	10
PBANKA_145780	14	2171294	2172184	-	891	265	431	3	2	41	14	81	99	219	144	124	118	13	17
PBANKA_145790	14	2174200	2175211	+	1012	110	169	5	0	96	29	250	177	260	163	135	104	38	25
PBANKA_145800	14	2175499	2177631	-	2133	178	229	5	6	160	36	180	132	202	113	68	46	95	80
PBANKA_145810	14	2179062	2182191	+	3130	325	462	6	5	93	23	248	165	236	155	97	64	23	3
PBANKA_145820	14	2182183	2183430	-	1248	37	47	0	0	13	6	57	42	94	45	38	25	6	8
PBANKA_145830	14	2185276	2188624	+	3349	168	329	3	0	56	27	253	168	526	341	235	184	38	24
PBANKA_145840	14	2189236	2193078	-	3843	0	0	2	0	37	16	60	41	66	42	39	26	14	0
PBANKA_145850	14	2193622	2194382	+	761	7	4	1	3	4	6	44	44	39	34	17	10	3	3
PBANKA_145860	14	2195116	2196123	+	1008	34	51	0	0	46	15	117	62	60	31	27	23	1	4
PBANKA_145870	14	2197122	2200116	+	2995	0	2	1	0	42	7	101	97	111	95	57	44	20	13
PBANKA_145880	14	2200589	2204833	-	4245	1	3	0	2	17	2	32	19	58	36	33	37	9	6
PBANKA_145890	14	2207536	2209079	+	1544	3	6	3	0	24	13	110	60	115	52	77	61	81	77
PBANKA_145900	14	2209873	2210769	+	897	4	9	1	2	34	16	25	17	14	8	13	10	142	88
PBANKA_145910	14	2211389	2213385	+	1997	6	10	1	0	15	5	68	44	58	41	30	22	6	8
PBANKA_145920	14	2214384	2216498	+	2115	11	11	1	0	39	14	113	79	95	30	30	18	6	0
PBANKA_145930	14	2218445	2219575	+	1131	337	515	9	13	936	465	2534	2825	6719	4501	4994	4489	1122	803
PBANKA_145940	14	2222242	2226112	+	3871	13	25	1	4	76	32	141	107	156	65	238	240	91	86
PBANKA_145950	14	2228482	2229096	+	615	61	73	2	6	25	11	40	38	42	28	854	1133	235	184
PBANKA_145960	14	2229885	2231471	-	1587	18	48	0	0	14	6	30	29	47	21	14	14	9	7
PBANKA_145970	14	2232852	2234207	+	1356	14	23	2	4	63	23	125	120	171	107	60	72	70	86
PBANKA_145980	14	2235324	2236442	+	1119	1	2	4	2	54	31	187	139	164	116	51	52	12	25
PBANKA_145990	14	2237739	2238933	+	1195	55	95	2	0	98	34	202	156	338	211	152	113	10	13
PBANKA_146000	14	2239872	2242178	-	2307	315	506	1	0	0	0	3	6	28	34	19	9	8	7
PBANKA_146010	14	2244012	2244895	+	884	19	23	5	2	13	3	68	40	60	43	35	11	5	4
PBANKA_146020	14	2245313	2245804	-	492	130	204	5	2	38	25	117	76	161	88	68	56	30	23
PBANKA_146030	14	2246491	2248297	+	1807	6	4	0	0	10	2	81	61	127	98	46	40	9	9
PBANKA_146040	14	2248833	2249753	-	921	116	101	5	16	230	120	243	205	210	158	86	69	11	11
PBANKA_146050	14	2253038	2255170	+	2133	202	342	0	1	17	5	28	26	85	41	136	90	31	11
PBANKA_146060	14	2255784	2257217	-	1434	73	147	4	1	19	3	74	34	69	34	192	177	178	153
PBANKA_146070	14	2258180	2260720	+	2541	0	3	2	3	5	0	36	38	28	25	27	19	16	10
PBANKA_146080	14	2261745	2262389	+	645	1	1	0	5	48	13	69	52	63	18	36	25	189	159
PBANKA_146090	14	2262807	2263385	+	579	0	4	1	0	2	1	8	7	29	26	14	11	4	5
PBANKA_146100	14	2263904	2265058	+	1155	3	4	1	2	35	11	38	22	28	20	20	13	62	46
PBANKA_146110	14	2266159	2267316	+	1158	334	451	1	1	53	37	116	115	297	237	200	208	880	1121
