Geneid	Chr	Start	End	Strand	Length	SRR935544	SRR935549	SRR935553	SRR935554	SRR935555	SRR935557	SRR935558	SRR935559	SRR935560
PBANKA_142510	14	908813	910450	+	1638	2516	918	1559	3183	923	2903	1375	672	1276
PBANKA_142520	14	912168	913481	+	1314	61	11	29	46	89	200	282	211	810
PBANKA_142530	14	914037	917180	+	3144	55	18	391	695	55	85	175	71	154
PBANKA_142535	14	917236	918815	+	1580	171	128	440	932	110	261	357	264	172
PBANKA_142540	14	919028	926332	-	7305	839	912	1639	3437	475	1416	349	837	94
PBANKA_142550	14	928566	930541	+	1976	618	256	697	1647	162	323	415	327	121
PBANKA_142560	14	930582	934988	-	4407	423	182	549	1525	293	1127	404	416	62
PBANKA_142570	14	935633	937177	+	1545	99	23	124	314	100	292	405	140	23
PBANKA_142580	14	937688	941083	-	3396	187	42	52	42	288	518	1698	989	88
PBANKA_142590	14	942970	946969	+	4000	600	328	171	252	5909	11134	1014	723	197
PBANKA_142600	14	947044	949617	-	2574	460	428	418	987	1290	1584	202	142	58
PBANKA_142610	14	950504	952863	-	2360	668	340	1027	2393	334	1165	382	376	78
PBANKA_142620	14	955724	961129	-	5406	3177	4263	2467	8898	2027	9749	1884	2269	1623
PBANKA_142630	14	964549	968132	-	3584	1715	896	1496	3475	528	1646	764	691	1017
PBANKA_142640	14	969535	971193	+	1659	1322	377	923	1715	588	1328	657	366	1309
PBANKA_142650	14	971940	974782	-	2843	296	115	161	185	865	1640	1508	1240	1235
PBANKA_142660	14	977085	978254	+	1170	167	58	140	160	722	1067	297	172	432
PBANKA_142670	14	978675	981131	-	2457	549	124	973	2141	231	309	353	289	314
PBANKA_142680	14	981814	982946	+	1133	48	14	114	152	18	10	174	90	37
PBANKA_142690	14	984023	986752	-	2730	3356	2343	2394	7633	499	1692	4809	4623	1638
PBANKA_142700	14	990581	992861	+	2281	569	173	568	1516	94	245	1295	635	672
PBANKA_142710	14	993202	994989	-	1788	1048	399	493	1246	417	738	12324	6365	417
PBANKA_142720	14	998416	1001038	+	2623	893	210	1026	2178	707	1971	4123	3013	435
PBANKA_142730	14	1002009	1004792	-	2784	479	287	506	1097	204	499	514	494	61
PBANKA_142740	14	1005894	1006487	+	594	190	36	160	230	82	159	212	96	90
PBANKA_142750	14	1007623	1007889	+	267	173	61	390	741	104	263	477	210	63
PBANKA_142760	14	1008823	1012699	+	3877	132	52	66	80	227	416	981	836	67
PBANKA_142770	14	1013489	1015609	+	2121	56	25	66	69	69	82	491	361	17
PBANKA_142780	14	1017598	1034166	+	16569	166	199	2264	4840	520	2042	454	1952	199
PBANKA_142790	14	1034948	1035262	+	315	240	86	81	250	68	208	45	34	585
PBANKA_142800	14	1036109	1038751	-	2643	296	101	608	1525	215	618	512	708	247
PBANKA_142810	14	1042200	1045181	+	2982	793	459	570	1292	938	2554	1414	1468	3107
PBANKA_142820	14	1045754	1048075	-	2322	181	79	202	453	79	160	571	287	367
PBANKA_142830	14	1048675	1053659	+	4985	290	275	228	391	167	282	907	883	128
PBANKA_142840	14	1054920	1055795	+	876	276	107	172	406	124	383	454	150	614
PBANKA_142850	14	1056790	1058541	-	1752	733	197	446	998	355	1262	334	197	108
PBANKA_142860	14	1060892	1061906	-	1015	313	145	288	609	116	319	463	242	91
PBANKA_142870	14	1063093	1066884	-	3792	14547	27243	11278	52220	1434	9649	3628	12370	3785
PBANKA_142880	14	1070356	1071321	+	966	676	203	327	744	287	876	1110	744	375
PBANKA_142890	14	1072969	1075941	-	2973	1731	2849	832	2669	669	2522	877	1414	719
PBANKA_142900	14	1080714	1081571	+	858	188	52	199	394	38	67	278	85	90
PBANKA_142910	14	1081807	1082315	-	509	109	19	15	13	37	41	1961	428	133
PBANKA_142920	14	1082899	1084650	-	1752	182	90	16	14	175	96	4683	3235	933
PBANKA_142930	14	1086954	1089033	+	2080	61	19	45	35	80	150	1145	455	434
PBANKA_142940	14	1090574	1090855	+	282	171	20	74	45	251	455	912	226	67
PBANKA_142950	14	1091751	1092551	-	801	601	221	332	558	107	277	557	218	1692
PBANKA_142960	14	1093232	1095499	-	2268	2334	1333	1694	3717	731	1677	195	177	260
PBANKA_142970	14	1097356	1100041	-	2686	2762	1305	2306	7521	277	1101	2179	1949	599
PBANKA_142980	14	1101582	1102184	-	603	63	21	149	345	39	98	133	74	49
PBANKA_142990	14	1103093	1107371	+	4279	342	70	618	1364	248	559	626	453	510
PBANKA_143000	14	1107923	1108603	-	681	66	12	117	247	43	70	80	75	152
PBANKA_143010	14	1109361	1111129	-	1769	765	201	598	1368	315	803	1002	517	491
PBANKA_143020	14	1111259	1111779	-	521	325	53	196	588	87	350	318	201	286
PBANKA_143030	14	1113215	1114456	+	1242	428	185	38	59	151	95	15391	7190	311
PBANKA_143040	14	1114756	1115696	-	941	558	201	337	836	76	233	528	243	951
PBANKA_143050	14	1116784	1117248	+	465	165	45	151	336	26	87	121	63	133
PBANKA_143060	14	1118409	1119252	+	844	202	80	64	114	275	223	2824	956	685
PBANKA_143070	14	1120985	1122230	+	1246	1004	243	489	871	1855	2630	1320	625	278
PBANKA_143080	14	1123486	1124133	+	648	94	33	409	586	141	387	462	216	64
PBANKA_143090	14	1125594	1128416	+	2823	251	39	369	870	153	351	1887	1114	188
PBANKA_143100	14	1129487	1130344	+	858	98	9	348	846	33	170	45	33	25
PBANKA_143105	14	1130904	1131576	-	673	589	139	825	1526	88	119	781	227	262
PBANKA_143110	14	1132848	1134500	-	1653	853	341	558	1752	622	1941	2118	1677	1817
PBANKA_143120	14	1135499	1136366	-	868	114	33	43	157	53	143	667	249	400
PBANKA_143130	14	1136854	1137264	+	411	69	19	32	105	49	42	778	278	281
PBANKA_143140	14	1137451	1140819	-	3369	117	93	43	46	81	136	949	2290	46
PBANKA_143150	14	1141798	1142877	+	1080	512	121	25	47	136	291	4651	2616	120
PBANKA_143160	14	1144346	1146124	+	1779	487	145	333	651	434	1111	464	302	754
PBANKA_143170	14	1147732	1149438	+	1707	556	254	494	1298	182	568	203	92	135
PBANKA_143180	14	1150287	1151150	+	864	143	20	341	713	92	239	227	118	77
PBANKA_143190	14	1151713	1153610	+	1898	822	351	688	1182	285	672	291	133	212
PBANKA_143200	14	1154326	1154748	-	423	1152	484	396	1215	199	751	739	477	413
PBANKA_143210	14	1156447	1158645	+	2199	523	150	399	1325	141	595	565	315	206
PBANKA_143220	14	1159857	1160501	-	645	748	225	20	27	1076	1319	11043	5658	2843
PBANKA_143230	14	1161823	1162380	-	558	55	13	11	2	32	12	1077	460	4715
PBANKA_143240	14	1164534	1167533	+	3000	330	80	76	79	258	345	4325	2107	312
PBANKA_143250	14	1170654	1173242	+	2589	5370	4360	2128	7581	939	3647	1080	1726	3476
PBANKA_143260	14	1174220	1174642	-	423	78	30	170	354	61	169	793	238	334
PBANKA_143270	14	1175359	1177293	-	1935	82	43	43	54	95	163	512	203	2197
PBANKA_143280	14	1178458	1181451	+	2994	1320	1908	448	1565	173	591	380	588	2678
PBANKA_143290	14	1182672	1185239	+	2568	518	196	781	2047	141	479	1217	1291	683
PBANKA_143300	14	1185629	1188088	-	2460	499	170	486	1061	487	916	2392	1511	2196
PBANKA_143310	14	1191638	1192273	+	636	1553	578	668	2119	419	1319	628	366	1375
PBANKA_143320	14	1193758	1194444	+	687	380	144	123	208	114	152	562	261	512
PBANKA_143330	14	1194711	1196057	-	1347	1201	833	459	1186	232	695	618	523	1981
PBANKA_143340	14	1196226	1196468	-	243	234	170	110	211	36	122	130	107	417
PBANKA_143350	14	1197755	1199326	+	1572	356	109	439	806	213	569	515	283	901
PBANKA_143360	14	1200694	1201740	+	1047	73	44	39	36	103	90	181	76	431
PBANKA_143370	14	1203212	1204938	+	1727	213	113	53	36	237	723	1031	930	2270
PBANKA_143380	14	1205491	1211913	-	6423	1314	1556	2216	5740	947	3691	621	1280	536
PBANKA_143390	14	1213318	1215120	+	1803	397	265	162	356	196	491	497	324	324
PBANKA_143400	14	1216248	1218900	-	2653	320	79	341	563	353	660	347	225	207
PBANKA_143410	14	1220701	1224669	-	3969	902	719	942	2101	398	1199	650	560	443
PBANKA_143420	14	1226187	1229019	-	2833	1519	549	1032	1795	460	1079	443	292	1142
PBANKA_143430	14	1229992	1231566	-	1575	62	27	49	57	46	57	438	381	20
PBANKA_143440	14	1232289	1234220	-	1932	129	32	70	99	177	119	2473	969	140
PBANKA_143450	14	1235251	1237509	-	2259	434	239	246	604	102	345	417	270	65
PBANKA_143460	14	1240839	1248875	+	8037	503	706	282	397	2132	5708	5534	23188	166
PBANKA_143470	14	1251831	1257791	+	5961	1042	721	2635	5812	2247	7854	868	1571	163
PBANKA_143480	14	1258697	1263544	-	4848	1428	686	1850	5294	1469	4412	3307	4054	192
PBANKA_143490	14	1265321	1265893	-	573	31	10	14	12	47	25	440	322	58
PBANKA_143500	14	1267554	1267715	+	162	8	3	7	2	8	4	51	28	6
PBANKA_143510	14	1268820	1269503	+	684	191	18	215	435	89	348	396	234	135
PBANKA_143520	14	1270588	1272030	-	1443	85	37	107	143	115	98	1943	969	1800
PBANKA_143530	14	1274390	1276270	+	1881	930	499	630	1700	600	1514	683	772	2547
PBANKA_143540	14	1276862	1283555	-	6694	181	70	476	1007	280	763	800	875	347
PBANKA_143550	14	1284428	1292586	+	8159	367	211	541	988	1132	4421	610	1060	157
PBANKA_143560	14	1293127	1294539	+	1413	815	314	299	811	268	705	338	324	2332
PBANKA_143570	14	1294893	1295909	-	1017	1343	503	525	1628	230	619	375	350	609
PBANKA_143580	14	1296676	1298177	+	1502	227	49	258	454	320	587	331	192	79
PBANKA_143590	14	1298862	1302223	-	3362	14	15	39	10	27	28	226	88	322
PBANKA_143610	14	1304722	1305567	-	846	337	128	223	680	718	3173	273	253	166
PBANKA_143620	14	1309915	1316005	-	6091	830	1012	767	1809	2172	6931	1484	2599	296
PBANKA_143630	14	1319048	1321311	+	2264	247	133	70	92	145	157	7252	3529	102
PBANKA_143640	14	1322194	1323086	+	893	348	146	124	194	60	108	977	427	1520
PBANKA_143650	14	1323382	1326704	-	3323	712	354	97	114	2543	5375	5070	8189	977
PBANKA_143660	14	1329345	1330883	+	1539	1826	802	62	87	657	465	49167	31917	538
PBANKA_143670	14	1331870	1334329	+	2460	251	70	381	990	94	279	608	240	143
PBANKA_143680	14	1335227	1336564	+	1338	208	41	300	643	201	724	437	227	73
PBANKA_143690	14	1337490	1339983	+	2494	403	258	369	800	116	285	207	205	59
PBANKA_143700	14	1340529	1342721	+	2193	683	160	826	2259	680	2218	385	518	131
PBANKA_143710	14	1343438	1345534	-	2097	2582	1948	493	1638	1165	2014	666	935	376
PBANKA_143720	14	1347681	1349207	-	1527	398	122	814	1429	195	489	909	574	98
PBANKA_143730	14	1351801	1354227	-	2427	4351	1456	9611	19572	5721	20031	3019	3187	909
PBANKA_143740	14	1356653	1358752	-	2100	988	343	272	404	272	481	670	218	687
PBANKA_143750	14	1365549	1372568	+	7020	1182	1666	356	666	154	325	577	1485	112
PBANKA_143760	14	1374739	1375293	+	555	1310	572	55	48	1749	1811	37053	21206	3049
PBANKA_143770	14	1376185	1377845	-	1661	1202	422	79	160	378	349	31492	15839	1612
PBANKA_143780	14	1378994	1380824	+	1831	952	533	489	1249	649	1335	1541	834	3955
PBANKA_143790	14	1380978	1381967	-	990	450	267	352	582	418	851	889	417	1680
PBANKA_143800	14	1383518	1385449	-	1932	1499	483	414	697	2267	7408	2516	1632	578
PBANKA_143810	14	1387915	1389282	+	1368	1414	674	423	1167	361	1149	1028	966	494
PBANKA_143820	14	1390348	1393856	-	3509	738	309	788	2763	1618	5190	607	1363	1000
PBANKA_143830	14	1395625	1401072	+	5448	4597	3085	4106	11632	4738	14344	1791	3935	1696
PBANKA_143840	14	1401186	1414099	-	12914	1366	1901	3160	7206	2625	8422	1874	6962	978
PBANKA_143850	14	1415371	1420286	-	4916	278	110	862	2065	376	1152	628	426	339
PBANKA_143860	14	1421375	1422305	+	931	416	139	820	1758	208	731	304	229	159
PBANKA_143870	14	1423393	1424325	+	933	312	128	156	370	28	24	103	41	331
PBANKA_143880	14	1424780	1425478	-	699	267	137	239	547	69	128	314	197	184
PBANKA_143890	14	1426356	1427237	+	882	248	99	220	612	52	115	412	186	135
PBANKA_143900	14	1428108	1429059	-	952	118	24	24	27	470	621	452	134	832
PBANKA_143910	14	1432076	1435106	+	3031	1356	689	236	383	1395	2285	35780	27532	1706
PBANKA_143920	14	1437456	1439960	+	2505	41277	26442	18122	45533	8861	16489	13574	18771	38804
PBANKA_143930	14	1441904	1443716	+	1813	1227	527	401	903	314	726	3437	1958	2414
PBANKA_143940	14	1445298	1446360	+	1063	561	90	257	493	986	2671	1720	879	445
PBANKA_143950	14	1447265	1448384	-	1120	121	36	152	365	65	217	207	134	136
PBANKA_143960	14	1449810	1453364	-	3555	309	131	305	780	684	2917	407	616	165
PBANKA_143970	14	1454506	1455459	+	954	106	19	175	302	129	304	537	210	353
PBANKA_143980	14	1456019	1456529	-	511	309	131	133	295	84	292	341	196	1052
PBANKA_143990	14	1457160	1462086	-	4927	1026	652	461	1485	276	802	1148	579	5484
PBANKA_144000	14	1462752	1467943	+	5192	555	235	608	1178	479	1150	747	497	1392
PBANKA_144010	14	1468222	1470934	-	2713	1310	709	693	1818	483	1271	799	519	1153
PBANKA_144020	14	1472408	1473446	+	1039	527	392	176	424	90	224	317	180	5242
PBANKA_144030	14	1474025	1474600	-	576	1184	651	267	905	42	108	213	163	3854
PBANKA_144040	14	1475269	1476772	+	1504	534	356	311	764	86	131	223	90	1614
PBANKA_144050	14	1477137	1480070	-	2934	2020	1321	1211	4033	481	1552	434	442	1102
PBANKA_144060	14	1481114	1485250	-	4137	1460	1279	771	3006	391	1581	666	1218	2096
PBANKA_144070	14	1487363	1491016	+	3654	1101	411	1560	3306	568	2185	1281	879	1331
PBANKA_144080	14	1491624	1493693	-	2070	279	104	349	1048	113	287	410	236	1415
PBANKA_144090	14	1495855	1498423	-	2569	155	51	296	578	98	221	244	117	74
PBANKA_144100	14	1500473	1501228	+	756	25	13	10	11	6	15	359	132	44
PBANKA_144110	14	1503349	1504215	+	867	1112	169	2269	3955	1297	3305	2118	657	489
PBANKA_144120	14	1504490	1507529	-	3040	515	73	381	721	755	1484	819	406	288
PBANKA_144130	14	1508708	1512595	+	3888	304	145	340	839	685	1410	552	881	215
PBANKA_144140	14	1513352	1514253	-	902	264	83	421	503	636	1467	964	387	205
PBANKA_144150	14	1516754	1518598	+	1845	954	688	368	1000	172	443	396	295	3783
PBANKA_144160	14	1520242	1522143	+	1902	371	101	234	427	329	815	792	344	177
PBANKA_144170	14	1523270	1524646	-	1377	1918	1084	824	1362	311	825	355	136	191
PBANKA_144180	14	1526358	1526834	-	477	151	32	7	9	303	587	723	205	54
PBANKA_144190	14	1527695	1529842	-	2148	796	631	579	1864	97	163	624	882	156
PBANKA_144200	14	1531942	1537884	+	5943	196	101	299	705	852	2777	231	305	66
PBANKA_144210	14	1538820	1542311	+	3492	343	183	213	479	617	2063	295	434	108
PBANKA_144220	14	1546167	1562213	-	16047	1404	1838	8201	18019	7331	24143	4007	10936	2054
PBANKA_144230	14	1565697	1568156	+	2460	498	184	171	336	1176	3780	1224	1005	262
PBANKA_144240	14	1569140	1571910	-	2771	300	512	174	446	780	1333	144	210	113
PBANKA_144250	14	1574011	1577220	-	3210	1313	1382	508	2261	145	425	287	507	990
PBANKA_144260	14	1578140	1579672	+	1533	575	308	309	1007	84	253	2607	2143	631
PBANKA_144270	14	1580103	1580546	+	444	125	19	102	225	25	75	70	71	26
PBANKA_144280	14	1580693	1582302	-	1610	140	22	180	275	61	131	182	164	47
PBANKA_144290	14	1583273	1585588	+	2316	237	46	159	347	56	120	142	82	95
PBANKA_144300	14	1587353	1590223	+	2871	993	295	384	947	923	4610	2979	2322	675
PBANKA_144310	14	1591749	1595176	+	3428	1388	920	1121	2967	320	1116	210	213	286
PBANKA_144320	14	1596476	1598021	+	1546	686	105	740	2006	182	621	538	319	121
PBANKA_144330	14	1598402	1600258	-	1857	5451	1308	88	66	14910	46214	274	309	374
PBANKA_144340	14	1603277	1606485	+	3209	577	382	810	1918	558	2146	54	69	3265
PBANKA_144350	14	1606625	1614037	-	7413	1596	2976	3724	12634	3518	16632	423	2805	996
PBANKA_144360	14	1615645	1620159	-	4515	590	154	322	796	116	236	373	249	630
PBANKA_144370	14	1621457	1626173	+	4717	1517	384	785	2099	305	711	3790	2579	5073
PBANKA_144380	14	1626618	1632425	-	5808	2497	3127	806	2413	659	2000	994	1137	804
PBANKA_144390	14	1637006	1639195	+	2190	1123	512	153	438	2382	6842	3907	2745	1280
PBANKA_144400	14	1640284	1640782	+	499	1055	217	2137	2771	404	729	302	95	285
PBANKA_144410	14	1642507	1644220	+	1714	2326	772	3143	8172	377	1358	367	286	443
PBANKA_144420	14	1644625	1647192	-	2568	885	668	702	2121	565	1989	1122	3417	532
PBANKA_144430	14	1647631	1648116	+	486	76	27	90	164	73	171	363	194	155
PBANKA_144440	14	1648272	1650167	+	1896	164	30	168	313	332	421	847	452	313
PBANKA_144450	14	1650244	1656159	-	5916	183	152	239	365	1396	2692	688	1436	364
PBANKA_144460	14	1657236	1662187	-	4952	291	51	605	1209	212	428	1732	746	1342
PBANKA_144470	14	1662795	1669221	+	6427	448	153	1078	2929	475	1555	480	721	650
PBANKA_144480	14	1669708	1671045	-	1338	932	582	72	75	376	303	29186	29200	551
PBANKA_144490	14	1673572	1676654	+	3083	477	107	735	1683	200	465	846	503	203
PBANKA_144500	14	1677144	1678075	-	932	201	67	44	61	85	85	5129	3733	1020
PBANKA_144510	14	1679290	1680444	-	1155	535	132	671	1051	107	232	386	170	366
PBANKA_144520	14	1681501	1682805	-	1305	348	223	206	436	28	72	95	73	805
PBANKA_144530	14	1683932	1685161	+	1230	424	184	442	862	111	266	480	337	1397
PBANKA_144540	14	1686981	1689130	+	2150	2441	1310	1488	3275	791	2467	1276	691	1850
PBANKA_144550	14	1690564	1692394	+	1831	1827	2076	887	4478	379	2285	319	876	914
PBANKA_144560	14	1693862	1696252	+	2391	592	608	376	733	138	207	444	187	823
PBANKA_144570	14	1696762	1700370	+	3609	326	204	489	1593	190	250	3650	4216	1026
PBANKA_144580	14	1701535	1702837	+	1303	383	104	463	827	532	521	856	340	337
PBANKA_144590	14	1703510	1704610	-	1101	504	101	476	1178	446	562	2831	1645	5996
PBANKA_144600	14	1710993	1713743	-	2751	58	17	56	108	64	75	817	776	179
PBANKA_144610	14	1714968	1720507	-	5540	384	239	546	1149	1091	2461	1094	2045	592
PBANKA_144620	14	1722286	1722714	+	429	68	25	78	178	17	47	400	186	59
PBANKA_144630	14	1724127	1727300	-	3174	945	599	567	1987	460	1665	694	863	884
PBANKA_144640	14	1728989	1729365	-	377	168	34	108	186	18	22	167	54	381
PBANKA_144650	14	1737851	1743124	+	5274	3073	890	5849	19753	1051	5009	1439	2047	302
PBANKA_144660	14	1744930	1748022	+	3093	533	263	414	1048	280	473	885	375	975
PBANKA_144670	14	1748092	1749994	-	1903	539	144	343	793	247	607	589	409	987
PBANKA_144680	14	1750962	1753597	-	2636	3035	942	4150	12035	580	2832	568	513	486
PBANKA_144690	14	1755093	1756825	+	1733	565	109	833	1543	443	1248	1218	513	149
PBANKA_144700	14	1758007	1758956	+	950	166	72	231	400	228	469	1015	422	465
PBANKA_144710	14	1759329	1760222	-	894	758	457	263	981	317	923	1489	919	2728
PBANKA_144720	14	1761433	1764101	-	2669	328	101	82	134	948	2169	1536	855	1302
PBANKA_144730	14	1766178	1767143	+	966	71	31	72	125	90	167	457	177	528
PBANKA_144740	14	1767823	1772179	+	4357	193	35	201	221	240	729	373	180	113
PBANKA_144750	14	1772288	1773142	-	855	86	25	144	243	72	208	212	138	68
PBANKA_144760	14	1773427	1776307	-	2881	690	346	293	516	145	202	607	270	592
PBANKA_144770	14	1777565	1779898	-	2334	301	116	539	1092	137	413	361	234	640
PBANKA_144780	14	1781422	1781898	+	477	703	331	350	1336	217	717	536	366	4129
PBANKA_144790	14	1783223	1788474	-	5252	467	351	600	2361	719	1671	2942	8210	307
PBANKA_144800	14	1794138	1797746	+	3609	612	497	2102	7498	305	753	2242	7483	976
PBANKA_144810	14	1798137	1800182	-	2046	839	251	603	1478	116	284	371	237	407
PBANKA_144820	14	1802549	1817156	+	14608	1383	1561	5779	15093	1656	5554	1105	4573	1466
PBANKA_144830	14	1817738	1819315	+	1578	222	123	273	508	214	478	492	200	144
PBANKA_144840	14	1819626	1820474	-	849	749	241	496	1121	458	1062	981	451	374
PBANKA_144850	14	1822600	1825610	+	3011	2848	1525	668	2108	2536	6850	3179	2485	1431
PBANKA_144860	14	1826296	1827756	-	1461	159	42	118	288	112	325	401	155	523
PBANKA_144870	14	1828901	1838344	+	9444	2773	6043	4953	16554	3301	13195	1047	5129	1954
PBANKA_144880	14	1839326	1844509	+	5184	246	213	728	1290	790	2697	513	961	214
PBANKA_144890	14	1844610	1846643	-	2034	276	84	613	1053	426	947	1579	872	117
PBANKA_144900	14	1847885	1850196	-	2312	531	105	93	110	527	636	7363	2448	257
PBANKA_144910	14	1851154	1852212	-	1059	175	32	170	458	61	172	574	286	222
PBANKA_144920	14	1853298	1856219	-	2922	282	99	350	849	378	1518	900	454	494
PBANKA_144930	14	1857872	1859657	-	1786	387	198	44	52	174	192	12139	9071	284
PBANKA_144940	14	1862249	1866581	+	4333	2151	1020	1301	3265	341	1124	1246	956	839
PBANKA_144950	14	1867813	1868559	+	747	733	130	1161	1797	996	2387	2391	1071	3653
PBANKA_144960	14	1869389	1870930	+	1542	35	3	45	24	38	19	313	129	188
PBANKA_144970	14	1871364	1871682	-	319	196	37	149	274	348	404	1493	697	2990
PBANKA_144980	14	1873476	1876571	-	3096	188	60	62	78	256	491	1977	797	362
PBANKA_144990	14	1879475	1883650	+	4176	2634	3554	1692	6724	1330	6160	2015	3747	5310
PBANKA_145000	14	1884331	1887297	-	2967	146	110	157	351	102	200	502	331	158
PBANKA_145010	14	1888566	1890548	+	1983	465	240	293	752	110	293	465	210	442
PBANKA_145020	14	1891811	1893448	+	1638	1385	242	1101	1252	1799	5752	2417	1118	335
PBANKA_145030	14	1895053	1896654	+	1602	509	130	1715	3843	670	2389	1455	1164	744
PBANKA_145040	14	1897256	1904911	-	7656	243	116	124	48	228	479	2639	2349	681
PBANKA_145050	14	1905887	1909188	-	3302	965	387	457	1341	447	1426	957	622	614
PBANKA_145060	14	1910476	1911351	+	876	469	149	209	530	200	578	576	226	867
PBANKA_145070	14	1913197	1914390	-	1194	1284	582	1248	2684	400	1159	1013	561	368
PBANKA_145080	14	1916774	1919359	-	2586	87	38	51	136	53	67	763	1400	2567
PBANKA_145090	14	1920907	1922169	+	1263	244	45	289	676	86	227	386	221	983
PBANKA_145100	14	1922760	1924796	+	2037	364	128	201	479	262	884	778	307	665
PBANKA_145110	14	1926423	1927226	-	804	699	206	26	37	221	174	17381	12324	4071
PBANKA_145120	14	1928651	1929350	-	700	49	11	14	14	19	21	482	142	785
PBANKA_145130	14	1930986	1932434	-	1449	434	124	400	760	73	264	277	111	469
PBANKA_145140	14	1933152	1934964	+	1813	193	57	174	385	291	585	549	313	116
PBANKA_145150	14	1935331	1936662	-	1332	218	34	33	55	580	997	1145	477	144
PBANKA_145160	14	1938554	1940569	+	2016	412	100	651	1483	527	1320	1155	1361	172
PBANKA_145170	14	1940903	1946575	-	5673	756	883	743	1817	376	749	1000	927	1029
PBANKA_145180	14	1947930	1952600	+	4671	1573	1473	628	1919	438	1509	1626	2248	1989
PBANKA_145190	14	1952797	1953995	-	1199	113	81	74	163	36	104	913	258	152
PBANKA_145200	14	1955004	1956521	+	1518	689	92	228	495	520	1219	1280	512	422
PBANKA_145210	14	1957756	1962315	-	4560	1097	853	864	2044	1121	3476	1064	1590	917
PBANKA_145220	14	1965017	1966923	+	1907	2238	990	539	1610	197	518	762	882	5367
PBANKA_145230	14	1968425	1969377	+	953	2786	696	2076	3451	391	769	951	395	6888
PBANKA_145240	14	1970444	1970906	+	463	227	89	147	338	95	215	108	63	485
PBANKA_145250	14	1972812	1974980	+	2169	4327	2777	2881	8437	1030	3396	2203	2133	3010
PBANKA_145260	14	1975548	1976228	-	681	1324	626	1120	1706	148	375	482	243	215
PBANKA_145270	14	1977458	1978756	-	1299	70	55	51	62	108	139	536	468	156
PBANKA_145280	14	1979911	1982616	+	2706	1678	1634	998	3329	885	3439	1966	5294	5881
PBANKA_145290	14	1982962	1984212	-	1251	133	37	34	16	167	338	849	225	257
PBANKA_145300	14	1985369	1989013	+	3645	752	454	78	115	1715	5435	5961	9216	527
PBANKA_145310	14	1989476	1990996	-	1521	1096	374	363	1070	679	762	8856	8225	874
PBANKA_145320.2	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0	0
PBANKA_145320.1	14	1993479	1995587	+	2109	0	0	0	0	0	0	0	0	0
PBANKA_145330	14	1997540	1999804	+	2265	2252	802	1658	3605	1889	4281	10361	8426	795
PBANKA_145340	14	2001292	2002803	-	1512	337	178	109	318	771	920	1520	1439	1017
PBANKA_145350	14	2006013	2008358	-	2346	74	43	277	525	207	303	714	511	249
PBANKA_145360	14	2010303	2011278	+	976	132	15	254	402	105	181	232	77	140
PBANKA_145370	14	2016322	2020779	+	4458	1840	1057	875	1470	4235	20751	1291	2490	238
PBANKA_145380	14	2022614	2023243	+	630	185	71	138	281	62	80	391	133	85
PBANKA_145390	14	2024141	2024698	-	558	93	48	11	16	65	51	2699	1241	51
PBANKA_145400	14	2025808	2028573	+	2766	892	328	675	1558	881	2779	420	587	129
PBANKA_145410	14	2031216	2033804	+	2589	1909	1010	1159	2563	841	2892	279	173	827
PBANKA_145420	14	2036253	2053448	+	17196	798	2404	1635	3480	9536	37216	369	8679	304
PBANKA_145430	14	2054517	2057414	-	2898	560	236	592	1338	213	527	242	223	414
PBANKA_145440	14	2058680	2060221	+	1542	44	17	162	361	68	106	182	201	44
PBANKA_145450	14	2060549	2062168	-	1620	392	143	323	701	150	383	405	296	218
PBANKA_145460	14	2063324	2070467	-	7144	1044	762	851	2747	1591	7348	1434	2601	443
PBANKA_145470	14	2071816	2073477	-	1662	338	78	261	759	67	210	128	67	39
PBANKA_145480	14	2075162	2080726	-	5565	277	339	384	593	658	966	3408	9714	120
PBANKA_145490	14	2085535	2086935	-	1401	262	93	119	405	206	938	703	320	829
PBANKA_145500	14	2087935	2089422	+	1488	246	36	144	176	149	184	2422	766	668
PBANKA_145510	14	2091359	2092601	+	1243	239	50	761	1345	295	756	1246	544	77
PBANKA_145520	14	2093177	2095756	-	2580	1060	1210	406	1242	308	564	248	258	2238
PBANKA_145530	14	2097415	2098641	+	1227	1085	662	674	2006	468	1408	514	374	1063
PBANKA_145540	14	2099364	2100914	-	1551	789	383	278	638	885	1798	728	482	1485
PBANKA_145550	14	2102454	2102678	+	225	295	61	123	317	105	251	285	192	379
PBANKA_145560	14	2102924	2104882	+	1959	2030	889	1077	3072	859	2444	2121	1804	2757
PBANKA_145570	14	2105291	2106602	-	1312	290	31	256	521	40	61	679	228	60
PBANKA_145580	14	2107482	2109239	+	1758	212	66	450	1568	127	341	1578	1264	51
PBANKA_145590	14	2110075	2111229	+	1155	210	40	239	570	155	393	538	353	99
PBANKA_145600	14	2111761	2113524	+	1764	369	139	317	680	62	200	214	106	422
PBANKA_145610	14	2114620	2115405	+	786	11607	4771	2899	7594	758	3219	1824	943	2360
PBANKA_145620	14	2116418	2118403	-	1986	1387	333	1150	2068	289	726	931	350	227
PBANKA_145630	14	2119757	2120466	-	710	438	125	261	364	73	122	1470	511	618
PBANKA_145640	14	2122130	2123107	+	978	461	286	418	967	256	755	311	157	83
