"Geneid" "Chr" "Start" "End" "Strand" "Length" "SRR1571697" "SRR1571698" "SRR1571699" "SRR1571700" "SRR1571701" "SRR1571702" "SRR1571703" "SRR1571704" "SRR1571705" "SRR1571706" "SRR1571707" "SRR1571708" "SRR1571709" "SRR1571710" "SRR1571711" "SRR1571712" "SRR1571713" "SRR1571714" "SRR1571715" "SRR5298122" "SRR5298123" "SRR5298124" "SRR5298125" "SRR5298126" "SRR5298127" "SRR5298128" "SRR5298129" "SRR5298130" "SRR5298131" "SRR5298132" "SRR5298133" "SRR5298134" "SRR5298135"
"PVX_090115" "5" 1153411 1154235 "+" 825 35 30 72 38 25 53 89 42 64 44 65 20 18 45 70 100 108 99 18 316 282 579 700 205 247 416 568 260 239 170 194 9 18
"PVX_090120" "5" 1154524 1155965 "-" 1442 66 28 103 92 53 125 197 77 76 55 133 51 34 79 134 182 176 186 36 387 460 1019 1135 246 295 746 821 353 407 267 332 13 25
"PVX_090125" "5" 1156899 1158338 "+" 1440 87 127 354 316 264 390 404 309 208 175 512 218 156 254 358 542 540 565 98 615 727 1571 1791 450 516 1118 1201 494 550 417 440 25 20
"PVX_090130" "5" 1158440 1165281 "-" 6842 63 33 106 68 87 191 298 80 51 45 127 44 43 154 315 229 216 200 38 2358 2673 4264 4532 1942 2078 2910 3224 2003 2219 1688 1739 86 113
"PVX_090135" "5" 1167281 1168004 "+" 724 18 7 13 17 30 44 83 23 11 9 32 11 18 44 79 58 52 43 7 347 353 1000 1045 254 322 661 667 283 274 236 255 3 12
"PVX_090140" "5" 1170857 1172388 "+" 1532 28 7 88 33 24 32 47 21 15 27 96 20 7 26 43 84 66 75 9 607 706 1779 2105 448 591 1312 1418 521 538 405 504 24 43
"PVX_090145" "5" 1173196 1175123 "+" 1928 123 152 383 449 620 473 282 782 237 237 793 400 319 329 322 819 837 914 116 822 882 2419 2654 634 690 1621 1735 710 701 601 582 23 56
"PVX_090150" "5" 1176077 1189671 "-" 13595 1569 1075 1350 358 178 265 489 1618 1560 718 1051 155 91 295 633 1317 1294 1399 214 4159 4661 4306 4702 3045 3389 2813 3076 3495 3687 2718 2898 344 239
"PVX_090155" "5" 1196388 1198148 "+" 1761 499 455 1372 858 854 2185 3828 635 678 836 1952 534 450 1607 2362 2484 2330 2460 329 603 758 1923 2070 460 540 1319 1462 555 620 406 465 26 36
"PVX_090160" "5" 1200445 1202116 "+" 1672 2952 1814 2403 1031 376 297 426 4494 3080 1874 2872 614 257 356 643 2579 2650 2782 373 680 705 1972 2189 496 469 1271 1422 520 551 426 484 16 37
"PVX_090165" "5" 1203056 1211693 "+" 8638 1197 992 1574 677 438 370 404 1733 1574 992 1666 386 228 442 728 1708 1803 1712 276 3127 3336 3865 4099 2427 2540 2627 2780 2591 2718 2135 2272 237 247
"PVX_090170" "5" 1212453 1212863 "-" 411 41 31 118 82 54 57 84 64 42 56 156 45 30 44 62 150 109 151 37 170 215 616 721 133 150 398 477 170 152 117 141 9 13
"PVX_090175" "5" 1214128 1215294 "+" 1167 280 233 348 88 38 38 76 462 348 230 398 63 30 66 122 364 347 375 55 533 548 1476 1707 399 416 948 1001 373 453 339 365 21 24
"PVX_090180" "5" 1216477 1218601 "+" 2125 34 19 102 121 52 34 49 35 38 52 164 40 14 49 42 107 110 119 24 696 807 2123 2440 558 606 1388 1624 600 691 490 523 29 37
"PVX_090185" "5" 1218979 1220158 "+" 1180 51 44 80 22 14 40 85 64 87 56 77 20 16 38 100 81 93 94 16 449 532 1197 1438 342 374 845 980 349 403 336 378 19 18
"PVX_090190" "5" 1221185 1222997 "+" 1813 99 84 384 230 227 238 234 266 144 182 590 178 126 174 247 472 484 524 74 695 792 2103 2322 502 569 1426 1576 561 589 472 522 20 70
"PVX_090195" "5" 1223186 1224026 "-" 841 85 86 138 90 74 49 37 200 170 107 240 79 33 54 80 209 180 211 34 320 370 954 1079 228 293 745 821 307 288 223 278 10 23
"PVX_090200" "5" 1224514 1225079 "+" 566 21 14 51 27 29 22 26 33 34 29 56 11 11 24 33 70 45 57 8 190 203 616 675 168 158 449 496 184 185 121 147 8 14
"PVX_090205" "5" 1225992 1226789 "-" 798 13 1 15 8 165 220 101 142 22 15 14 88 114 162 153 213 184 197 36 211 279 640 764 147 161 382 483 183 192 116 190 7 13
"PVX_090210" "5" 1230371 1231228 "+" 858 5 4 8 6 265 507 240 132 21 3 16 106 250 412 354 412 375 431 81 306 314 960 1021 205 255 686 708 272 266 198 226 6 16
"PVX_090215" "5" 1233101 1235580 "+" 2480 825 223 300 316 1345 2622 2859 1293 464 236 590 621 898 2240 3631 2241 2200 2308 387 829 919 2193 2551 598 630 1561 1693 670 788 534 600 27 51
"PVX_090220" "5" 1236566 1241636 "-" 5071 430 346 540 291 262 325 308 709 516 325 686 234 151 260 386 708 721 767 115 1927 2060 3681 4070 1444 1638 2531 2727 1588 1665 1349 1427 83 109
"PVX_090225" "5" 1242797 1243802 "-" 1006 86 31 33 14 15 70 158 71 66 34 65 15 34 111 288 127 117 117 21 434 405 1186 1329 276 290 826 890 293 349 288 259 8 13
"PVX_090230" "5" 1247209 1250418 "-" 3210 15806 12204 17936 9725 11639 14385 9714 25013 20746 12829 21369 7908 7379 12257 15042 27580 27180 28853 4435 1196 1420 2961 3451 989 1046 2071 2455 928 1130 752 868 78 74
"PVX_090235" "5" 1253818 1254708 "+" 891 73 16 18 1 13 164 200 34 45 24 35 7 39 179 237 122 138 112 31 359 398 267 313 274 247 312 366 278 303 192 232 13 20
"PVX_090240" "5" 1255307 1256633 "-" 1327 9 9 112 58 35 166 160 22 28 26 148 31 37 210 222 165 176 181 35 519 618 744 865 413 450 742 893 463 473 354 327 18 32
"PVX_090245" "5" 1260403 1261260 "+" 858 5 1 2 2 0 35 49 8 20 12 7 3 16 55 82 48 37 37 10 419 488 447 445 348 393 623 674 336 383 291 326 23 38
"PVX_090250" "5" 1263606 1264574 "-" 969 1083 500 556 202 98 253 482 1103 850 505 655 124 130 358 647 843 831 895 131 457 516 506 533 308 390 768 788 374 360 316 347 23 33
"PVX_090255" "5" 1269240 1270922 "-" 1683 862 401 478 97 26 113 294 958 818 457 444 47 79 286 446 646 673 642 108 765 917 430 455 571 686 423 511 655 669 514 593 33 61
"PVX_090260" "5" 1273169 1274463 "-" 1295 0 9 34 114 38 28 20 28 8 24 148 68 30 21 28 99 90 81 19 544 614 301 354 433 464 492 524 427 485 340 388 30 39
"PVX_090265" "5" 1277668 1279489 "-" 1822 1653 652 664 77 30 161 400 2038 1478 779 578 74 102 388 715 854 888 883 123 842 913 489 572 679 706 722 749 670 674 565 569 52 71
"PVX_090270" "5" 1283152 1284222 "-" 1071 128 30 31 28 11 131 210 139 141 65 48 17 42 200 244 171 128 145 26 477 545 236 284 368 413 344 392 428 448 331 371 34 57
"PVX_090275" "5" 1288045 1289739 "-" 1695 441 79 143 241 184 181 345 704 275 294 707 299 134 252 452 546 601 647 95 920 1050 491 588 806 905 829 951 672 819 531 663 83 116
"PVX_090280" "5" 1293725 1294972 "+" 1248 222 139 142 17 14 120 273 326 263 141 113 17 36 183 255 222 240 242 32 591 658 215 253 414 404 175 194 439 494 361 410 22 43
"PVX_090285" "5" 1297808 1301010 "-" 3203 6 77 178 19 2 10 26 119 197 142 132 12 11 34 74 125 141 153 26 1137 1147 452 481 887 931 272 261 798 839 660 653 53 71
"PVX_090290" "5" 1305870 1306736 "-" 867 6 7 9 1 0 1 5 181 135 92 82 16 8 22 55 54 82 80 12 368 334 125 160 311 342 85 70 263 255 175 159 59 76
"PVX_090295" "5" 1315188 1317081 "+" 1894 2 0 2 3 2 13 9 9 11 3 3 1 4 11 34 10 9 10 2 1100 1255 460 482 931 1117 265 281 903 1056 600 690 87 186
"PVX_090300" "5" 1319756 1320939 "+" 1184 7 2 3 1 15 1134 2508 8 1152 324 105 16 392 2310 2760 1319 1447 1348 227 868 858 333 325 714 716 190 169 629 639 423 436 67 130
"PVX_090305" "5" 1324557 1326692 "+" 2136 602 189 83 16 24 81 171 1006 602 259 198 45 37 192 398 328 359 398 57 1275 1274 471 496 957 1070 201 206 781 804 601 599 130 222
"PVX_090310" "5" 1329607 1330956 "+" 1350 0 2 0 0 0 3 10 3 1 1 3 0 0 3 38 9 11 7 2 876 904 337 326 715 700 182 176 670 733 486 458 71 97
"PVX_090315" "5" 1333095 1334734 "+" 1640 134 36 26 6 4 9 36 161 112 61 48 6 5 37 102 71 87 66 10 1012 1176 371 407 721 844 216 207 780 854 584 632 72 131
"PVX_090320" "5" 1339065 1339703 "+" 639 25 36 46 24 19 21 35 165 93 61 97 21 23 49 108 86 85 84 14 355 393 154 174 276 329 85 102 266 335 239 287 31 48
"PVX_090325" "5" 1345372 1353711 "-" 8340 170 131 166 12 138 1582 1554 114 570 13 46 145 1106 5312 7776 2723 2764 2630 442 5074 5335 1760 1943 4133 4400 955 980 3563 3618 2661 2822 361 633
"PVX_090330" "5" 1358418 1360484 "-" 2067 0 0 1 2 18 265 263 82 73 29 27 13 95 667 920 297 329 341 58 1206 1295 439 488 966 1070 226 239 832 889 640 725 152 227
"PVX_090335" "5" 1367155 1368735 "+" 1581 11 20 57 18 8 22 40 49 42 46 48 9 10 33 57 51 65 67 10 1137 1089 454 478 897 830 207 179 703 788 552 522 75 129
"PVX_090835" "9" 19413 20373 "+" 961 175 90 112 153 194 208 228 580 250 157 404 251 158 218 313 438 503 592 75 507 630 1335 1465 482 497 887 1064 385 473 324 448 16 33
"PVX_090840" "9" 20503 21396 "+" 894 459 214 316 440 476 515 611 1300 682 339 988 600 381 617 856 1109 1071 1221 173 556 528 1200 1234 471 443 821 794 425 414 363 344 35 36
"PVX_090845" "9" 23232 25037 "-" 1806 1653 952 1330 578 239 186 249 2817 1981 1064 1672 426 157 212 406 1715 1797 1806 245 908 971 2061 2523 684 798 1435 1634 647 771 565 545 31 53
"PVX_090850" "9" 30296 34267 "+" 3972 199 199 367 105 21 41 31 325 339 252 409 47 30 49 103 295 264 304 40 1840 2010 2783 3106 1450 1596 1962 2175 1508 1635 1269 1335 59 103
"PVX_090855" "9" 35068 35904 "-" 837 109 32 50 34 46 133 362 78 57 30 91 22 34 147 406 186 188 182 22 399 480 750 895 313 353 594 668 314 363 229 315 13 26
"PVX_090860" "9" 38197 39080 "-" 884 128 23 43 12 24 111 344 89 65 28 83 15 43 170 506 159 157 219 30 441 474 1081 1177 342 359 753 778 308 349 310 291 11 25
"PVX_090865" "9" 40715 42597 "+" 1883 223 187 291 78 24 33 94 276 298 247 398 61 23 54 127 291 293 333 52 948 1006 2018 2180 709 806 1389 1590 712 778 575 661 19 45
"PVX_090870" "9" 44112 46444 "+" 2333 316 253 347 102 38 76 160 485 447 253 376 68 30 101 188 393 404 426 59 1070 1249 2870 3284 797 877 1893 2134 831 956 689 820 47 37
"PVX_090875" "9" 49497 61162 "+" 11666 982 969 1532 543 236 392 675 1422 1648 1025 1634 250 180 431 898 1598 1564 1658 237 4737 5216 5250 5895 3428 3933 3408 3784 3779 4023 3177 3340 166 233
"PVX_090880" "9" 61246 64863 "-" 3618 506 380 606 341 170 135 191 696 549 365 624 137 97 136 222 577 671 651 102 1555 1731 3418 3640 1132 1249 2037 2282 1246 1351 1064 1078 38 62
"PVX_090885" "9" 65716 67473 "-" 1758 181 131 194 94 32 78 113 222 243 109 233 43 45 110 218 226 240 241 31 713 797 1552 1654 624 672 1076 1198 591 637 523 540 14 35
"PVX_090890" "9" 68861 73825 "-" 4965 830 473 877 626 482 439 664 1093 779 561 1183 437 220 478 945 1263 1256 1324 209 2178 2256 3098 3354 1682 1638 2200 2373 1829 1875 1474 1530 66 114
"PVX_090895" "9" 77676 81084 "-" 3409 123 162 326 139 63 59 25 256 246 211 440 89 42 72 114 352 319 360 52 1316 1438 3342 3661 1034 1154 2181 2402 1091 1230 837 982 27 82
"PVX_090900" "9" 82594 84608 "+" 2015 745 722 1398 989 391 179 126 1520 1110 822 1796 434 146 167 242 1390 1388 1559 236 794 961 2024 2349 580 655 1385 1580 647 696 513 572 20 46
"PVX_090905" "9" 85198 87048 "-" 1851 28 21 16 4 61 121 234 36 23 14 22 18 22 98 190 114 107 121 16 770 830 1608 1723 571 614 1173 1289 621 660 470 535 17 42
"PVX_090910" "9" 88362 90254 "+" 1893 36 7 9 3 47 158 258 37 23 14 26 16 35 132 216 112 99 139 28 701 828 1625 1778 496 620 1163 1315 565 634 457 520 24 29
"PVX_090915" "9" 91180 92614 "-" 1435 120 113 185 69 20 37 53 203 198 129 162 29 12 35 83 173 193 163 22 519 657 1573 1844 399 422 1072 1159 400 472 347 377 11 30
"PVX_090920" "9" 94117 96554 "+" 2438 205 151 243 70 28 58 92 277 254 164 267 34 26 61 139 224 223 244 35 824 974 2413 2838 589 674 1676 1903 683 730 526 600 39 57
"PVX_090925" "9" 102780 107162 "+" 4383 57 18 56 37 245 793 463 96 38 33 103 98 184 593 455 523 459 441 66 1488 1672 2255 2600 1093 1118 1790 1879 1262 1321 993 1170 46 85
"PVX_090930" "9" 109800 110728 "-" 929 5695 4500 14007 14450 21599 26401 25917 17175 6624 7380 24188 13452 12374 20384 27526 35746 36192 36782 5563 396 499 855 1057 357 451 557 656 283 372 240 329 14 49
"PVX_090935" "9" 114370 115902 "+" 1533 5237 3232 11165 13396 23022 28170 25827 19066 5278 5789 22248 14828 12802 20895 27624 33540 33210 34905 5308 767 831 2114 2345 564 657 1376 1517 613 678 514 620 20 49
"PVX_090940" "9" 118157 119380 "-" 1224 13 1 13 9 14 52 51 12 7 9 13 8 10 33 37 30 44 35 5 498 547 1120 1339 356 401 786 912 408 429 284 338 16 22
"PVX_090945" "9" 120150 122430 "-" 2281 37 20 150 639 1213 690 323 1120 28 50 539 640 413 333 319 1023 1024 1120 169 1058 1208 1646 1786 830 922 1159 1335 821 864 701 748 34 62
"PVX_090950" "9" 123877 125895 "-" 2019 2881 1788 2213 1190 465 330 376 5084 3693 1809 3174 778 298 353 731 2696 2717 2837 441 783 920 2234 2533 651 763 1517 1735 632 754 524 609 31 54
"PVX_090955" "9" 127257 128520 "+" 1264 39 18 91 188 110 121 114 124 36 47 349 123 45 74 106 234 203 245 40 500 582 1442 1581 367 422 977 1032 362 445 330 356 12 25
"PVX_090960" "9" 129288 131925 "-" 2638 1100 633 855 244 185 1707 2022 1334 1390 600 809 151 390 1947 2441 1977 1917 2097 311 1124 1203 2994 3344 838 934 2054 2246 840 925 688 787 51 83
"PVX_090965" "9" 135191 136726 "+" 1536 212 303 385 73 27 30 37 383 427 296 267 39 15 39 86 292 347 308 43 623 702 1170 1436 427 497 926 1067 512 554 400 485 18 39
"PVX_090970" "9" 137941 140849 "+" 2909 459 329 558 259 190 211 276 751 591 366 670 181 130 159 367 699 667 730 126 828 964 2357 2699 645 732 1549 1786 663 776 557 635 16 48
"PVX_090975" "9" 144277 145918 "-" 1642 332 197 302 84 32 32 50 427 400 205 222 36 22 40 95 272 273 318 47 741 850 1458 1563 540 607 1022 1148 592 647 483 472 18 33
"PVX_090980" "9" 146508 148431 "+" 1924 59 110 287 140 85 68 50 158 193 161 398 85 46 43 89 286 274 299 49 694 794 1811 2176 480 556 1262 1477 516 621 447 509 16 33
"PVX_090985" "9" 149202 151508 "+" 2307 291 305 451 122 62 55 53 504 454 300 371 69 45 55 95 403 430 395 59 923 973 1975 2235 681 747 1397 1519 707 822 634 697 86 76
"PVX_090990" "9" 151793 154623 "-" 2831 57 99 182 51 17 21 26 150 168 98 158 19 7 27 55 140 119 154 19 874 1068 1872 2210 656 811 1182 1313 766 860 632 753 31 58
"PVX_090995" "9" 155339 156087 "+" 749 46 71 115 46 13 11 11 113 127 70 119 13 9 12 31 118 94 97 15 320 307 922 1094 235 263 623 643 235 258 193 184 7 14
"PVX_091000" "9" 156322 161365 "-" 5044 391 360 517 110 42 32 41 509 542 299 349 61 32 56 128 388 398 398 64 1924 2049 2688 2961 1391 1558 1830 2084 1545 1648 1241 1454 68 117
"PVX_091005" "9" 162293 166437 "+" 4145 126 354 460 80 20 26 41 318 452 268 284 25 10 29 67 331 327 317 44 1528 1714 2857 3390 1125 1268 2099 2216 1219 1397 1043 1186 53 90
"PVX_091010" "9" 166681 169950 "-" 3270 132 186 278 73 17 40 46 201 258 193 289 50 18 48 94 243 216 235 40 1288 1349 1572 1647 1022 1034 1063 1095 1072 1180 859 946 56 69
"PVX_091015" "9" 170971 176255 "+" 5285 197 273 491 158 69 53 64 347 360 259 479 73 36 75 156 367 416 418 60 1788 2026 4206 4855 1358 1512 2919 3376 1383 1596 1150 1386 56 227
"PVX_091020" "9" 176825 177463 "+" 639 92 22 28 6 38 114 254 65 72 30 36 18 47 111 226 116 102 123 22 250 298 783 889 182 202 530 647 188 213 158 186 7 6
"PVX_091025" "9" 179286 180121 "+" 836 128 96 128 44 12 11 15 249 179 82 153 23 8 28 53 129 131 123 19 260 374 768 1017 195 284 524 749 218 331 176 205 12 21
"PVX_091030" "9" 182908 186632 "+" 3725 1241 813 986 558 616 584 588 2021 1449 827 1268 484 355 575 997 1615 1585 1873 283 1214 1356 3317 3770 880 998 2575 2799 940 1061 768 854 50 72
"PVX_091032" "9" 188161 188979 "+" 819 45 39 76 45 33 44 47 89 100 69 134 45 23 22 66 126 108 140 20 253 297 570 620 191 165 433 540 210 260 201 201 5 15
"PVX_091035" "9" 189803 191514 "+" 1712 113 78 173 125 89 74 133 196 193 142 334 92 52 76 131 251 237 296 47 588 664 1137 1222 439 487 626 685 457 526 458 456 14 28
"PVX_091040" "9" 192117 204136 "-" 12020 4143 3624 5882 3244 2098 1924 2418 6123 5532 3399 6253 1619 988 1671 3211 6749 6513 7153 1128 4500 4591 5383 5632 3211 3329 3204 3472 3575 3735 3015 3170 153 171
"PVX_091045" "9" 210854 211906 "-" 1053 175 103 261 169 194 225 371 245 135 137 434 185 132 204 453 464 467 462 76 495 489 1230 1370 380 406 936 951 379 438 294 356 26 31
"PVX_091050" "9" 213379 214915 "-" 1537 193 175 175 38 21 39 79 315 260 134 175 21 17 35 84 201 182 203 29 648 628 1607 1831 420 456 1149 1290 469 521 372 405 25 26
"PVX_091055" "9" 215326 218526 "-" 3201 134 76 207 145 110 334 708 141 127 101 221 79 92 287 718 402 429 451 75 1326 1403 3699 3823 1109 1120 2465 2612 1080 1094 979 978 29 76
"PVX_091060" "9" 220600 222712 "+" 2113 510 284 409 212 77 77 151 584 563 344 556 102 52 132 249 460 506 509 77 901 1011 2169 2407 699 803 1437 1682 748 824 606 676 71 48
"PVX_091065" "9" 223664 229908 "-" 6245 1340 778 994 237 821 3386 2863 1423 1205 597 729 478 876 3715 3704 3003 2873 3042 502 2038 2116 2945 3166 1500 1633 2108 2278 1604 1781 1390 1474 105 114
"PVX_091075" "9" 240149 245863 "-" 5715 137 42 58 38 134 349 608 137 95 41 92 49 83 310 564 351 305 337 57 2281 2316 3734 4223 1639 1772 2687 2899 1862 1872 1558 1635 69 143
"PVX_091080" "9" 249481 252053 "+" 2573 365 253 403 284 210 296 422 523 395 241 640 233 127 276 519 691 594 732 123 991 1123 2809 3226 690 781 1863 2108 756 916 656 767 42 60
"PVX_091085" "9" 253937 256543 "+" 2607 30 16 50 31 156 805 846 84 220 45 82 83 188 818 1066 606 584 581 132 848 897 2053 2351 631 709 1433 1570 726 743 539 541 20 42
"PVX_091090" "9" 257569 258539 "+" 971 73 79 129 20 10 10 16 127 144 94 102 9 4 13 60 115 98 101 13 356 467 1181 1314 273 340 759 861 301 322 245 287 6 21
"PVX_091095" "9" 261138 262490 "+" 1353 225 237 293 101 15 42 60 314 297 192 281 40 20 32 86 257 247 275 50 109 157 280 367 62 117 196 285 96 131 94 113 10 17
"PVX_091100" "9" 263658 265332 "+" 1675 217 257 550 307 209 277 308 420 371 305 623 169 94 158 249 574 614 639 97 581 659 1462 1741 431 435 1037 1177 465 511 356 406 14 29
"PVX_091105" "9" 266688 268111 "-" 1424 1264 1473 2593 1862 671 461 378 2883 2570 1679 3583 836 343 357 637 2887 2865 3068 495 565 624 1599 1783 397 453 1135 1200 442 439 377 402 16 35
"PVX_091110" "9" 269997 271646 "-" 1650 290 241 431 336 223 133 146 642 396 291 623 194 113 125 214 541 533 588 94 794 814 1829 2042 617 675 1234 1265 656 685 541 623 20 39
"PVX_091115" "9" 274651 275689 "+" 1039 46 32 45 10 6 29 72 31 73 36 40 6 13 40 85 60 69 82 11 358 484 1235 1442 311 369 815 955 325 354 268 294 7 24
"PVX_091120" "9" 275971 277396 "+" 1426 207 170 284 114 19 31 42 265 243 146 267 45 22 29 77 228 248 248 45 617 770 1785 2258 507 580 1225 1529 494 549 420 472 45 26
"PVX_091135" "9" 279221 286008 "-" 6788 746 262 336 176 262 766 2171 545 505 271 413 190 256 1000 2392 1175 1086 1223 176 2391 2611 5091 5590 1727 1957 3430 3776 1904 2099 1465 1718 97 159
"PVX_091140" "9" 287289 291487 "-" 4199 702 385 453 155 43 88 166 898 760 337 463 53 51 135 308 530 469 516 77 1556 1768 3878 4419 1215 1384 2830 3008 1265 1404 1075 1154 52 99
"PVX_091145" "9" 294070 295484 "+" 1415 1702 959 1375 739 330 205 248 2677 1950 1060 1959 516 194 212 449 1664 1670 1647 254 594 639 1610 1691 456 499 1072 1190 435 526 353 400 32 29
"PVX_091150" "9" 295641 296972 "+" 1332 44 72 162 40 33 48 122 61 110 109 169 26 21 56 143 170 152 173 32 475 659 1453 1606 371 388 941 1079 351 432 334 435 18 34
"PVX_091155" "9" 297771 299864 "+" 2094 43 42 161 277 375 252 178 431 56 86 468 346 201 177 202 511 487 549 91 890 1048 2350 2672 702 796 1507 1746 754 836 568 651 22 41
"PVX_091160" "9" 301506 306199 "+" 4694 587 448 627 279 140 365 585 719 768 423 613 149 122 412 679 868 843 914 130 1917 2082 3540 3944 1390 1478 2527 2833 1450 1617 1227 1349 81 84
"PVX_091165" "9" 306718 307224 "-" 507 110 48 72 28 12 18 34 118 103 53 90 25 10 19 43 88 82 93 17 208 231 652 655 155 175 462 523 150 171 160 158 4 14
"PVX_091170" "9" 313394 318846 "+" 5453 2578 2160 2979 1142 373 437 850 3526 3676 2282 3436 591 272 604 1599 3477 3202 3544 599 1873 1930 3374 3694 1309 1399 2290 2682 1560 1692 1250 1259 58 109
"PVX_091175" "9" 321985 325264 "+" 3280 286 248 434 342 282 320 394 640 365 266 688 255 170 232 388 733 748 801 141 1284 1468 2243 2424 997 1055 1479 1594 1085 1163 948 1025 49 68
"PVX_091180" "9" 325717 327576 "-" 1860 26 58 105 50 39 39 40 59 74 59 96 30 9 31 40 104 108 120 30 651 807 1186 1260 477 612 794 812 572 654 450 504 77 43
"PVX_091185" "9" 328346 329846 "+" 1501 43 19 78 192 245 206 186 256 16 31 221 158 100 118 158 271 265 319 41 623 646 1530 1766 436 525 1110 1262 461 518 420 440 21 37
"PVX_091190" "9" 330295 331960 "-" 1666 43 21 24 34 54 92 159 98 26 21 61 43 42 89 141 123 112 148 22 523 613 1037 1172 347 404 739 841 379 463 369 385 34 17
"PVX_091195" "9" 331966 334125 "-" 2160 205 176 279 80 106 164 207 271 228 135 243 79 67 128 241 308 300 315 65 916 982 2151 2254 725 766 1513 1592 748 751 615 647 33 52
"PVX_091200" "9" 335592 337109 "+" 1518 137 121 203 80 39 62 70 222 144 115 190 30 24 52 95 167 201 201 29 547 678 1553 1921 421 530 1031 1253 402 552 362 403 27 46
"PVX_091205" "9" 337323 338661 "-" 1339 204 194 359 180 99 302 496 341 313 305 530 102 76 263 445 582 496 548 99 613 669 1722 1814 460 525 976 1163 426 434 343 388 26 31
"PVX_091210" "9" 340534 342436 "-" 1903 150 89 187 49 52 78 162 183 181 136 208 40 40 101 211 244 220 252 39 851 902 2169 2493 588 669 1511 1654 602 688 534 612 22 38
"PVX_091215" "9" 343233 344150 "-" 918 112 62 93 30 43 76 86 148 122 50 93 31 27 67 119 119 130 150 22 444 442 1318 1384 363 344 856 906 305 419 247 327 17 25
"PVX_091220" "9" 345268 345834 "-" 567 51 56 97 36 9 21 26 117 116 87 136 27 11 28 55 108 116 117 14 318 361 855 1023 227 262 530 647 216 261 207 212 3 27
"PVX_091225" "9" 345937 346963 "-" 1027 85 90 147 56 29 23 48 150 122 105 162 29 14 38 62 143 126 153 28 377 448 1244 1574 304 382 924 1045 345 355 279 333 3 24
"PVX_091230" "9" 350102 352948 "+" 2847 101 28 38 30 55 168 379 58 56 24 52 39 64 147 309 179 167 184 32 1029 1218 1597 1828 768 834 1235 1344 874 969 710 766 38 57
"PVX_091235" "9" 353255 355919 "-" 2665 124 161 257 66 61 61 111 216 252 172 282 41 24 71 154 275 225 273 39 997 1130 2700 3104 745 848 1955 2088 836 905 680 784 49 39
"PVX_091240" "9" 356810 357953 "+" 1144 14 87 236 102 46 44 81 57 70 128 258 44 27 37 98 194 199 221 41 450 483 1270 1397 413 408 887 1037 371 379 304 318 21 19
"PVX_091245" "9" 358668 360378 "+" 1711 16 57 147 93 48 39 42 41 68 78 180 38 21 27 33 146 154 181 22 675 799 1732 1941 519 617 1024 1289 498 539 374 451 21 61
"PVX_091250" "9" 360596 361929 "+" 1334 133 87 198 145 117 158 251 225 168 101 269 105 60 117 275 292 297 325 52 567 704 1660 1874 456 541 1011 1195 458 517 441 528 20 42
"PVX_091255" "9" 363441 370763 "+" 7323 145 85 797 508 563 684 543 553 109 238 1011 372 330 464 650 997 999 1130 166 2691 2937 4650 5207 2087 2240 3183 3603 2074 2342 1767 1948 87 119
"PVX_091260" "9" 372211 373278 "+" 1068 92 71 161 89 49 103 147 135 158 104 223 51 28 74 208 227 195 212 34 525 588 1284 1425 365 457 855 928 337 401 300 364 9 18
"PVX_091265" "9" 373549 376498 "-" 2950 40 169 221 46 7 27 42 161 256 154 216 23 11 42 71 193 214 184 34 1178 1361 3340 3660 933 916 2263 2477 949 1055 738 859 42 64
"PVX_091270" "9" 377585 378553 "+" 969 44 95 139 70 30 31 52 105 139 121 252 37 24 42 99 187 157 174 30 347 394 748 945 239 297 548 688 252 332 228 288 7 12
"PVX_091275" "9" 379330 380904 "+" 1575 209 292 417 51 22 26 24 383 459 256 236 14 8 44 55 272 265 294 52 530 606 1441 1538 406 437 952 1099 425 463 367 437 9 34
"PVX_091280" "9" 381147 383350 "-" 2204 93 97 318 172 67 165 291 94 110 170 483 115 61 142 272 376 356 414 50 880 1025 2113 2417 690 780 1361 1534 705 780 598 622 39 53
"PVX_091285" "9" 384454 388648 "+" 4195 49 52 175 129 80 157 217 83 79 79 308 52 54 111 228 233 234 242 36 1698 1915 4448 5132 1414 1492 2919 3234 1362 1500 1138 1276 63 118
"PVX_091290" "9" 389639 390862 "+" 1224 8 34 60 13 25 39 39 36 39 33 72 7 11 26 51 66 61 67 4 604 725 1590 1890 446 554 1086 1223 446 521 382 429 18 45
"PVX_091295" "9" 392135 392978 "-" 844 27 11 18 12 57 87 114 58 25 9 42 25 47 91 145 87 97 91 16 344 462 779 1030 258 334 502 661 296 334 241 288 16 25
"PVX_091300" "9" 395589 414129 "+" 18541 36 32 62 101 2682 4611 2300 2172 88 24 181 1038 1882 3783 3156 3216 3176 3350 534 8001 8681 6803 7822 5927 6524 4567 5186 6303 6859 5374 5822 284 471
"PVX_091305" "9" 414609 415346 "-" 738 128 56 107 69 75 174 237 181 123 57 150 73 61 190 274 237 216 229 46 313 392 599 626 274 309 393 446 260 318 209 261 15 14
"PVX_091310" "9" 423280 424314 "+" 1035 20 82 376 792 373 202 136 674 126 223 1062 470 156 109 132 778 777 848 133 466 520 1496 1703 331 408 1024 1166 372 433 321 360 12 30
"PVX_091315" "9" 425103 427146 "-" 2044 752 740 1159 785 425 274 274 1511 1081 721 1436 477 200 213 372 1369 1327 1457 229 680 725 1961 2036 495 542 1359 1418 583 646 451 525 13 35
