Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
PF3D7_1463300	14	2572988	2574607	+	1620	67	841	7	106	57	375	57	226	60	110	18	62	27	26	827	260	122	509	177	281	76	145	239	637	123	328	292	1259	0	0	6	0	0	2	0	3	0	3	1
PF3D7_1463400	14	2575326	2576336	+	1011	56	572	12	103	40	290	40	190	90	155	15	56	24	25	570	187	97	332	115	213	48	112	178	473	131	323	206	819	1	1	119	0	0	4	0	6	0	4	2
PF3D7_1463500	14	2577974	2579379	+	1406	44	435	5	57	38	177	38	76	33	82	12	34	8	2	446	212	87	214	80	135	54	79	98	288	33	155	113	555	0	0	12	2	3	6	0	2	2	28	87
PF3D7_1463600	14	2580115	2580486	-	372	10	88	1	5	7	18	7	38	3	6	2	5	1	1	122	38	29	87	31	49	3	7	19	81	20	24	13	122	0	0	1	1	0	1	0	0	0	7	10
PF3D7_1463700	14	2581543	2582523	+	981	28	477	3	79	29	185	29	97	32	103	17	48	13	10	468	183	107	283	89	151	58	87	145	396	124	190	148	720	0	0	54	2	1	1	0	2	0	2	2
PF3D7_1463800	14	2583187	2583549	-	363	12	217	1	78	16	140	16	46	34	41	6	26	4	1	221	93	38	133	52	77	20	58	68	163	23	104	90	264	0	0	3	0	0	2	0	2	0	0	0
PF3D7_1463900	14	2584575	2589782	-	5208	166	1703	18	279	127	668	127	175	159	314	49	138	52	34	1766	602	403	892	320	678	160	326	447	1198	291	607	491	2137	35	21	96	11	2	5	4	22	6	21	9
PF3D7_1464000	14	2592002	2594119	-	2118	79	1205	22	208	113	467	113	126	103	174	33	94	50	43	1213	348	228	718	249	373	187	292	345	862	333	385	364	1581	1	3	261	1	3	13	0	14	2	5	3
PF3D7_1464100	14	2595869	2598571	+	2703	120	1039	16	175	63	394	63	120	116	143	36	86	35	35	1170	470	248	686	301	569	66	145	223	964	132	419	358	1488	1	1	40	0	1	1	0	4	1	2	3
PF3D7_1464200	14	2598842	2599954	-	1113	45	474	4	92	31	263	31	95	64	89	15	54	16	10	535	216	132	277	133	220	57	84	139	379	50	237	113	543	2	0	14	1	0	3	0	5	0	2	1
PF3D7_1464300	14	2601441	2604305	+	2865	134	1383	18	244	88	569	88	117	105	224	32	120	44	33	1227	500	351	733	284	551	141	280	373	979	207	523	391	1820	4	1	55	3	70	144	1	16	2	48	93
PF3D7_1464400	14	2604381	2605411	-	1031	20	192	5	30	19	85	19	25	41	87	6	11	5	3	313	119	65	133	69	106	26	35	46	183	42	133	42	279	2	2	14	0	2	5	0	13	0	19	17
PF3D7_1464500	14	2607292	2617621	+	10330	403	4923	76	918	324	2062	324	498	327	685	168	371	184	121	4710	1895	1189	2902	1089	2019	493	983	1342	3724	1055	1575	1575	6987	0	3	123	1	3	6	6	35	10	4	8
PF3D7_1464600	14	2619679	2624187	+	4509	215	2903	45	518	242	1268	242	245	192	368	102	220	106	91	2554	855	603	1472	489	831	397	843	925	1833	671	804	913	3740	8	24	130	0	11	20	5	26	6	19	21
PF3D7_1464700	14	2625452	2626600	-	1149	59	677	10	184	69	311	69	169	76	144	16	55	31	20	718	245	154	412	127	216	112	238	251	422	168	236	255	948	2	6	2	1	2	6	0	1	2	2	2
PF3D7_1464800	14	2628882	2629789	+	908	35	141	8	36	7	31	7	26	22	37	2	14	9	1	256	124	46	167	73	130	9	9	14	192	8	40	30	307	0	2	7	0	0	0	1	0	0	3	1
PF3D7_1464900	14	2630558	2632678	-	2121	104	1428	17	266	124	626	124	267	113	201	51	122	56	49	1217	373	302	652	250	388	256	484	448	774	293	467	417	1943	4	2	15	3	3	11	3	5	3	7	6
PF3D7_1465000	14	2635841	2636677	+	837	27	481	6	68	44	219	44	69	50	70	12	45	18	14	424	171	94	234	80	137	93	153	154	280	97	182	155	655	0	2	0	1	0	1	1	1	1	4	10
PF3D7_1465100	14	2637566	2640169	+	2604	116	1224	16	266	80	509	80	114	89	161	23	100	51	24	1274	422	279	841	290	541	97	197	364	1097	347	395	393	1941	0	3	4	1	0	0	1	4	3	2	0
PF3D7_1465200	14	2640872	2642002	-	1131	45	589	7	136	55	299	55	117	40	91	18	41	16	18	640	205	115	421	146	232	62	96	182	440	83	158	184	958	0	0	11	1	1	0	1	4	0	0	1
PF3D7_1465300	14	2643004	2646192	+	3189	115	1412	19	235	115	631	115	185	120	220	34	109	52	27	1422	518	328	832	321	610	167	329	399	1024	234	523	461	1990	4	1	28	2	1	1	3	11	2	3	6
PF3D7_1465400	14	2646603	2647033	-	431	21	139	1	24	11	73	11	35	36	62	2	11	11	6	193	84	71	148	42	88	16	42	38	118	16	81	34	228	1	0	5	0	0	6	1	1	2	1	1
PF3D7_1465500	14	2650755	2655140	+	4386	190	2172	29	440	143	915	143	236	171	314	67	147	82	50	2139	857	662	1325	472	956	212	357	606	1744	508	733	743	3226	0	1	73	1	1	2	2	14	3	1	6
PF3D7_1465600	14	2655491	2657965	-	2475	67	828	7	130	50	346	50	69	121	199	26	61	31	16	827	324	188	373	167	302	100	162	236	565	139	362	197	1134	6	4	24	4	1	1	1	6	1	11	8
PF3D7_1465700	14	2658255	2660911	-	2657	90	1147	18	208	75	475	75	158	161	307	27	102	34	18	1145	367	234	699	283	458	67	136	325	872	126	582	316	1451	4	3	10	3	1	3	2	15	4	61	53
PF3D7_1465800	14	2662020	2682705	+	20686	852	10587	151	2043	836	4485	836	1041	773	1540	307	867	402	252	9715	3902	2524	5793	2214	4212	993	1863	3046	7823	2138	3211	3459	14274	0	9	218	6	4	10	9	58	15	32	9
PF3D7_1465900	14	2684141	2685534	+	1394	31	408	5	73	27	161	27	50	58	105	7	29	20	16	458	139	129	220	83	155	99	130	133	254	65	171	90	577	2	1	3	2	10	39	1	9	2	12	9
PF3D7_1466000	14	2686224	2688303	-	2080	67	742	17	115	37	316	37	97	104	149	16	58	21	17	866	379	164	462	188	328	54	109	176	586	85	289	210	1118	0	0	22	0	1	2	2	8	3	5	13
PF3D7_1466100	14	2690504	2693326	+	2823	161	1739	31	321	153	826	153	189	102	231	52	158	47	51	1319	493	309	853	311	525	362	647	529	984	395	429	495	2302	2	2	2	3	1	1	3	9	4	7	6
PF3D7_1466200	14	2694813	2704049	-	9237	381	5761	81	1213	527	2642	527	566	321	677	181	487	237	154	4689	1633	1273	2867	1021	1738	926	1769	1839	3612	1254	1620	1756	8264	4	5	241	2	1	6	9	31	10	37	9
PF3D7_1466300	14	2709418	2713192	+	3775	151	2303	41	435	185	1036	185	286	110	238	58	132	71	84	1938	723	507	1165	428	713	419	765	709	1277	444	564	619	3080	4	6	58	3	5	8	10	49	23	15	7
PF3D7_1466400	14	2714844	2717285	-	2442	103	1447	16	262	142	734	142	192	75	115	40	119	61	33	1312	539	365	795	285	509	249	502	489	928	266	406	471	2178	6	45	34	5	6	19	1	13	4	8	9
PF3D7_1466500	14	2725225	2726281	+	1057	30	311	5	37	18	76	18	11	17	41	19	17	4	5	314	135	118	133	55	154	17	36	54	202	34	52	68	343	0	1	4	0	1	0	0	2	2	4	10
PF3D7_1466600	14	2726800	2727642	-	843	49	496	5	90	45	217	45	75	64	89	17	31	18	5	462	193	138	299	100	216	61	136	152	379	130	199	143	704	1	0	28	0	0	1	2	3	1	9	14
PF3D7_1466700	14	2729370	2730811	+	1442	24	364	5	58	23	121	23	54	31	63	7	19	10	7	332	131	96	153	40	113	36	58	63	173	50	110	52	317	0	0	0	0	1	8	1	4	1	11	21
PF3D7_1466800	14	2731986	2734694	+	2709	129	1721	24	309	154	760	154	206	88	210	44	174	54	48	1487	450	396	873	296	544	234	535	519	1123	419	498	503	2323	0	0	22	0	4	9	0	8	6	20	5
PF3D7_1466900	14	2736908	2741325	+	4418	216	2491	35	525	207	1092	207	312	223	322	93	182	90	56	2333	947	604	1422	475	950	261	587	704	1819	532	910	849	3333	0	2	115	0	2	4	3	6	3	3	3
PF3D7_1467000	14	2742387	2745257	+	2871	115	1417	18	308	124	599	124	180	126	228	39	130	51	43	1332	559	426	797	331	629	187	318	360	1083	337	482	469	2145	2	1	66	0	57	124	2	15	8	52	12
PF3D7_1467100	14	2745815	2747320	-	1506	78	951	17	200	62	346	62	80	88	106	31	69	34	24	819	341	210	488	197	362	79	212	256	637	166	305	287	1340	0	1	61	1	0	1	1	9	0	0	3
PF3D7_1467200	14	2748392	2750131	+	1740	71	1000	18	217	79	416	79	124	94	225	38	81	32	17	887	313	231	562	202	369	89	212	309	766	211	404	297	1396	1	0	18	0	1	1	0	3	0	3	1
PF3D7_1467300	14	2750958	2752424	+	1467	64	918	13	167	82	517	82	154	75	119	32	66	30	22	748	319	288	425	174	288	126	267	248	538	190	275	289	1072	11	2	29	3	0	4	3	3	1	1	6
PF3D7_1467400	14	2753136	2754020	-	885	48	559	3	117	46	246	46	156	69	194	14	55	25	6	499	165	99	283	117	166	50	106	189	376	72	262	169	736	0	0	9	0	0	0	0	0	1	0	1
PF3D7_1467500	14	2755225	2756799	+	1575	68	916	13	167	74	396	74	171	89	121	33	87	32	15	845	273	216	484	179	296	103	229	255	583	174	288	288	1126	1	0	44	0	0	7	1	8	2	1	0
PF3D7_1467600	14	2757665	2764150	-	6486	275	3928	52	879	325	1722	325	389	278	571	115	275	165	111	3132	1152	833	1946	741	1212	595	1197	1182	2442	895	1258	1183	4829	0	4	832	0	1	15	2	30	6	38	2
PF3D7_1467700	14	2766108	2766616	+	509	13	201	2	28	11	81	11	26	45	94	4	22	8	1	262	63	52	114	43	87	17	22	58	129	103	134	50	274	0	0	0	0	0	0	1	3	0	0	2
PF3D7_1467800	14	2767400	2767935	+	536	9	158	2	36	18	56	18	28	32	51	11	7	4	3	178	61	63	93	23	68	27	45	37	142	29	72	43	225	6	2	0	0	0	1	0	3	0	10	26
PF3D7_1467900	14	2771101	2776308	+	5208	207	2909	37	547	216	1159	216	382	208	378	82	207	98	67	2627	938	591	1498	553	1022	288	562	853	2029	548	825	800	3973	7	23	149	7	1	5	11	46	7	19	17
PF3D7_1468000	14	2777632	2785114	+	7483	256	3321	34	615	267	1324	267	295	280	667	92	250	103	60	2877	1113	830	1755	637	1261	264	517	822	2401	658	1088	947	4257	1	3	248	2	3	2	3	21	4	17	6
PF3D7_1468100	14	2786308	2794323	-	8016	362	4697	67	995	443	2156	443	534	289	639	131	418	159	125	4076	1540	815	2220	872	1439	720	1461	1391	2894	1111	1316	1333	6455	16	109	250	22	31	91	12	77	22	41	7
PF3D7_1468200	14	2802508	2803188	+	681	37	451	7	73	36	128	36	109	56	85	12	43	17	10	381	167	157	238	88	157	49	103	125	244	98	136	106	434	2	0	36	1	1	0	1	3	1	2	4
PF3D7_1468300	14	2803593	2804613	+	1021	39	350	2	41	27	140	27	96	64	147	15	23	8	8	435	220	125	248	124	188	32	46	94	334	61	177	106	474	16	14	12	10	0	0	1	3	0	4	5
PF3D7_1468400	14	2809478	2812066	+	2589	121	1583	21	286	145	662	145	332	133	187	46	131	50	35	1374	608	445	825	298	567	189	396	451	1038	386	472	443	1980	2	3	23	2	1	0	1	7	1	2	0
PF3D7_1468500.1	14	2812941	2814385	-	1445	24	367	5	59	43	115	43	57	55	87	15	22	21	9	351	128	83	173	71	132	44	94	96	245	50	151	73	469	6	8	7	3	2	4	6	33	11	11	12
PF3D7_1468600	14	2816100	2822286	+	6187	273	2540	45	457	186	1022	186	309	197	329	74	190	97	62	2719	1049	641	1625	641	1201	210	454	637	2292	451	838	825	4049	0	4	53	4	2	2	0	24	7	11	12
PF3D7_1468700	14	2825370	2826918	+	1549	38	761	9	125	72	330	72	82	51	145	8	35	32	12	636	195	82	340	120	169	154	254	207	367	153	261	245	928	72	106	34	21	35	101	4	24	1	10	10
PF3D7_1468800	14	2827942	2830443	-	2502	100	1625	19	257	132	763	132	241	153	247	58	155	50	50	1317	530	247	791	268	467	290	507	472	985	350	566	442	2130	8	9	505	1	7	18	2	25	3	45	13
PF3D7_1468900	14	2831928	2834369	-	2442	119	1360	20	173	115	568	115	111	95	194	37	90	55	30	1272	386	211	794	239	439	114	236	379	949	306	440	411	1835	1	2	69	1	1	5	1	5	2	9	0
PF3D7_1469000	14	2835603	2836151	-	549	21	238	3	53	17	102	17	69	45	52	4	28	12	13	262	117	66	169	55	108	31	42	74	206	48	147	44	287	0	1	11	0	0	1	0	1	0	0	3
PF3D7_1469100	14	2837319	2838101	+	783	28	335	3	58	15	137	15	52	33	66	6	27	14	12	333	120	37	160	73	147	31	46	71	217	59	116	92	408	2	0	9	1	0	2	8	19	5	5	4
PF3D7_1469200	14	2838913	2839989	-	1077	51	628	10	115	72	353	72	129	102	194	16	27	18	23	601	257	208	365	161	221	74	175	177	424	140	313	223	803	1	3	23	0	0	3	1	5	1	3	4
PF3D7_1469300	14	2841122	2841910	-	789	36	457	8	106	22	223	22	105	62	91	9	25	11	13	551	211	87	335	119	185	61	118	137	367	97	173	128	776	1	0	3	1	1	5	0	3	1	0	0
PF3D7_1469400	14	2845203	2846516	+	1314	57	940	15	221	88	412	88	137	93	170	23	89	25	27	794	260	127	486	157	289	126	297	287	571	258	361	270	1168	8	3	5	0	3	5	2	24	2	23	8
PF3D7_1469500	14	2847235	2849298	-	2064	93	1126	14	186	85	498	85	155	83	206	22	79	36	25	1048	434	317	576	211	401	106	165	279	798	184	370	315	1439	1	0	8	0	1	1	0	7	5	29	50
PF3D7_1469600	14	2852150	2862568	+	10419	412	5364	74	1034	442	2332	442	543	412	741	170	415	194	119	4698	1810	1247	2813	1106	1936	665	1303	1537	3724	1078	1685	1651	7463	3	1	84	3	2	3	8	46	14	10	2
PF3D7_1469700	14	2863914	2864531	+	618	30	472	5	98	36	192	36	70	60	110	17	49	14	18	342	179	71	231	91	188	33	76	127	265	89	202	114	550	1	0	84	0	0	1	0	0	1	3	1
PF3D7_1469800	14	2865024	2866245	-	1222	25	406	8	84	47	152	47	84	70	135	8	18	10	12	347	182	126	176	73	128	51	94	101	250	91	240	110	512	14	6	26	3	1	1	0	6	1	167	184
PF3D7_1469900	14	2866358	2868183	+	1826	66	734	16	133	58	267	58	150	127	184	21	71	21	20	651	285	191	395	143	296	64	74	163	606	171	360	186	947	2	10	247	0	1	2	1	14	3	117	67
PF3D7_1470000	14	2868291	2869356	-	1066	28	219	5	45	9	80	9	52	37	69	6	24	5	1	215	95	68	103	53	80	19	17	46	181	34	107	31	297	118	63	25	60	0	1	1	19	3	1517	301
PF3D7_1470100	14	2870069	2877589	+	7521	327	3503	51	728	214	1531	214	272	216	428	87	263	138	102	3414	1412	710	1976	758	1559	356	577	950	2746	794	1078	987	5104	143	105	130	41	159	394	8	40	14	165	169
PF3D7_1470200	14	2877586	2878748	-	1163	28	364	4	64	28	167	28	56	59	88	8	30	12	4	378	121	108	193	63	124	36	57	101	258	53	206	75	446	0	0	29	0	1	8	4	30	5	49	14
PF3D7_1470300	14	2879458	2879904	+	447	15	226	9	34	18	88	18	30	50	86	3	22	16	2	270	86	65	160	61	99	35	34	95	159	51	159	58	251	0	0	33	0	0	0	0	1	1	1	4
PF3D7_1470400	14	2880157	2881012	-	856	18	214	3	28	12	62	12	38	37	58	8	7	4	2	293	125	62	186	65	130	22	31	51	156	27	86	32	291	238	81	64	75	147	544	6	86	14	335	345
PF3D7_1470500	14	2882766	2886082	+	3317	131	1512	31	303	128	742	128	185	167	298	55	144	52	36	1336	525	412	836	319	580	165	342	436	1099	285	560	458	2066	7	9	92	5	5	9	3	33	7	18	21
PF3D7_1470600	14	2886888	2888659	-	1772	65	913	11	194	85	397	85	173	147	309	35	75	43	22	866	247	165	478	158	298	86	155	263	652	168	531	268	1116	0	1	48	1	0	2	0	10	5	2	1
PF3D7_1470700	14	2890054	2891796	+	1743	73	961	8	172	73	392	73	139	111	134	20	77	46	24	891	344	289	556	199	361	88	171	240	730	220	336	320	1297	5	0	161	0	2	1	0	12	2	3	6
PF3D7_1470800	14	2892221	2895999	-	3779	163	1887	22	386	154	756	154	295	203	348	72	164	73	52	1818	702	407	1133	397	768	174	405	556	1468	349	773	570	2569	0	3	72	1	0	4	4	17	7	1	4
PF3D7_1470900	14	2897916	2898657	+	742	21	296	2	66	32	124	32	52	31	47	7	22	16	5	252	117	47	131	43	81	45	105	96	155	48	128	98	386	1	3	5	4	6	4	1	9	1	50	58
PF3D7_1471000	14	2902134	2903537	+	1404	59	844	13	142	57	347	57	95	82	142	30	69	25	21	740	280	149	453	131	240	107	227	233	545	218	260	241	1077	5	6	16	1	0	2	0	3	2	2	3
PF3D7_1471100	14	2905163	2906565	-	1403	45	631	6	112	69	308	69	50	90	118	26	34	28	10	660	246	178	359	127	212	118	226	204	438	118	272	195	960	6	3	15	2	3	30	0	9	4	11	4
PF3D7_1471200	14	2912386	2915354	+	2969	89	1287	14	173	118	528	118	246	180	250	43	77	26	40	1110	398	291	631	279	364	237	445	360	661	331	514	390	1614	13	45	23	15	14	11	2	24	4	15	26
PF3D7_1471300	14	2915747	2918006	-	2260	67	713	9	110	42	219	42	169	79	176	19	29	32	8	696	303	215	370	163	302	65	99	156	610	138	262	168	983	48	65	47	23	2	4	2	9	2	30	50
PF3D7_1471400	14	2919190	2920871	-	1682	75	864	12	179	79	415	79	148	42	137	24	61	38	21	813	238	330	477	158	311	137	222	246	593	210	264	291	1223	3	1	38	1	0	0	0	10	5	11	4
PF3D7_1471500	14	2922351	2924557	-	2207	63	748	11	159	65	361	65	146	99	186	18	65	19	20	646	243	148	366	128	216	98	221	210	458	122	392	253	1042	44	36	72	10	17	11	4	61	12	130	211
PF3D7_1471600	14	2926134	2929673	+	3540	137	2178	32	428	156	988	156	199	158	234	46	149	67	56	1753	635	463	1084	409	751	246	552	653	1329	390	644	596	2908	0	0	118	1	0	0	2	16	6	47	3
PF3D7_1471700	14	2929823	2931547	+	1725	85	1213	20	235	86	525	86	91	106	194	40	106	46	26	936	355	177	580	199	354	126	278	357	708	169	442	386	1547	1	1	24	0	1	0	2	3	2	48	4
PF3D7_1471800	14	2932023	2932787	+	765	39	476	10	130	33	213	33	99	58	59	20	28	16	14	367	201	105	251	95	174	59	124	140	306	66	192	139	591	9	4	9	1	0	5	2	3	1	23	27
PF3D7_1471900	14	2933162	2939779	-	6618	288	2917	55	501	240	1161	240	349	367	712	86	212	104	62	3095	1184	854	1819	725	1457	282	469	782	2553	566	1427	904	3978	2	4	253	1	1	4	2	23	5	15	21
PF3D7_1472000	14	2940478	2941603	+	1126	30	337	5	64	17	126	17	38	39	76	6	33	11	10	319	113	90	183	46	77	28	59	82	221	69	150	86	481	77	92	55	31	30	146	1	13	7	38	32
PF3D7_1472100	14	2941600	2943259	-	1660	26	300	4	34	21	139	21	74	50	94	6	19	19	10	386	146	91	191	66	143	38	32	86	208	58	150	71	434	3	2	24	1	55	107	2	31	8	133	208
PF3D7_1472200	14	2945662	2952551	+	6890	292	3814	49	735	332	1435	332	412	395	653	101	261	130	91	3359	1303	898	1976	730	1360	481	1061	1098	2583	695	1342	1201	4894	8	23	158	2	27	94	1	42	12	26	6
PF3D7_1472300	14	2954108	2957108	+	3001	75	847	12	137	63	357	63	143	131	222	24	71	29	16	951	321	158	535	182	346	73	131	176	659	128	374	201	1247	1	2	10	1	2	4	1	18	3	8	13
PF3D7_1472400	14	2957474	2961618	+	4145	187	1935	30	422	130	738	130	220	162	302	48	143	76	36	1836	669	451	1150	387	838	172	303	509	1462	478	701	578	2735	9	9	93	10	2	3	23	134	33	99	320
PF3D7_1472500	14	2961722	2962645	-	924	34	327	0	52	35	119	35	67	66	74	13	14	8	1	330	145	112	136	84	129	31	48	91	206	36	208	73	386	5	7	57	4	2	12	1	5	1	11	34
PF3D7_1472600	14	2962986	2965086	-	2101	68	790	9	126	70	294	70	139	93	147	40	76	22	17	764	356	263	468	180	342	107	163	221	563	187	285	211	1073	0	7	3	1	0	2	0	4	4	28	73
PF3D7_1472700	14	2966749	2969334	+	2586	110	1471	28	341	129	671	129	204	140	201	40	143	53	46	1169	429	432	775	304	493	183	357	430	940	296	554	481	2185	6	9	85	4	0	1	3	17	2	9	1
PF3D7_1472800	14	2969912	2971792	-	1881	41	596	7	90	40	224	40	127	87	143	25	61	17	7	544	250	155	268	100	214	56	91	136	344	82	230	112	672	0	0	23	0	1	1	1	7	1	2	2
PF3D7_1472900	14	2972978	2974054	+	1077	46	708	9	123	70	367	70	130	59	119	25	49	27	15	575	192	78	363	138	220	125	258	225	368	91	246	203	975	0	0	2	0	0	1	1	6	3	1	7
PF3D7_1473000	14	2975115	2975492	-	378	17	234	3	45	16	118	16	22	26	37	9	28	2	2	240	112	41	163	41	90	21	49	69	196	23	100	73	290	0	0	16	0	0	0	0	4	0	0	0
PF3D7_1473100	14	2976211	2978117	-	1907	73	1090	12	158	99	413	99	213	114	184	22	95	24	25	893	285	177	518	172	341	91	201	274	714	207	433	400	1350	0	3	49	1	2	0	2	14	1	1	0
PF3D7_1473200	14	2981600	2982964	+	1365	48	842	9	142	75	412	75	129	78	97	17	69	25	24	819	276	206	498	177	315	152	309	292	476	189	278	288	1094	0	5	29	1	6	39	0	13	2	2	15
PF3D7_1473300	14	2984062	2987932	+	3871	143	1722	28	351	126	681	126	287	194	320	50	151	59	30	1658	575	451	950	327	643	175	283	483	1123	416	576	509	2354	1	3	34	1	3	1	1	7	3	12	34
PF3D7_1473400	14	2989577	2992222	+	2646	114	1676	23	310	134	723	134	251	127	244	71	121	70	38	1358	596	385	878	337	541	224	403	440	1121	245	506	581	2263	9	12	40	2	1	2	1	7	1	8	7
PF3D7_1473500	14	2993252	2995279	-	2028	104	1044	17	181	69	467	69	106	93	169	35	64	46	20	1054	367	271	636	223	403	104	235	306	831	203	367	337	1651	2	1	61	0	1	3	0	6	1	2	1
PF3D7_1473600	14	2997600	2997944	-	345	11	199	3	47	23	106	23	29	22	35	14	27	3	3	171	85	63	99	30	49	49	92	50	130	41	125	65	274	0	2	1	0	4	6	2	4	1	96	283
PF3D7_1473700	14	2998594	3002355	-	3762	188	2175	29	411	207	984	207	186	129	241	77	179	76	74	1835	664	387	1078	418	681	369	749	708	1291	404	626	792	2850	2	12	320	3	8	33	4	15	3	12	6
PF3D7_1473900	14	3007601	3010159	+	2559	112	1608	21	280	140	691	140	229	169	284	37	137	66	27	1509	478	254	930	307	557	202	383	454	1187	366	614	466	2249	2	8	59	2	3	11	1	16	0	7	3
PF3D7_1474000	14	3011585	3017899	-	6315	314	4191	71	846	346	2071	346	404	251	481	107	321	181	149	3253	1460	1010	2091	825	1378	669	1257	1327	2521	799	1168	1259	5658	10	4	187	3	1	4	6	45	12	8	7
PF3D7_1474100	14	3023228	3023726	+	499	22	233	8	39	28	102	28	54	25	44	6	44	4	7	220	48	89	104	38	48	50	70	56	116	47	98	53	290	0	0	5	0	0	0	1	5	1	5	3
PF3D7_1474200	14	3023852	3038832	-	14981	588	5716	84	1040	421	2154	421	638	543	1023	147	458	208	146	6328	2672	1745	3773	1629	3148	455	802	1370	5103	1301	1971	1567	8803	1	5	244	1	2	3	9	45	12	16	12
PF3D7_1474300	14	3040768	3043560	+	2793	130	1584	25	297	116	603	116	211	193	396	45	140	46	25	1466	490	246	841	314	518	109	258	461	1035	311	768	381	1848	0	4	120	0	0	4	1	24	13	11	6
PF3D7_1474400	14	3044129	3055248	+	11120	369	4267	50	765	332	1567	332	454	427	836	107	318	140	86	4277	2039	1283	2532	998	1976	442	845	1111	3326	764	1640	1215	5664	4	7	296	6	5	9	6	25	11	25	16
PF3D7_1474500	14	3055715	3057820	-	2106	94	1215	15	312	107	545	107	183	111	223	37	80	34	30	1095	390	330	716	258	447	181	315	357	863	263	416	363	1726	0	2	50	1	2	4	1	11	2	5	1
PF3D7_1474600	14	3060864	3062634	+	1771	58	675	13	131	51	222	51	162	150	309	7	49	23	20	660	214	189	385	190	246	83	160	174	455	107	358	177	898	86	134	80	34	2	1	2	34	5	248	447
PF3D7_1474700	14	3063191	3065763	-	2573	97	1173	14	169	85	462	85	246	215	303	31	82	52	22	1193	513	291	739	282	553	100	171	309	1047	272	590	296	1573	3	7	75	1	2	6	1	13	3	16	48
PF3D7_1474800	14	3067562	3068692	+	1131	32	533	10	93	42	267	42	68	53	110	9	30	20	14	415	155	154	227	81	115	76	149	146	282	71	239	116	567	0	0	7	1	3	6	0	7	0	17	92
PF3D7_1474900	14	3072261	3073247	+	987	54	531	9	125	65	199	65	82	26	45	9	35	17	19	565	181	157	323	123	196	97	167	143	384	131	155	170	790	1	2	0	1	3	1	0	5	2	7	3
PF3D7_1475000	14	3075788	3076186	+	399	14	88	3	6	1	8	1	20	16	22	0	10	8	0	139	56	20	97	42	60	7	11	17	129	34	38	20	143	0	0	0	0	0	0	1	1	0	0	0
PF3D7_1475100	14	3076442	3081022	+	4581	198	2046	29	407	136	835	136	295	164	290	47	145	67	60	2062	862	642	1223	521	932	165	313	543	1585	495	702	594	2779	0	4	67	1	0	2	4	10	2	9	0
PF3D7_1475200	14	3081750	3084635	+	2886	140	1495	27	231	118	633	118	196	156	271	56	136	50	25	1411	572	374	852	309	581	121	240	447	1296	385	618	462	2092	1	0	37	1	1	1	1	14	1	11	13
PF3D7_1475300	14	3085496	3086182	+	687	39	446	6	84	35	198	35	69	60	104	17	57	15	18	421	152	71	269	104	133	59	105	156	291	124	173	149	600	5	13	6	6	0	0	0	4	0	0	1
PF3D7_1475400	14	3087061	3105071	-	18011	820	9588	157	1865	834	4131	834	1021	738	1406	238	815	398	254	8881	5797	2651	5378	4728	4008	1225	1959	2743	7095	2353	2921	2736	13550	23	145	830	25	2	5	14	73	19	10	9
PF3D7_1475500	14	3106949	3111811	+	4863	232	3174	44	569	306	1566	306	403	236	471	104	293	116	70	2526	1271	730	1584	946	1008	486	1050	1032	1886	921	1104	928	4366	4	7	6	1	1	4	0	20	3	9	2
PF3D7_1475600	14	3112509	3114698	-	2190	126	1144	8	264	82	433	82	218	98	208	35	94	32	31	1162	513	298	688	274	481	108	271	318	837	273	391	356	1791	1	1	55	0	1	5	0	14	5	3	1
PF3D7_1475700	14	3117392	3118951	+	1560	76	971	15	187	99	477	99	158	85	195	28	69	33	24	947	338	257	546	234	336	153	278	308	646	170	325	313	1199	17	37	35	5	1	2	1	6	2	7	7
PF3D7_1475800	14	3120854	3121849	+	996	42	621	7	106	47	261	47	158	72	111	14	46	26	10	578	232	192	392	191	238	133	240	174	335	110	232	165	961	289	556	183	68	3	2	4	19	3	19	19
PF3D7_1475900	14	3124337	3126709	+	2373	104	1512	24	313	178	757	178	201	92	132	41	118	55	39	1211	439	405	741	318	447	237	515	457	862	262	426	425	2057	3	4	18	2	0	0	2	10	1	4	5
PF3D7_1476000	14	3127677	3128119	-	443	8	144	0	24	15	62	15	27	17	53	2	21	7	2	168	54	40	97	53	67	17	28	32	102	38	54	68	191	2	1	3	0	5	3	0	10	1	309	543
PF3D7_1476100	14	3131104	3131637	+	534	32	285	5	48	37	132	37	79	43	113	10	25	13	16	287	131	42	173	59	112	34	88	84	193	42	132	88	398	6	16	14	0	0	0	0	2	1	0	1
PF3D7_1476200	14	3133951	3135651	+	1701	84	974	13	194	101	410	101	117	71	119	43	101	26	26	880	322	258	548	261	348	145	236	290	702	170	276	290	1230	17	16	660	1	27	68	1	20	3	25	13
