Geneid	Chr	Start	End	Strand	Length	SRR10438730	SRR10438731	SRR9041561	SRR9041562	SRR9041563	SRR9041564	SRR9041565	SRR9041566
PBANKA_140310	14	134593	138099	+	3507	978	939	192	449	167	253	287	419
PBANKA_140320	14	138684	140114	+	1431	451	473	567	512	325	787	1112	841
PBANKA_140330	14	141740	146578	-	4839	1210	1344	4452	9730	5288	6997	5629	7265
PBANKA_140340	14	148885	149994	+	1110	343	377	353	623	321	555	558	658
PBANKA_140350	14	151041	154874	+	3834	989	1067	1241	2801	1151	1451	1539	1936
PBANKA_140360	14	155794	156990	-	1197	343	343	731	1218	643	1137	1049	1155
PBANKA_140370	14	158327	159319	+	993	282	332	3543	4248	2687	7497	6285	6027
PBANKA_140380	14	159617	169883	-	10267	2432	2862	1565	3599	1535	2392	1949	2276
PBANKA_140390	14	171258	173102	-	1845	486	590	648	874	433	1188	1091	1199
PBANKA_140400	14	173676	175934	+	2259	614	698	369	828	278	437	577	819
PBANKA_140410	14	176296	177423	-	1128	327	366	760	1437	648	1787	1882	1825
PBANKA_140420	14	179464	180075	+	612	209	276	278	460	223	415	358	560
PBANKA_140430	14	180897	181763	+	867	250	261	452	706	402	539	730	729
PBANKA_140440	14	183059	184679	-	1621	458	503	677	2261	749	860	1189	2120
PBANKA_140450	14	186506	190222	+	3717	884	1061	199	307	219	472	464	411
PBANKA_140460	14	191156	191575	+	420	171	172	578	585	235	623	942	863
PBANKA_140470	14	192556	194076	-	1521	409	447	439	1327	481	842	1380	1125
PBANKA_140480	14	196495	199614	+	3120	821	880	1315	1669	792	1898	2475	2334
PBANKA_140490	14	200094	201275	-	1182	331	380	2371	5435	2580	3320	5235	6232
PBANKA_140500	14	204164	207937	+	3774	920	968	5070	10693	5906	5682	5463	8762
PBANKA_140510	14	208806	210621	-	1816	492	483	1440	2290	1233	1896	2488	2812
PBANKA_140520	14	212083	213524	-	1442	403	430	4064	6333	3041	4984	8101	8469
PBANKA_140530	14	215405	216523	-	1119	313	383	439	988	527	883	1057	973
PBANKA_140540	14	217501	219176	+	1676	414	458	719	1140	491	785	851	1075
PBANKA_140550	14	219243	220342	-	1100	277	297	772	945	513	1182	1507	1120
PBANKA_140560	14	221468	224101	+	2634	645	740	1121	1646	807	2178	1170	1256
PBANKA_140570	14	224629	225546	-	918	246	298	343	460	264	482	578	488
PBANKA_140580	14	226271	228238	+	1968	562	537	900	1229	585	1129	1224	1222
PBANKA_140590	14	228519	229742	-	1224	331	404	1580	3122	1780	1841	2530	3956
PBANKA_140600	14	230541	230804	-	264	121	122	104	248	149	396	368	347
PBANKA_140610	14	232155	234300	-	2146	502	594	1886	3468	1511	2151	2237	3303
PBANKA_140620	14	236586	240188	+	3603	876	936	3365	6216	3449	4895	3777	4983
PBANKA_140630	14	240943	242783	-	1841	447	516	1058	1827	1166	2026	2074	2106
PBANKA_140640	14	243751	246252	-	2502	666	727	3284	6320	3270	6130	4771	6343
PBANKA_140650	14	248449	250473	+	2025	596	631	1659	3722	2012	2310	2850	4004
PBANKA_140660	14	252056	252502	+	447	146	146	3090	3646	1838	2728	5843	5695
PBANKA_140670	14	253304	260154	-	6851	1738	1807	1188	2628	1136	2250	1394	1614
PBANKA_140680	14	262914	263353	+	440	176	252	3605	2642	1871	4131	5998	4212
PBANKA_140690	14	264000	278795	-	14796	3435	3768	4003	5060	3330	4565	2269	2820
PBANKA_140700	14	280201	281571	-	1371	395	419	988	3036	1047	1412	2243	2937
PBANKA_140710	14	282958	286995	-	4038	1025	1093	483	1043	429	737	657	976
PBANKA_140720	14	287571	288731	+	1161	329	349	588	920	403	596	902	963
PBANKA_140730	14	289195	291892	-	2698	766	760	1024	1620	935	2141	1980	1942
PBANKA_140740	14	293771	297895	-	4125	1045	1119	2562	5403	5029	8292	3650	3463
PBANKA_140750	14	300920	302005	-	1086	266	386	890	1924	796	2170	2059	2547
PBANKA_140760	14	304484	305633	+	1150	391	415	12838	11528	6739	17017	20346	17253
PBANKA_140770	14	309689	312050	+	2362	669	625	2539	3594	2386	3895	2667	2933
PBANKA_140780	14	312435	314474	-	2040	538	578	2340	4116	2404	2848	3063	4270
PBANKA_140790	14	316872	320015	+	3144	797	878	67585	92495	43047	70941	54984	81057
PBANKA_140800	14	320934	321536	-	603	192	236	863	1216	635	2004	1566	1482
PBANKA_140810	14	322678	323454	+	777	269	282	199	308	121	302	497	362
PBANKA_140820	14	324532	328947	+	4416	1120	1228	686	1621	674	918	1007	1278
PBANKA_140830	14	329316	330416	-	1101	339	402	123	208	80	197	275	215
PBANKA_140840	14	330977	331588	+	612	260	245	56	99	67	165	208	158
PBANKA_140850	14	332614	333384	+	771	228	266	1226	2550	1039	2033	2679	2904
PBANKA_140860	14	334564	337428	+	2865	755	846	353	824	306	752	555	677
PBANKA_140870	14	338144	338755	+	612	195	235	371	666	361	1165	958	1048
PBANKA_140880	14	339389	340129	-	741	249	313	571	1114	548	1195	1450	1629
PBANKA_140890	14	343416	347585	+	4170	1038	1136	578	1008	269	772	630	903
PBANKA_140900	14	348237	348848	-	612	218	216	1227	1899	970	3017	2173	2222
PBANKA_140910	14	350088	351331	-	1244	300	395	216	274	145	578	315	270
PBANKA_140920	14	353180	353644	-	465	196	213	3735	3320	2472	6464	7520	4664
PBANKA_140930	14	354923	358523	-	3601	911	1033	797	1534	641	1890	1323	1536
PBANKA_140940	14	359177	360079	+	903	280	307	364	422	230	473	626	610
PBANKA_140950	14	360435	360972	-	538	180	217	819	1082	583	1259	1860	1821
PBANKA_140960	14	362914	364368	+	1455	362	430	17437	34599	20085	15313	21931	37795
PBANKA_140970	14	364951	366531	-	1581	420	471	713	1649	1020	1270	1407	1593
PBANKA_140980	14	367525	368799	+	1275	381	395	429	771	347	683	662	697
PBANKA_140990	14	370604	371983	+	1380	397	365	619	1455	661	1117	1284	1393
PBANKA_141000	14	373185	374757	-	1573	415	458	3761	5104	2406	4741	5655	6119
PBANKA_141010	14	377123	378583	+	1461	465	483	27611	42608	19870	41596	36339	47707
PBANKA_141020	14	379511	379972	-	462	192	225	554	726	485	1308	1042	1019
PBANKA_141030	14	382103	385297	+	3195	877	903	5870	11870	5444	7355	9178	10105
PBANKA_141040	14	387557	389392	+	1836	462	524	1615	5198	1914	3051	3344	4745
PBANKA_141050	14	391516	392709	+	1194	340	350	138	136	92	354	324	151
PBANKA_141060	14	393656	396912	-	3257	825	951	447	1291	733	1450	832	930
PBANKA_141070	14	397844	398977	+	1134	304	296	431	422	217	750	650	539
PBANKA_141080	14	399012	399830	-	819	187	228	181	170	86	212	291	264
PBANKA_141090	14	400485	403715	+	3231	846	915	55	51	36	86	64	57
PBANKA_141100	14	405798	405998	-	201	129	145	182	373	156	444	388	433
PBANKA_141110	14	408248	409543	+	1296	306	379	2801	4028	1868	4135	6262	5631
PBANKA_141120	14	410069	416506	-	6438	1437	1728	5785	12686	10077	13435	5732	7672
PBANKA_141130	14	419101	422566	+	3466	882	916	5796	12610	5900	7565	7694	10028
PBANKA_141140	14	423954	424306	-	353	118	154	4777	4471	2653	5424	9271	7478
PBANKA_141150	14	427271	435872	+	8602	2066	2271	131	418	312	402	237	277
PBANKA_141160	14	436559	438508	+	1950	560	633	350	695	321	604	480	778
PBANKA_141170	14	438932	439799	+	868	259	288	784	697	360	1069	1182	976
PBANKA_141180	14	440258	442651	-	2394	567	676	542	1068	536	706	768	836
PBANKA_141190	14	443172	447965	-	4794	1208	1340	281	575	275	892	506	700
PBANKA_141200	14	449161	454971	-	5811	1490	1575	1504	2899	1624	2463	1532	1506
PBANKA_141210	14	456387	457187	-	801	270	273	136	229	144	427	411	338
PBANKA_141220	14	457889	467830	-	9942	2475	2680	1421	2487	1644	1825	1248	1495
PBANKA_141230	14	469418	470617	-	1200	369	322	427	831	334	853	924	819
PBANKA_141240	14	471700	475299	+	3600	969	1018	1789	2749	1160	2035	2334	2752
PBANKA_141250	14	476288	478345	+	2058	579	603	47	117	35	142	147	109
PBANKA_141260	14	479688	485378	+	5691	1305	1468	484	1169	723	548	346	610
PBANKA_141270	14	486380	487684	+	1305	337	351	263	421	328	459	218	336
PBANKA_141280	14	488102	489496	-	1395	437	469	176	470	218	364	327	386
PBANKA_141290	14	490373	490835	-	463	149	199	865	1015	566	1210	2005	1374
PBANKA_141300	14	491706	492836	-	1131	323	372	4281	4315	2468	6786	6365	6166
PBANKA_141310	14	493668	494912	+	1245	357	406	524	1188	500	821	1294	1499
PBANKA_141320	14	495742	497260	-	1519	424	463	1584	1953	1298	1695	2402	2340
PBANKA_141330	14	498307	499098	-	792	241	237	1615	3441	1813	1501	4285	5215
PBANKA_141340	14	500823	502533	+	1711	489	530	3071	4159	2043	4687	6918	6124
PBANKA_141350	14	504637	505467	+	831	243	334	947	1393	818	1879	1520	1691
PBANKA_141360	14	506253	507350	+	1098	333	339	776	1831	777	816	1612	2214
PBANKA_141370	14	507670	510636	-	2967	793	797	677	1159	750	1008	900	1042
PBANKA_141380	14	512274	513924	+	1651	441	545	259	559	308	735	650	560
PBANKA_141390	14	515375	517868	-	2494	602	713	1552	3469	1727	3052	3582	3982
PBANKA_141400	14	520235	521155	-	921	278	275	1246	1795	1049	3015	3222	2571
PBANKA_141410	14	522306	524221	-	1916	588	596	13719	14810	8050	12867	15452	17014
PBANKA_141420	14	525346	526308	+	963	311	357	1430	1713	910	1482	1870	1989
PBANKA_141430	14	526953	528125	-	1173	333	412	686	1088	614	1308	878	946
PBANKA_141440	14	530948	534815	+	3868	1070	1198	1676	2780	978	2984	2362	2341
PBANKA_141450	14	535269	537558	-	2290	585	682	53232	62180	31226	66423	57087	76100
PBANKA_141460	14	539861	542989	+	3129	803	930	1432	4524	2055	2709	2174	3563
PBANKA_141470	14	544110	545072	+	963	271	335	1052	1737	742	1611	2591	2603
PBANKA_141480	14	545546	546284	-	739	227	266	11632	12999	8756	28639	26985	20615
PBANKA_141490	14	547225	548782	+	1558	463	533	6917	6070	3502	7686	10019	8139
PBANKA_141500	14	549915	552284	+	2370	640	705	1550	3460	1486	2343	2384	3132
PBANKA_141510	14	554483	557430	+	2948	674	796	4440	6386	3167	7672	5849	7073
PBANKA_141520	14	558714	560906	+	2193	518	586	20998	32649	16142	29713	21409	29515
PBANKA_141530	14	561074	562793	-	1720	484	511	3119	5339	2588	3960	6731	7639
PBANKA_141540	14	564058	566352	-	2295	547	620	22643	41973	23472	34988	23832	31283
PBANKA_141550	14	569399	571327	+	1929	500	567	405	834	430	1089	1004	1157
PBANKA_141560	14	573167	576001	+	2835	804	846	9127	18138	7423	7334	13418	19667
PBANKA_141570	14	584096	591559	+	7464	1780	1978	3174	6039	3349	4441	3592	3556
PBANKA_141580	14	592435	593892	-	1458	400	417	285	376	172	590	570	451
PBANKA_141590	14	594924	595421	+	498	179	206	176	238	61	327	310	216
PBANKA_141600	14	596206	596481	-	276	122	116	991	929	546	1375	2158	1464
PBANKA_141610	14	597152	599767	+	2616	689	733	805	1715	862	2071	2054	1837
PBANKA_141620	14	600206	600685	-	480	166	217	699	1109	505	890	963	1275
PBANKA_141630	14	602251	603341	+	1091	324	426	6677	6755	3857	7372	14308	10703
PBANKA_141640	14	603863	606598	-	2736	643	754	1272	2810	1256	2113	2318	2781
PBANKA_141650	14	607747	608319	-	573	185	235	377	533	337	1019	600	702
PBANKA_141660	14	610404	610979	-	576	198	202	332	384	225	628	532	440
PBANKA_141670	14	612406	613623	+	1218	366	316	67	101	57	176	119	105
PBANKA_141680	14	615495	620027	+	4533	1092	1260	308	510	321	539	385	369
PBANKA_141690	14	620901	624719	-	3819	990	1006	6069	16532	2974	6797	7060	12290
PBANKA_141700	14	626633	628446	+	1814	535	589	1079	2376	872	1044	2046	2895
PBANKA_141710	14	628733	630457	+	1725	457	458	2491	3244	1989	2994	3024	3832
PBANKA_141720	14	630961	633381	-	2421	651	739	32132	54717	26679	50811	36630	44349
PBANKA_141730	14	635950	637959	-	2010	565	637	3494	5612	2424	4211	5232	5241
PBANKA_141740	14	640229	642166	+	1938	550	571	16312	18450	8385	17323	16296	20102
PBANKA_141750	14	643851	645800	+	1950	519	574	879	2350	949	1708	1621	2139
PBANKA_141760	14	648336	650546	+	2211	587	642	597	1479	814	1450	1108	1106
PBANKA_141770	14	651177	653387	-	2211	589	694	233	563	298	321	404	552
PBANKA_141780	14	654458	656893	-	2436	610	700	1706	3485	1641	2610	2609	3177
PBANKA_141790	14	659922	664718	+	4797	1180	1324	15312	30482	14469	15852	19353	32030
PBANKA_141800	14	665697	665921	+	225	130	134	444	1137	499	784	1657	1951
PBANKA_141810	14	668247	673520	+	5274	1148	1311	3540	7143	4907	5278	3350	3901
PBANKA_141820	14	673853	676327	-	2475	655	663	1215	2294	1107	2102	1866	2270
PBANKA_141830	14	679008	682826	+	3819	949	1049	1101	2730	1178	2781	2112	2243
PBANKA_141840	14	683579	684693	-	1115	320	373	3174	3421	1733	3997	6142	5497
PBANKA_141850	14	685873	687450	+	1578	408	514	669	1607	673	817	1140	1457
PBANKA_141860	14	688092	690335	-	2244	541	682	481	1006	458	553	729	1093
PBANKA_141870	14	691189	692154	-	966	316	287	176	392	143	211	362	433
PBANKA_141880	14	693080	694617	+	1538	444	522	3896	4459	2163	5311	6973	6243
PBANKA_141890	14	695848	697406	+	1559	428	494	23518	19696	10624	30394	35097	29919
PBANKA_141900	14	698825	702847	+	4023	946	1178	1661	4145	2047	2921	2561	3702
PBANKA_141910	14	703855	705441	+	1587	447	504	7299	10185	5211	9033	14137	13291
PBANKA_141920	14	706227	707090	-	864	295	332	2922	2403	1557	3785	4975	3425
PBANKA_141930	14	708800	710791	+	1992	485	560	67532	97605	48426	91130	72043	98456
PBANKA_141940	14	710906	717866	-	6961	1715	1867	632	913	639	1411	1108	820
PBANKA_141950	14	719599	720102	+	504	149	214	176	223	110	310	422	306
PBANKA_141960	14	720347	729466	-	9120	2261	2508	462	1037	362	596	599	903
PBANKA_141970	14	730047	732282	+	2236	589	676	863	970	433	1650	1421	1307
PBANKA_141980	14	733010	737919	-	4910	1187	1404	479	790	421	1587	759	771
PBANKA_141990	14	740860	744369	+	3510	886	907	395	548	288	804	649	620
PBANKA_142000	14	745574	746952	+	1379	401	428	476	1030	436	945	1437	1244
PBANKA_142010	14	747684	750665	+	2982	781	919	1487	4034	1702	1279	1982	3427
PBANKA_142020	14	751370	754216	+	2847	742	806	417	650	330	450	508	544
PBANKA_142030	14	754862	756476	-	1615	437	454	2013	2954	1637	3021	3962	3974
PBANKA_142040	14	757265	758320	-	1056	344	343	863	1153	705	1434	1367	1373
PBANKA_142050	14	759843	768854	-	9012	2254	2284	3381	4629	4052	4789	2411	2666
PBANKA_142060	14	773045	773416	-	372	176	181	4420	4435	2908	8277	8091	5827
PBANKA_142070	14	775796	777652	-	1857	468	554	8156	15352	7847	6604	10413	16623
PBANKA_142080	14	779628	783221	+	3594	957	1015	16451	29412	13600	21623	10671	19330
PBANKA_142090	14	784704	788297	+	3594	916	1037	1101	2575	1221	2008	1907	2144
PBANKA_142100	14	788912	790003	-	1092	340	347	6996	12872	6718	4756	11507	16109
PBANKA_142110	14	791633	792733	+	1101	327	385	1452	4074	1650	1879	3183	4478
PBANKA_142120	14	793766	795079	+	1314	415	516	1322	2207	964	1818	2237	2731
PBANKA_142130	14	798027	798995	+	969	307	334	762	1529	653	927	1874	2038
PBANKA_142140	14	799246	799795	-	550	226	212	3662	7292	3965	4864	9043	9817
PBANKA_142150	14	800588	804496	-	3909	966	1074	44412	78832	48625	65481	38232	52671
PBANKA_142160	14	805388	807366	-	1979	579	580	2777	3856	1845	3522	4643	4752
PBANKA_142170	14	808329	809417	-	1089	344	371	67284	65299	32590	96395	93234	97469
PBANKA_142180	14	810105	810685	-	581	214	217	3368	2707	1432	3719	6081	4296
PBANKA_142190	14	811636	813906	+	2271	599	692	599	1699	733	958	1151	1598
PBANKA_142200	14	814934	815296	+	363	180	195	385	424	248	839	628	606
PBANKA_142210	14	816126	817343	-	1218	374	400	437	901	419	888	688	802
PBANKA_142220	14	818832	820406	+	1575	455	527	785	1222	680	1376	1542	1400
PBANKA_142230	14	821149	823971	-	2823	789	900	557	1161	523	960	785	863
PBANKA_142240	14	826116	828749	-	2634	742	800	1676	3663	1659	2532	2438	3062
PBANKA_142250	14	831622	834138	-	2517	741	747	1563	2133	1174	2228	2281	2971
PBANKA_142260	14	835103	836122	+	1020	336	389	92	218	63	155	188	181
PBANKA_142270	14	836751	837347	-	597	236	283	3479	3787	2285	4928	7388	6116
PBANKA_142280	14	838584	839453	-	870	239	277	905	1509	878	1506	1372	1531
PBANKA_142290	14	840736	841917	+	1182	378	399	50219	55292	26276	60119	64347	70345
PBANKA_142300	14	842838	843803	-	966	302	349	1519	1879	1793	5103	2635	1999
PBANKA_142310	14	846195	848339	+	2145	532	675	2238	4825	2223	3818	4152	5113
PBANKA_142320	14	849528	852548	+	3021	826	847	634	1083	713	957	795	1160
PBANKA_142330	14	854273	855001	-	729	266	270	13804	22483	9747	12190	18101	21162
PBANKA_142340	14	857715	858754	+	1040	353	395	592	1174	528	1735	1752	1584
PBANKA_142350	14	859336	860083	-	748	260	291	5558	6574	3569	8373	11734	9302
PBANKA_142360	14	861715	862554	+	840	281	324	4316	5354	3065	6457	11360	8273
PBANKA_142370	14	863083	864168	-	1086	300	406	30104	33078	18482	48909	37760	42247
PBANKA_142380	14	865269	869033	+	3765	966	1090	244	561	287	481	245	335
PBANKA_142390	14	869388	870663	-	1276	358	375	2911	2616	1773	4002	5134	4168
PBANKA_142400	14	872351	873895	+	1545	466	506	476	1037	399	766	853	1021
PBANKA_142410	14	874907	875716	+	810	265	321	86	164	51	192	338	192
PBANKA_142420	14	878042	881279	+	3238	812	990	3376	4899	2540	4470	4924	5869
PBANKA_142430	14	882563	883854	-	1292	396	463	6798	6504	3137	12991	8993	8279
PBANKA_142440	14	886726	887994	+	1269	375	404	1214	1632	875	2160	2062	1955
PBANKA_142450	14	889601	891406	+	1806	477	574	10106	14387	6986	12725	12423	13685
PBANKA_142460	14	893912	895477	+	1566	506	487	1504	2568	1381	2125	2143	2434
PBANKA_142470	14	897400	897615	+	216	120	142	311	390	218	407	758	668
PBANKA_142480	14	898931	899524	-	594	225	243	393	828	388	551	827	916
PBANKA_142490	14	901222	901844	+	623	211	234	1169	2381	922	1501	2631	3139
PBANKA_142500	14	903878	906409	+	2532	603	719	1097	2141	1107	1960	1255	1685
PBANKA_142510	14	908813	910450	+	1638	467	496	2818	6665	2511	3102	5167	6896
PBANKA_142520	14	912168	913481	+	1314	388	435	575	831	509	1259	938	959
PBANKA_142530	14	914037	917180	+	3144	743	835	238	336	125	466	514	456
PBANKA_142535	14	917236	918815	+	1580	432	440	590	803	512	962	964	815
PBANKA_142540	14	919028	926332	-	7305	1805	1965	621	1273	581	970	784	732
PBANKA_142550	14	928566	930541	+	1976	480	573	1094	1866	808	2082	1788	2066
PBANKA_142560	14	930582	934988	-	4407	1031	1101	861	1809	690	1264	1213	1594
PBANKA_142570	14	935633	937177	+	1545	399	439	427	771	263	698	897	961
PBANKA_142580	14	937688	941083	-	3396	923	1005	1465	6737	2221	2764	3121	6316
PBANKA_142590	14	942970	946969	+	4000	958	1083	1956	4820	2173	3808	2290	3861
PBANKA_142600	14	947044	949617	-	2574	607	702	197	327	135	522	360	335
PBANKA_142610	14	950504	952863	-	2360	672	678	1596	2385	1027	1558	2373	2872
PBANKA_142620	14	955724	961129	-	5406	1408	1521	1033	3688	1564	2174	1574	2165
PBANKA_142630	14	964549	968132	-	3584	926	1077	1222	2720	1108	1676	1733	2049
PBANKA_142640	14	969535	971193	+	1659	449	498	1460	3127	1318	3156	3555	3557
PBANKA_142650	14	971940	974782	-	2843	772	855	3358	7461	2893	4831	4792	6603
PBANKA_142660	14	977085	978254	+	1170	334	400	674	1060	678	1301	1006	1242
PBANKA_142670	14	978675	981131	-	2457	722	752	844	1544	840	1574	1443	1673
PBANKA_142680	14	981814	982946	+	1133	363	400	458	540	289	937	1065	773
PBANKA_142690	14	984023	986752	-	2730	759	828	6308	17496	5936	7546	9232	11894
PBANKA_142700	14	990581	992861	+	2281	663	674	1885	2890	1116	2987	3617	3589
PBANKA_142710	14	993202	994989	-	1788	495	563	19249	28821	13079	20873	18256	28028
PBANKA_142720	14	998416	1001038	+	2623	737	771	7726	15807	8107	8941	14790	20440
PBANKA_142730	14	1002009	1004792	-	2784	752	811	1352	1966	995	2020	1363	1573
PBANKA_142740	14	1005894	1006487	+	594	198	181	671	629	350	1141	1188	849
PBANKA_142750	14	1007623	1007889	+	267	122	137	2075	2908	1536	2655	4744	4450
PBANKA_142760	14	1008823	1012699	+	3877	1036	1201	2887	6231	2516	3208	4031	6674
PBANKA_142770	14	1013489	1015609	+	2121	588	685	2144	4133	1817	2125	5817	5948
PBANKA_142780	14	1017598	1034166	+	16569	3986	4385	2467	3168	2029	2130	1654	2001
PBANKA_142790	14	1034948	1035262	+	315	114	160	92	164	79	160	205	146
PBANKA_142800	14	1036109	1038751	-	2643	645	794	1267	3998	1737	2107	1899	3095
PBANKA_142810	14	1042200	1045181	+	2982	745	798	2215	4253	2464	3898	3083	3862
PBANKA_142820	14	1045754	1048075	-	2322	695	776	789	1794	709	1008	1282	1946
PBANKA_142830	14	1048675	1053659	+	4985	1237	1381	2416	6578	3128	2301	4224	6418
PBANKA_142840	14	1054920	1055795	+	876	299	352	798	1170	551	1593	1808	1662
PBANKA_142850	14	1056790	1058541	-	1752	562	590	674	1541	552	1272	944	1574
PBANKA_142860	14	1060892	1061906	-	1015	312	376	1498	1596	920	2153	2628	2476
PBANKA_142870	14	1063093	1066884	-	3792	968	1070	9360	21080	9583	13581	13376	18264
PBANKA_142880	14	1070356	1071321	+	966	331	369	3022	4689	2408	4628	6259	5923
PBANKA_142890	14	1072969	1075941	-	2973	793	903	2562	5783	2621	3155	3292	4481
PBANKA_142900	14	1080714	1081571	+	858	270	357	800	1111	523	1396	1065	1338
PBANKA_142910	14	1081807	1082315	-	509	202	198	6004	6417	3664	4638	11818	12086
PBANKA_142920	14	1082899	1084650	-	1752	525	573	16207	23995	11711	18221	18161	22786
PBANKA_142930	14	1086954	1089033	+	2080	635	661	1654	3779	1646	2358	2965	4356
PBANKA_142940	14	1090574	1090855	+	282	152	142	3631	6829	3723	3720	8477	10255
PBANKA_142950	14	1091751	1092551	-	801	250	295	1624	1794	985	3443	3240	2759
PBANKA_142960	14	1093232	1095499	-	2268	626	680	426	557	284	691	561	455
PBANKA_142970	14	1097356	1100041	-	2686	750	829	2368	7205	2547	4046	3486	6055
PBANKA_142980	14	1101582	1102184	-	603	207	247	510	601	302	704	1001	772
PBANKA_142990	14	1103093	1107371	+	4279	1023	1279	448	1452	565	990	999	1122
PBANKA_143000	14	1107923	1108603	-	681	259	291	173	283	132	302	317	294
PBANKA_143010	14	1109361	1111129	-	1769	442	504	945	2652	1430	2441	2356	2573
PBANKA_143020	14	1111259	1111779	-	521	169	178	239	1175	180	280	741	1041
PBANKA_143030	14	1113215	1114456	+	1242	359	458	67763	53450	30851	94128	102708	83973
PBANKA_143040	14	1114756	1115696	-	941	267	374	1407	1418	759	2694	2989	2143
PBANKA_143050	14	1116784	1117248	+	465	170	225	323	692	390	1028	800	880
PBANKA_143060	14	1118409	1119252	+	844	251	303	15007	11978	7569	15873	36788	20269
PBANKA_143070	14	1120985	1122230	+	1246	365	449	3494	4459	2454	5429	6766	6190
PBANKA_143080	14	1123486	1124133	+	648	210	252	1718	2311	1243	2941	3337	2786
PBANKA_143090	14	1125594	1128416	+	2823	733	831	3071	11732	4749	4000	6545	11354
PBANKA_143100	14	1129487	1130344	+	858	278	344	229	231	110	267	336	306
PBANKA_143105	14	1130904	1131576	-	673	235	317	2491	2379	1421	3845	4975	3762
PBANKA_143110	14	1132848	1134500	-	1653	500	560	3141	6376	3260	4616	4311	5632
PBANKA_143120	14	1135499	1136366	-	868	286	362	1165	1623	592	941	2566	2791
PBANKA_143130	14	1136854	1137264	+	411	150	153	3488	3602	2173	4165	5505	5497
PBANKA_143140	14	1137451	1140819	-	3369	836	1009	7419	17510	8270	6661	7563	15291
PBANKA_143150	14	1141798	1142877	+	1080	321	383	11190	18407	9437	9202	20611	26695
PBANKA_143160	14	1144346	1146124	+	1779	523	575	867	2369	1039	1736	1619	2477
PBANKA_143170	14	1147732	1149438	+	1707	506	617	472	706	316	648	870	801
PBANKA_143180	14	1150287	1151150	+	864	291	365	517	765	334	712	1143	962
PBANKA_143190	14	1151713	1153610	+	1898	666	758	963	1572	602	1401	2348	2002
PBANKA_143200	14	1154326	1154748	-	423	223	225	1371	2008	1351	2337	3112	2829
PBANKA_143210	14	1156447	1158645	+	2199	896	1061	659	2021	722	1150	1177	1918
PBANKA_143220	14	1159857	1160501	-	645	347	397	29165	43266	21477	23196	65517	59319
PBANKA_143230	14	1161823	1162380	-	558	312	300	2382	4320	2107	6620	5691	6153
PBANKA_143240	14	1164534	1167533	+	3000	955	1007	7438	15329	8613	7169	10410	14885
PBANKA_143250	14	1170654	1173242	+	2589	715	908	1118	2334	1558	2106	1121	1587
PBANKA_143260	14	1174220	1174642	-	423	160	203	883	973	686	1832	2281	1551
PBANKA_143270	14	1175359	1177293	-	1935	592	639	1450	1918	1045	2203	3021	2540
PBANKA_143280	14	1178458	1181451	+	2994	809	941	887	1241	816	1339	895	1125
PBANKA_143290	14	1182672	1185239	+	2568	704	713	2039	3601	2064	3465	2427	3140
PBANKA_143300	14	1185629	1188088	-	2460	714	806	4642	10483	4082	5631	7170	10609
PBANKA_143310	14	1191638	1192273	+	636	254	272	1262	2194	1114	2098	2424	2131
PBANKA_143320	14	1193758	1194444	+	687	221	275	831	1636	875	1402	1762	2032
PBANKA_143330	14	1194711	1196057	-	1347	393	442	1281	2251	1167	2043	1895	2085
PBANKA_143340	14	1196226	1196468	-	243	109	125	202	455	151	232	317	385
PBANKA_143350	14	1197755	1199326	+	1572	492	576	597	1125	497	788	1056	1090
PBANKA_143360	14	1200694	1201740	+	1047	345	412	363	538	363	1309	740	718
PBANKA_143370	14	1203212	1204938	+	1727	539	563	2565	4186	1870	4823	3643	4014
PBANKA_143380	14	1205491	1211913	-	6423	1851	1879	1158	2702	1507	2256	1594	1881
PBANKA_143390	14	1213318	1215120	+	1803	526	621	378	937	397	579	685	819
PBANKA_143400	14	1216248	1218900	-	2653	748	739	831	1469	744	1367	1692	1722
PBANKA_143410	14	1220701	1224669	-	3969	1022	1167	1980	3317	1427	2555	2384	2950
PBANKA_143420	14	1226187	1229019	-	2833	801	843	1976	2783	1409	2289	2912	3229
PBANKA_143430	14	1229992	1231566	-	1575	434	523	1214	3059	1260	1167	2109	3175
PBANKA_143440	14	1232289	1234220	-	1932	542	582	7093	8780	4281	8541	13351	12224
PBANKA_143450	14	1235251	1237509	-	2259	593	684	835	1683	760	1740	1273	1684
PBANKA_143460	14	1240839	1248875	+	8037	2039	2282	13113	24287	15627	16850	8352	11570
PBANKA_143470	14	1251831	1257791	+	5961	1430	1699	2470	4980	2326	4206	2864	3025
PBANKA_143480	14	1258697	1263544	-	4848	1256	1335	3458	9813	4148	6449	4395	6709
PBANKA_143490	14	1265321	1265893	-	573	188	223	2602	3407	1834	3188	5493	4723
PBANKA_143500	14	1267554	1267715	+	162	103	121	120	220	90	139	175	291
PBANKA_143510	14	1268820	1269503	+	684	204	324	1314	1757	887	1515	2013	2662
PBANKA_143520	14	1270588	1272030	-	1443	452	540	5425	8414	3543	5437	8740	9629
PBANKA_143530	14	1274390	1276270	+	1881	525	618	801	1492	912	1436	871	1058
PBANKA_143540	14	1276862	1283555	-	6694	1688	1981	1061	1882	990	1621	1065	1577
PBANKA_143550	14	1284428	1292586	+	8159	2202	2477	1186	2861	1523	1946	1470	2340
