Geneid	Chr	Start	End	Strand	Length	SRR1571697	SRR1571698	SRR1571699	SRR1571700	SRR1571701	SRR1571702	SRR1571703	SRR1571704	SRR1571705	SRR1571706	SRR1571707	SRR1571708	SRR1571709	SRR1571710	SRR1571711	SRR1571712	SRR1571713	SRR1571714	SRR1571715
PVX_122615	14	716826	717980	-	1155	86	157	345	183	108	116	108	242	261	202	454	113	61	82	109	329	319	289	51
PVX_122620	14	721536	725745	+	4210	1216	911	1248	604	297	273	332	1692	1312	922	1490	348	187	277	600	1348	1377	1392	243
PVX_122625	14	726211	729124	-	2914	363	130	174	79	94	367	1094	253	203	116	194	91	101	432	1119	517	520	571	105
PVX_122630	14	732874	736941	+	4068	269	219	384	222	139	145	189	512	318	229	589	190	108	176	279	515	498	533	88
PVX_122635	14	738401	739404	+	1004	14	6	31	72	193	264	137	164	9	13	121	116	143	188	170	243	213	236	51
PVX_122640	14	741604	743563	+	1960	149	23	42	22	44	225	471	88	65	39	58	18	59	180	350	179	217	214	34
PVX_122645	14	745554	749056	+	3503	437	343	619	264	110	113	158	647	556	429	692	155	57	140	254	557	551	628	116
PVX_122650	14	752305	755482	+	3178	369	357	671	449	620	661	503	882	602	414	960	383	333	516	714	1137	1128	1131	203
PVX_122655	14	756864	759393	+	2530	201	76	102	77	74	113	413	216	157	100	232	79	83	244	622	342	332	349	48
PVX_122660	14	759434	761371	-	1938	142	119	193	155	83	81	100	280	199	140	309	103	50	73	135	262	277	269	41
PVX_122665	14	762592	765741	-	3150	200	154	234	119	59	91	117	246	228	137	274	75	45	82	175	263	240	303	42
PVX_122670	14	768843	770900	+	2058	274	192	319	172	92	93	116	374	351	233	442	100	50	88	201	341	334	398	55
PVX_122675	14	772315	775182	+	2868	131	89	502	574	584	566	729	399	126	259	908	439	264	436	575	948	953	1031	144
PVX_122680	14	785708	793672	+	7965	1597	1522	3113	1295	514	642	1004	1845	1947	1558	2953	526	276	619	1287	2793	2610	2859	526
PVX_122685	14	794062	796623	-	2562	221	312	514	192	65	85	135	388	370	273	506	80	45	75	149	417	424	415	69
PVX_122690	14	797092	798234	+	1143	551	287	486	533	238	161	157	1083	634	303	986	353	146	131	252	815	804	881	154
PVX_122695	14	798689	799918	-	1230	27	53	104	58	31	34	38	123	100	80	154	48	28	26	56	132	135	147	29
PVX_122700	14	800245	802852	+	2608	22	106	200	127	73	61	44	99	134	93	246	76	27	46	69	215	216	192	45
PVX_122705	14	803430	803912	-	483	86	34	55	6	4	9	25	75	73	30	45	8	7	21	42	54	53	47	8
PVX_122710	14	805253	806927	+	1675	2126	1381	1936	922	335	285	346	3353	2572	1478	2338	562	218	324	536	2159	2085	2245	357
PVX_122715	14	807324	809996	-	2673	250	154	239	119	91	69	98	323	238	180	359	86	51	65	162	314	296	335	44
PVX_122720	14	811474	812043	-	570	34	5	14	22	74	128	131	67	14	8	15	39	52	117	114	103	108	120	18
PVX_122725	14	814528	815735	-	1208	55	122	248	110	45	55	65	126	133	117	334	56	18	35	95	221	223	237	36
PVX_122730	14	816354	817556	+	1203	8	16	126	76	27	20	35	25	32	54	175	29	7	17	29	75	107	92	19
PVX_122735	14	819451	824001	+	4551	329	139	201	338	348	478	1050	439	230	87	362	269	188	335	1013	706	734	764	123
PVX_122740	14	824711	829052	-	4342	143	126	556	377	225	395	606	215	190	298	833	180	162	350	653	653	655	707	108
PVX_122745	14	832095	834081	+	1987	92	104	199	73	27	97	169	137	164	100	199	43	27	115	167	215	213	197	37
PVX_122750	14	834505	836979	-	2475	349	83	131	48	147	849	1182	257	194	97	186	113	251	1079	1641	756	769	809	112
PVX_122755	14	839917	842636	-	2720	269	196	308	196	117	221	275	537	398	223	495	137	103	260	388	536	522	571	78
PVX_122760	14	845056	846828	+	1773	90	20	23	15	22	92	278	66	57	32	51	21	28	110	287	111	123	134	11
PVX_122765	14	849585	851903	+	2319	119	118	81	26	57	191	346	193	215	74	70	38	37	163	263	208	215	250	25
PVX_122770	14	854190	856981	+	2792	196	164	246	135	157	165	153	389	287	190	352	124	88	137	214	394	389	431	58
PVX_122775	14	857373	859727	-	2355	34	40	223	131	139	153	158	114	67	92	346	75	59	94	135	260	261	248	45
PVX_122780	14	860721	864259	-	3539	1004	456	578	262	109	173	266	962	807	501	798	168	99	180	506	809	774	812	126
PVX_122785	14	869160	874248	+	5089	183	187	977	794	436	530	907	422	221	481	1764	481	245	435	913	1293	1290	1304	215
PVX_122790	14	875054	875915	+	862	17	15	38	34	26	37	50	24	42	25	100	17	14	36	64	72	65	61	9
PVX_122795	14	878501	884326	+	5826	357	159	466	282	307	744	1386	360	279	318	760	193	269	683	1666	1044	979	1075	178
PVX_122800	14	885079	887649	-	2571	40	93	381	262	114	97	110	134	146	234	571	134	55	80	159	374	384	445	73
PVX_122805	14	889249	893020	-	3772	20	3	13	13	18	38	87	11	11	9	16	14	8	26	61	50	53	52	11
PVX_122810	14	896490	900425	+	3936	851	598	1139	1229	431	306	307	1756	998	785	2146	581	283	358	552	1548	1581	1731	252
PVX_122815	14	901631	903411	-	1781	96	89	177	97	50	50	91	152	138	107	247	31	25	45	122	231	222	189	28
PVX_122820	14	904121	905908	+	1788	88	43	98	58	60	93	137	111	87	81	165	56	40	89	141	166	172	173	41
PVX_122825	14	906689	909112	-	2424	27	24	27	11	8	21	20	22	26	15	28	6	4	8	28	37	41	32	4
PVX_122830	14	910256	911206	-	951	45	34	57	35	21	26	38	88	51	41	84	19	10	18	39	82	74	90	5
PVX_122835	14	912607	914084	+	1478	63	27	76	81	78	90	141	109	65	40	96	50	28	67	118	149	153	146	21
PVX_122840	14	914893	917219	+	2327	306	203	331	126	155	599	762	453	418	239	441	140	218	709	932	654	710	726	125
PVX_122845	14	918073	923000	+	4928	51	19	36	82	416	414	366	404	44	37	144	258	231	287	477	443	468	487	78
PVX_122850	14	924006	926211	+	2206	217	212	389	250	165	302	541	365	368	276	585	166	104	240	482	581	616	621	94
PVX_122855	14	926988	928398	-	1411	96	90	150	40	8	8	12	161	167	121	143	18	7	18	34	120	126	147	21
PVX_122860	14	929079	932306	+	3228	630	233	319	167	226	950	3090	532	524	274	496	175	282	1139	3289	1293	1262	1426	212
PVX_122865	14	932047	941226	-	9180	67	20	31	92	689	1453	717	352	52	23	189	311	511	1007	916	1002	915	1002	131
PVX_122870	14	943422	944721	+	1300	111	104	142	67	100	146	125	209	154	102	165	74	65	91	163	250	246	201	33
PVX_122875	14	945044	954127	-	9084	310	261	413	258	145	112	97	610	542	357	543	153	102	128	227	530	480	562	76
PVX_122880	14	954330	957821	+	3492	35	41	84	126	67	49	41	163	110	84	201	94	46	56	74	174	172	200	33
PVX_122885	14	958687	963915	-	5229	10	15	44	360	522	396	210	548	20	13	324	352	209	211	202	527	553	562	95
PVX_122890	14	967246	971025	+	3780	8	1	3	6	4	5	22	9	3	4	11	5	3	6	25	11	14	12	2
PVX_122895	14	972702	974118	+	1417	108	58	103	91	110	99	106	293	131	86	270	158	65	80	161	244	314	307	41
PVX_122900	14	974711	977599	+	2889	34	7	12	9	27	112	207	31	19	15	29	11	17	119	160	89	85	100	10
PVX_122905	14	978202	981526	+	3325	126	380	687	183	75	104	138	341	585	471	751	94	46	127	263	610	566	649	111
PVX_122910	14	981650	983863	-	2214	199	128	222	181	133	145	211	433	251	182	411	173	129	211	349	408	429	459	62
PVX_122915	14	985264	986019	-	756	16	4	14	19	25	51	61	44	7	3	39	34	23	51	100	82	85	71	11
PVX_122920	14	988038	998708	-	10671	2902	2653	3838	1537	702	778	1261	4709	5155	2894	4758	977	518	1097	2491	4374	4306	4649	736
PVX_122925	14	1003338	1004242	-	905	18	7	9	1	3	3	8	21	22	10	9	2	3	11	22	12	12	15	1
PVX_122930	14	1005124	1006284	-	1161	374	217	523	771	1273	1163	674	1558	473	397	1344	1042	781	1099	960	1919	2000	2114	349
PVX_122935	14	1009141	1011331	-	2191	41	12	14	23	31	98	270	61	42	23	39	25	22	128	304	116	125	137	15
PVX_122940	14	1012621	1017661	+	5041	416	256	434	342	381	359	411	703	443	260	671	321	215	256	446	805	772	908	148
PVX_122945	14	1019378	1023289	+	3912	596	335	567	297	170	579	932	866	915	420	838	204	176	720	1410	989	1053	1046	160
PVX_122950	14	1026311	1028599	+	2289	233	237	452	273	174	192	264	523	454	339	674	190	117	186	341	599	623	639	94
PVX_122955	14	1029624	1031364	+	1741	144	97	210	132	128	125	252	251	189	147	289	95	78	171	388	339	342	361	58
PVX_122960	14	1036862	1038846	+	1985	266	341	642	246	48	78	152	462	535	403	694	77	31	94	204	533	499	550	81
PVX_122965	14	1040173	1044801	-	4629	908	296	464	311	677	1577	2893	951	613	317	863	430	621	1742	3664	2034	1940	2104	325
PVX_122970	14	1046435	1048385	-	1951	29	11	11	12	22	66	141	24	14	9	31	12	17	56	123	63	63	72	13
PVX_122975	14	1049868	1051320	-	1453	200	69	86	44	57	309	882	165	146	71	106	51	98	316	962	355	370	365	53
PVX_122980	14	1051761	1052948	-	1188	45	85	219	73	22	28	63	159	192	140	247	24	15	38	84	158	160	181	26
PVX_122985	14	1053051	1056320	+	3270	155	234	314	53	23	47	70	269	349	198	248	26	24	49	109	261	258	291	38
PVX_122990	14	1057163	1057528	+	366	24	35	64	16	17	18	24	68	77	50	76	13	10	24	53	79	78	66	10
PVX_122995	14	1058049	1060718	-	2670	389	443	797	565	190	192	295	740	766	572	1366	331	131	184	353	986	967	1067	161
PVX_123000	14	1062045	1063823	+	1779	92	211	365	218	89	86	106	213	321	239	540	97	53	84	141	413	352	398	63
PVX_123005	14	1064858	1067806	-	2949	107	177	318	76	50	73	108	309	304	227	271	40	25	97	162	296	321	318	55
PVX_123010	14	1070656	1073292	-	2637	825	747	971	555	364	246	343	1255	1199	738	1239	395	174	275	495	1183	1259	1289	178
PVX_123015	14	1075350	1076240	+	891	14	8	19	4	10	7	7	22	22	12	19	14	7	2	10	35	25	33	6
PVX_123020	14	1076925	1079756	-	2832	19	56	98	9	7	17	32	68	90	58	82	12	4	21	59	80	97	93	10
PVX_123025	14	1080922	1081953	+	1032	65	140	220	57	13	14	17	196	236	160	183	22	12	18	41	180	165	156	25
PVX_123030	14	1082493	1083987	-	1495	363	320	560	266	92	124	159	784	700	456	899	168	63	145	257	618	624	701	113
PVX_123035	14	1085166	1086447	-	1282	172	47	45	18	36	209	545	122	103	45	72	25	59	224	597	202	225	241	36
PVX_123040	14	1088373	1090049	+	1677	230	86	75	44	66	225	838	237	204	96	186	65	92	396	1195	408	466	412	68
PVX_123045	14	1091399	1093291	-	1893	15	19	64	18	33	399	440	30	90	21	54	26	126	461	665	271	299	330	54
PVX_123050	14	1095936	1098245	+	2310	33	64	173	69	41	65	110	55	99	126	239	58	22	76	134	164	186	178	33
PVX_123055	14	1099346	1102773	+	3428	367	174	302	149	91	106	148	427	293	238	398	107	79	126	255	386	377	429	67
PVX_123060	14	1103895	1108438	-	4544	5081	4589	7062	2368	917	2144	3253	9491	11685	6283	10606	2051	1244	3673	6522	8863	9081	9320	1468
PVX_123065	14	1110333	1112299	+	1967	168	81	77	34	24	114	222	202	151	69	103	25	26	99	263	157	166	191	26
PVX_123070	14	1112751	1114465	-	1715	1817	1321	1916	1033	419	281	260	3413	2818	1590	2793	757	302	338	623	2331	2294	2525	345
PVX_123075	14	1114657	1116996	+	2340	1330	885	1179	547	225	149	207	2548	1818	983	1734	448	169	213	401	1480	1559	1544	232
PVX_123080	14	1117244	1118317	-	1074	15	8	25	18	10	15	35	18	11	4	57	13	4	8	48	33	40	39	7
PVX_123085	14	1119308	1123150	+	3843	181	185	285	71	39	62	113	264	280	197	323	38	40	69	160	316	263	323	44
PVX_123090	14	1122935	1126033	-	3099	378	294	370	233	134	127	179	535	394	239	543	157	75	146	243	481	472	493	96
PVX_123095	14	1126548	1127189	+	642	147	104	117	33	16	39	56	261	165	109	157	29	19	48	131	160	170	152	22
PVX_123100	14	1127265	1129262	+	1998	572	314	460	162	68	113	288	798	619	356	592	132	59	201	442	522	542	561	73
PVX_123105	14	1133536	1137188	+	3653	1174	842	1197	971	738	627	729	2276	1651	1012	2130	815	430	695	1216	2075	2054	2209	338
PVX_123110	14	1138180	1140894	-	2715	1975	1151	1098	112	61	273	567	2655	2453	1085	811	101	112	483	922	1380	1415	1421	200
PVX_123115	14	1143213	1144937	+	1725	171	132	241	179	132	155	196	406	301	153	379	151	93	133	266	363	386	392	59
PVX_123120	14	1148038	1150236	+	2199	24	13	0	9	77	302	268	32	24	13	20	45	103	375	409	258	246	243	52
PVX_123125	14	1155017	1157074	+	2058	298	139	186	100	140	518	888	367	367	142	252	115	126	556	934	687	595	684	109
PVX_123130	14	1159308	1160261	+	954	166	105	142	56	39	66	121	314	214	118	188	43	30	72	133	239	200	231	35
PVX_123135	14	1161416	1162845	-	1430	207	150	232	130	185	203	253	403	238	160	368	165	119	168	246	421	445	460	61
PVX_123140	14	1163573	1165050	+	1478	164	113	163	84	99	132	182	271	153	118	196	88	63	110	177	273	258	285	51
PVX_123145	14	1167408	1171256	+	3849	996	932	1361	491	205	270	350	1394	1544	940	1522	280	148	325	647	1459	1424	1508	221
PVX_123150	14	1174935	1176572	+	1638	406	427	789	512	398	301	277	943	784	510	1139	402	215	237	358	997	1009	1104	165
PVX_123155	14	1178853	1180507	+	1655	25	5	8	2	4	11	43	15	9	4	11	1	2	18	38	25	25	38	3
PVX_123160	14	1181089	1186185	+	5097	40	106	223	100	65	71	127	118	179	167	239	64	43	64	153	225	253	247	29
PVX_123165	14	1186687	1194067	-	7381	639	751	1252	718	500	319	326	1317	1229	798	1529	395	225	296	480	1522	1400	1525	250
PVX_123170	14	1196826	1198639	+	1814	34	58	99	37	9	20	29	71	81	55	72	11	7	22	34	91	74	92	7
PVX_123175	14	1198429	1203561	-	5133	150	229	467	365	228	277	310	504	358	308	748	246	163	207	403	733	736	735	118
PVX_123180	14	1203976	1205529	+	1554	15	35	53	12	11	17	30	35	38	37	66	11	8	16	40	50	42	56	6
PVX_123185	14	1206501	1210142	-	3642	40	68	213	71	136	256	210	166	124	132	284	118	126	200	305	369	365	381	50
PVX_123190	14	1213365	1217810	+	4446	58	69	129	80	2280	3379	1345	1841	157	68	191	1020	1699	2470	1876	2519	2528	2726	450
PVX_123195	14	1218775	1221258	-	2484	253	106	59	20	11	11	23	279	166	82	90	20	6	39	74	108	119	116	15
PVX_123200	14	1222730	1226318	-	3589	599	590	936	585	245	219	271	1199	1056	694	1398	370	188	254	491	1169	1203	1263	156
PVX_123205	14	1230100	1236174	-	6075	1553	1219	2179	1535	1159	930	993	2765	1854	1367	3352	1093	588	930	1780	3034	2995	3147	515
PVX_123210	14	1241458	1245324	-	3867	743	492	877	558	183	124	133	1165	984	631	1278	269	102	159	328	957	984	1080	147
PVX_123215	14	1246136	1248491	+	2356	55	85	174	125	92	100	126	164	132	122	390	96	64	93	174	257	261	293	40
PVX_123220	14	1249509	1252552	-	3044	39	47	303	280	337	388	336	308	59	154	566	251	215	278	347	544	559	562	99
PVX_123225	14	1254772	1256070	+	1299	10	6	4	2	17	56	38	23	8	7	8	10	18	48	50	52	51	52	3
PVX_123230	14	1256701	1259581	-	2881	297	602	932	151	87	118	132	629	883	613	610	84	49	129	214	659	665	718	114
PVX_123235	14	1260078	1261182	+	1105	7	53	131	20	12	14	31	38	93	90	88	11	7	9	34	93	94	96	16
PVX_123240	14	1263307	1266078	-	2772	2602	1713	2534	863	432	752	1108	3902	3577	1810	3090	519	384	825	1953	2927	2944	3198	509
PVX_123245	14	1271816	1274314	+	2499	81	90	132	29	6	10	15	183	183	89	111	9	6	25	36	111	111	120	20
PVX_123250	14	1274687	1276732	-	2046	289	153	222	134	101	200	501	375	329	191	357	108	76	210	496	463	425	445	60
PVX_123260	14	1281024	1284883	+	3860	594	294	422	545	417	461	936	969	517	288	999	411	242	436	929	1034	1050	1073	168
PVX_123265	14	1286032	1289095	-	3064	115	140	254	164	87	105	105	206	233	200	364	92	53	96	191	298	335	330	42
PVX_123270	14	1289521	1290758	+	1238	18	39	103	107	49	46	49	113	58	73	190	68	49	36	55	184	148	172	24
PVX_123275	14	1290861	1292777	+	1917	562	380	740	319	369	1621	1623	983	932	543	1100	344	581	2377	2921	1790	1928	1950	304
PVX_123283	14	1296964	1303621	+	6658	342	105	126	60	93	438	610	246	128	83	144	51	87	268	542	356	354	401	58
PVX_123290	14	1305192	1309504	+	4313	46	39	144	53	53	121	222	99	108	112	276	79	57	154	352	228	221	245	39
PVX_123295	14	1310515	1313118	+	2604	14	31	136	134	91	74	73	75	78	92	263	62	38	57	90	230	206	197	38
PVX_123300	14	1314634	1331273	+	16640	111	396	1549	925	665	635	992	536	454	786	2165	621	330	575	1077	1773	1668	1832	298
PVX_123305	14	1332235	1333626	+	1392	154	137	206	136	108	116	203	299	193	168	358	106	70	119	240	314	343	376	46
PVX_123310	14	1340759	1344697	+	3939	374	272	302	324	375	358	416	769	417	241	555	330	244	273	489	770	719	834	128
PVX_123315	14	1345629	1347869	-	2241	106	112	90	28	24	41	126	139	180	94	79	20	17	63	133	129	134	151	21
PVX_123320	14	1347646	1354170	+	6525	85	117	246	88	68	155	251	144	157	191	309	68	54	122	314	304	294	316	38
PVX_123325	14	1355876	1356991	+	1116	205	145	262	78	35	57	137	270	265	194	264	47	28	81	177	245	274	264	49
PVX_123330	14	1358604	1360355	-	1752	148	110	225	249	138	65	100	307	170	181	484	160	65	68	151	372	366	394	67
PVX_123335	14	1362575	1364107	-	1533	62	61	122	66	15	21	40	106	114	81	159	36	11	28	62	125	133	172	35
PVX_123340	14	1364519	1371177	-	6659	3839	3130	4457	1986	678	600	958	6423	6275	3417	5690	1039	501	771	1841	4900	4842	5239	787
PVX_123345	14	1374227	1375249	+	1023	79	63	156	63	44	100	187	89	107	99	152	35	38	101	164	199	201	235	28
PVX_123350	14	1377761	1381024	-	3264	854	506	692	553	689	1142	1633	1408	1286	665	1240	614	526	1447	2244	2014	1956	2108	331
PVX_123355	14	1389532	1390674	+	1143	117	160	224	43	52	76	107	163	245	153	213	36	26	54	122	189	224	204	27
PVX_123360	14	1392036	1394416	-	2381	47	15	12	13	12	39	137	35	38	29	35	14	21	84	215	96	80	95	11
PVX_123365	14	1396410	1399090	+	2681	79	13	27	20	24	123	303	69	45	22	40	24	39	124	286	149	138	131	21
PVX_123370	14	1400690	1400971	+	282	38	16	51	60	66	98	154	116	60	53	149	54	34	99	165	122	126	132	30
PVX_123375	14	1401979	1403112	-	1134	137	81	118	24	4	14	14	192	171	94	112	16	15	16	56	101	128	120	14
PVX_123380	14	1404490	1407528	-	3039	864	467	628	450	337	388	630	1266	850	471	936	402	272	494	956	1102	1094	1153	194
PVX_123385	14	1409160	1412630	-	3471	462	470	713	461	301	217	220	635	625	475	907	256	155	186	388	866	863	870	140
PVX_123390	14	1414344	1415641	-	1298	53	57	106	79	87	61	103	123	87	65	161	75	37	44	136	191	187	189	28
PVX_123395	14	1416599	1420477	+	3879	449	318	480	550	690	454	385	1327	520	326	818	525	354	375	474	1109	1131	1177	166
PVX_123400	14	1421662	1423075	-	1414	22	24	70	22	15	13	12	35	47	42	70	18	4	14	27	59	50	47	12
PVX_123405	14	1423270	1426186	-	2917	531	341	456	159	85	59	137	746	641	394	499	99	46	82	251	482	505	550	73
PVX_123410	14	1427036	1428757	+	1722	499	148	199	107	118	522	1547	399	300	160	294	100	162	614	1600	740	724	767	109
PVX_123415	14	1429053	1430221	-	1169	37	19	47	19	13	41	62	67	55	16	51	17	16	36	88	64	84	89	11
PVX_123420	14	1430787	1431894	+	1108	52	60	113	36	15	27	44	140	102	82	139	23	13	34	66	114	118	120	16
PVX_123425	14	1432732	1434469	+	1738	774	125	153	98	419	1609	3315	458	379	207	326	183	314	1062	2104	1180	1189	1302	180
PVX_123430	14	1434982	1436971	+	1990	224	157	229	154	199	257	368	405	229	142	304	162	125	197	379	433	434	453	63
PVX_123435	14	1437927	1439319	+	1393	40	117	384	87	54	115	111	63	134	167	340	49	21	56	119	262	273	283	48
PVX_123440	14	1440247	1443241	+	2995	92	82	161	41	60	168	263	117	135	91	132	40	46	129	248	232	228	230	25
PVX_123445	14	1444175	1445005	+	831	9	25	30	6	7	9	24	26	17	29	33	5	3	9	42	27	20	40	6
PVX_123450	14	1445309	1446749	-	1441	367	238	169	37	36	92	121	667	558	217	149	39	35	85	176	315	313	364	47
PVX_123455	14	1447899	1449719	-	1821	250	174	343	240	226	246	286	584	301	217	598	237	148	231	400	592	599	625	91
PVX_123460	14	1452767	1457699	-	4933	71	45	70	32	73	127	349	103	73	60	103	39	47	141	322	171	172	235	44
PVX_123465	14	1452940	1453302	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVX_123470	14	1458226	1460040	+	1815	41	7	17	9	39	202	314	48	55	9	38	19	51	167	269	120	136	139	27
PVX_123475	14	1461208	1463556	+	2349	315	150	285	163	243	189	194	625	342	180	375	200	154	209	283	528	499	542	82
PVX_123480	14	1464278	1466489	+	2212	95	105	178	60	19	21	26	225	225	142	240	41	17	29	74	217	212	214	32
PVX_123485	14	1467308	1468378	+	1071	31	38	63	9	8	15	35	60	68	36	46	5	5	22	45	52	58	54	10
PVX_123490	14	1469555	1471385	+	1831	355	223	239	42	32	55	99	563	464	196	156	30	22	71	181	257	283	265	32
PVX_123495	14	1472047	1473789	-	1743	160	129	175	79	36	63	113	281	225	137	238	45	44	74	150	204	223	185	41
PVX_123500	14	1475161	1477425	+	2265	218	149	125	18	23	114	209	355	306	143	91	20	38	191	367	221	218	260	44
PVX_123505	14	1478339	1479999	-	1661	786	1376	2469	1465	729	1085	1082	1717	2701	1780	3112	587	386	616	983	2872	2765	2869	468
PVX_123510	14	1481194	1481784	-	591	22	4	12	4	5	3	13	7	10	5	8	3	3	9	84	18	29	16	1
PVX_123515	14	1484265	1487579	+	3315	154	75	72	44	124	370	619	194	162	106	136	59	90	302	666	412	377	369	75
PVX_123520	14	1492225	1495464	+	3240	679	445	669	361	123	190	311	827	771	469	1004	202	86	229	576	790	760	873	124
PVX_123525	14	1496778	1497197	-	420	14	11	32	4	1	6	7	21	28	25	25	3	1	7	14	26	24	23	0
PVX_123530	14	1498085	1500385	-	2301	40	16	20	11	7	27	91	24	33	15	21	8	12	35	94	47	50	48	5
PVX_123535	14	1501610	1505669	+	4060	379	206	326	175	119	90	168	408	410	256	498	126	64	143	306	400	424	422	63
PVX_123540	14	1506444	1509038	+	2595	56	218	324	65	25	37	60	163	304	227	312	44	22	40	110	272	263	274	54
PVX_123545	14	1509158	1512909	-	3752	180	61	125	52	78	459	730	126	186	96	174	58	146	530	916	487	495	498	72
PVX_123550	14	1516094	1518028	+	1935	1631	763	964	516	703	1099	1438	2823	2090	1002	1923	834	714	1500	2321	2442	2479	2620	364
PVX_123555	14	1520195	1521199	+	1005	22	5	4	2	12	49	89	26	21	10	23	4	11	33	89	47	44	64	7
PVX_123560	14	1521626	1523134	-	1509	152	77	121	53	51	115	183	193	112	72	165	64	58	149	257	214	211	199	30
PVX_123565	14	1524041	1524802	-	762	64	27	52	19	29	58	62	135	74	46	68	30	29	70	146	100	102	109	16
PVX_123570	14	1526195	1527800	+	1606	183	76	91	30	81	190	224	231	143	81	122	52	66	265	346	308	288	287	42
PVX_123575	14	1529956	1531107	+	1152	1	3	5	0	6	108	103	14	25	4	11	8	27	126	203	75	72	74	15
PVX_123580	14	1532811	1534972	+	2162	19	18	11	6	3	19	42	35	32	15	16	10	8	22	52	29	29	21	3
PVX_123585	14	1535606	1542529	-	6924	445	386	559	183	111	140	234	746	715	444	696	111	65	142	388	633	636	652	116
PVX_123590	14	1545594	1547429	+	1836	169	103	194	170	222	178	135	399	210	136	361	202	132	169	214	366	391	421	47
PVX_123595	14	1554661	1559201	-	4541	294	213	342	75	187	557	651	414	375	236	286	104	163	589	912	669	643	667	104
PVX_123597	14	1560454	1564942	-	4489	915	329	603	353	370	273	218	1394	720	383	789	321	255	306	409	902	872	957	145
PVX_123600	14	1565417	1567009	-	1593	42	11	10	11	16	55	91	26	25	18	24	8	18	50	126	66	55	54	16
PVX_123605	14	1567978	1570735	-	2758	185	33	54	37	76	268	600	101	90	40	70	30	67	224	463	259	247	286	47
PVX_123610	14	1571618	1574047	-	2430	203	135	220	116	56	40	57	271	245	180	334	79	27	58	114	291	287	317	51
PVX_123615	14	1578273	1587211	+	8939	379	180	318	615	550	762	1286	547	300	206	848	450	389	737	1721	1233	1233	1306	202
PVX_123620	14	1590223	1596030	+	5808	850	870	1620	1263	803	593	613	1705	1400	1089	2372	814	414	428	773	2250	2055	2224	355
PVX_123625	14	1596642	1603535	-	6894	769	606	761	507	238	209	270	1216	1045	618	1093	263	155	211	460	1025	939	1057	162
PVX_123630	14	1605267	1606185	-	919	38	15	16	2	4	25	118	29	23	9	19	8	9	52	123	37	58	54	6
PVX_123635	14	1609822	1610505	+	684	81	45	85	54	48	56	44	139	109	63	107	35	33	34	85	119	133	132	16
PVX_123640	14	1612034	1613677	-	1644	120	13	70	36	112	170	314	133	62	34	124	62	50	129	231	213	207	217	24
PVX_123645	14	1615994	1618353	+	2360	222	133	220	118	75	53	79	320	257	191	356	87	35	61	132	293	282	309	44
PVX_123650	14	1618993	1625720	-	6728	48	26	108	361	346	273	219	357	63	56	478	244	169	166	256	443	477	513	80
PVX_123655	14	1627231	1635706	+	8476	55	19	44	396	659	580	367	641	44	22	437	495	435	411	457	750	778	812	131
PVX_123660	14	1636016	1637943	+	1928	102	80	115	76	63	101	193	151	133	87	182	37	39	95	229	184	190	218	35
PVX_123665	14	1638404	1639453	-	1050	56	45	67	29	12	4	21	92	85	64	72	12	2	8	39	85	67	71	14
PVX_123670	14	1640390	1642247	+	1858	15	44	84	27	4	7	9	34	67	43	88	10	8	15	26	59	73	59	8
PVX_123675	14	1643428	1646687	-	3260	9	19	47	113	90	92	59	24	7	4	65	29	16	15	26	108	131	125	30
PVX_123680	14	1647273	1648679	-	1407	6	3	3	1	2	2	16	2	2	1	4	2	2	8	16	9	5	9	1
PVX_123685	14	1660815	1666706	-	5892	100	217	511	418	551	613	481	556	273	316	780	369	292	371	550	875	888	959	132
PVX_123690	14	1670408	1673101	+	2694	160	41	63	34	40	175	534	134	82	49	104	42	70	267	723	237	261	246	45
PVX_123695	14	1673779	1675010	+	1232	93	56	50	68	127	198	135	210	84	40	116	86	65	138	199	205	217	250	32
PVX_123700	14	1675207	1679281	-	4075	16	8	15	12	276	441	256	121	11	9	27	81	142	257	310	268	282	287	47
PVX_123705	14	1681810	1684094	+	2285	725	218	235	142	165	731	2291	507	402	191	380	134	245	953	2497	1109	1105	1088	200
PVX_123710	14	1685282	1688871	+	3590	98	202	360	131	38	42	61	235	271	210	358	37	20	45	82	275	286	310	45
PVX_123715	14	1689797	1691191	+	1395	16	82	261	103	46	56	68	58	91	145	319	45	22	40	114	213	190	204	34
PVX_123720	14	1691473	1694611	+	3139	119	165	308	147	62	99	128	345	367	230	401	93	70	104	207	346	349	346	60
PVX_123725	14	1695551	1697528	+	1978	40	52	146	110	77	81	65	171	89	85	240	99	39	53	119	195	166	191	35
PVX_123730	14	1698307	1700826	-	2520	145	87	70	10	24	770	1351	183	409	73	59	27	147	936	1393	705	664	730	143
PVX_123735	14	1702920	1704865	-	1946	31	43	107	53	26	40	77	61	70	62	129	39	16	49	131	130	91	120	18
PVX_123740	14	1705673	1707232	-	1560	88	297	605	299	133	252	165	345	474	414	933	137	105	187	227	582	612	608	96
PVX_123745	14	1710504	1713766	-	3263	1513	1095	2253	1873	892	891	1195	3014	2024	1501	4238	1171	577	698	1368	3148	3157	3347	515
PVX_123750	14	1719732	1729082	+	9351	272	402	1230	763	592	602	647	713	539	555	1736	464	272	414	754	1472	1425	1514	271
