Geneid	Chr	Start	End	Strand	Length	SRR5298122	SRR5298123	SRR5298124	SRR5298125	SRR5298126	SRR5298127	SRR5298128	SRR5298129	SRR5298130	SRR5298131	SRR5298132	SRR5298133	SRR5298134	SRR5298135
PVX_096355	3	578675	581242	+	2568	717	801	972	1188	474	550	549	669	619	640	458	516	46	33
PVX_096350	3	581624	585526	-	3903	1220	1345	1638	1929	849	947	1142	1372	1006	1104	791	897	62	92
PVX_096345	3	586869	588759	-	1891	619	809	1896	2145	566	612	1350	1442	543	631	474	560	60	38
PVX_096340	3	589567	591112	-	1546	515	523	1513	1804	332	408	1018	1231	362	457	288	339	19	22
PVX_096335	3	592259	593623	+	1365	420	424	1169	1372	308	336	830	993	326	380	276	285	12	21
PVX_096330	3	594014	595339	-	1326	593	672	1709	1990	467	502	1269	1285	474	533	470	495	26	28
PVX_096325	3	596099	604270	+	8172	2693	2940	4114	4348	2103	2251	2833	2931	2151	2459	1982	2058	165	140
PVX_096320	3	604441	605599	+	1159	411	456	1207	1309	294	395	885	1025	334	408	272	350	11	13
PVX_096315	3	605714	606646	-	933	346	361	1073	1220	307	256	813	845	284	293	256	264	13	23
PVX_096310	3	606925	608096	+	1172	318	364	971	1182	185	267	677	804	254	342	213	224	12	15
PVX_096305	3	609844	612381	+	2538	803	920	2122	2380	647	653	1446	1577	736	778	583	661	32	41
PVX_096300	3	614849	616814	-	1966	631	716	1223	1386	434	544	770	880	487	564	393	443	17	37
PVX_096295	3	618657	626253	+	7597	2496	2777	3010	3353	1974	2080	1905	2128	1996	2272	1731	1906	165	138
PVX_096292	3	627099	628871	+	1773	451	479	1444	1585	342	366	1006	1057	386	413	289	332	32	33
PVX_096289	3	629028	629942	+	915	284	298	789	898	173	228	476	553	251	258	175	198	14	15
PVX_096285	3	631582	639550	+	7969	2706	2870	3388	3870	1983	2216	2480	2690	2226	2388	1880	2049	427	170
PVX_096280	3	640900	641996	+	1097	393	451	1068	1212	298	288	697	715	323	359	247	304	17	19
PVX_096275	3	643386	645884	-	2499	825	918	2328	2707	630	745	1587	1803	734	804	554	638	53	40
PVX_096270	3	646535	652743	+	6209	1673	1901	4847	5584	1298	1502	3138	3519	1419	1546	1119	1291	66	117
PVX_096265	3	655534	656937	-	1404	494	575	1452	1754	361	435	975	1143	400	461	341	361	16	18
PVX_096260	3	659463	660911	+	1449	541	606	1708	1878	463	580	1210	1296	443	512	417	417	36	30
PVX_096255	3	661706	663037	+	1332	269	301	735	984	218	274	600	654	236	295	187	256	8	13
PVX_096245	3	670162	672021	+	1860	553	611	1877	1897	479	526	1181	1322	536	552	418	476	73	33
PVX_096240	3	672591	675272	-	2682	754	861	1509	1767	568	634	966	1200	643	710	530	590	45	54
PVX_096235	3	676702	679243	+	2542	971	956	2614	2777	669	784	1678	1852	714	840	581	712	14	46
PVX_096230	3	678731	679702	-	972	370	358	980	1081	286	297	613	699	278	314	231	249	20	26
PVX_096225	3	680616	683061	-	2446	883	939	2641	2893	685	765	1833	1944	751	778	596	669	19	63
PVX_096220	3	683218	684366	+	1149	366	398	1129	1250	256	269	801	905	272	327	240	254	17	31
PVX_096215	3	684763	686421	+	1659	660	706	1095	1200	537	538	697	782	535	525	451	474	25	27
PVX_096210	3	686565	689361	-	2797	811	850	1780	1995	543	634	1186	1323	635	675	468	555	20	46
PVX_096205	3	690424	691518	-	1095	298	383	888	1001	241	234	554	761	222	247	188	223	15	23
PVX_096200	3	692401	693618	-	1218	464	512	1481	1730	353	388	1041	1173	372	442	339	362	16	39
PVX_096195	3	694643	696364	+	1722	565	703	1443	1580	457	447	978	1095	475	547	375	457	30	28
PVX_096185	3	698355	699695	+	1341	547	560	1730	1809	411	472	1228	1207	367	479	382	385	23	25
PVX_096180	3	700081	703392	-	3312	1025	1156	1979	2341	734	872	1349	1419	808	964	710	797	32	56
PVX_096175	3	705829	706560	-	732	244	255	684	792	169	198	446	543	194	214	162	175	7	19
PVX_096170	3	707255	708231	+	977	354	383	1006	1079	252	267	683	800	236	279	206	239	13	25
PVX_096165	3	708805	711546	+	2742	812	933	1884	2259	693	704	1403	1795	701	834	580	647	48	53
PVX_096155	3	713029	718796	+	5768	1875	1980	3276	3678	1454	1545	2425	2732	1572	1663	1336	1389	90	116
PVX_096150	3	719141	724169	-	5029	1447	1628	2875	3233	1066	1115	1996	2226	1222	1347	991	1091	202	88
PVX_096145	3	726423	731512	+	5090	1828	1966	3423	3872	1339	1569	2338	2581	1545	1654	1275	1329	117	100
PVX_096140	3	733099	736557	-	3459	1333	1328	2454	2659	956	926	1849	1862	981	1104	860	867	58	84
PVX_096135	3	740424	741641	-	1218	378	477	1265	1364	310	331	799	1003	326	355	252	298	15	18
PVX_096130	3	742811	744400	+	1590	592	565	1443	1519	375	415	970	1016	404	454	385	374	27	28
PVX_096125	3	745795	746433	+	639	209	294	782	913	200	184	515	598	210	231	134	188	5	6
PVX_096120	3	747165	748583	+	1419	436	528	1347	1571	317	368	953	1106	349	468	284	362	36	22
PVX_096115	3	749067	755593	-	6527	1683	1932	2149	2630	1286	1327	1462	1803	1442	1550	1113	1171	54	102
PVX_096110	3	758368	769795	-	11428	4252	4588	6410	6943	3204	3339	4308	4805	3404	3764	2795	3056	178	302
PVX_096105	3	770604	772310	-	1707	637	805	1877	2048	467	554	1259	1491	538	589	426	504	11	34
PVX_096095	3	775214	782113	+	6900	2718	2793	3255	3469	2016	2055	2561	2760	2115	2290	1723	1907	453	146
PVX_096090	3	783163	787487	-	4325	1607	1880	2294	2681	1226	1361	1489	1619	1295	1462	1076	1151	45	211
PVX_096085	3	788437	792904	+	4468	1983	2106	3087	3327	1483	1550	2382	2448	1587	1623	1349	1382	55	115
PVX_096080	3	793172	794588	+	1417	646	741	1268	1473	433	501	945	1010	450	479	369	397	13	30
PVX_096075	3	794911	797829	-	2919	1169	1394	2110	2576	901	997	1596	1815	1004	1103	785	888	47	96
PVX_096070	3	820363	822036	+	1674	766	877	540	569	610	696	883	1016	626	699	383	435	24	63
PVX_096065	3	824861	826131	-	1271	497	614	279	341	384	423	573	596	408	457	352	379	18	28
PVX_096060	3	829509	830240	-	732	406	476	244	305	335	361	428	439	281	332	253	277	13	34
PVX_096055	3	835681	837186	+	1506	828	862	324	411	636	638	291	354	626	683	474	531	43	94
PVX_096050	3	840078	841250	+	1173	662	755	292	329	555	582	222	309	503	520	376	399	37	92
PVX_096045	3	843520	844631	-	1112	644	663	273	309	494	545	256	324	482	519	263	323	43	74
PVX_096040	3	848255	848870	-	616	375	406	160	184	279	316	110	100	275	343	227	270	32	38
PVX_096035	3	851609	852600	-	992	612	797	206	317	544	647	171	219	502	659	246	335	51	102
PVX_096030	3	855590	857011	-	1422	434	645	132	220	359	464	79	106	292	350	116	165	66	74
PVX_096020	3	865358	867264	-	1907	1160	1330	453	543	924	1074	325	308	836	934	574	548	116	196
PVX_096015	3	873405	873989	+	585	339	390	159	167	224	318	106	111	263	300	192	273	33	41
PVX_096010	3	876350	877397	-	1048	598	697	224	333	438	528	149	196	492	561	369	499	54	98
PVX_096005	3	884998	886408	+	1411	599	583	203	248	458	468	199	195	684	701	412	476	35	81
PVX_096000	3	908723	910042	-	1320	694	717	258	301	511	596	143	152	537	570	449	468	40	60
PVX_095995	3	918886	920198	-	1313	674	755	286	300	574	597	309	372	1118	1233	777	814	70	105
PVX_103145	3	929642	930452	+	811	1808	2186	652	804	1531	1686	197	240	793	990	525	497	83	180
PVX_103150	3	931706	933267	-	1562	725	653	255	262	517	488	20	20	117	66	56	30	68	135
PVX_103155	3	935050	936638	+	1589	1658	2112	702	800	1420	1676	89	111	338	412	210	251	39	53
PVX_103160	3	938996	939882	+	887	1097	1228	384	444	879	1010	222	223	863	968	393	414	28	84
PVX_000000	3	952106	952576	-	471	401	415	141	151	296	348	81	97	287	337	128	162	40	60
PVX_000005	3	956829	958054	-	1226	842	912	309	400	673	780	163	223	606	660	393	437	79	125
PVX_000010	3	962065	964031	-	1967	1311	1366	466	518	975	1075	253	285	962	955	528	563	117	218
PVX_000015	3	968022	969269	-	1248	780	862	269	299	714	751	132	157	562	618	441	500	141	156
PVX_000020	3	977930	978898	-	969	635	699	225	261	524	586	118	115	514	457	253	252	70	138
PVX_000025	3	985191	985723	+	533	138	109	38	25	105	98	72	90	301	292	99	115	8	22
PVX_105200	3	996635	997917	-	1283	878	881	346	334	619	780	179	183	601	738	365	382	53	119
PVX_110295	3	1001814	1003740	-	1927	1267	1301	486	510	978	1040	222	209	720	756	440	507	105	221
PVX_110300	3	1004996	1006360	-	1365	757	787	242	300	523	669	123	153	447	467	228	227	96	143
PVX_110305	3	1007230	1008175	-	946	521	541	196	218	386	436	96	107	354	393	212	232	46	94
PVX_106210	4	1531	3099	-	1569	238	173	84	65	217	136	225	234	803	791	519	469	103	203
PVX_106215	4	7885	8911	-	1027	4	6	2	1	5	8	1	1	4	1	5	0	66	98
PVX_106220	4	11121	12566	+	1446	413	492	173	177	330	406	109	95	350	315	304	277	91	148
PVX_002480	4	19389	21762	+	2374	865	880	331	327	679	724	202	206	738	807	520	530	115	208
PVX_002485	4	24348	25479	-	1132	659	819	240	266	541	563	136	155	507	606	413	467	56	101
PVX_002490	4	33014	34696	+	1683	790	762	285	288	611	565	198	158	608	619	350	438	56	134
PVX_002495	4	36846	38183	+	1338	667	747	244	265	482	515	159	183	565	591	424	429	91	180
PVX_002500	4	41747	42706	+	960	602	696	234	259	460	533	165	156	458	498	363	414	76	108
PVX_002505	4	46276	48927	-	2652	1753	1710	616	667	1409	1357	362	381	1209	1249	979	934	141	274
PVX_002507	4	52782	53588	-	807	541	595	233	216	451	485	111	126	468	415	337	365	47	72
PVX_002510	4	58327	60104	-	1778	1002	1089	414	483	833	962	236	286	767	798	666	770	156	193
PVX_002512	4	64226	66196	-	1971	767	899	390	457	590	689	398	413	617	661	412	586	45	75
PVX_002515	4	69491	71269	-	1779	989	1159	430	446	807	901	307	317	692	807	622	743	92	127
PVX_002520	4	73964	75074	-	1111	585	616	230	243	452	482	126	167	410	489	334	421	117	233
PVX_002525	4	76728	78028	-	1301	41	30	30	12	41	23	172	199	510	625	424	520	133	229
PVX_002530	4	79718	80896	-	1179	656	681	286	333	511	536	199	225	517	570	421	440	42	105
PVX_002535	4	84262	85589	-	1328	784	753	370	397	560	623	378	421	596	562	464	510	49	87
PVX_002550	4	88575	97392	-	8818	3864	3874	1814	1896	3037	2888	1688	1764	3086	3098	2561	2688	183	263
PVX_002555	4	101732	103869	-	2138	949	991	1857	2071	762	851	1571	1699	733	931	610	672	32	62
PVX_002560	4	106583	106735	+	153	98	110	216	342	75	84	176	202	65	79	51	75	4	3
PVX_002565	4	107349	108389	+	1041	433	437	931	1093	310	306	646	720	338	375	261	312	4	15
PVX_002570	4	111347	111697	+	351	156	191	515	673	133	148	300	422	120	171	109	158	3	11
PVX_002575	4	113102	116363	+	3262	1374	1512	2445	2813	1063	1204	1767	1812	1077	1201	943	965	38	66
PVX_002580	4	117080	119011	+	1932	608	685	1480	1861	436	547	1108	1279	485	623	389	415	16	34
PVX_002585	4	119275	121036	-	1762	703	742	1916	2170	485	585	1278	1447	512	635	420	464	19	31
PVX_002590	4	121320	123333	-	2014	766	838	2118	2268	559	622	1462	1561	643	558	490	564	20	37
PVX_002595	4	121402	121830	+	429	219	213	565	696	173	170	371	454	144	182	155	172	3	12
PVX_002600	4	123971	126267	-	2297	977	980	2736	2983	738	828	1936	1964	801	823	630	694	26	59
PVX_002605	4	130728	132446	+	1719	760	802	1870	1998	600	584	1196	1258	645	685	572	550	20	41
PVX_002610	4	133571	139736	-	6166	2103	2257	2414	2782	1514	1585	1539	1777	1643	1859	1426	1572	89	306
PVX_002615	4	141383	142864	-	1482	606	650	1767	2003	509	549	1107	1323	459	584	366	410	14	36
PVX_002620	4	143557	145176	+	1620	615	683	1741	1935	418	511	1259	1467	514	532	413	467	17	43
PVX_002625	4	145596	147496	+	1901	656	708	1674	1913	478	495	1110	1379	472	542	432	468	16	26
PVX_002630	4	148394	152483	+	4090	1208	1425	2620	2876	980	1050	1637	1936	1114	1139	877	895	42	78
PVX_002635	4	152643	154105	-	1463	529	529	965	1161	362	425	660	747	452	521	375	409	17	21
PVX_002640	4	155279	156271	-	993	499	529	1430	1636	361	398	928	1028	366	435	321	335	13	29
PVX_002645	4	157793	160167	+	2375	1073	1138	2100	2293	844	798	1452	1624	969	929	704	777	41	147
PVX_002650	4	160594	161770	-	1177	454	465	1378	1554	346	371	897	976	335	436	293	326	9	24
PVX_002655	4	163300	164573	+	1274	499	582	1403	1716	406	475	930	1094	381	523	304	363	12	35
PVX_002660	4	165717	171107	+	5391	2187	2485	6318	7143	1767	1950	4290	4682	1801	2065	1587	1708	74	128
PVX_002665	4	172141	174649	-	2509	832	841	2062	2227	619	682	1324	1414	617	710	571	592	61	80
PVX_002670	4	177398	178382	-	985	444	462	1068	1323	290	363	793	898	325	383	279	322	10	14
PVX_002675	4	179615	180549	+	935	251	244	831	843	153	201	646	662	214	223	172	180	2	11
PVX_002680	4	181798	185793	+	3996	1405	1527	1664	1789	1080	1117	1036	1130	1149	1258	958	1017	72	71
PVX_002685	4	186045	187739	-	1695	792	766	1358	1561	543	560	825	875	561	615	440	535	25	98
PVX_002690	4	189522	192863	+	3342	1048	1240	1219	1345	728	898	798	882	911	1009	697	816	31	65
PVX_002695	4	193167	194687	-	1521	517	613	1422	1587	412	449	924	1095	435	526	389	450	11	25
PVX_002700	4	196220	198808	+	2589	1051	1135	1883	2169	740	890	1367	1570	848	995	690	750	30	39
PVX_002705	4	199372	204670	-	5299	2104	2092	3775	3794	1639	1665	2624	2836	1624	1707	1382	1501	83	138
PVX_002710	4	206347	208332	-	1986	738	782	1952	2132	519	580	1274	1367	605	607	463	498	14	26
PVX_002715	4	210740	215431	-	4692	1817	1939	3323	3591	1360	1434	2372	2404	1471	1616	1172	1374	42	118
PVX_002720	4	216342	218489	-	2148	915	996	1536	1874	657	747	1134	1181	759	784	544	647	30	39
PVX_002725	4	219356	222983	-	3628	1225	1286	2883	3078	935	961	1972	2097	1032	977	800	826	50	95
PVX_002730	4	223540	224360	+	821	310	356	975	1105	243	244	641	677	229	262	218	220	8	22
PVX_002735	4	224959	228540	+	3582	1203	1276	2740	3112	843	941	1845	2048	907	1018	685	782	32	61
PVX_002740	4	228814	233670	-	4857	1735	1787	2037	2206	1250	1420	1636	1780	1444	1520	1130	1251	66	233
PVX_002745	4	235174	237301	+	2128	792	855	1820	2049	567	655	1133	1270	643	700	538	579	30	33
PVX_002750	4	238921	241407	+	2487	931	1008	1837	2217	672	749	1231	1531	727	828	570	693	16	69
PVX_002755	4	241779	246542	-	4764	1727	1831	2464	2670	1274	1502	1677	1808	1409	1602	1124	1235	95	92
PVX_002760	4	247769	248863	+	1095	426	426	1215	1243	323	360	801	860	326	378	253	273	9	18
PVX_002765	4	249576	251677	-	2102	886	921	2169	2308	640	654	1503	1649	682	754	552	620	34	46
PVX_002770	4	253971	256391	+	2421	898	945	1655	1904	695	702	1227	1374	730	859	643	682	28	60
PVX_002775	4	257223	257924	-	702	310	360	919	923	265	256	627	618	253	245	180	213	8	23
PVX_002780	4	260299	262240	+	1942	541	609	1604	1848	385	390	1207	1345	525	551	382	429	11	37
PVX_002785	4	265018	267216	+	2199	905	986	2259	2376	693	757	1358	1484	711	763	615	600	104	41
PVX_002790	4	268352	273595	-	5244	1679	1866	4279	4980	1248	1366	3025	3366	1380	1453	1158	1280	57	108
PVX_002795	4	275614	280444	-	4831	1740	1865	3392	3828	1343	1500	2371	2603	1423	1515	1146	1337	64	101
PVX_002800	4	282392	284918	+	2527	1008	1067	2887	3345	738	743	2084	2317	825	850	599	624	32	107
PVX_002805	4	285977	290824	-	4848	1577	1750	2958	3604	1182	1300	2045	2523	1384	1564	1146	1155	112	100
PVX_002810	4	293855	294763	-	909	385	441	1117	1207	314	346	737	841	330	320	255	309	10	12
PVX_002815	4	295743	298434	+	2692	930	995	2678	3027	712	809	1867	2120	742	893	621	762	34	61
PVX_002820	4	299024	303340	-	4317	1458	1547	3151	3640	1071	1174	2301	2627	1138	1290	922	1114	93	118
PVX_002825	4	304285	305133	+	849	268	370	939	1161	234	328	593	756	248	270	207	253	13	19
PVX_002830	4	307397	312265	+	4869	1673	1722	2172	2489	1185	1287	1662	1771	1366	1504	1051	1161	42	77
PVX_002835	4	312876	315217	-	2342	870	989	1680	1821	654	767	1233	1335	757	739	640	674	48	49
PVX_002840	4	315896	319260	+	3365	1086	1175	2378	2710	778	846	1616	1758	893	959	646	765	44	98
PVX_002845	4	319445	321637	-	2193	663	758	1711	1868	445	568	1114	1283	542	616	427	460	20	93
PVX_002850	4	322575	323283	-	709	205	271	567	813	142	222	458	561	173	249	179	213	4	11
PVX_002855	4	324869	333325	+	8457	2545	2897	5541	6235	1924	2244	3655	4113	2120	2394	1752	1903	507	131
PVX_002860	4	333998	335966	+	1969	796	914	1400	1551	608	714	1082	1174	633	735	552	563	78	43
PVX_002865	4	336029	337650	-	1622	534	598	1442	1616	403	436	1023	1213	423	506	361	369	11	14
PVX_002870	4	338862	339588	+	727	150	201	366	467	111	121	249	290	106	119	105	117	4	11
PVX_002875	4	340707	342215	-	1509	421	526	1450	1613	319	390	954	1102	390	428	314	331	12	36
PVX_002880	4	343641	344480	-	840	298	349	806	888	219	224	511	551	252	238	171	188	3	13
PVX_002885	4	345622	346869	-	1248	464	510	1306	1381	341	399	912	1050	407	405	339	354	18	18
PVX_002890	4	347781	349940	-	2160	691	746	1055	1237	486	552	706	854	529	617	399	533	43	45
PVX_002895	4	352962	354238	+	1277	499	509	1094	1279	313	343	793	803	329	392	296	352	13	40
PVX_002900	4	354435	355416	-	982	442	452	1243	1283	321	318	847	877	321	363	242	295	17	18
PVX_002905	4	356929	368220	-	11292	4059	4346	5248	5905	3001	3390	3565	4036	3293	3540	2774	3085	230	338
PVX_002910	4	370621	381483	+	10863	4007	4357	4522	5030	3068	3313	2964	3269	3240	3524	2847	2975	114	225
PVX_002915	4	382285	383897	-	1613	589	667	1579	1705	454	503	1016	1032	481	562	385	457	24	38
PVX_002920	4	385858	387621	+	1764	617	671	1829	2010	460	506	1350	1439	490	528	405	459	10	34
PVX_002925	4	388458	393263	-	4806	1465	1542	2506	2794	1027	1100	1852	1889	1265	1281	966	1030	190	62
PVX_002930	4	395997	397225	-	1229	421	496	917	996	282	351	592	765	350	403	264	269	18	22
PVX_002935	4	398421	399800	+	1380	485	547	1250	1363	388	436	869	963	396	462	348	392	8	24
PVX_002940	4	399979	401733	-	1755	622	729	979	1064	538	598	636	656	600	617	453	560	44	46
PVX_002945	4	403097	406237	-	3141	1297	1420	2995	3202	942	1048	2076	2252	1044	1111	861	922	125	65
PVX_002950	4	407722	408342	-	621	367	368	771	964	271	305	473	587	285	295	198	247	5	12
PVX_002955	4	411786	415837	-	4052	1679	1825	4149	4445	1295	1462	2825	3072	1310	1508	1047	1193	50	87
PVX_002960	4	417271	419614	+	2344	1031	1131	2581	3012	741	826	1935	2038	809	884	639	755	30	63
PVX_002965	4	420295	422511	+	2217	908	1127	2608	3109	705	852	1749	2038	703	814	561	670	16	45
PVX_002970	4	423440	424231	+	792	408	482	1046	1304	304	366	755	866	296	345	258	335	8	14
PVX_002975	4	424764	428069	-	3306	2103	2179	2514	2622	1619	1764	1787	1917	1485	1627	1313	1431	61	138
PVX_003995	4	439509	440889	+	1381	741	828	1935	2261	565	624	1288	1489	572	603	480	583	10	40
PVX_003990	4	444396	445607	+	1212	603	641	917	1041	467	484	590	706	486	565	426	467	11	31
PVX_003985	4	446323	448092	-	1770	316	323	852	1053	176	255	624	797	240	307	177	212	8	17
PVX_003980	4	449844	452034	+	2191	693	813	1082	1260	546	595	752	897	591	666	478	521	27	60
PVX_003975	4	452503	455793	-	3291	1428	1444	1605	1745	1049	1043	1071	1166	1017	1179	975	979	39	62
PVX_003970	4	456322	457596	-	1275	458	539	1138	1321	327	380	753	920	374	450	279	282	14	28
PVX_003965	4	458477	460013	+	1537	568	674	1331	1425	471	527	934	1057	471	510	420	439	18	24
PVX_003960	4	461725	468677	+	6953	2666	2706	3967	4351	1968	2248	2793	2955	2070	2301	1753	2046	74	132
PVX_003955	4	469122	469984	-	863	309	373	1049	1218	219	289	759	855	270	290	230	238	8	12
PVX_003950	4	471702	471950	-	249	110	157	375	444	69	111	262	329	99	111	94	91	4	3
PVX_003945	4	475002	477548	+	2547	1006	1199	3125	3404	873	902	1949	2200	797	819	677	743	40	62
PVX_003940	4	479455	481134	+	1680	470	583	1529	1707	343	375	1064	1154	415	487	375	346	11	22
PVX_003935	4	481787	486281	+	4495	1391	1504	2270	2666	1052	1120	1656	1937	1164	1291	888	1005	58	84
PVX_003930	4	487930	489408	+	1479	545	623	1658	1915	409	438	1122	1274	434	446	377	411	18	14
PVX_003925	4	490010	492222	+	2213	665	781	1661	1941	515	559	981	1224	555	661	424	497	39	43
PVX_003920	4	492876	493864	-	989	370	369	991	1152	227	278	654	727	245	268	230	225	4	25
PVX_003915	4	494295	496440	+	2146	725	874	2059	2444	541	654	1468	1691	618	732	460	527	24	45
PVX_003910	4	498234	500787	+	2554	995	1079	2042	2062	780	774	1392	1416	797	813	678	676	86	44
PVX_003905	4	501948	510194	-	8247	3206	3419	2524	2710	2392	2688	1725	1820	2663	2800	2135	2280	253	219
PVX_003900	4	511933	518580	-	6648	2543	2861	1985	2143	2051	2200	1244	1432	2105	2376	1807	1964	81	354
PVX_003895	4	520055	520705	-	651	342	363	934	1039	251	277	629	699	271	282	238	210	59	11
PVX_003890	4	521161	523458	+	2298	792	877	2194	2505	576	659	1563	1698	626	671	544	567	34	55
PVX_003885	4	523900	525527	-	1628	487	535	1396	1636	344	423	1095	1174	413	421	312	350	17	27
PVX_003880	4	526183	527570	-	1388	396	474	1336	1510	354	330	949	1042	326	366	299	294	16	45
PVX_003875	4	527603	529208	-	1606	417	497	1268	1440	354	357	835	959	351	391	306	337	21	31
PVX_003870	4	530236	535977	+	5742	1968	2161	2348	2678	1515	1694	1751	1963	1677	1718	1367	1511	62	113
PVX_003865	4	536121	540869	-	4749	1552	1652	2036	2288	1138	1282	1298	1526	1226	1403	1125	1148	328	108
PVX_003860	4	541747	542652	+	906	386	464	1143	1395	281	327	805	972	300	377	296	294	11	15
PVX_003855	4	543006	549802	-	6797	2268	2537	3662	4225	1640	1904	2390	2715	1870	2040	1536	1599	137	159
PVX_003850	4	551643	555141	+	3499	1269	1395	2912	3296	1008	1074	2076	2325	992	1070	888	907	34	53
PVX_003845	4	556270	560472	+	4203	1317	1431	2608	2980	886	1014	1892	2161	1082	1274	870	976	43	82
PVX_003840	4	562725	566344	+	3620	826	957	1168	1265	577	628	867	925	755	770	554	610	20	37
PVX_003835	4	566834	571063	+	4230	1202	1333	2080	2369	899	942	1850	2025	1159	1274	882	1020	48	75
PVX_003830	4	572142	575822	+	3681	966	1039	1573	1794	640	816	920	989	857	924	675	775	26	58
PVX_003825	4	578311	582055	+	3745	1086	1188	1347	1397	760	818	977	1201	941	1111	777	856	32	59
PVX_003820	4	583187	586822	+	3636	1408	1404	2240	2348	907	1038	1345	1446	902	923	656	815	18	59
PVX_003815	4	588135	589575	+	1441	546	597	1077	1246	382	432	799	907	413	439	367	365	10	21
PVX_003810	4	591734	595074	+	3341	1066	1174	1499	1536	775	837	1105	1241	909	976	740	800	64	52
PVX_003805	4	596253	600162	+	3910	1060	1126	1378	1747	731	840	1029	1269	835	985	635	797	47	205
PVX_003800	4	601667	605271	+	3605	1256	1288	2088	2259	863	1023	1422	1597	1040	1111	871	985	28	59
PVX_003795	4	607012	610453	+	3442	1451	1518	2381	2628	1088	1170	1588	1639	1116	1223	995	1010	46	103
PVX_003790	4	612545	615420	+	2876	1051	1198	2713	3143	822	897	2059	2268	887	941	745	741	67	62
PVX_003785	4	616916	618215	+	1300	359	449	1197	1288	308	317	884	1044	342	342	236	305	152	27
PVX_003780	4	618215	623676	-	5462	1812	1974	3864	4004	1427	1512	2486	2638	1526	1530	1320	1388	79	106
PVX_003775	4	627184	628092	+	909	225	252	765	750	160	194	504	593	208	224	128	180	9	13
PVX_003770	4	629376	630909	+	1534	451	501	861	900	300	322	601	672	365	419	312	323	17	24
PVX_003765	4	631387	632920	-	1534	677	705	1256	1514	460	500	935	1072	504	565	420	464	16	38
PVX_003760	4	633808	634333	+	526	209	225	613	761	126	152	514	547	175	186	133	187	0	11
PVX_003755	4	638610	641867	+	3258	1111	1238	1386	1500	881	952	911	969	930	1056	803	890	32	55
PVX_003750	4	642544	650035	-	7492	2691	2809	3098	3407	1917	2171	2097	2401	2110	2324	1784	1943	86	167
PVX_003745	4	650260	651873	-	1614	657	677	1604	1739	441	520	1198	1458	562	563	462	508	27	49
PVX_003740	4	654254	655517	-	1264	497	538	1453	1680	387	381	1116	1184	345	442	347	318	24	18
PVX_003735	4	656694	661115	+	4422	1499	1692	2523	2872	1190	1295	1873	2178	1279	1372	1039	1200	65	80
PVX_003730	4	661698	666008	-	4311	1455	1705	2208	2582	1048	1205	1530	1694	1188	1340	971	1147	33	104
PVX_003725	4	666736	668151	+	1416	484	523	1409	1623	389	405	999	1162	386	418	268	366	15	16
PVX_003720	4	667773	670047	-	2275	885	951	2830	3037	721	772	1909	2037	692	800	629	577	49	68
PVX_003715	4	670966	673000	-	2035	805	938	1201	1304	652	701	829	954	695	737	568	658	19	54
PVX_003710	4	674200	674704	-	505	193	205	491	507	112	146	319	350	129	152	141	132	3	11
PVX_003700	4	674973	678102	-	3130	1076	1084	2712	3249	736	872	1961	2150	851	990	755	839	4287	48
PVX_003705	4	675106	675882	+	777	164	219	642	791	133	148	433	570	142	174	126	153	2	4
PVX_003695	4	678378	681707	-	3330	1046	1174	2329	2712	792	896	1656	1892	909	1024	696	860	39	50
PVX_003690	4	682097	683566	+	1470	402	420	842	913	290	281	603	715	353	363	269	282	16	24
PVX_003685	4	685660	686247	+	588	201	252	320	383	143	182	225	264	162	173	140	145	13	8
PVX_003680	4	686819	688915	+	2097	485	557	587	654	374	399	427	473	398	420	314	354	97	27
PVX_003675	4	689176	690574	-	1399	590	581	1368	1585	415	455	964	1030	454	440	373	403	20	27
PVX_003670	4	691021	692376	+	1356	623	704	1999	2143	435	543	1417	1469	507	551	389	484	14	42
PVX_003665	4	695766	697457	+	1692	640	729	1633	1966	449	551	1066	1351	502	623	444	481	29	39
PVX_003660	4	698113	701803	+	3691	1364	1412	3566	4032	956	1029	2527	2869	1046	1111	904	952	41	62
PVX_003655	4	702997	704544	+	1548	630	717	1840	1980	530	528	1222	1349	540	588	450	506	16	28
PVX_003650	4	705502	706283	+	782	268	303	460	497	206	207	332	365	216	248	169	203	1	14
PVX_003645	4	706835	708532	+	1698	662	718	1675	1848	606	544	1125	1157	573	616	463	513	23	35
PVX_003640	4	709923	711213	-	1291	435	583	1357	1756	355	442	942	1138	358	395	275	347	18	43
PVX_003635	4	715092	722612	+	7521	2959	3021	5110	5278	2146	2270	3284	3418	2340	2526	1951	2024	106	175
PVX_003630	4	723651	726130	-	2480	841	980	1760	1878	649	736	1155	1288	710	790	583	684	33	53
PVX_003625	4	726820	728527	-	1708	666	757	1440	1464	503	553	820	1057	587	604	492	490	25	39
PVX_003620	4	730036	733662	+	3627	1239	1348	2996	3534	887	1028	2113	2469	956	1131	691	898	54	70
PVX_003615	4	735153	737032	+	1880	756	760	2023	2256	565	594	1562	1612	569	635	504	464	19	34
PVX_003610	4	737673	739214	-	1542	640	731	1610	1861	471	593	1098	1254	503	580	391	407	7	23
PVX_003605	4	741755	743316	+	1562	587	677	1751	2055	474	497	1230	1404	482	524	388	445	11	26
PVX_003600	4	743615	744513	-	899	393	480	1072	1333	328	339	774	990	321	384	257	284	14	10
