Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
PF3D7_1448300	14	1972498	1977423	-	4926	68	39	25	41	21	27
PF3D7_1448400	14	1980319	1983107	-	2789	2365	920	983	892	1214	1085
PF3D7_1448500	14	1984189	1995574	-	11386	950	360	304	275	349	266
PF3D7_1448600	14	1997542	1998303	-	762	295	92	81	118	108	125
PF3D7_1448700	14	1999648	2000649	+	1002	283	93	71	57	52	76
PF3D7_1448800	14	2001083	2002106	-	1024	43	21	12	28	10	19
PF3D7_1448900	14	2002921	2003373	-	453	161	58	74	74	99	61
PF3D7_1449000	14	2004406	2005456	-	1051	345	131	156	149	178	182
PF3D7_1449100	14	2008431	2012494	+	4064	163	104	84	107	104	120
PF3D7_1449200	14	2014670	2015055	+	386	34	21	16	18	29	21
PF3D7_1449300.1	14	2017311	2019560	+	2250	56	34	18	29	8	40
PF3D7_1449400	14	2020209	2024137	-	3929	29	14	11	16	14	22
PF3D7_1449500	14	2031087	2033397	+	2311	65	15	24	20	19	16
PF3D7_1449600	14	2035116	2036630	-	1515	4	0	1	2	5	2
PF3D7_1449700	14	2038132	2041542	-	3411	33	19	8	16	6	18
PF3D7_1449800	14	2043009	2043542	+	534	196	89	65	81	74	98
PF3D7_1449900	14	2044007	2045029	-	1023	184	123	71	60	80	78
PF3D7_1450000	14	2047793	2050083	+	2291	1135	360	385	332	443	361
PF3D7_1450100	14	2051621	2053123	-	1503	731	364	216	379	280	437
PF3D7_1450200	14	2055791	2056437	+	647	0	1	0	0	0	1
PF3D7_1450300	14	2056641	2059238	+	2598	198	62	53	59	64	93
PF3D7_1450400	14	2059936	2065770	-	5835	84	45	22	31	23	42
PF3D7_1450500	14	2067739	2073656	-	5918	105	55	49	55	44	51
PF3D7_1450600	14	2075586	2077349	-	1764	381	266	170	266	212	276
PF3D7_1450700	14	2078488	2080350	+	1863	100	39	28	38	29	55
PF3D7_1450800	14	2080898	2082247	-	1350	237	93	69	66	76	85
PF3D7_1450900	14	2083231	2084665	+	1435	207	60	50	75	45	82
PF3D7_1451000	14	2085105	2087519	-	2415	25	11	10	9	12	12
PF3D7_1451100	14	2090902	2093400	+	2499	1696	452	469	547	507	487
PF3D7_1451200	14	2094340	2099736	-	5397	93	30	21	22	28	21
PF3D7_1451300	14	2104947	2107047	+	2101	243	86	90	79	75	72
PF3D7_1451400	14	2108874	2112788	+	3915	41	10	8	15	9	28
PF3D7_1451500	14	2113561	2114004	-	444	153	163	80	55	79	71
PF3D7_1451600	14	2115436	2118190	-	2755	346	128	93	134	123	136
PF3D7_1451700	14	2118947	2120280	-	1334	536	268	205	178	196	202
PF3D7_1451800	14	2123461	2126599	+	3139	3311	1267	1103	1398	1127	1463
PF3D7_1451900	14	2128168	2131257	-	3090	14	8	6	13	3	15
PF3D7_1452000	14	2134298	2140867	+	6570	6056	2423	2208	2696	2439	2574
PF3D7_1452100	14	2141662	2142678	+	1017	9	5	1	4	3	4
PF3D7_1452200	14	2143302	2144876	+	1575	27	16	20	15	16	15
PF3D7_1452300	14	2145166	2146230	-	1065	112	70	54	56	60	37
PF3D7_1452400	14	2148421	2151123	+	2703	132	57	48	56	66	49
PF3D7_1452500	14	2151823	2153614	-	1792	774	331	292	261	231	301
PF3D7_1452600	14	2155736	2166467	+	10732	411	160	158	97	136	107
PF3D7_1452700	14	2167219	2169540	+	2322	182	71	55	62	51	58
PF3D7_1452800	14	2170461	2171690	+	1230	2306	983	941	935	1046	933
PF3D7_1452900	14	2171869	2172555	-	687	30	15	5	7	4	3
PF3D7_1453000	14	2173027	2175822	-	2796	110	50	33	26	46	46
PF3D7_1453100	14	2176837	2178729	-	1893	54	27	13	32	18	34
PF3D7_1453200	14	2179519	2186631	+	7113	80	40	35	31	23	39
PF3D7_1453300	14	2187385	2187615	+	231	0	1	2	0	2	0
PF3D7_1453400	14	2188178	2193949	+	5772	19	5	5	11	6	3
PF3D7_1453500	14	2194694	2198480	-	3787	3147	1306	982	1381	1134	1515
PF3D7_1453600	14	2199371	2204708	-	5338	11432	5283	4369	4541	4857	4525
PF3D7_1453700	14	2207027	2208320	+	1294	282	114	92	166	136	136
PF3D7_1453800	14	2209792	2212524	-	2733	486	201	201	173	243	222
PF3D7_1453900	14	2214910	2217795	+	2886	112	37	39	39	51	48
PF3D7_1454000	14	2219080	2220615	+	1536	97	19	23	48	47	46
PF3D7_1454100	14	2221351	2221884	+	534	56	32	23	18	24	21
PF3D7_1454200	14	2222490	2226704	-	4215	230	83	68	53	116	75
PF3D7_1454300	14	2229284	2231581	+	2298	1220	516	403	465	509	437
PF3D7_1454400	14	2234143	2236476	+	2334	166	83	61	94	66	107
PF3D7_1454500	14	2238394	2238882	+	489	22	10	3	4	3	10
PF3D7_1454600	14	2239538	2240227	-	690	86	16	26	42	17	29
PF3D7_1454700	14	2241433	2242839	+	1407	2031	739	828	849	927	962
PF3D7_1454800	14	2243873	2244367	+	495	36	14	9	10	13	10
PF3D7_1454900	14	2245100	2245564	-	465	385	147	110	141	131	129
PF3D7_1455000	14	2247245	2249750	-	2506	501	180	125	187	196	203
PF3D7_1455100	14	2251188	2251934	-	747	177	81	64	74	81	61
PF3D7_1455200.2	14	2255062	2256741	+	1680	0	0	0	0	0	0
PF3D7_1455200.1	14	2255062	2256741	+	1680	0	0	0	0	0	0
PF3D7_1455300	14	2259465	2261297	+	1833	1480	365	384	459	507	513
PF3D7_1455400	14	2262739	2263801	-	1063	3279	942	1116	985	1237	962
PF3D7_1455500	14	2267201	2270851	+	3651	255	90	84	94	106	108
PF3D7_1455600	14	2271529	2277243	-	5715	2245	681	794	775	851	972
PF3D7_1455700	14	2278701	2282162	-	3462	18	11	5	7	8	12
PF3D7_1455800	14	2285113	2290227	+	5115	2766	980	895	1006	973	1039
PF3D7_1455900	14	2290887	2292691	-	1805	1003	388	356	352	353	274
PF3D7_1456000	14	2296491	2300868	+	4378	137	60	39	29	40	49
PF3D7_1456100	14	2301456	2302844	-	1389	84	48	50	44	33	25
PF3D7_1456200	14	2303565	2306468	+	2904	201	74	55	86	67	81
PF3D7_1456300	14	2306955	2308202	-	1248	14	17	6	17	8	6
PF3D7_1456400	14	2309181	2312472	-	3292	90	32	21	27	22	32
PF3D7_1456500	14	2314380	2321555	+	7176	146	66	71	59	68	64
PF3D7_1456600	14	2321953	2322798	-	846	473	144	101	172	119	153
PF3D7_1456700	14	2323772	2325826	-	2055	281	133	106	123	144	138
PF3D7_1456800	14	2329933	2332086	-	2154	35248	9042	10297	9477	10410	8696
PF3D7_1456900	14	2334787	2335962	+	1176	30	29	4	18	14	22
PF3D7_1457000	14	2336649	2339153	-	2505	511	220	163	214	171	183
PF3D7_1457100	14	2340784	2343027	+	2244	477	181	142	179	183	196
PF3D7_1457200	14	2343640	2344218	-	579	216	75	72	84	80	78
PF3D7_1457300	14	2346178	2348097	-	1920	399	153	163	155	159	205
PF3D7_1457400	14	2350985	2360152	+	9168	297	122	80	91	103	100
PF3D7_1457500	14	2360874	2362133	-	1260	6402	2067	2062	2171	2241	2029
PF3D7_1457600	14	2363578	2365370	+	1793	242	138	90	102	103	114
PF3D7_1457700	14	2367287	2371723	+	4437	38	25	4	15	11	21
PF3D7_1457800	14	2372233	2373744	-	1512	78	29	22	30	9	23
PF3D7_1457900	14	2375579	2385946	+	10368	334	161	135	105	153	174
PF3D7_1458000	14	2387786	2389495	+	1710	634	308	299	328	363	328
PF3D7_1458100	14	2390726	2390902	+	177	68	18	13	18	11	21
PF3D7_1458200	14	2391118	2391601	+	484	286	138	123	98	135	84
PF3D7_1458300	14	2391783	2396831	-	5049	276	102	94	95	107	79
PF3D7_1458400	14	2397919	2398869	-	951	202	85	104	89	104	125
PF3D7_1458500	14	2400515	2405411	+	4897	1465	688	581	565	629	555
PF3D7_1458600	14	2406668	2410159	+	3492	38	10	11	20	15	8
PF3D7_1458700	14	2410954	2412015	-	1062	11	6	4	6	2	14
PF3D7_1458800	14	2414870	2417467	-	2598	388	129	149	128	167	131
PF3D7_1458900	14	2418422	2419298	+	877	119	66	56	21	67	39
PF3D7_1459000	14	2420764	2422989	+	2226	129	56	61	63	80	69
PF3D7_1459100	14	2423907	2426300	+	2394	607	219	169	199	199	209
PF3D7_1459200	14	2427224	2430091	-	2868	81	31	17	31	28	32
PF3D7_1459300	14	2432177	2432746	+	570	3	6	0	2	3	4
PF3D7_1459400	14	2433361	2434383	-	1023	784	289	204	235	240	280
PF3D7_1459500	14	2436695	2439616	+	2922	2	7	6	5	8	8
PF3D7_1459600	14	2441345	2443896	+	2552	62	32	29	27	21	32
PF3D7_1459700	14	2444473	2446179	-	1707	812	301	257	292	251	302
PF3D7_1459800	14	2446983	2448298	-	1316	388	192	119	191	147	161
PF3D7_1459900	14	2450207	2450788	-	582	2024	719	782	710	892	719
PF3D7_1460000	14	2452470	2453357	+	888	303	100	120	86	135	139
PF3D7_1460100	14	2454902	2455879	+	978	494	202	186	168	193	216
PF3D7_1460200	14	2456879	2457802	-	924	256	90	105	88	87	99
PF3D7_1460300	14	2459214	2459964	-	751	15	9	0	3	3	4
PF3D7_1460400	14	2461321	2463104	+	1784	329	228	150	191	159	212
PF3D7_1460500	14	2466091	2470989	+	4899	27	7	6	4	5	11
PF3D7_1460600	14	2473758	2474204	+	447	19	19	8	16	7	10
PF3D7_1460700	14	2475501	2476473	-	973	97	52	41	69	47	55
PF3D7_1460800	14	2477828	2479735	-	1908	280	160	126	117	183	136
PF3D7_1460900.2	14	2480440	2481916	+	1477	0	0	0	0	0	0
PF3D7_1460900.1	14	2480440	2481916	+	1477	0	0	0	0	0	0
PF3D7_1461000	14	2482775	2485086	+	2312	525	204	171	174	188	197
PF3D7_1461100	14	2485864	2488620	+	2757	49	21	34	31	44	32
PF3D7_1461200	14	2489698	2490249	+	552	136	46	57	62	80	80
PF3D7_1461300	14	2492166	2492369	+	204	49	20	18	14	19	12
PF3D7_1461400	14	2493400	2494762	-	1363	550	272	166	233	182	266
PF3D7_1461500	14	2496050	2497400	-	1351	68	30	23	47	31	33
PF3D7_1461600	14	2498047	2500384	-	2338	255	73	74	120	87	128
PF3D7_1461700	14	2501578	2502515	-	938	30	31	10	11	19	17
PF3D7_1461800	14	2504149	2512505	+	8357	93	50	30	25	46	35
PF3D7_1461900	14	2514673	2517945	+	3273	81	28	21	50	24	68
PF3D7_1462000	14	2518392	2518757	-	366	9	1	2	3	1	5
PF3D7_1462100	14	2519205	2523209	-	4005	20	12	7	8	8	11
PF3D7_1462200	14	2523919	2524140	+	222	37	15	14	4	11	7
PF3D7_1462300	14	2524921	2528994	-	4074	332	176	122	125	152	176
PF3D7_1462400	14	2531432	2541400	-	9969	121	106	50	49	83	65
PF3D7_1462500	14	2544824	2549785	-	4962	81	52	29	29	38	47
PF3D7_1462600	14	2550692	2552432	+	1741	2038	907	782	782	843	761
PF3D7_1462700	14	2553714	2555104	-	1391	848	441	292	430	315	398
PF3D7_1462800	14	2559098	2560347	+	1250	598	192	150	220	141	181
PF3D7_1462900	14	2561069	2563492	-	2424	6	6	1	3	3	4
PF3D7_1463000	14	2565357	2566283	-	927	90	38	23	33	58	53
PF3D7_1463200	14	2570434	2571719	+	1286	200	101	86	109	95	158
PF3D7_1463300	14	2572988	2574607	+	1620	3	2	2	4	3	5
PF3D7_1463400	14	2575326	2576336	+	1011	135	67	48	67	70	77
PF3D7_1463500	14	2577974	2579379	+	1406	817	306	311	187	294	233
PF3D7_1463600	14	2580115	2580486	-	372	14	8	5	1	3	5
PF3D7_1463700	14	2581543	2582523	+	981	43	7	7	17	14	9
PF3D7_1463800	14	2583187	2583549	-	363	19	30	14	9	18	15
PF3D7_1463900	14	2584575	2589782	-	5208	1342	695	499	578	538	596
PF3D7_1464000	14	2592002	2594119	-	2118	12	11	6	7	2	9
PF3D7_1464100	14	2595869	2598571	+	2703	15	10	2	8	2	6
PF3D7_1464200	14	2598842	2599954	-	1113	30	26	6	9	5	14
PF3D7_1464300	14	2601441	2604305	+	2865	213	85	75	84	79	74
PF3D7_1464400	14	2604381	2605411	-	1031	82	80	27	61	41	46
PF3D7_1464500	14	2607292	2617621	+	10330	22	16	13	15	14	7
PF3D7_1464600	14	2619679	2624187	+	4509	204	62	48	64	79	69
PF3D7_1464700	14	2625452	2626600	-	1149	333	123	129	148	145	156
PF3D7_1464800	14	2628882	2629789	+	908	2	3	2	1	0	3
PF3D7_1464900	14	2630558	2632678	-	2121	119	33	23	49	27	60
PF3D7_1465000	14	2635841	2636677	+	837	913	310	392	259	390	263
PF3D7_1465100	14	2637566	2640169	+	2604	2	2	2	4	1	0
PF3D7_1465200	14	2640872	2642002	-	1131	108	55	46	26	52	42
PF3D7_1465300	14	2643004	2646192	+	3189	77	59	31	53	37	51
PF3D7_1465400	14	2646603	2647033	-	431	171	44	47	36	42	39
PF3D7_1465500	14	2650755	2655140	+	4386	253	85	89	85	75	63
PF3D7_1465600	14	2655491	2657965	-	2475	133	89	68	74	85	72
PF3D7_1465700	14	2658255	2660911	-	2657	277	132	61	122	104	111
PF3D7_1465800	14	2662020	2682705	+	20686	447	203	172	175	198	203
PF3D7_1465900	14	2684141	2685534	+	1394	96	50	32	63	27	53
PF3D7_1466000	14	2686224	2688303	-	2080	101	39	36	45	35	34
PF3D7_1466100	14	2690504	2693326	+	2823	2005	658	638	918	753	974
PF3D7_1466200	14	2694813	2704049	-	9237	165	70	41	60	75	45
PF3D7_1466300	14	2709418	2713192	+	3775	555	193	205	284	267	388
PF3D7_1466400	14	2714844	2717285	-	2442	718	302	320	348	372	454
PF3D7_1466500	14	2725225	2726281	+	1057	91	69	20	30	51	43
PF3D7_1466600	14	2726800	2727642	-	843	32	17	7	14	11	17
PF3D7_1466700	14	2729370	2730811	+	1442	2842	822	1007	797	1104	988
PF3D7_1466800	14	2731986	2734694	+	2709	179	47	52	50	35	53
PF3D7_1466900	14	2736908	2741325	+	4418	53	27	19	17	22	25
PF3D7_1467000	14	2742387	2745257	+	2871	372	225	135	172	142	180
PF3D7_1467100	14	2745815	2747320	-	1506	176	44	36	24	44	44
PF3D7_1467200	14	2748392	2750131	+	1740	21	34	9	25	13	25
PF3D7_1467300	14	2750958	2752424	+	1467	850	356	304	338	374	363
PF3D7_1467400	14	2753136	2754020	-	885	5	18	10	16	15	17
PF3D7_1467500	14	2755225	2756799	+	1575	80	19	19	31	24	24
PF3D7_1467600	14	2757665	2764150	-	6486	374	184	118	145	130	174
PF3D7_1467700	14	2766108	2766616	+	509	20	8	9	10	8	10
PF3D7_1467800	14	2767400	2767935	+	536	425	185	197	202	203	208
PF3D7_1467900	14	2771101	2776308	+	5208	214	82	65	130	87	93
PF3D7_1468000	14	2777632	2785114	+	7483	167	78	61	68	78	69
PF3D7_1468100	14	2786308	2794323	-	8016	157	65	48	66	58	42
PF3D7_1468200	14	2802508	2803188	+	681	16	6	4	1	2	11
PF3D7_1468300	14	2803593	2804613	+	1021	60	40	40	29	33	27
PF3D7_1468400	14	2809478	2812066	+	2589	17	4	1	7	8	4
PF3D7_1468500.1	14	2812941	2814385	-	1445	667	253	250	266	279	273
PF3D7_1468600	14	2816100	2822286	+	6187	110	47	36	29	38	40
PF3D7_1468700	14	2825370	2826918	+	1549	508	219	194	284	235	331
PF3D7_1468800	14	2827942	2830443	-	2502	99	29	35	42	40	57
PF3D7_1468900	14	2831928	2834369	-	2442	17	20	9	16	14	11
PF3D7_1469000	14	2835603	2836151	-	549	229	84	97	75	104	79
PF3D7_1469100	14	2837319	2838101	+	783	269	102	90	85	117	92
PF3D7_1469200	14	2838913	2839989	-	1077	169	71	75	74	64	64
PF3D7_1469300	14	2841122	2841910	-	789	21	13	9	12	14	18
PF3D7_1469400	14	2845203	2846516	+	1314	1948	876	745	788	810	882
PF3D7_1469500	14	2847235	2849298	-	2064	1736	1022	674	824	737	758
PF3D7_1469600	14	2852150	2862568	+	10419	198	79	60	95	72	87
PF3D7_1469700	14	2863914	2864531	+	618	301	122	53	103	71	75
PF3D7_1469800	14	2865024	2866245	-	1222	650	273	183	212	230	239
PF3D7_1469900	14	2866358	2868183	+	1826	598	323	193	212	229	282
PF3D7_1470000	14	2868291	2869356	-	1066	566	193	220	196	242	156
PF3D7_1470100	14	2870069	2877589	+	7521	4373	1804	1785	1418	1940	1478
PF3D7_1470200	14	2877586	2878748	-	1163	944	370	302	331	371	281
PF3D7_1470300	14	2879458	2879904	+	447	33	12	4	9	5	9
PF3D7_1470400	14	2880157	2881012	-	856	1112	405	398	370	503	389
PF3D7_1470500	14	2882766	2886082	+	3317	379	87	128	130	159	160
PF3D7_1470600	14	2886888	2888659	-	1772	63	18	15	18	15	25
PF3D7_1470700	14	2890054	2891796	+	1743	207	98	79	38	94	57
PF3D7_1470800	14	2892221	2895999	-	3779	141	60	55	60	35	82
PF3D7_1470900	14	2897916	2898657	+	742	387	166	159	142	148	161
PF3D7_1471000	14	2902134	2903537	+	1404	646	297	235	242	303	255
PF3D7_1471100	14	2905163	2906565	-	1403	322	116	122	148	151	150
PF3D7_1471200	14	2912386	2915354	+	2969	2191	818	687	828	661	817
PF3D7_1471300	14	2915747	2918006	-	2260	1317	684	540	572	592	574
PF3D7_1471400	14	2919190	2920871	-	1682	25	17	12	15	15	22
PF3D7_1471500	14	2922351	2924557	-	2207	4382	1300	1474	1361	1699	1080
PF3D7_1471600	14	2926134	2929673	+	3540	503	232	131	245	177	208
PF3D7_1471700	14	2929823	2931547	+	1725	243	116	83	91	87	99
PF3D7_1471800	14	2932023	2932787	+	765	553	302	178	231	235	275
PF3D7_1471900	14	2933162	2939779	-	6618	684	339	215	161	183	278
PF3D7_1472000	14	2940478	2941603	+	1126	382	158	123	131	143	128
PF3D7_1472100	14	2941600	2943259	-	1660	394	157	142	132	153	121
PF3D7_1472200	14	2945662	2952551	+	6890	276	127	100	153	111	183
PF3D7_1472300	14	2954108	2957108	+	3001	224	132	115	97	103	99
PF3D7_1472400	14	2957474	2961618	+	4145	534	140	154	152	143	143
PF3D7_1472500	14	2961722	2962645	-	924	333	117	94	84	80	80
PF3D7_1472600	14	2962986	2965086	-	2101	3428	1536	1247	1327	1281	1380
PF3D7_1472700	14	2966749	2969334	+	2586	179	61	35	57	56	60
PF3D7_1472800	14	2969912	2971792	-	1881	34	20	22	13	15	21
PF3D7_1472900	14	2972978	2974054	+	1077	77	46	34	64	30	72
PF3D7_1473000	14	2975115	2975492	-	378	167	68	50	62	75	61
PF3D7_1473100	14	2976211	2978117	-	1907	146	40	30	43	54	52
PF3D7_1473200	14	2981600	2982964	+	1365	36	6	9	14	7	27
PF3D7_1473300	14	2984062	2987932	+	3871	39	23	26	8	17	14
PF3D7_1473400	14	2989577	2992222	+	2646	517	183	179	226	184	292
PF3D7_1473500	14	2993252	2995279	-	2028	20	11	11	15	27	16
PF3D7_1473600	14	2997600	2997944	-	345	9590	3274	3303	3593	3809	3509
PF3D7_1473700	14	2998594	3002355	-	3762	114	46	37	40	43	34
PF3D7_1473900	14	3007601	3010159	+	2559	750	363	295	371	400	309
PF3D7_1474000	14	3011585	3017899	-	6315	402	133	143	165	154	158
PF3D7_1474100	14	3023228	3023726	+	499	140	72	58	74	49	92
PF3D7_1474200	14	3023852	3038832	-	14981	223	100	58	79	61	62
PF3D7_1474300	14	3040768	3043560	+	2793	82	59	37	46	46	45
PF3D7_1474400	14	3044129	3055248	+	11120	1263	371	443	320	442	382
PF3D7_1474500	14	3055715	3057820	-	2106	145	46	52	36	54	62
PF3D7_1474600	14	3060864	3062634	+	1771	1663	732	617	766	672	730
PF3D7_1474700	14	3063191	3065763	-	2573	711	310	258	235	302	241
PF3D7_1474800	14	3067562	3068692	+	1131	2480	774	966	877	1119	1005
PF3D7_1474900	14	3072261	3073247	+	987	186	91	99	105	109	128
PF3D7_1475000	14	3075788	3076186	+	399	0	1	0	0	0	1
PF3D7_1475100	14	3076442	3081022	+	4581	102	64	44	54	52	49
PF3D7_1475200	14	3081750	3084635	+	2886	277	137	129	128	157	123
PF3D7_1475300	14	3085496	3086182	+	687	300	113	80	102	91	115
PF3D7_1475400	14	3087061	3105071	-	18011	84	23	25	31	25	31
PF3D7_1475500	14	3106949	3111811	+	4863	215	61	57	77	84	94
PF3D7_1475600	14	3112509	3114698	-	2190	20	7	6	7	2	4
PF3D7_1475700	14	3117392	3118951	+	1560	191	92	50	73	60	92
PF3D7_1475800	14	3120854	3121849	+	996	3031	1329	1093	1433	1476	1366
PF3D7_1475900	14	3124337	3126709	+	2373	1050	425	344	406	395	386
PF3D7_1476000	14	3127677	3128119	-	443	5277	1858	1937	2094	2270	2099
PF3D7_1476100	14	3131104	3131637	+	534	156	90	54	65	91	70
PF3D7_1476200	14	3133951	3135651	+	1701	75	28	32	32	36	28
PF3D7_1476300	14	3139140	3140982	+	1843	13	7	15	16	10	9
PF3D7_1476500	14	3147490	3148584	+	1095	1437	620	504	510	575	541
PF3D7_1476600	14	3151970	3154923	+	2954	1016	482	457	586	639	770
PF3D7_1476700	14	3156976	3158037	+	1062	612	272	264	240	265	250
PF3D7_1476800	14	3159487	3160602	+	1116	31	23	12	14	7	14
PF3D7_1477100	14	3172972	3173644	-	673	1	0	0	0	2	0
PF3D7_1477200	14	3175541	3176458	+	918	64	28	13	23	18	22
PF3D7_1477300	14	3179624	3180610	+	987	105	68	31	56	52	49
PF3D7_1477400	14	3183248	3184352	+	1105	138	56	59	51	49	75
PF3D7_1477500	14	3188888	3190548	+	1661	429	182	122	185	105	205
PF3D7_1477600	14	3193285	3199478	+	6194	23	21	8	9	12	9
PF3D7_1477700	14	3202931	3204017	+	1087	385	175	177	219	178	281
PF3D7_1477800	14	3207627	3207899	+	273	86	44	34	38	31	44
PF3D7_1478000	14	3213581	3214617	+	1037	82	17	11	21	14	27
PF3D7_1478100	14	3216399	3217296	-	898	695	321	351	166	324	195
PF3D7_1478600	14	3232639	3236535	+	3897	96	48	34	44	34	69
PF3D7_1478800	14	3242909	3243629	-	721	13	14	5	9	9	11
PF3D7_1479000	14	3254092	3256554	+	2463	81	24	11	26	15	25
PF3D7_1479100	14	3257135	3257841	-	707	11	7	2	1	0	3
PF3D7_1479200	14	3260745	3261727	+	983	4	0	0	0	0	0
PF3D7_1479400	14	3266136	3267377	+	1242	8	0	4	2	2	6
PF3D7_1479500	14	3269494	3270496	+	1003	0	1	0	0	0	1
PF3D7_1479600	14	3272578	3273848	+	1271	2	8	0	7	1	8
PF3D7_1479700	14	3276230	3277501	+	1272	2	1	0	4	1	2
PF3D7_1479800	14	3279500	3280662	+	1163	1	0	0	1	0	1
PF3D7_1479900	14	3282729	3283752	+	1024	4	3	1	0	0	5
PF3D7_1480000	14	3285900	3287003	+	1104	3	3	0	2	3	6
PF3D7_0200100	2	25232	31168	+	5937	239	113	66	152	59	187
PF3D7_0200200	2	33030	34259	-	1230	2647	1028	944	1170	1198	1115
PF3D7_0200300	2	35927	37249	-	1323	22	12	9	16	5	35
PF3D7_0200400	2	38287	39303	-	1017	2265	993	776	1140	947	1268
PF3D7_0200500	2	41515	42858	-	1344	8	26	13	28	2	27
PF3D7_0200600	2	45286	46558	-	1273	18	86	2	61	1	80
PF3D7_0200700	2	48923	50147	-	1225	8	4	4	0	3	1
PF3D7_0201000	2	57344	58421	-	1078	3	0	1	0	0	1
PF3D7_0201100	2	60107	60319	-	213	0	0	0	0	0	0
PF3D7_0201200	2	63157	64376	+	1220	11	11	2	6	4	7
PF3D7_0201300	2	66529	67545	+	1017	24	9	4	5	7	3
PF3D7_0201400	2	69088	69771	+	684	244	59	47	45	55	52
PF3D7_0201500	2	73441	74396	-	956	13	2	7	4	1	8
PF3D7_0201600	2	77251	78808	-	1558	89	26	26	36	27	39
PF3D7_0201700	2	81291	84165	-	2875	320	141	89	152	87	136
PF3D7_0201800	2	86832	88791	-	1960	83	73	27	59	33	82
PF3D7_0201900	2	91318	98838	-	7521	39	21	17	20	3	26
PF3D7_0202000	2	103385	105796	-	2412	97	71	24	68	28	51
PF3D7_0202100	2	109564	110580	-	1017	45	43	15	30	15	27
PF3D7_0202200	2	112547	113682	-	1136	114	75	33	56	30	70
PF3D7_0202300	2	117225	118235	+	1011	0	1	0	1	1	1
PF3D7_0202400	2	120524	124102	+	3579	272	100	114	140	153	149
PF3D7_0202500	2	127994	128314	+	321	286	140	77	140	119	122
PF3D7_0202600.1	2	129342	133563	-	4222	0	0	0	0	0	0
PF3D7_0202600.2	2	129342	133563	-	4222	0	0	0	0	0	0
PF3D7_0202700	2	135523	137139	+	1617	937	310	271	294	233	275
PF3D7_0202800	2	137557	138389	-	833	49	31	3	13	7	15
PF3D7_0202900	2	138927	141192	+	2266	9775	3325	3713	3508	4123	3555
PF3D7_0203000	2	141625	147564	-	5940	68	54	35	34	41	23
PF3D7_0203100	2	149524	156981	-	7458	426	167	143	177	204	174
PF3D7_0203200	2	158137	159660	-	1524	437	180	156	174	161	192
PF3D7_0203300	2	160514	161242	+	729	132	52	33	46	38	42
PF3D7_0203400	2	162065	162900	-	836	119	37	53	44	46	38
PF3D7_0203600	2	166144	168051	+	1908	546	224	183	196	220	184
PF3D7_0203700	2	168682	170136	-	1455	406	165	122	184	154	167
PF3D7_0203800	2	171563	174912	-	3350	275	144	90	146	110	128
PF3D7_0203900	2	176567	178300	+	1734	29	8	12	6	11	7
PF3D7_0204000	2	178955	181526	+	2572	86	49	30	36	35	48
PF3D7_0204100	2	182228	189115	-	6888	80	27	22	38	19	27
PF3D7_0204200	2	192818	194199	+	1382	195	97	54	90	83	73
PF3D7_0204300	2	194826	196916	-	2091	12	10	4	8	5	7
PF3D7_0204400	2	197219	198043	-	825	11	6	3	1	3	3
PF3D7_0204500	2	198353	199570	-	1218	59	26	34	25	19	32
PF3D7_0204600	2	200482	204048	-	3567	27	21	11	6	23	11
PF3D7_0204700	2	205889	207403	-	1515	4831	1945	1724	1903	1908	1561
PF3D7_0204800	2	209583	210833	-	1251	726	253	275	231	353	280
PF3D7_0204900	2	211348	212627	+	1280	3741	1120	1238	955	1219	1010
PF3D7_0205000	2	212982	214508	-	1527	29	13	9	15	9	15
PF3D7_0205100	2	214838	217348	-	2511	58	34	32	37	19	29
PF3D7_0205200	2	217882	218907	-	1026	1287	469	437	458	569	425
PF3D7_0205300	2	219690	222256	+	2567	332	166	125	111	149	154
PF3D7_0205400	2	223478	224851	+	1374	79	38	33	40	30	37
PF3D7_0205500	2	225562	226245	-	684	70	22	21	19	18	24
PF3D7_0205600	2	228025	229932	+	1908	128	51	73	66	58	61
PF3D7_0205700.1	2	231141	232529	+	1389	0	0	0	0	0	0
PF3D7_0205700.2	2	231141	232529	+	1389	0	0	0	0	0	0
PF3D7_0205800	2	232729	233476	-	748	1069	481	384	426	418	329
PF3D7_0205900	2	235237	238816	+	3580	2673	1090	904	1121	906	987
PF3D7_0206000	2	239246	243796	-	4551	514	165	120	143	105	147
PF3D7_0206100	2	245358	246699	+	1342	1502	496	509	395	575	403
PF3D7_0206200	2	249030	250727	+	1698	493	374	209	406	281	427
PF3D7_0206500	2	263037	267347	-	4311	111	63	28	62	41	47
PF3D7_0206600	2	270078	270619	-	542	109	58	54	35	53	37
PF3D7_0206700	2	271594	273009	+	1416	51	23	7	11	20	15
PF3D7_0206800	2	273689	274507	-	819	1518	598	369	637	449	522
PF3D7_0206900.1	2	275540	276494	-	955	0	0	0	0	0	0
PF3D7_0206900.2	2	275540	276577	-	1038	0	0	0	0	0	0
PF3D7_0207000	2	277494	278456	-	963	80	69	31	55	54	72
PF3D7_0207100	2	281907	287345	+	5439	3553	1295	1193	1271	1198	1127
PF3D7_0207200	2	288183	288665	-	483	664	258	212	222	243	246
PF3D7_0207300	2	290168	292703	-	2536	530	198	155	236	134	270
